1	Wär	Wär	N	NE	_	0	root	844	844
93	«	«	$	$(	_	0	root	_	_
94	,	,	$	$,	_	0	root	_	_
95	sagte	sagen	V	VVFIN	3|Sg|Past|_	92	par	_	_
96	Casanova	Casanova	N	NN	Masc|Nom|Sg	95	subj	11	11
97	,	,	$	$,	_	0	root	_	_
98	»	»	$	$(	_	0	root	_	_
99	und	und	K	KON	_	0	root	_	_
100	wenn	wenn	K	KOUS	_	103	konj	_	_
101	Sie	sie	P	PPER	3|Pl|_|Nom	103	subj	859	859
102	einverstanden	einverstanden	A	ADJD	Pos|	103	pred	_	_
103	sind	sein	V	VAFIN	3|Pl|Pres|Ind	105	neb	_	_
104	,	,	$	$,	_	0	root	_	_
105	nehmen	nehmen	V	VVFIN	1|Pl|Pres|_	99	cj	_	_
106	wir	wir	P	PPER	1|Pl|_|Nom	105	subj	863	863
107	den	die	A	ART	Def|Masc|Acc|Sg	108	det	_	_
108	Weg	Weg	N	NN	Masc|Acc|Sg	105	obja	_	_
109	über	über	P	APPR	Acc	108	pp	_	_
110	die	die	A	ART	Def|Masc|Acc|Pl	111	det	_	_
111	Weinberge	Weinberg	N	NN	Masc|Acc|Pl	109	pn	_	_
112	,	,	$	$,	_	0	root	_	_
113	wo	wo	P	PWAV	_	116	adv	_	_
114	wir	wir	P	PPER	1|Pl|_|Nom	117	subj	863	863
115	ungestört	ungestört	A	ADJD	Pos|	116	adv	_	_
116	plaudern	plaudern	V	VVINF	_	117	aux	_	_
117	können	können	V	VMFIN	1|Pl|Pres|_	111	rel	_	_
118	.	.	$	$.	_	0	root	_	_
119	«	«	$	$(	_	0	root	_	_
120	Sie	sie	P	PPER	3|Pl|_|Nom	121	subj	859	859
121	bogen	biegen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
122	von	von	P	APPR	_	121	pp	_	_
123	der	die	A	ART	Def|_|_|_	124	det	316	316
124	Fahrstraße	Fahrstraß	N	NN	_|_|_	122	pn	316	316
125	auf	auf	P	APPR	Acc	122	kon	_	_
126	denselben	dieselbe	A	PDAT	Masc|Acc|Sg	127	det	864	864
127	Pfad	Pfad	N	NN	Masc|Acc|Sg	125	pn	864	864
128	ein	ein	P	PTKVZ	_	121	avz	_	_
129	,	,	$	$,	_	0	root	_	_
130	den	die	P	PRELS	Masc|Acc|Sg	0	root	864	864
131	,	,	$	$,	_	0	root	_	_
132	die	die	A	ART	Def|Fem|_|Sg	133	det	865	865
133	Gartenmauer	Gartenmauer	N	NN	Fem|_|Sg	0	root	865	865
134	entlang	entlang	P	PTKVZ	_	0	root	_	_
135	,	,	$	$,	_	0	root	_	_
136	Casanova	Casanova	N	NN	Masc|Nom|Sg	142	subj	11	11
137	tags	tags	A	ADV	_	138	adv	_	_
138	vorher	vorher	A	ADV	_	141	adv	_	_
139	mit	mit	P	APPR	Dat	141	pp	_	_
140	Olivo	Olivo	N	NE	_|Dat|_	139	pn	44	44
141	gegangen	gehen	V	VVPP	_	142	aux	_	_
142	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
143	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	3	subj	859	859
3	vermuten	vermuten	V	VVFIN	3|Pl|Pres|_	0	root	_	_
4	ganz	ganz	A	ADV	_	5	adv	_	_
5	richtig	richtig	A	ADJD	Pos|	3	adv	_	_
6	«	«	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	so	so	A	ADV	_	9	adv	_	_
9	setzte	setzen	V	VVFIN	3|Sg|Past|_	5	par	_	_
10	Casanova	Casanova	N	NN	Masc|Nom|Sg	9	subj	11	11
11	ein	ein	P	PTKVZ	_	9	avz	_	_
12	,	,	$	$,	_	0	root	_	_
13	»	»	$	$(	_	0	root	_	_
14	daß	daß	K	KOUS	_	17	konj	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	9	9
16	gesonnen	sinnen	V	VVPP	_	17	aux	_	_
17	bin	sein	V	VAFIN	1|Sg|Pres|Ind	3	objc	_	_
18	,	,	$	$,	_	0	root	_	_
19	Ihnen	sie	P	PPER	3|Pl|_|Dat	23	objd	859	859
20	die	die	A	ART	Def|Neut|_|Pl	21	det	866	866
21	Summe	Summe	N	NN	Neut|_|Pl	23	obja	866	866
22	Geldes	Geld	N	NN	Neut|_|_	21	app	866	866
23	anzubieten	anbieten	V	VVIZU	_	16	obji	_	_
24	,	,	$	$,	_	0	root	_	_
25	die	die	P	PRELS	_|_|_	0	root	866	866
26	Sie	sie	P	PPER	3|Pl|_|Nom	30	subj	859	859
27	dem	die	A	ART	Def|_|Dat|Sg	28	det	326	326
28	Marchese	Marchese	N	NN	_|Dat|Sg	30	objd	326	326
29	schuldig	schuldig	A	ADJD	Pos|	30	pred	_	_
30	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
31	;	;	$	$.	_	0	root	_	_
32	nicht	nicht	P	PTKNEG	_	0	root	_	_
33	leihweise	leihweise	A	ADV	_	32	adv	_	_
34	,	,	$	$,	_	0	root	_	_
35	denn	denn	K	KON	_	0	root	_	_
36	das	die	P	PDS	Neut|_|Sg	43	obja	_	_
37	-	-	$	$(	_	0	root	_	_
38	Sie	sie	P	PPER	3|Pl|_|Nom	39	subj	859	859
39	werden	werden	V	VAFIN	3|Pl|Pres|_	36	par	_	_
40	mir	ich	P	PPER	1|Sg|_|Dat	41	objd	9	9
41	verzeihen	verzeihen	V	VVINF	_	39	aux	_	_
42	-	-	$	$(	_	0	root	_	_
43	hielte	halten	V	VVFIN	1|Sg|Past|Subj	35	cj	_	_
44	ich	ich	P	PPER	1|Sg|_|Nom	43	subj	9	9
45	für	für	P	APPR	Acc	43	objp	_	_
46	ein	eine	A	ART	Indef|Neut|Acc|Sg	49	det	_	_
47	allzu	allzu	P	PTKA	_	48	adv	_	_
48	riskantes	riskantes	A	ADJD	_	49	adv	_	_
49	Geschäft	Geschäft	N	NN	Neut|Acc|Sg	45	pn	_	_
50	,	,	$	$,	_	0	root	_	_
51	sondern	sondern	K	KON	_	0	root	_	_
52	als	als	K	KOKOM	_	0	root	_	_
53	-	-	$	$(	_	0	root	_	_
54	freilich	freilich	A	ADV	_	55	adv	_	_
55	geringen	gering	A	ADJA	Pos|Masc|_|Sg|_|	56	attr	_	_
56	Gegenwert	Gegenwert	N	NN	Masc|_|Sg	0	root	_	_
57	für	für	P	APPR	Acc	56	pp	_	_
58	eine	eine	A	ART	Indef|Fem|Acc|Sg	59	det	867	867
59	Gefälligkeit	Gefälligkeit	N	NN	Fem|Acc|Sg	57	pn	867	867
60	,	,	$	$,	_	0	root	_	_
61	die	die	P	PRELS	_|_|_	0	root	867	867
62	Sie	sie	P	PPER	3|_|_|_	65	obja	859	859
63	mir	ich	P	PPER	1|Sg|_|Dat	65	objd	9	9
64	zu	zu	P	PTKZU	_	65	part	_	_
65	erweisen	erweisen	V	VVINF	_	0	root	_	_
66	vielleicht	vielleicht	A	ADV	_	68	adv	_	_
67	imstande	imstande	A	ADJD	_	68	pred	_	_
68	wären	sein	V	VAFIN	_|Pl|Past|Subj	0	root	_	_
69	.	.	$	$.	_	0	root	_	_
70	«	«	$	$(	_	0	root	_	_
71	-	-	$	$(	_	0	root	_	_
72	»	»	$	$(	_	0	root	_	_
73	Ich	ich	P	PPER	1|Sg|_|Nom	74	subj	9	9
74	höre	hören	V	VVFIN	1|Sg|Pres|_	77	s	_	_
75	«	«	$	$(	_	0	root	_	_
76	,	,	$	$,	_	0	root	_	_
77	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
78	Lorenzi	Lorenzi	N	NE	_|Nom|Sg	77	subj	126	126
79	kalt	kalt	A	ADJD	Pos|	77	adv	_	_
80	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	»	»	$	$(	_	0	root	_	_
3	Ehe	ehe	K	KOUS	_	7	konj	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	9	9
5	mich	ich	P	PRF	1|Sg|Acc	7	obja	_	_
6	weiter	weiter	A	ADV	_	7	adv	_	_
7	äußere	äußern	V	VVFIN	1|Sg|Pres|_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	erwiderte	erwidert	A	ADJA	Pos|Masc|Nom|Sg|Wk|	11	attr	45	45
11	Casanova	Casanova	N	NN	Masc|Nom|Sg	0	root	45	45
12	im	in	P	APPRART	Dat	11	pp	45	45
13	selben	selben	A	ADJA	_|Masc|Dat|Sg|_	14	attr	45	45
14	Tone	Ton	N	NN	Masc|Dat|Sg	12	pn	45	45
15	,	,	$	$,	_	0	root	_	_
16	»	»	$	$(	_	0	root	_	_
17	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
18	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	9	9
19	genötigt	nötigen	V	VVPP	_	17	aux	_	_
20	,	,	$	$,	_	0	root	_	_
21	eine	eine	A	ART	Indef|Fem|_|Sg	22	det	_	_
22	Bedingung	Bedingung	N	NN	Fem|_|Sg	24	obja	_	_
23	zu	zu	P	PTKZU	_	24	part	_	_
24	stellen	stellen	V	VVINF	_	19	obji	_	_
25	,	,	$	$,	_	0	root	_	_
26	von	von	P	APPR	_	37	objp	_	_
27	deren	die	A	PRELAT	Fem|_|Sg	28	det	_	_
28	Annahme	Annahme	N	NN	Fem|_|Sg	26	pn	_	_
29	durch	durch	P	APPR	Acc	28	pp	_	_
30	Sie	sie	P	PPER	3|_|_|Acc	29	pn	861	861
31	ich	ich	P	PPER	1|Sg|_|Nom	37	subj	9	9
32	die	die	A	ART	Def|Fem|_|Sg	33	det	_	_
33	Fortsetzung	Fortsetzung	N	NN	Fem|_|Sg	37	obja	_	_
34	dieser	diese	A	PDAT	Fem|Gen|Sg	35	det	396	396
35	Unterhaltung	Unterhaltung	N	NN	Fem|Gen|Sg	33	gmod	396	396
36	abhängig	abhängig	A	ADJD	Pos|	37	pred	_	_
37	mache	machen	V	VVFIN	1|Sg|Pres|_	22	rel	_	_
38	.	.	$	$.	_	0	root	_	_
39	«	«	$	$(	_	0	root	_	_
40	-	-	$	$(	_	0	root	_	_
41	»	»	$	$(	_	0	root	_	_
42	Nennen	nennen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
43	Sie	sie	P	PPER	3|Pl|_|Nom	42	subj	859	859
44	Ihre	ihre	A	PPOSAT	Fem|_|Sg	45	det	859	859
45	Bedingung	Bedingung	N	NN	Fem|_|Sg	42	obja	_	_
46	.	.	$	$.	_	0	root	_	_
47	«	«	$	$(	_	0	root	_	_
48	-	-	$	$(	_	0	root	_	_
49	»	»	$	$(	_	0	root	_	_
50	Ich	ich	P	PPER	1|Sg|_|Nom	51	subj	9	9
51	verlange	verlangen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
52	Ihr	ihre	A	PPOSAT	Neut|_|Sg	53	det	859	859
53	Ehrenwort	Ehrenwort	N	NN	Neut|_|Sg	51	obja	868	868
54	,	,	$	$,	_	0	root	868	868
55	daß	daß	K	KOUS	_	58	konj	868	868
56	Sie	sie	P	PPER	3|Pl|_|Nom	58	subj	859	859
57	mich	ich	P	PPER	1|Sg|_|Acc	58	obja	9	9
58	anhören	anhören	V	VVFIN	3|Pl|Pres|_	53	objc	_	_
59	,	,	$	$,	_	0	root	_	_
60	ohne	ohne	K	KOUI	_	63	konj	_	_
61	mich	ich	P	PPER	1|Sg|_|Acc	63	obja	126	126
62	zu	zu	P	PTKZU	_	63	part	_	_
63	unterbrechen	unterbrechen	V	VVINF	_	58	neb	_	_
64	,	,	$	$,	_	0	root	_	_
65	auch	auch	A	ADV	_	51	adv	_	_
66	wenn	wenn	K	KOUS	_	86	konj	_	_
67	das	die	P	PDS	Neut|Nom|Sg	86	subj	_	_
68	,	,	$	$,	_	0	root	_	_
69	was	was	P	PRELS	Neut|_|Sg	73	obja	868	868
70	ich	ich	P	PPER	1|Sg|_|Nom	74	subj	9	9
71	Ihnen	sie	P	PPER	3|Pl|_|Dat	73	objd	859	859
72	zu	zu	P	PTKZU	_	73	part	_	_
73	sagen	sagen	V	VVINF	_	74	aux	_	_
74	habe	haben	V	VAFIN	1|Sg|Pres|_	67	rel	_	_
75	,	,	$	$,	_	0	root	_	_
76	Ihr	ihre	A	PPOSAT	Neut|Nom|Sg	77	det	859	859
77	Befremden	Befremden	N	NN	Neut|Nom|Sg	67	kon	_	_
78	oder	oder	K	KON	_	77	kon	_	_
79	Ihr	ihre	A	PPOSAT	_|Nom|Sg	80	det	859	859
80	Mißfallen	Mißfallen	N	NN	_|Nom|Sg	78	cj	_	_
81	oder	oder	K	KON	_	80	kon	_	_
82	gar	gar	A	ADV	_	84	adv	_	_
83	Ihre	ihre	A	PPOSAT	Fem|Nom|Sg	84	det	861	861
84	Empörung	Empörung	N	NN	Fem|Nom|Sg	81	cj	_	_
85	erregen	erregen	V	VVINF	_	86	aux	_	_
86	sollte	sollen	V	VMFIN	3|Sg|Past|_	51	neb	_	_
87	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	17	expl	_	_
2	steht	stehen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
3	vollkommen	vollkommen	A	ADJD	Pos|	2	adv	_	_
4	bei	bei	P	APPR	Dat	2	pp	_	_
5	Ihnen	sie	P	PPER	3|Pl|_|Dat	4	pn	126	126
6	,	,	$	$,	_	0	root	126	126
7	Herr	Herr	N	NN	Masc|Dat|Sg	5	app	126	126
8	Leutnant	Leutnant	N	NE	Masc|Dat|Sg	7	app	126	126
9	Lorenzi	Lorenzi	N	NE	Masc|Dat|Sg	8	app	126	126
10	,	,	$	$,	_	0	root	_	_
11	ob	ob	K	KOUS	_	17	konj	_	_
12	Sie	sie	P	PPER	3|Pl|_|Nom	17	subj	316	316
13	nachher	nachher	A	ADV	_	16	adv	_	_
14	meinen	meine	A	PPOSAT	Masc|_|Sg	15	det	9	9
15	Vorschlag	Vorschlag	N	NN	Masc|_|Sg	16	obja	_	_
16	annehmen	annehmen	V	VVINF	_	17	aux	_	_
17	wollen	wollen	V	VMFIN	3|Pl|Pres|_	2	subjc	_	_
18	,	,	$	$,	_	0	root	_	_
19	über	über	P	APPR	_	26	pp	_	_
20	dessen	die	A	PRELAT	Fem|_|Sg	21	det	_	_
21	Ungewöhnlichkeit	Ungewöhnlichkeit	N	NN	Fem|_|Sg	19	pn	_	_
22	ich	ich	P	PPER	1|Sg|_|Nom	26	subj	9	9
23	mich	ich	P	PRF	1|Sg|Acc	26	obja	_	_
24	keiner	keine	A	PIAT	Fem|Dat|Sg	25	det	895	895
25	Täuschung	Täuschung	N	NN	Fem|Dat|Sg	26	objd	895	895
26	hingebe	hingeben	V	VVFIN	1|Sg|Pres|_	15	rel	_	_
27	,	,	$	$,	_	0	root	_	_
28	oder	oder	K	KON	_	0	root	_	_
29	nicht	nicht	P	PTKNEG	_	0	root	_	_
30	;	;	$	$.	_	0	root	_	_
31	aber	aber	K	KON	_	0	root	_	_
32	die	die	A	ART	Def|Fem|Nom|Sg	33	det	869	869
33	Antwort	Antwort	N	NN	Fem|Nom|Sg	41	subj	869	869
34	,	,	$	$,	_	0	root	869	869
35	die	die	P	PRELS	Fem|_|Sg	39	obja	869	869
36	ich	ich	P	PPER	1|Sg|_|Nom	39	subj	9	9
37	von	von	P	APPR	Dat	39	pp	_	_
38	Ihnen	sie	P	PPER	3|Pl|_|Dat	37	pn	316	316
39	erwarte	erwarten	V	VVFIN	1|Sg|Pres|_	33	rel	_	_
40	,	,	$	$,	_	0	root	_	_
41	ist	sein	V	VAFIN	3|Sg|Pres|Ind	31	cj	_	_
42	nur	nur	A	ADV	_	44	adv	_	_
43	ein	eine	A	ART	Indef|Neut|Nom|Sg	44	det	_	_
44	Ja	Ja	N	NN	Neut|Nom|Sg	41	pred	_	_
45	oder	oder	K	KON	_	44	kon	_	_
46	Nein	Nein	N	NN	Neut|Nom|Sg	45	cj	870	870
47	;	;	$	$.	_	0	root	_	_
48	und	und	K	KON	_	0	root	_	_
49	wie	wie	P	PWAV	_	52	adv	_	_
50	immer	immer	A	ADV	_	49	adv	_	_
51	sie	sie	P	PPER	3|Sg|Fem|Nom	53	subj	869	869
52	ausfallen	ausfallen	V	VVINF	_	53	aux	_	_
53	sollte	sollen	V	VMFIN	3|Sg|Past|_	48	cj	_	_
54	,	,	$	$,	_	0	root	_	_
55	-	-	$	$(	_	0	root	_	_
56	von	von	P	APPR	Dat	0	root	_	_
57	dem	die	P	PDS	Neut|Dat|Sg	56	pn	_	_
58	,	,	$	$,	_	0	root	_	_
59	was	was	P	PRELS	Neut|Nom|Sg	62	subj	870	870
60	hier	hier	A	ADV	_	61	adv	_	_
61	verhandelt	verhandeln	V	VVPP	_	62	aux	_	_
62	wurde	werden	V	VAFIN	3|Sg|Past|Ind	57	rel	_	_
63	,	,	$	$,	_	0	root	_	_
64	zwischen	zwischen	P	APPR	Dat	61	pp	_	_
65	zwei	zwei	C	CARD	_	66	attr	871	871
66	Ehrenmännern	Ehrenmann	N	NN	Masc|Dat|Pl	64	pn	871	871
67	,	,	$	$,	_	0	root	_	_
68	die	die	P	PRELS	_|_|_	0	root	871	871
69	vielleicht	vielleicht	A	ADV	_	73	adv	_	_
70	beide	beide	P	PIS	_|Nom|Pl	73	subj	_	_
71	zugleich	zugleich	A	ADV	_	73	adv	_	_
72	Verlorene	Verlorene	N	NN	_|Nom|_	73	pred	_	_
73	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
74	,	,	$	$,	_	0	root	_	_
75	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
76	niemals	niemals	A	ADV	_	79	adv	_	_
77	eine	eine	A	ART	Indef|Fem|Nom|Sg	78	det	_	_
78	Menschenseele	Menschenseele	N	NN	Fem|Nom|Sg	75	subj	_	_
79	erfahren	erfahren	V	VVPP	_	75	aux	_	_
80	.	.	$	$.	_	0	root	_	_
81	«	«	$	$(	_	0	root	_	_
82	-	-	$	$(	_	0	root	_	_
83	»	»	$	$(	_	0	root	_	_
84	Ich	ich	P	PPER	1|Sg|_|Nom	85	subj	9	9
85	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
86	bereit	bereit	A	ADJD	Pos|	85	pred	_	_
87	,	,	$	$,	_	0	root	_	_
88	Ihren	ihre	A	PPOSAT	Masc|_|Sg	89	det	869	869
89	Vorschlag	Vorschlag	N	NN	Masc|_|Sg	91	obja	_	_
90	zu	zu	P	PTKZU	_	91	part	_	_
91	hören	hören	V	VVINF	_	85	obji	_	_
92	.	.	$	$.	_	0	root	_	_
93	«	«	$	$(	_	0	root	_	_
94	-	-	$	$(	_	0	root	_	_
95	»	»	$	$(	_	0	root	_	_
96	Und	und	K	KON	_	0	root	_	_
97	nehmen	nehmen	V	VVFIN	_|Pl|Pres|_	96	cj	_	_
98	meine	meine	A	PPOSAT	Fem|_|Sg	99	det	9	9
99	Vorbedingung	Vorbedingung	N	NN	Fem|_|Sg	97	obja	_	_
100	an	an	P	PTKVZ	_	97	avz	_	_
101	?	?	$	$.	_	0	root	_	_
102	«	«	$	$(	_	0	root	_	_
103	-	-	$	$(	_	0	root	_	_
104	»	»	$	$(	_	0	root	_	_
105	Ich	ich	P	PPER	1|Sg|_|Nom	106	subj	9	9
106	werde	werden	V	VAFIN	1|Sg|Pres|_	0	root	_	_
107	Sie	sie	P	PPER	3|_|_|_	109	obja	869	869
108	nicht	nicht	P	PTKNEG	_	109	adv	_	_
109	unterbrechen	unterbrechen	V	VVINF	_	106	aux	_	_
110	.	.	$	$.	_	0	root	_	_
111	«	«	$	$(	_	0	root	_	_
112	-	-	$	$(	_	0	root	_	_
113	»	»	$	$(	_	0	root	_	_
114	Und	und	K	KON	_	0	root	_	_
115	werden	werden	V	VAFIN	_|Pl|Pres|_	114	cj	_	_
116	kein	keine	A	PIAT	Neut|_|Sg	118	det	_	_
117	andres	andere	A	PIDAT	Neut|_|Sg	118	attr	_	_
118	Wort	Wort	N	NN	Neut|_|Sg	119	obja	_	_
119	erwidern	erwidern	V	VVINF	_	115	aux	_	_
120	als	als	K	KOKOM	_	119	kom	_	_
121	Ja	Ja	N	NN	_|_|_	120	cj	_	_
122	oder	oder	K	KON	_	121	kon	_	_
123	Nein	Nein	N	NN	Neut|_|Sg	122	cj	_	_
124	?	?	$	$.	_	0	root	_	_
125	«	«	$	$(	_	0	root	_	_
126	-	-	$	$(	_	0	root	_	_
127	»	»	$	$(	_	0	root	_	_
128	Kein	keine	A	PIAT	_|_|Sg	0	root	_	_
129	andres	andere	P	PIS	_|_|Sg	0	root	_	_
130	als	als	K	KOKOM	_	129	kom	_	_
131	Ja	Ja	N	NN	_|_|_	130	cj	_	_
132	oder	oder	K	KON	_	131	kon	_	_
133	Nein	Nein	N	NN	Neut|_|Sg	132	cj	_	_
134	.	.	$	$.	_	0	root	_	_
135	«	«	$	$(	_	0	root	_	_
136	-	-	$	$(	_	0	root	_	_
137	»	»	$	$(	_	0	root	_	_
138	Gut	Gut	N	NN	Neut|_|Sg	0	root	_	_
139	denn	denn	A	ADV	_	138	adv	_	_
140	«	«	$	$(	_	0	root	_	_
141	,	,	$	$,	_	0	root	_	_
142	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
143	Casanova	Casanova	N	NN	Masc|Nom|Sg	142	subj	11	11
144	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	während	während	K	KOUS	_	6	konj	_	_
3	sie	sie	P	PPER	3|Pl|_|Nom	6	subj	316	316
4	langsam	langsam	A	ADJD	Pos|	6	adv	_	_
5	hügelaufwärts	hügelaufwärts	A	ADV	_	6	adv	_	_
6	stiegen	steigen	V	VVFIN	3|Pl|Past|_	17	neb	_	_
7	,	,	$	$,	_	0	root	_	_
8	zwischen	zwischen	P	APPR	Dat	6	pp	_	_
9	den	die	A	ART	Def|Masc|Dat|Pl	10	det	_	_
10	Rebenstöcken	Rebenstock	N	NN	Masc|Dat|Pl	8	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	unter	unter	P	APPR	Dat	6	pp	_	_
13	einem	eine	A	ART	Indef|Masc|Dat|Sg	15	det	_	_
14	schwülen	schwül	A	ADJA	Pos|Masc|Dat|Sg|Wk|	15	attr	_	_
15	Spätnachmittagshimmel	Spätnachmittagshimmel	N	NN	Masc|Dat|Sg	12	pn	_	_
16	,	,	$	$,	_	0	root	_	_
17	begann	beginnen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
18	Casanova	Casanova	N	NN	Masc|Nom|Sg	17	subj	11	11
19	:	\:	$	$.	_	0	root	_	_
20	»	»	$	$(	_	0	root	_	_
21	Lassen	lassen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
22	Sie	sie	P	PPER	3|Pl|_|Nom	21	subj	316	316
23	uns	wir	P	PPER	1|Pl|_|_	21	obja	873	873
24	die	die	A	ART	Def|Fem|_|Sg	25	det	872	872
25	Angelegenheit	Angelegenheit	N	NN	Fem|_|Sg	31	obja	872	872
26	nach	nach	P	APPR	Dat	31	pp	_	_
27	den	die	A	ART	Def|Neut|Dat|Pl	28	det	939	939
28	Gesetzen	Gesetz	N	NN	Neut|Dat|Pl	26	pn	939	939
29	der	die	A	ART	Def|Fem|Gen|Sg	30	det	939	939
30	Logik	Logik	N	NN	Fem|Gen|Sg	28	gmod	939	939
31	behandeln	behandeln	V	VVINF	_	21	obji	_	_
32	,	,	$	$,	_	0	root	_	_
33	so	so	A	ADV	_	34	adv	_	_
34	werden	werden	V	VAFIN	1|Pl|Pres|_	21	kon	_	_
35	wir	wir	P	PPER	1|Pl|_|Nom	34	subj	873	873
36	einander	einander	P	PRF	_	39	obja	_	_
37	am	am	P	PTKA	_	38	adv	_	_
38	besten	besten	A	ADJD	_	39	adv	_	_
39	verstehen	verstehen	V	VVINF	_	34	aux	_	_
40	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
2	besteht	bestehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	offenbar	offenbar	A	ADJD	Pos|	2	adv	_	_
4	keine	keine	A	PIAT	Fem|Nom|Sg	5	det	937	937
5	Möglichkeit	Möglichkeit	N	NN	Fem|Nom|Sg	2	subj	937	937
6	für	für	P	APPR	Acc	5	pp	937	937
7	Sie	sie	P	PPER	3|_|_|Acc	6	pn	872	872
8	,	,	$	$,	_	0	root	_	_
9	sich	sie	P	PRF	3|_|_	0	root	_	_
10	das	die	A	ART	Def|Neut|_|Sg	11	det	435	435
11	Geld	Geld	N	NN	Neut|_|Sg	0	root	435	435
12	,	,	$	$,	_	0	root	_	_
13	das	die	P	PRELS	Neut|_|Sg	0	root	435	435
14	Sie	sie	P	PPER	3|Pl|_|Nom	18	subj	316	316
15	dem	die	A	ART	Def|_|Dat|Sg	16	det	326	326
16	Marchese	Marchese	N	NN	_|Dat|Sg	18	objd	326	326
17	schuldig	schuldig	A	ADJD	Pos|	18	pred	_	_
18	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
19	,	,	$	$,	_	0	root	_	_
20	bis	bis	P	APPR	Acc	28	pp	_	_
21	zu	zu	P	APPR	Dat	20	pp	_	_
22	der	die	A	ART	Def|Fem|Dat|Sg	26	det	_	_
23	von	von	P	APPR	Dat	25	pp	_	_
24	ihm	er	P	PPER	3|Sg|_|Dat	23	pn	11	11
25	festgesetzten	festgesetzt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	26	attr	_	_
26	Frist	Frist	N	NN	Fem|Dat|Sg	21	pn	_	_
27	zu	zu	P	PTKZU	_	28	part	_	_
28	verschaffen	verschaffen	V	VVINF	_	18	obji	_	_
29	;	;	$	$.	_	0	root	_	_
30	und	und	K	KON	_	0	root	_	_
31	für	für	P	APPR	Acc	30	cj	_	_
32	den	die	A	ART	Def|Masc|Acc|Sg	33	det	_	_
33	Fall	Fall	N	NN	Masc|Acc|Sg	31	pn	_	_
34	,	,	$	$,	_	0	root	_	_
35	daß	daß	K	KOUS	_	41	konj	_	_
36	Sie	sie	P	PPER	3|Pl|_|Nom	41	subj	316	316
37	es	es	P	PPER	3|Sg|Neut|_	40	obja	_	_
38	ihm	er	P	PPER	3|Sg|_|Dat	40	objd	11	11
39	nicht	nicht	P	PTKNEG	_	40	adv	_	_
40	zahlen	zahlen	V	VVINF	_	41	aux	_	_
41	sollten	sollen	V	VMFIN	3|Pl|Past|_	33	objc	_	_
42	,	,	$	$,	_	0	root	_	_
43	auch	auch	A	ADV	_	44	adv	_	_
44	darüber	darüber	P	PROAV	_	45	pp	_	_
45	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
46	kein	keine	A	PIAT	Masc|Nom|Sg	47	det	_	_
47	Zweifel	Zweifel	N	NN	Masc|Nom|Sg	45	subj	_	_
48	sein	sein	V	VAINF	_	45	aux	_	_
49	,	,	$	$,	_	0	root	_	_
50	ist	sein	V	VAFIN	3|Sg|Pres|Ind	48	s	_	_
51	er	er	P	PPER	3|Sg|Masc|Nom	50	subj	11	11
52	fest	fest	A	ADJD	Pos|	53	adv	_	_
53	entschlossen	entschlossen	V	VVPP	_	50	aux	_	_
54	,	,	$	$,	_	0	root	_	_
55	Sie	sie	P	PPER	3|_|_|_	57	obja	316	316
56	zu	zu	P	PTKZU	_	57	part	_	_
57	vernichten	vernichten	V	VVINF	_	53	obji	_	_
58	.	.	$	$.	_	0	root	_	_

1	Da	Da	K	KOUS	_	6	konj	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	6	subj	11	11
