1	Wär	Wär	N	NE	_	0	root	333	333
73	n	n	N	NN	Masc|_|Pl	71	app	_	_
74	'	'	$	$(	_	0	root	_	_
75	s	s	P	PPER	_	76	obja	157	157
76	wissen	wissen	V	VVINF	_	0	root	_	_
77	...	...	$	$.	_	0	root	_	_
78	der	die	A	ART	Def|Masc|Nom|Sg	79	det	158	158
79	Herr	Herr	N	NN	Masc|Nom|Sg	0	root	158	158
80	Schlesinger	Schlesinger	N	NE	Fem|Nom|Sg	79	app	158	158
81	-	-	$	$(	_	0	root	_	_
82	die	die	A	ART	Def|Fem|Nom|Sg	83	det	_	_
83	Kassierin	Kassierin	N	NN	Fem|Nom|Sg	80	app	_	_
84	-	-	$	$(	_	0	root	_	_
85	-	-	$	$(	_	0	root	_	_
86	Und	und	K	KON	_	0	root	_	_
87	selbst	selbst	A	ADV	_	86	cj	_	_
88	,	,	$	$,	_	0	root	_	_
89	wenn	wenn	K	KOUS	_	93	konj	_	_
90	er	er	P	PPER	3|Sg|Masc|Nom	93	subj	159	159
91	sich	sie	P	PRF	3|_|_	92	obja	_	_
92	vorgenommen	vornehmen	V	VVPP	_	93	aux	_	_
93	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
94	,	,	$	$,	_	0	root	_	_
95	er	er	P	PPER	Masc|Nom|Sg	0	root	159	159
96	red	red	F	FM	_	95	app	_	_
97	'	'	$	$(	_	0	root	_	_
98	t	t	N	NN	_	96	app	_	_
99	nicht	nicht	P	PTKNEG	_	98	adv	_	_
100	davon	davon	P	PROAV	_	98	pp	_	_
101	,	,	$	$,	_	0	root	_	_
102	so	so	A	ADV	_	103	adv	_	_
103	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
104	er	er	P	PPER	3|Sg|Masc|Nom	103	subj	159	159
105	'	'	$	$(	_	0	root	_	_
106	s	s	P	PPER	_|_|_|Dat	103	objd	157	157
107	übermorgen	übermorgen	A	ADV	_	103	adv	_	_
108	...	...	$	$.	_	0	root	_	_
109	und	und	K	KON	_	0	root	_	_
110	wenn	wenn	K	KOUS	_	116	konj	_	_
111	er	er	P	PPER	3|Sg|Masc|Nom	116	subj	159	159
112	'	'	$	$(	_	0	root	_	_
113	s	s	P	PPER	_	116	obja	139	139
114	übermorgen	übermorgen	A	ADV	_	116	adv	_	_
115	nicht	nicht	P	PTKNEG	_	116	adv	_	_
116	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	109	cj	_	_
117	,	,	$	$,	_	0	root	_	_
118	in	in	P	APPR	Dat	116	pp	_	_
119	einer	eine	A	ART	Indef|Fem|Dat|Sg	120	det	_	_
120	Woche	Woche	N	NN	Fem|Dat|Sg	118	pn	_	_
121	...	...	$	$.	_	0	root	_	_
122	Und	und	K	KON	_	130	koord	_	_
123	wenn	wenn	K	KOUS	_	125	konj	_	_
124	ihn	er	P	PPER	3|Sg|Masc|Acc	125	obja	159	159
125	heut	heuen	V	VVFIN	3|Sg|Pres|Ind	130	neb	_	_
126	'	'	$	$(	_	0	root	_	_
127	nacht	nacht	F	FM	_|Nom|Sg	125	subj	_	_
128	der	die	A	ART	Def|Masc|Nom|Sg	129	det	370	370
129	Schlag	Schlag	N	NN	Masc|Nom|Sg	130	subj	370	370
130	trifft	treffen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
131	,	,	$	$,	_	0	root	_	_
132	so	so	A	ADV	_	133	adv	_	_
133	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
134	ich	ich	P	PPER	1|Sg|_|Nom	133	subj	156	156
135	'	'	$	$(	_	0	root	_	_
136	s	s	P	PPER	_	133	obja	139	139
137	...	...	$	$.	_	0	root	_	_
138	ich	ich	P	PPER	1|Sg|_|Nom	139	subj	156	156
139	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
140	es	es	P	PPER	3|Sg|Neut|_	139	expl	_	_
141	...	...	$	$.	_	0	root	_	_
142	und	und	K	KON	_	0	root	_	_
143	ich	ich	P	PPER	1|Sg|_|Nom	144	subj	156	156
144	bin	sein	V	VAFIN	1|Sg|Pres|Ind	142	cj	_	_
145	nicht	nicht	P	PTKNEG	_	144	adv	_	_
146	der	die	A	ART	Def|Masc|Nom|Sg	147	det	160	160
147	Mensch	Mensch	N	NN	Masc|Nom|Sg	144	pred	160	160
148	,	,	$	$,	_	0	root	160	160
149	der	die	P	PRELS	Masc|Nom|Sg	153	subj	160	160
150	weiter	weiter	A	ADV	_	153	adv	_	_
151	den	die	A	ART	Def|Masc|Acc|Sg	152	det	161	161
152	Rock	Rock	N	NN	Masc|Acc|Sg	153	obja	161	161
153	trägt	tragen	V	VVFIN	3|Sg|Pres|Ind	147	rel	_	_
154	und	und	K	KON	_	0	root	_	_
155	den	die	A	ART	Def|Masc|Acc|Sg	156	det	109	109
156	Säbel	Säbel	N	NN	Masc|Acc|Sg	154	cj	109	109
157	,	,	$	$,	_	0	root	_	_
158	wenn	wenn	K	KOUS	_	164	konj	_	_
159	ein	eine	A	ART	Indef|Masc|Nom|Sg	161	det	133	133
160	solcher	solche	A	PIDAT	Masc|Nom|Sg	161	attr	133	133
161	Schimpf	Schimpf	N	NN	Masc|Nom|Sg	164	subj	133	133
162	auf	auf	P	APPR	Dat	164	pp	_	_
163	ihm	er	P	PPER	3|Sg|_|Dat	162	pn	159	159
164	sitzt	sitzen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
165	!	!	$	$.	_	0	root	_	_
166	...	...	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	156	156
4	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
5	es	es	P	PPER	3|Sg|Neut|_	6	obja	_	_
6	tun	tun	V	VVINF	_	4	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	und	und	K	KON	_	0	root	_	_
9	Schluß	Schluß	N	NN	Masc|_|Sg	8	cj	214	214
10	!	!	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Was	was	P	PWS	Neut|Nom|Sg	3	pred	_	_
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	weiter	weiter	A	ADV	_	3	adv	_	_
5	dabei	dabei	P	PROAV	_	3	pp	_	_
6	?	?	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Morgen	Morgen	N	NN	_|_|_	4	zeit	_	_
3	nachmittag	nachmittag	A	ADV	_	2	adv	_	_
4	könnt	können	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	mich	ich	P	PPER	1|Sg|_|Acc	4	obja	156	156
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	_	_
8	Doktor	Doktor	N	NN	Masc|Nom|Sg	0	root	_	_
9	mit	mit	P	APPR	Dat	8	pp	_	_
10	'	'	$	$(	_	0	root	_	_
11	m	m	N	NN	Masc|Dat|Sg	9	pn	_	_
12	Säbel	Säbel	N	NN	Masc|Dat|Sg	11	app	_	_
13	erschlagen	erschlagen	V	VVINF	_	0	root	_	_
14	...	...	$	$.	_	0	root	_	_
15	so	so	A	ADV	_	16	adv	_	_
16	was	was	P	PIS	_|Nom|Sg	17	subj	_	_
17	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
18	schon	schon	A	ADV	_	20	adv	_	_
19	einmal	einmal	A	ADV	_	20	adv	_	_
20	dagewesen	dasein	V	VVPP	_	17	aux	_	_
21	...	...	$	$.	_	0	root	_	_
22	und	und	K	KON	_	0	root	_	_
23	der	die	A	ART	Def|Masc|Nom|Sg	24	det	_	_
24	Bauer	Bauer	N	NN	Masc|Nom|Sg	22	cj	_	_
25	,	,	$	$,	_	0	root	_	_
26	der	die	A	ART	Def|Masc|Nom|Sg	28	det	_	_
27	arme	arm	A	ADJA	Pos|Masc|Nom|Sg|Wk|	28	attr	_	_
28	Kerl	Kerl	N	NN	Masc|Nom|Sg	24	app	_	_
29	,	,	$	$,	_	0	root	_	_
30	der	die	P	PDS	Masc|Nom|Sg	31	subj	_	_
31	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
32	eine	eine	A	ART	Indef|Fem|Nom|Sg	33	det	_	_
33	Gehirnentzündung	Gehirnentzündung	N	NN	Fem|Nom|Sg	35	subj	_	_
34	'	'	$	$(	_	0	root	_	_
35	kriegt	kriegen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
36	und	und	K	KON	_	35	kon	_	_
37	war	sein	V	VAFIN	_|Sg|Past|Ind	36	cj	_	_
38	in	in	P	APPR	Dat	37	pp	_	_
39	drei	drei	C	CARD	_	40	attr	_	_
40	Tagen	Tag	N	NN	Masc|Dat|Pl	38	pn	_	_
41	hin	hin	P	PTKVZ	_	37	avz	_	_
42	...	...	$	$.	_	0	root	_	_
43	und	und	K	KON	_	0	root	_	_
44	der	die	A	ART	Def|Masc|Nom|Sg	45	det	_	_
45	Brenitsch	Brenitsch	N	NN	Masc|Nom|Sg	46	subj	_	_
46	ist	sein	V	VAFIN	3|Sg|Pres|Ind	43	cj	_	_
47	vom	von	P	APPRART	Dat	49	pp	_	_
48	Pferd	Pferd	N	NN	Neut|Dat|Sg	47	pn	_	_
49	gestürzt	stürzen	V	VVPP	_	46	aux	_	_
50	und	und	K	KON	_	46	kon	_	_
51	hat	haben	V	VAFIN	3|Sg|Pres|Ind	50	cj	_	_
52	sich	sie	P	PRF	3|_|Dat	51	objd	_	_
53	'	'	$	$(	_	0	root	_	_
54	s	s	P	PPER	_	51	obja	139	139
55	Genick	Genick	N	NN	Neut|_|Sg	0	root	_	_
56	gebrochen	brechen	V	VVPP	_	0	root	_	_
57	...	...	$	$.	_	0	root	_	_
58	und	und	K	KON	_	0	root	_	_
59	schließlich	schließlich	A	ADV	_	58	cj	_	_
60	und	und	K	KON	_	59	kon	_	_
61	endlich	endlich	A	ADJD	Pos|	60	cj	_	_
62	:	\:	$	$.	_	0	root	_	_
63	es	es	P	PPER	3|Sg|Neut|Nom	64	subj	_	_
64	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
65	nichts	nichts	P	PIS	_	64	obja	_	_
66	anderes	andere	P	PIS	_|_|Sg	65	app	_	_
67	-	-	$	$(	_	0	root	_	_
68	für	für	P	APPR	Acc	64	pp	_	_
69	mich	ich	P	PPER	1|Sg|_|Acc	68	pn	156	156
70	nicht	nicht	P	PTKNEG	_	68	adv	_	_
71	,	,	$	$,	_	0	root	_	_
72	für	für	P	APPR	Acc	68	kon	_	_
73	mich	ich	P	PPER	1|Sg|_|Acc	72	pn	166	166
74	nicht	nicht	P	PTKNEG	_	72	adv	_	_
75	!	!	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	ja	ja	A	ADV	_	3	adv	_	_
5	Leut	Leut	N	NN	_	3	obja	162	162
6	'	'	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	die	die	A	ART	Def|_|_|_	0	root	_	_
9	'	'	$	$(	_	0	root	_	_
10	s	s	P	PPER	_	0	root	162	162
11	leichter	leicht	A	ADJD	Comp|	12	adv	_	_
12	nähmen	nehmen	V	VVFIN	_|Pl|Past|Subj	0	root	_	_
13	...	...	$	$.	_	0	root	_	_
14	Gott	Gott	N	NN	Masc|_|Sg	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	was	was	P	PWS	Neut|_|Sg	17	obja	_	_
17	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	14	rel	_	_
18	'	'	$	$(	_	0	root	_	_
19	s	s	P	PPER	_|Sg|_|Nom	17	subj	162	162
20	für	für	P	APPR	Acc	17	pp	_	_
21	Menschen	Mensch	N	NN	Masc|Acc|_	20	pn	163	163
22	!	!	$	$.	_	0	root	_	_
23	...	...	$	$.	_	0	root	_	_

1	Dem	die	A	ART	Def|Masc|Dat|Sg	2	det	_	_
2	Ringeimer	Ringeimer	N	NN	Masc|Dat|Sg	3	objd	_	_
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	ein	eine	A	ART	Indef|Masc|Nom|Sg	5	det	164	164
5	Fleischselcher	Fleischselcher	N	NN	Masc|Nom|Sg	3	subj	164	164
6	,	,	$	$,	_	0	root	_	_
7	wie	wie	P	PWAV	_	13	adv	_	_
8	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	164	164
9	ihn	er	P	PPER	3|Sg|Masc|Acc	13	obja	162	162
10	mit	mit	P	APPR	Dat	13	pp	_	_
11	seiner	seine	A	PPOSAT	Fem|Dat|Sg	12	det	164	164
12	Frau	Frau	N	NN	Fem|Dat|Sg	10	pn	_	_
13	erwischt	erwischen	V	VVPP	_	14	aux	_	_
14	hat	haben	V	VAFIN	3|Sg|Pres|Ind	3	objc	_	_
15	,	,	$	$,	_	0	root	_	_
16	eine	eine	A	ART	Indef|Fem|_|Sg	17	det	_	_
17	Ohrfeige	Ohrfeige	N	NN	Fem|_|Sg	0	root	_	_
18	gegeben	geben	V	VVPP	_	0	root	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	0	root	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	22	subj	164	164
22	hat	haben	V	VAFIN	3|Sg|Pres|Ind	20	cj	_	_
23	quittiert	quittieren	V	VVPP	_	22	aux	_	_
24	und	und	K	KON	_	22	kon	_	_
25	sitzt	sitzen	V	VVFIN	_|_|Pres|Ind	24	cj	_	_
26	irgendwo	irgendwo	A	ADV	_	27	adv	_	_
27	auf	auf	P	APPR	_	25	pp	_	_
28	'	'	$	$(	_	0	root	_	_
29	m	m	N	NN	Neut|_|Sg	27	pn	_	_
30	Land	Land	N	NN	Neut|_|Sg	29	app	_	_
31	und	und	K	KON	_	25	kon	_	_
32	hat	haben	V	VAFIN	3|Sg|Pres|Ind	31	cj	_	_
33	geheiratet	heiraten	V	VVPP	_	32	aux	_	_
34	...	...	$	$.	_	0	root	_	_
35	Daß	daß	K	KOUS	_	38	konj	_	_
36	es	es	P	PPER	3|Sg|Neut|Nom	38	subj	_	_
37	Weiber	Weib	N	NN	Neut|_|Pl	38	obja	165	165
38	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	165	165
39	,	,	$	$,	_	0	root	165	165
40	die	die	P	PRELS	Neut|Nom|Pl	44	subj	165	165
41	so	so	A	ADV	_	43	adv	_	_
42	einen	eine	A	ART	Indef|Masc|Acc|Sg	43	det	_	_
43	Menschen	Mensch	N	NN	Masc|Acc|Sg	44	obja	_	_
44	heiraten	heiraten	V	VVFIN	3|Pl|Pres|_	37	rel	_	_
45	!	!	$	$.	_	0	root	_	_
46	...	...	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Meiner	meine	A	PPOSAT	_|_|_	3	det	166	166
3	Seel	Seel	N	NN	_|_|_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	ich	ich	P	PPER	_|Nom|Sg	0	root	165	165
7	gäb	gäb	F	FM	_	6	app	_	_
8	'	'	$	$(	_	0	root	_	_
9	ihm	er	P	PPER	3|Sg|_|Dat	0	root	164	164
10	nicht	nicht	P	PTKNEG	_	12	adv	_	_
11	die	die	A	ART	Def|Fem|_|Sg	12	det	_	_
12	Hand	Hand	N	NN	Fem|_|Sg	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	wenn	wenn	K	KOUS	_	0	root	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	0	root	164	164
16	wieder	wieder	A	ADV	_	17	adv	_	_
17	nach	nach	P	APPR	Dat	0	root	_	_
18	Wien	Wien	N	NE	_|Dat|Sg	17	pn	168	168
19	käm	käm	F	FM	_|Dat|Sg	18	app	168	168
20	'	'	$	$(	_	0	root	_	_
21	...	...	$	$.	_	0	root	_	_
22	Also	also	A	ADV	_	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	hast	haben	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
25	'	'	$	$(	_	0	root	_	_
26	s	s	P	PPER	_|Sg|_|Nom	24	subj	164	164
27	gehört	gehören	V	VVPP	_	24	aux	_	_
28	,	,	$	$,	_	0	root	_	_
29	Gustl	Gustl	N	NE	_|_|Sg	24	vok	167	167
30	:	\:	$	$.	_	0	root	_	_
31	-	-	$	$(	_	0	root	_	_
32	aus	aus	P	PTKVZ	_	0	root	_	_
33	,	,	$	$,	_	0	root	_	_
34	aus	aus	P	PTKVZ	_	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	abgeschlossen	abgeschlossen	V	VVPP	_	0	root	_	_
37	mit	mit	P	APPR	Dat	36	pp	_	_
38	dem	die	A	ART	Def|Neut|Dat|Sg	39	det	_	_
39	Leben	Leben	N	NN	Neut|Dat|Sg	37	pn	_	_
40	!	!	$	$.	_	0	root	_	_

1	Punktum	Punktum	N	NN	Neut|_|Sg	0	root	_	_
2	und	und	K	KON	_	1	kon	_	_
3	Streusand	Streusand	N	NN	Masc|_|Sg	2	cj	_	_
4	d	d	F	FM	Masc|_|Sg	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	rauf	raufen	V	VVIMP	Sg	0	root	_	_
7	!	!	$	$.	_	0	root	_	_
8	...	...	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	jetzt	jetzt	A	ADV	_	4	adv	_	_
4	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	166	166
6	'	'	$	$(	_	0	root	_	_
7	s	s	P	PPER	_	4	obja	168	168
8	,	,	$	$,	_	0	root	_	_
9	die	die	A	ART	Def|Fem|Nom|Sg	10	det	169	169
10	Geschichte	Geschichte	N	NN	Fem|Nom|Sg	11	subj	169	169
11	ist	sein	V	VAFIN	3|Sg|Pres|Ind	4	kon	_	_
12	ganz	ganz	A	ADV	_	13	adv	_	_
13	einfach	einfach	A	ADJD	Pos|	11	pred	_	_
14	...	...	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	0	root	_	_
2	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	166	166
2	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
3	eigentlich	eigentlich	A	ADV	_	2	adv	_	_
4	ganz	ganz	A	ADV	_	5	adv	_	_
5	ruhig	ruhig	A	ADJD	Pos|	2	pred	_	_
6	...	...	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|_|Sg	2	det	_	_
2	hab	hab	A	ADJA	Neut|_|Sg	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	166	166
5	übrigens	übrigens	A	ADV	_	7	adv	_	_
6	immer	immer	A	ADV	_	7	adv	_	_
7	gewußt	gewußt	V	VVPP	_	0	root	_	_
8	:	\:	$	$.	_	0	root	_	_
9	wenn	wenn	K	KOUS	_	14	konj	_	_
10	'	'	$	$(	_	0	root	_	_
11	s	s	P	PPER	_|_|_|Nom	14	subj	169	169
12	einmal	einmal	A	ADV	_	14	adv	_	_
13	dazu	dazu	P	PROAV	_	14	objp	_	_
14	kommt	kommen	V	VVFIN	_|_|Pres|Ind	16	neb	_	_
15	,	,	$	$,	_	0	root	_	_
16	werd	werd	V	VVFIN	1|Sg|_|_	0	root	_	_
17	'	'	$	$(	_	0	root	_	_
18	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	166	166
19	ruhig	ruhig	A	ADJD	Pos|	16	adv	_	_
20	sein	sein	V	VAINF	_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	ganz	ganz	A	ADV	_	23	adv	_	_
23	ruhig	ruhig	A	ADJD	Pos|	0	root	_	_
24	...	...	$	$.	_	0	root	_	_
25	aber	aber	A	ADV	_	26	adv	_	_
26	daß	daß	K	KOUS	_	30	konj	_	_
27	es	es	P	PPER	3|Sg|Neut|Nom	30	subj	_	_
28	so	so	A	ADV	_	30	adv	_	_
29	dazu	dazu	P	PROAV	_	30	objp	_	_
30	kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
31	,	,	$	$,	_	0	root	_	_
32	das	die	A	ART	Def|Neut|_|Sg	33	det	_	_
33	hab	hab	A	ADJA	Neut|_|Sg	0	root	_	_
34	'	'	$	$(	_	0	root	_	_
35	ich	ich	P	PPER	1|Sg|_|Nom	38	subj	166	166
36	doch	doch	A	ADV	_	38	adv	_	_
37	nicht	nicht	P	PTKNEG	_	38	adv	_	_
38	gedacht	denken	V	VVPP	_	0	root	_	_
39	...	...	$	$.	_	0	root	_	_
40	daß	daß	K	KOUS	_	44	konj	_	_
41	ich	ich	P	PPER	1|Sg|_|Nom	44	subj	166	166
42	mich	ich	P	PRF	1|Sg|Acc	43	obja	_	_
43	umbringen	umbringen	V	VVINF	_	44	aux	_	_
44	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
45	,	,	$	$,	_	0	root	_	_
46	weil	weil	K	KOUS	_	0	root	_	_
47	so	so	A	ADV	_	0	root	_	_
48	ein	ein	P	PTKVZ	_	0	root	_	_
49	...	...	$	$.	_	0	root	_	_

1	Vielleicht	vielleicht	A	ADV	_	2	adv	_	_
2	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	166	166
5	ihn	er	P	PPER	3|Sg|Masc|Acc	9	obja	170	170
6	doch	doch	A	ADV	_	9	adv	_	_
7	nicht	nicht	P	PTKNEG	_	9	adv	_	_
8	recht	recht	A	ADJD	Pos|	9	adv	_	_
9	verstanden	verstehen	V	VVPP	_	2	aux	_	_
10	...	...	$	$.	_	0	root	_	_
11	am	an	P	APPRART	Dat	14	pp	_	_
12	End	End	N	NN	Neut|Dat|Sg	11	pn	106	106
13	'	'	$	$(	_	0	root	_	_
14	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	170	170
16	ganz	ganz	A	ADV	_	14	adv	_	_
17	was	was	P	PWS	Neut|_|Sg	0	root	_	_
18	anderes	andere	P	PIS	Neut|_|Sg	17	app	_	_
19	gesagt	sagen	V	VVPP	_	0	root	_	_
20	...	...	$	$.	_	0	root	_	_
21	Ich	ich	P	PPER	1|Sg|_|Nom	22	subj	166	166
22	war	sein	V	VAFIN	1|Sg|Past|Ind	0	root	_	_
23	ja	ja	A	ADV	_	22	adv	_	_
24	ganz	ganz	A	ADV	_	25	adv	_	_
25	blöd	blöd	A	ADJD	Pos|	22	pred	_	_
26	von	von	P	APPR	_	22	pp	_	_
27	der	die	A	ART	Def|Fem|_|Sg	28	det	_	_
28	Singerei	Singerei	N	NN	Fem|_|Sg	26	pn	_	_
29	und	und	K	KON	_	28	kon	_	_
30	der	die	A	ART	Def|_|_|_	31	det	171	171
31	Hitz	Hitz	N	NN	_|_|_	29	cj	171	171
32	'	'	$	$(	_	0	root	_	_
33	...	...	$	$.	_	0	root	_	_
34	vielleicht	vielleicht	A	ADV	_	35	adv	_	_
35	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
36	ich	ich	P	PPER	1|Sg|_|Nom	35	subj	166	166
37	verrückt	verrücken	V	VVPP	_	38	aux	_	_
38	gewesen	sein	V	VAPP	_	35	aux	_	_
39	,	,	$	$,	_	0	root	_	_
40	und	und	K	KON	_	35	kon	_	_
41	es	es	P	PPER	3|Sg|Neut|Nom	42	subj	_	_
42	ist	sein	V	VAFIN	3|Sg|Pres|Ind	40	cj	_	_
43	alles	alle	P	PIS	_|_|Sg	42	adv	_	_
44	gar	gar	A	ADV	_	45	adv	_	_
45	nicht	nicht	P	PTKNEG	_	42	adv	_	_
46	wahr	wahr	A	ADJD	Pos|	42	pred	_	_
47	?	?	$	$.	_	0	root	_	_
48	...	...	$	$.	_	0	root	_	_

1	Nicht	nicht	P	PTKNEG	_	2	adv	_	_
2	wahr	wahr	A	ADJD	Pos|	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	haha	haha	F	FM	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	nicht	nicht	P	PTKNEG	_	7	adv	_	_
7	wahr	wahr	A	ADJD	Pos|	0	root	_	_
8	!	!	$	$.	_	0	root	_	_

