1	Ach	ach	I	ITJ	_	0	root	_	_
87	möchtest	mögen	V	VMFIN	2|Sg|Past|Subj	75	objc	_	_
88	.	.	$	$.	_	0	root	_	_

1	Gället	Gället	N	NE	Masc|_|Sg	0	root	281	281
2	,	,	$	$,	_	0	root	281	281
3	Herr	Herr	N	NN	Masc|_|Sg	1	app	281	281
4	Vikari	Vikari	N	NE	Masc|_|Sg	3	app	281	281
5	?	?	$	$.	_	0	root	_	_
6	‹	‹	A	ADJA	_	0	root	_	_
7	Was	was	P	PWS	Neut|Nom|Sg	10	subj	_	_
8	der	die	A	ART	Def|_|Gen|_	9	det	281	281
9	Vikari	Vikari	N	NN	_|Gen|_	7	gmod	281	281
10	antwortete	antworten	V	VVFIN	3|Sg|Past|_	12	objc	_	_
11	,	,	$	$,	_	0	root	_	_
12	hörte	hören	V	VVFIN	1|Sg|Past|_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	311	311
14	nicht	nicht	P	PTKNEG	_	12	adv	_	_
15	,	,	$	$,	_	0	root	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	311	311
17	hatte	haben	V	VAFIN	1|Sg|Past|Ind	12	kon	_	_
18	mich	ich	P	PRF	1|Sg|Acc	21	obja	_	_
19	ins	in	P	APPRART	Acc	21	pp	_	_
20	Kucheli	Kucheli	N	NN	_|Acc|_	19	pn	_	_
21	hinausgemacht	hinausmachen	V	VVPP	_	17	aux	_	_
22	,	,	$	$,	_	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	böse	böse	A	ADJD	Pos|	25	adv	_	_
25	über	über	P	APPR	_	21	pp	_	_
26	meinen	meine	A	PPOSAT	Masc|_|Sg	27	det	311	311
27	Vater	Vater	N	NN	Masc|_|Sg	25	pn	_	_
28	,	,	$	$,	_	0	root	_	_
29	ich	ich	P	PPER	1|Sg|_|Nom	30	subj	311	311
30	schäme	schämen	V	VVFIN	1|Sg|Pres|_	17	kon	_	_
31	mich	ich	P	PPER	1|Sg|_|Acc	30	obja	313	313
32	dessen	die	P	PDS	_|Gen|Sg	30	objg	_	_
33	noch	noch	A	ADV	_	30	adv	_	_
34	jetzt	jetzt	A	ADV	_	30	adv	_	_
35	,	,	$	$,	_	0	root	_	_
36	ich	ich	P	PPER	1|Sg|_|Nom	37	subj	311	311
37	glaube	glauben	V	VVFIN	1|Sg|Pres|_	30	kon	_	_
38	,	,	$	$,	_	0	root	_	_
39	ich	ich	P	PPER	1|Sg|_|Nom	40	subj	311	311
40	hätte	haben	V	VAFIN	1|Sg|Past|Subj	37	s	_	_
41	ihm	er	P	PPER	3|Sg|_|Dat	45	objd	313	313
42	in	in	P	APPR	Acc	45	pp	_	_
43	die	die	A	ART	Def|Neut|Acc|Pl	44	det	_	_
44	Haare	Haar	N	NN	Neut|Acc|Pl	42	pn	_	_
45	fahren	fahren	V	VVINF	_	46	aux	_	_
46	können	können	V	VMINF	_	40	aux	_	_
47	.	.	$	$.	_	0	root	_	_

1	Indessen	Indessen	K	KOUS	_	3	konj	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	verrauchte	verrauchen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	als	als	K	KOUS	_	11	konj	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	7	det	281	281
7	Vikari	Vikari	N	NN	Masc|Nom|Sg	11	subj	281	281
8	mir	ich	P	PPER	1|Sg|_|Dat	11	objd	311	311
9	den	die	A	ART	Def|Masc|Acc|Sg	10	det	_	_
10	Kaffee	Kaffee	N	NN	Masc|Acc|Sg	11	obja	_	_
11	rühmte	rühmen	V	VVFIN	3|Sg|Past|_	3	neb	_	_
12	und	und	K	KON	_	11	kon	_	_
13	mir	ich	P	PPER	1|Sg|_|Dat	23	objd	311	311
14	zlieb	zlieb	A	ADJD	_	23	adv	_	_
15	,	,	$	$,	_	0	root	_	_
16	wie	wie	P	PWAV	_	18	adv	_	_
17	er	er	P	PPER	3|Sg|Masc|Nom	18	subj	281	281
18	sagte	sagen	V	VVFIN	3|Sg|Past|_	23	subjc	_	_
19	,	,	$	$,	_	0	root	_	_
20	drei	drei	C	CARD	_	21	attr	_	_
21	Kacheli	Kacheli	N	NN	_|_|Pl	23	obja	_	_
22	voll	voll	A	ADJD	Pos|	23	adv	_	_
23	trank	trinken	V	VVFIN	_|Sg|Past|Ind	12	cj	_	_
24	und	und	K	KON	_	23	kon	_	_
25	endlich	endlich	A	ADJD	Pos|	26	adv	_	_
26	sagte	sagen	V	VVFIN	_|Sg|Past|_	24	cj	_	_
27	,	,	$	$,	_	0	root	_	_
28	er	er	P	PPER	3|Sg|Masc|Nom	29	subj	281	281
29	habe	haben	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
30	seit	seit	P	APPR	Dat	34	pp	_	_
31	langem	lang	A	ADJA	Pos|_|Dat|Sg|St|	30	pn	_	_
32	nie	nie	A	ADV	_	34	adv	_	_
33	so	so	A	ADV	_	34	adv	_	_
34	wohlgelebt	wohlleben	V	VVPP	_	29	aux	_	_
35	.	.	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	2	adv	_	_
2	machte	machen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	288	288
5	Verkehr	Verkehr	N	NN	Masc|Nom|Sg	2	subj	288	288
6	immer	immer	A	ADV	_	7	adv	_	_
7	heimeliger	heimelig	A	ADJD	Comp|	2	pred	_	_
8	,	,	$	$,	_	0	root	_	_
9	aber	aber	K	KON	_	2	kon	_	_
10	auch	auch	A	ADV	_	11	adv	_	_
11	von	von	P	APPR	Dat	13	pp	_	_
12	weitem	weit	A	ADJA	Pos|_|Dat|Sg|St|	11	pn	_	_
13	kam	kommen	V	VVFIN	3|Sg|Past|Ind	9	cj	_	_
14	uns	wir	P	PPER	1|Pl|_|Dat	13	objd	316	316
15	nichts	nichts	A	PIAT	_|Nom|Sg	13	subj	_	_
16	anderes	andere	P	PIS	Neut|Nom|Sg	13	pred	_	_
17	in	in	P	APPR	_	13	pp	_	_
18	Sinn	Sinn	N	NN	Masc|_|Sg	17	pn	314	314
19	.	.	$	$.	_	0	root	_	_

1	Auch	auch	A	ADV	_	12	adv	_	_
2	als	als	K	KOKOM	_	12	kom	_	_
3	mich	ich	P	PPER	1|Sg|_|Acc	2	cj	311	311
4	die	die	A	ART	Def|_|_|Pl	5	det	188	188
5	Leute	Leute	N	NN	_|_|Pl	12	obja	188	188
6	mit	mit	P	APPR	Dat	12	pp	_	_
7	einem	eine	A	ART	Indef|_|Dat|Sg	8	det	_	_
8	Liebeshandel	Liebeshandel	N	NN	_|Dat|Sg	6	pn	_	_
9	unter	unter	P	APPR	Dat	12	pp	_	_
10	dem	die	A	ART	Def|Neut|Dat|Sg	11	det	15	15
11	Tore	Tor	N	NN	Neut|Dat|Sg	9	pn	15	15
12	aufzuziehen	aufziehen	V	VVIZU	_	13	obji	_	_
13	begannen	beginnen	V	VVFIN	_|Pl|Past|Ind	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	weckte	wecken	V	VVFIN	3|Sg|Past|_	13	s	_	_
16	es	es	P	PPER	3|Sg|Neut|Nom	15	subj	_	_
17	keine	keine	A	PIAT	Masc|_|Pl	18	det	_	_
18	Gedanken	Gedanke	N	NN	Masc|_|Pl	15	obja	_	_
19	,	,	$	$,	_	0	root	_	_
20	ich	ich	P	PPER	1|Sg|_|Nom	21	subj	311	311
21	betrachtete	betrachten	V	VVFIN	1|Sg|Past|_	15	kon	_	_
22	es	es	P	PPER	3|Sg|Neut|_	21	obja	_	_
23	als	als	K	KOKOM	_	21	kom	_	_
24	üblichen	üblich	A	ADJA	Pos|Masc|_|Sg|_|	25	attr	_	_
25	Spaß	Spaß	N	NN	Masc|_|Sg	23	cj	_	_
26	und	und	K	KON	_	21	kon	_	_
27	lachte	lachen	V	VVFIN	_|Sg|Past|_	26	cj	_	_
28	dazu	dazu	P	PROAV	_	27	pp	_	_
29	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	311	311
4	bloß	bloß	A	ADV	_	2	adv	_	_
5	angst	angst	A	ADJD	_	2	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	der	die	A	ART	Def|Masc|Nom|Sg	8	det	281	281
8	Vikari	Vikari	N	NN	Masc|Nom|Sg	9	subj	281	281
9	vernehme	vernehmen	V	VVFIN	3|Sg|Pres|Subj	2	kon	_	_
10	etwas	etwas	P	PIS	_	9	obja	_	_
11	davon	davon	P	PROAV	_	9	pp	_	_
12	,	,	$	$,	_	0	root	_	_
13	werde	werden	V	VAFIN	_|Sg|Pres|_	9	kon	_	_
14	böse	böse	A	ADJD	Pos|	13	pred	_	_
15	darüber	darüber	P	PROAV	_	13	pp	_	_
16	und	und	K	KON	_	13	kon	_	_
17	nehme	nehmen	V	VVFIN	_|Sg|Pres|_	16	cj	_	_
18	den	die	A	ART	Def|Masc|Acc|Sg	19	det	262	262
19	Tabak	Tabak	N	NN	Masc|Acc|Sg	17	obja	262	262
20	an	an	P	APPR	Dat	17	pp	_	_
21	einem	eine	A	ART	Indef|_|Dat|Sg	23	det	_	_
22	andern	andern	A	ADJA	_|_|Dat|Sg|_	23	attr	_	_
23	Orte	Ort	N	NN	_|Dat|Sg	20	pn	_	_
24	;	;	$	$.	_	0	root	_	_
25	das	die	P	PDS	Neut|Nom|Sg	26	subj	_	_
26	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
27	mir	ich	P	PPER	1|Sg|_|Dat	29	objd	311	311
28	leid	leid	A	ADJD	Pos|	29	pred	_	_
29	gewesen	sein	V	VAPP	_	26	aux	_	_
30	,	,	$	$,	_	0	root	_	_
31	nicht	nicht	P	PTKNEG	_	32	adv	_	_
32	wegem	wegem	A	ADJA	_|Masc|_|Sg|_	33	attr	_	_
33	Profit	Profit	N	NN	Masc|_|Sg	26	vok	_	_
34	bloß	bloß	A	ADV	_	33	adv	_	_
35	,	,	$	$,	_	0	root	_	_
36	sondern	sondern	K	KON	_	33	kon	_	_
37	wegem	wegem	A	ADJA	_|Masc|_|Sg|_	38	attr	315	315
38	Vater	Vater	N	NN	Masc|_|Sg	36	cj	315	315
39	,	,	$	$,	_	0	root	315	315
40	der	die	P	PRELS	Masc|Nom|Sg	45	subj	315	315
41	so	so	A	ADV	_	42	adv	_	_
42	gerne	gerne	A	ADV	_	45	adv	_	_
43	mit	mit	P	APPR	Dat	45	pp	_	_
44	ihm	er	P	PPER	3|Sg|_|Dat	43	pn	281	281
45	schwatzte	schwatzen	V	VVFIN	3|Sg|Past|_	38	rel	_	_
46	und	und	K	KON	_	45	kon	_	_
47	selten	selten	A	ADJD	Pos|	48	adv	_	_
48	fehlte	fehlen	V	VVFIN	_|Sg|Past|_	46	cj	_	_
49	zur	zu	P	APPRART	Dat	48	pp	_	_
50	üblichen	üblich	A	ADJA	Pos|Fem|Dat|Sg|Wk|	51	attr	_	_
51	Zeit	Zeit	N	NN	Fem|Dat|Sg	49	pn	_	_
52	.	.	$	$.	_	0	root	_	_
53	‹	‹	F	FM	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	lachten	lachen	V	VVFIN	1|Pl|Past|_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	2	subj	316	316
4	,	,	$	$,	_	0	root	_	_
5	und	und	K	KON	_	2	kon	_	_
6	die	die	A	ART	Def|Fem|Nom|Sg	7	det	154	154
7	Frau	Frau	N	NN	Fem|Nom|Sg	9	subj	154	154
8	Pfarrerin	Pfarrerin	N	NN	Fem|Nom|Sg	7	app	154	154
9	fuhr	fahren	V	VVFIN	3|Sg|Past|Ind	5	cj	_	_
10	fort	fort	P	PTKVZ	_	9	avz	_	_
11	:	\:	$	$.	_	0	root	_	_
12	›	›	N	NE	_|Nom|Sg	14	subj	126	126
13	So	so	A	ADV	_	12	adv	126	126
14	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
15	es	es	P	PPER	3|Sg|Neut|_	14	expl	_	_
16	mir	ich	P	PPER	1|Sg|_|Dat	14	objd	311	311
17	wenigstens	wenigstens	A	ADV	_	14	adv	_	_
18	vor	vor	P	PTKVZ	_	14	avz	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	14	kon	_	_
21	böse	böse	A	ADJD	Pos|	22	pred	_	_
22	machten	machen	V	VVFIN	3|Pl|Past|_	20	cj	_	_
23	mich	ich	P	PPER	1|Sg|_|Acc	22	obja	311	311
24	die	die	A	ART	Def|_|Nom|Pl	25	det	188	188
25	Leute	Leute	N	NN	_|Nom|Pl	22	subj	188	188
26	,	,	$	$,	_	0	root	_	_
27	daß	daß	K	KOUS	_	33	konj	_	_
28	sie	sie	P	PPER	3|Pl|_|Nom	33	subj	188	188
29	sich	sie	P	PRF	3|_|_	33	obja	_	_
30	über	über	P	APPR	_	33	pp	_	_
31	so	so	A	ADV	_	32	adv	_	_
32	was	was	P	PIS	_|_|_	30	pn	_	_
33	aufhielten	aufhalten	V	VVFIN	3|Pl|Past|_	35	subjc	_	_
34	,	,	$	$,	_	0	root	_	_
35	ging	gehen	V	VVFIN	_|Sg|Past|Ind	42	s	_	_
36	es	es	P	PPER	3|Sg|Neut|_	33	expl	_	_
37	sie	sie	P	PPER	3|_|_|_	35	obja	188	188
38	doch	doch	A	ADV	_	35	adv	_	_
39	nichts	nichts	P	PIS	_	35	obja	_	_
40	an	an	P	PTKVZ	_	35	avz	_	_
41	,	,	$	$,	_	0	root	_	_
42	redeten	reden	V	VVFIN	3|Pl|Past|_	22	kon	_	_
43	sie	sie	P	PPER	3|Pl|_|Nom	42	subj	188	188
44	nicht	nicht	P	PTKNEG	_	42	adv	_	_
45	auch	auch	A	ADV	_	42	adv	_	_
46	,	,	$	$,	_	0	root	_	_
47	mit	mit	P	APPR	Dat	50	pp	_	_
48	wem	wer	P	PWS	_|Dat|Sg	47	pn	_	_
49	sie	sie	P	PPER	3|Pl|_|Nom	50	subj	188	188
50	wollten	wollen	V	VMFIN	3|Pl|Past|_	56	objc	_	_
51	,	,	$	$,	_	0	root	_	_
52	und	und	K	KON	_	50	kon	_	_
53	wir	wir	P	PPER	1|Pl|_|Nom	54	subj	316	316
54	ließen	lassen	V	VVFIN	1|Pl|Past|_	52	cj	_	_
55	sie	sie	P	PPER	3|_|_|_	54	obja	188	188
56	machen	machen	V	VVFIN	_|Pl|Pres|_	42	kon	_	_
57	!	!	$	$.	_	0	root	_	_
58	‹	‹	F	FM	_	0	root	_	_

1	›	›	A	ADJA	_|_|_|_|_	2	attr	_	_
2	Aber	Aber	N	NN	_|_|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	Frau	Frau	N	NN	Fem|_|Sg	6	obja	154	154
5	Pfarrerin	Pfarrerin	N	NN	Fem|_|Sg	4	app	154	154
6	‹	‹	V	VVINF	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	sagte	sagen	V	VVFIN	3|Sg|Past|_	6	par	_	_
9	lächelnd	lächeln	A	ADJD	_|<PPRES	8	adv	_	_
10	die	die	A	ART	Def|Fem|Nom|Sg	11	det	140	140
11	Frau	Frau	N	NN	Fem|Nom|Sg	8	subj	140	140
12	Landvögtin	Landvögtin	N	NN	Fem|Nom|Sg	11	app	140	140
13	,	,	$	$,	_	0	root	_	_
14	›	›	F	FM	_	0	root	_	_
15	und	und	K	KON	_	0	root	_	_
16	wegen	wegen	P	APPR	Dat	18	pp	_	_
17	Euch	ihr	P	PPER	2|Pl|_|Dat	16	pn	317	317
18	wäre	sein	V	VAFIN	_|Sg|Past|Subj	15	cj	_	_
19	es	es	P	PPER	3|Sg|Neut|Nom	18	subj	_	_
20	Euch	ihr	P	PPER	2|Pl|_|Dat	24	objd	317	317
21	nicht	nicht	P	PTKNEG	_	24	adv	_	_
22	auch	auch	A	ADV	_	24	adv	_	_
23	leid	leid	A	ADJD	Pos|	24	pred	_	_
24	gewesen	sein	V	VAPP	_	18	aux	_	_
25	,	,	$	$,	_	0	root	_	_
26	wenn	wenn	K	KOUS	_	32	konj	_	_
27	der	die	A	ART	Def|Masc|Nom|Sg	28	det	281	281
28	Vikari	Vikari	N	NN	Masc|Nom|Sg	32	subj	281	281
29	nicht	nicht	P	PTKNEG	_	31	adv	_	_
30	mehr	mehr	A	ADV	_	29	adv	_	_
31	gekommen	kommen	V	VVPP	_	32	aux	_	_
32	wäre	sein	V	VAFIN	3|Sg|Past|Subj	18	neb	_	_
33	?	?	$	$.	_	0	root	_	_
34	‹	‹	F	FM	_	0	root	_	_
35	›	›	F	FM	_	34	app	_	_
36	Hintendrein	Hintendrein	F	FM	_	35	app	_	_
37	vielleicht	vielleicht	A	ADV	_	38	adv	_	_
38	wohl	wohl	A	ADV	_	0	root	_	_
39	,	,	$	$,	_	0	root	_	_
40	Frau	Frau	N	NN	Fem|_|Sg	42	obja	_	_
41	Landvögtin	Landvögtin	N	NN	Fem|_|Sg	40	app	_	_
42	‹	‹	V	VVINF	_	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	sagte	sagen	V	VVFIN	3|Sg|Past|_	42	par	_	_
45	die	die	A	ART	Def|Fem|Nom|Sg	46	det	154	154
46	Frau	Frau	N	NN	Fem|Nom|Sg	44	subj	154	154
47	Pfarrerin	Pfarrerin	N	NN	Fem|Nom|Sg	46	app	154	154
48	,	,	$	$,	_	0	root	_	_
49	›	›	F	FM	_	0	root	_	_
50	aber	aber	A	ADV	_	51	adv	_	_
51	gwüß	gwüß	A	ADJD	_	52	adv	_	_
52	dachte	denken	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
53	ich	ich	P	PPER	1|Sg|_|Nom	52	subj	311	311
54	damals	damals	A	ADV	_	52	adv	_	_
55	gar	gar	A	ADV	_	56	adv	_	_
56	nicht	nicht	P	PTKNEG	_	52	adv	_	_
57	an	an	P	APPR	Acc	52	objp	_	_
58	mich	ich	P	PPER	1|Sg|_|Acc	57	pn	140	140
59	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	311	311
2	dachte	denken	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
3	wohl	wohl	A	ADV	_	2	adv	_	_
4	daran	daran	P	PROAV	_	2	objp	_	_
5	,	,	$	$,	_	0	root	_	_
6	in	in	P	APPR	Acc	12	objp	_	_
7	welche	welche	A	PWAT	Fem|Acc|Sg	8	det	_	_
8	Herrlichkeit	Herrlichkeit	N	NN	Fem|Acc|Sg	6	pn	_	_
9	eine	eine	A	ART	Indef|Fem|Nom|Sg	10	det	154	154
10	Frau	Frau	N	NN	Fem|Nom|Sg	12	subj	154	154
11	Pfarrerin	Pfarrerin	N	NN	Fem|Nom|Sg	10	app	154	154
12	komme	kommen	V	VVFIN	3|Sg|Pres|Subj	2	objc	_	_
13	,	,	$	$,	_	0	root	_	_
14	wie	wie	P	PWAV	_	20	adv	_	_
15	sie	sie	P	PPER	3|Sg|Fem|Nom	21	subj	154	154
16	in	in	P	APPR	_	20	pp	_	_
17	Haus	Haus	N	NN	Neut|_|Sg	16	pn	121	121
18	und	und	K	KON	_	17	kon	_	_
19	Garten	Garten	N	NN	Masc|_|Sg	18	cj	380	380
20	walten	walten	V	VVINF	_	21	aux	_	_
21	könne	können	V	VMFIN	3|Sg|Pres|Subj	12	objc	_	_
22	und	und	K	KON	_	21	kon	_	_
23	unter	unter	P	APPR	_	26	pp	_	_
24	den	die	A	ART	Def|_|_|_	25	det	318	318
25	Weibern	Weib	N	NN	_|_|_	23	pn	318	318
26	sei	sein	V	VAFIN	_|Sg|Pres|Subj	22	cj	_	_
27	fast	fast	A	ADV	_	26	adv	_	_
28	,	,	$	$,	_	0	root	_	_
29	was	was	P	PRELS	Neut|_|Sg	0	root	318	318
30	eine	eine	A	ART	Indef|Fem|_|Sg	31	det	_	_
31	Königin	Königin	N	NN	Fem|_|Sg	0	root	_	_
32	,	,	$	$,	_	0	root	_	_
33	bsunderbar	bsunderbar	F	FM	_	0	root	_	_
34	wenn	wenn	K	KOUS	_	44	konj	_	_
35	sie	sie	P	PPER	3|Sg|Fem|Nom	44	subj	154	154
36	einen	eine	A	ART	Indef|Masc|Acc|Sg	41	det	_	_
37	so	so	A	ADV	_	38	adv	_	_
38	guten	gut	A	ADJA	Pos|Masc|Acc|Sg|_|	41	attr	_	_
39	,	,	$	$,	_	0	root	_	_
40	gelehrten	gelehrt	A	ADJA	Pos|_|Acc|_|_|	38	kon	_	_
41	Herrn	Herrn	N	NN	Masc|Acc|Sg	44	obja	_	_
42	zum	zu	P	APPRART	Dat	44	pp	_	_
43	Manne	Mann	N	NN	Masc|Dat|Sg	42	pn	_	_
44	hätte	haben	V	VAFIN	3|Sg|Past|Subj	50	neb	_	_
45	,	,	$	$,	_	0	root	_	_
46	wie	wie	P	PWAV	_	50	adv	_	_
47	der	die	A	ART	Def|Masc|Nom|Sg	48	det	281	281
48	Vikari	Vikari	N	NN	Masc|Nom|Sg	50	subj	281	281
49	einer	eine	P	PIS	Masc|Nom|Sg	50	pred	_	_
50	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
51	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	daß	daß	K	KOUS	_	10	konj	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	10	subj	311	311
5	zu	zu	P	APPR	Dat	9	objp	_	_
6	einem	eine	A	ART	Indef|Neut|Dat|Sg	8	det	_	_
7	solchen	solche	A	PIDAT	Neut|Dat|Sg	8	attr	_	_
8	Glück	Glück	N	NN	Neut|Dat|Sg	5	pn	_	_
9	kommen	kommen	V	VVINF	_	10	aux	_	_
10	könnte	können	V	VMFIN	1|Sg|Past|Subj	1	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	das	die	P	PDS	Neut|Nom|Sg	13	subj	_	_
13	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	mir	ich	P	PPER	1|Sg|_|Dat	13	objd	311	311
15	wirklich	wirklich	A	ADJD	Pos|	13	adv	_	_
16	nicht	nicht	P	PTKNEG	_	13	adv	_	_
17	ein	ein	P	PTKVZ	_	13	avz	_	_
18	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	311	311
4	aber	aber	A	ADV	_	2	adv	_	_
5	auch	auch	A	ADV	_	2	adv	_	_
6	keine	keine	A	PIAT	Fem|_|Sg	7	det	_	_
7	Ursache	Ursache	N	NN	Fem|_|Sg	2	obja	_	_
8	,	,	$	$,	_	0	root	_	_
9	an	an	P	APPR	_	13	objp	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	was	was	P	PIS	_|_|_	9	pn	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	denken	denken	V	VVINF	_	2	obji	_	_
14	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	nicht	nicht	P	PTKNEG	_	2	adv	_	_
4	wie	wie	K	KOKOM	_	2	kom	_	_
5	andere	andere	A	ADJA	_|_|_|_|_	7	attr	319	319
6	junge	jung	A	ADJA	Pos|_|_|_|_|	7	attr	319	319
7	Herrleni	Herrleni	N	NN	_|_|Pl	4	cj	319	319
8	,	,	$	$,	_	0	root	319	319
9	die	die	P	PRELS	_|Nom|Pl	13	subj	319	319
10	jedem	jede	A	PIAT	Neut|Dat|Sg	11	det	_	_
11	Fürtuch	Fürtuch	N	NN	Neut|Dat|Sg	13	objd	_	_
12	Komplimente	Kompliment	N	NN	Neut|_|_	13	obja	_	_
13	machen	machen	V	VVFIN	3|Pl|Pres|_	7	rel	_	_
14	und	und	K	KON	_	0	root	_	_
15	tschänzeln	tschänzeln	T	TRUNC	_	0	root	_	_
16	mit	mit	P	APPR	Dat	0	root	_	_
17	jedem	jede	A	PIAT	_|Dat|Sg	18	det	_	_
18	Zaunstecken	Zaunstecken	N	NN	_|Dat|Sg	16	pn	_	_
19	.	.	$	$.	_	0	root	_	_

1	Von	von	P	APPR	Dat	3	pp	_	_
2	dem	die	P	PDS	_|Dat|Sg	1	pn	_	_
3	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	bei	bei	P	APPR	Dat	3	pp	_	_
5	ihm	er	P	PPER	3|Sg|_|Dat	4	pn	281	281
6	keine	keine	A	PIAT	Fem|Nom|Sg	7	det	_	_
7	Spur	Spur	N	NN	Fem|Nom|Sg	3	subj	_	_
8	,	,	$	$,	_	0	root	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	281	281
10	war	sein	V	VAFIN	3|Sg|Past|Ind	3	kon	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	freundlich	freundlich	A	ADJD	Pos|	10	pred	_	_
13	,	,	$	$,	_	0	root	_	_
14	aber	aber	K	KON	_	12	kon	_	_
15	doch	doch	A	ADV	_	16	adv	_	_
16	ernsthaft	ernsthaft	A	ADJD	Pos|	14	cj	_	_
17	,	,	$	$,	_	0	root	_	_
18	nannte	nennen	V	VVFIN	3|Sg|Past|Ind	10	s	_	_
19	mich	ich	P	PPER	1|Sg|_|Acc	18	obja	311	311
20	immer	immer	A	ADV	_	18	adv	_	_
21	Jungfer	Jungfer	N	NN	Fem|Nom|Sg	18	subj	149	149
22	Lisette	Lisette	N	NE	Fem|Nom|Sg	21	app	149	149
23	,	,	$	$,	_	0	root	_	_
24	und	und	K	KON	_	18	kon	_	_
25	nicht	nicht	P	PTKNEG	_	28	adv	361	361
26	einmal	einmal	A	ADV	_	25	adv	361	361
27	die	die	A	ART	Def|Fem|_|Sg	28	det	361	361
28	Hand	Hand	N	NN	Fem|_|Sg	29	obja	361	361
29	gab	geben	V	VVFIN	3|Sg|Past|Ind	24	cj	_	_
30	er	er	P	PPER	3|Sg|Masc|Nom	29	subj	281	281
31	mir	ich	P	PPER	1|Sg|_|Dat	29	objd	311	311
32	,	,	$	$,	_	0	root	_	_
33	und	und	K	KON	_	0	root	_	_
34	doch	doch	A	ADV	_	33	cj	_	_
35	e	e	F	FM	_	0	root	_	_
36	Vikari	Vikari	F	FM	_	35	app	_	_
37	-	-	$	$(	_	0	root	_	_
38	denket	denken	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
39	!	!	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	281	281
2	redete	reden	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	nicht	nicht	P	PTKNEG	_	2	adv	_	_
5	vom	von	P	APPRART	Dat	2	pp	_	_
6	Etablieren	Etablieren	N	NN	Neut|Dat|Sg	5	pn	_	_
7	und	und	K	KON	_	6	kon	_	_
8	zukünftigen	zukünftig	A	ADJA	Pos|_|Dat|_|_|	9	attr	_	_
9	Aussichten	Aussicht	N	NN	_|Dat|_	7	cj	_	_
10	,	,	$	$,	_	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	281	281
12	machte	machen	V	VVFIN	3|Sg|Past|_	2	kon	_	_
13	den	die	A	ART	Def|Masc|Acc|Sg	14	det	464	464
