1	Wer	wer	P	PWS	_|Nom|Sg	2	subj	_	_
10	gönnte	gönnen	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	dem	die	A	ART	Def|_|Dat|Sg	12	det	_	_
12	andern	andern	A	ADJA	_|Dat|Sg	10	objd	_	_
13	auch	auch	A	ADV	_	10	adv	_	_
14	nicht	nicht	P	PTKNEG	_	10	adv	_	_
15	ein	eine	A	ART	Indef|Neut|_|Sg	17	det	_	_
16	kleines	klein	A	ADJA	Pos|Neut|_|Sg|St|	17	attr	_	_
17	Stück	Stück	N	NN	Neut|_|Sg	10	obja	_	_
18	,	,	$	$,	_	0	root	_	_
19	geschweige	geschweige	V	VVFIN	_	10	kon	_	_
20	denn	denn	A	ADV	_	19	adv	_	_
21	ein	eine	A	ART	Indef|_|_|Sg	22	det	_	_
22	größeres	groß	A	ADJA	Neut|_|Sg	19	obja	_	_
23	,	,	$	$,	_	0	root	_	_
24	jeder	jede	P	PIS	Masc|Nom|Sg	25	subj	_	_
25	suchte	suchen	V	VVFIN	3|Sg|Past|_	10	kon	_	_
26	das	die	A	ART	Def|Neut|_|Sg	27	det	_	_
27	beste	gut	A	ADJA	Neut|_|Sg	25	obja	_	_
28	für	für	P	APPR	Acc	25	pp	_	_
29	sich	sie	P	PRF	3|_|Acc	28	pn	_	_
30	und	und	K	KON	_	25	kon	_	_
31	glaubte	glauben	V	VVFIN	_|Sg|Past|_	30	cj	_	_
32	doch	doch	A	ADV	_	31	adv	_	_
33	sich	sie	P	PRF	3|_|_	34	obja	_	_
34	übervorteilt	übervorteilen	V	VVPP	_	31	neb	_	_
35	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|_|Nom|Pl	2	det	28	28
2	Beschädigten	Beschädigte	N	NN	_|Nom|Pl	3	subj	28	28
3	meinten	meinen	V	VVFIN	3|Pl|Past|_	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	ihnen	sie	P	PPER	3|Pl|_|Dat	6	objd	28	28
6	gehöre	gehören	V	VVFIN	3|Sg|Pres|Subj	3	s	_	_
7	das	die	A	ART	Def|Neut|Nom|Sg	8	det	24	24
8	Holz	Holz	N	NN	Neut|Nom|Sg	6	subj	24	24
9	,	,	$	$,	_	0	root	_	_
10	die	die	A	ART	Def|_|_|Pl	11	det	_	_
11	Unbeschädigten	Unbeschädigte	N	NN	_|_|Pl	12	obja	_	_
12	gehe	gehen	V	VVFIN	3|Sg|Pres|Subj	6	kon	_	_
13	es	es	P	PPER	3|Sg|Neut|Nom	12	subj	_	_
14	nichts	nichts	P	PIS	_	12	obja	_	_
15	an	an	P	PTKVZ	_	12	avz	_	_
16	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|_|Nom|Pl	2	det	29	29
2	Unbeschädigten	Unbeschädigte	N	NN	_|Nom|Pl	10	subj	29	29
3	,	,	$	$,	_	0	root	29	29
4	Hergelaufenen	Herlaufte	N	NN	_|Nom|Pl	2	kon	29	29
5	,	,	$	$,	_	0	root	29	29
6	die	die	A	ART	Def|Fem|Nom|Sg	8	det	29	29
7	größere	groß	A	ADJA	Comp|Fem|Nom|Sg|_|	8	attr	29	29
8	Menge	Menge	N	NN	Fem|Nom|Sg	4	kon	29	29
9	,	,	$	$,	_	0	root	_	_
10	meinten	meinen	V	VVFIN	3|Pl|Past|_	0	root	_	_
11	dagegen	dagegen	P	PROAV	_	10	pp	_	_
12	,	,	$	$,	_	0	root	_	_
13	sie	sie	P	PPER	3|Pl|_|Nom	14	subj	29	29
14	hätten	haben	V	VAFIN	3|Pl|Past|Subj	10	s	_	_
15	das	die	A	ART	Def|Neut|_|Sg	17	det	_	_
16	nächste	nah	A	ADJA	_|Neut|_|Sg|Wk|	17	attr	_	_
17	Recht	Recht	N	NN	Neut|_|Sg	14	obja	_	_
18	dazu	dazu	P	PROAV	_	14	pp	_	_
19	,	,	$	$,	_	0	root	_	_
20	sie	sie	P	PPER	3|Pl|_|Nom	21	subj	29	29
21	erhielten	erhalten	V	VVFIN	3|Pl|Past|_	14	kon	_	_
22	bei	bei	P	APPR	Dat	21	pp	_	_
23	diesem	diese	A	PDAT	Neut|Dat|Sg	25	det	_	_
24	ganzen	ganz	A	ADJA	Pos|Neut|Dat|Sg|Wk|	25	attr	_	_
25	Unglück	Unglück	N	NN	Neut|Dat|Sg	22	pn	_	_
26	nichts	nichts	P	PIS	_	21	obja	_	_
27	als	als	K	KOKOM	_	21	kom	_	_
28	Holz	Holz	N	NN	Neut|_|Sg	27	cj	30	30
29	,	,	$	$,	_	0	root	_	_
30	während	während	K	KOUS	_	0	root	_	_
31	,	,	$	$,	_	0	root	_	_
32	wenn	wenn	K	KOUS	_	36	konj	_	_
33	alle	alle	A	PIDAT	_|Nom|Pl	34	det	78	78
34	Überschwemmten	Überschwemmten	N	NN	_|Nom|Pl	36	subj	78	78
35	entschädigt	entschädigen	V	VVPP	_	36	aux	_	_
36	würden	werden	V	VAFIN	3|Pl|Past|Subj	0	root	_	_
37	wie	wie	K	KOKOM	_	35	kom	_	_
38	an	an	P	APPR	Dat	37	cj	_	_
39	einem	eine	A	ART	Indef|_|Dat|Sg	41	det	_	_
40	gewissen	gewiss	A	ADJA	Pos|_|Dat|Sg|Wk|	41	attr	_	_
41	Ort	Ort	N	NN	_|Dat|Sg	38	pn	_	_
42	,	,	$	$,	_	0	root	_	_
43	wohin	wohin	P	PWAV	_	0	root	_	_
44	bei	bei	P	APPR	Dat	47	pp	_	_
45	geringem	gering	A	ADJA	Pos|_|Dat|Sg|St|	46	attr	_	_
46	Schaden	Schaden	N	NN	_|Dat|Sg	44	pn	_	_
47	wahrscheinlich	wahrscheinlich	A	ADJD	Pos|	52	adv	_	_
48	die	die	A	ART	Def|_|Nom|_	52	det	_	_
49	erste	erst	A	ADJA	_|_|Nom|_|_|	52	attr	_	_
50	und	und	K	KON	_	49	kon	_	_
51	reichlichste	reichlich	A	ADJA	Sup|_|Nom|_|_|	50	cj	_	_
52	Steuer	Steuer	N	NN	_|Nom|_	53	subj	_	_
53	gekommen	kommen	V	VVPP	_	0	root	_	_
54	(	(	$	$(	_	0	root	_	_
55	Spaßvögel	Spaßvogel	N	NN	Masc|Nom|Pl	56	subj	_	_
56	meinten	meinen	V	VVFIN	3|Pl|Past|_	0	root	_	_
57	,	,	$	$,	_	0	root	_	_
58	die	die	A	ART	Def|Fem|Nom|Sg	60	det	_	_
59	dasige	dasig	A	ADJA	Pos|Fem|Nom|Sg|_|	60	attr	_	_
60	Bittschrift	Bittschrift	N	NN	Fem|Nom|Sg	61	subj	_	_
61	müßte	müssen	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
62	schon	schon	A	ADV	_	68	adv	_	_
63	am	an	P	APPRART	Dat	68	pp	_	_
64	Abend	Abend	N	NN	Masc|Dat|Sg	63	pn	_	_
65	vor	vor	P	APPR	Dat	68	pp	_	_
66	der	die	A	ART	Def|Fem|Dat|Sg	67	det	_	_
67	Überschwemmung	Überschwemmung	N	NN	Fem|Dat|Sg	65	pn	_	_
68	gemacht	machen	V	VVPP	_	69	aux	_	_
69	worden	werden	V	VAPP	_	70	aux	_	_
70	sein	sein	V	VAINF	_	61	aux	_	_
71	)	)	$	$(	_	0	root	_	_
72	,	,	$	$,	_	0	root	_	_
73	so	so	A	ADV	_	74	adv	_	_
74	hätten	haben	V	VAFIN	3|Pl|Past|Subj	0	root	_	_
75	die	die	A	ART	Def|_|Nom|Pl	76	det	28	28
76	Beschädigten	Beschädigte	N	NN	_|Nom|Pl	74	subj	28	28
77	großen	groß	A	ADJA	Pos|Masc|_|Sg|_|	78	attr	_	_
78	Profit	Profit	N	NN	Masc|_|Sg	74	obja	_	_
79	,	,	$	$,	_	0	root	_	_
80	sie	sie	P	PPER	3|Pl|_|Nom	81	subj	28	28
81	rühmten	rühmen	V	VVFIN	3|Pl|Past|_	74	kon	_	_
82	sich	sie	P	PRF	3|_|_	81	obja	_	_
83	ja	ja	A	ADV	_	81	adv	_	_
84	selbsten	selbsten	P	APPR	Gen	81	pp	_	_
85	dessen	die	P	PDS	_|Gen|Sg	84	pn	_	_
86	;	;	$	$.	_	0	root	_	_
87	und	und	K	KON	_	0	root	_	_
88	um	um	P	APPR	Acc	91	pp	_	_
89	diesen	diese	A	PDAT	Masc|Acc|Sg	90	det	_	_
90	Preis	Preis	N	NN	Masc|Acc|Sg	88	pn	_	_
91	würden	werden	V	VAFIN	3|Pl|Past|Subj	87	cj	_	_
92	sie	sie	P	PPER	3|Pl|_|Nom	91	subj	28	28
93	sich	sie	P	PRF	3|_|Dat	101	objd	_	_
94	recht	recht	A	ADJD	Pos|	101	adv	_	_
95	gern	gern	A	ADV	_	101	adv	_	_
96	alle	alle	A	PIDAT	_|_|_	97	det	_	_
97	Jahr	Jahr	N	NN	Neut|_|Sg	101	zeit	_	_
98	ein	eine	A	ART	Indef|_|_|Sg	99	det	_	_
99	paarmal	paarmal	F	FM	_|_|Sg	101	obja	_	_
100	überschwemmen	überschwemmen	F	FM	_|_|Sg	99	app	_	_
101	lassen	lassen	V	VVINF	_	91	aux	_	_
102	.	.	$	$.	_	0	root	_	_

1	Ja	ja	P	PTKANT	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	in	in	P	APPR	_	5	objp	_	_
4	vielen	viele	P	PIS	_|_|_	3	pn	_	_
5	wohnte	wohnen	V	VVFIN	3|Sg|Past|_	0	root	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	8	det	31	31
7	teuflische	teuflisch	A	ADJA	Pos|Masc|Nom|Sg|Wk|	8	attr	31	31
8	Sinn	Sinn	N	NN	Masc|Nom|Sg	5	subj	31	31
9	,	,	$	$,	_	0	root	31	31
10	der	die	P	PRELS	Masc|Nom|Sg	24	subj	31	31
11	über	über	P	APPR	Acc	24	pp	_	_
12	jedes	jede	A	PIDAT	Neut|Acc|Sg	13	det	32	32
13	Unglück	Unglück	N	NN	Neut|Acc|Sg	11	pn	32	32
14	,	,	$	$,	_	0	root	32	32
15	aus	aus	P	APPR	Dat	21	pp	32	32
16	dem	die	P	PRELS	Neut|Dat|Sg	15	pn	32	32
17	sie	sie	P	PPER	3|Pl|_|Nom	21	subj	28	28
18	den	die	A	ART	Def|Masc|_|_	20	det	_	_
19	kleinsten	klein	A	ADJA	Sup|Masc|_|_|_|	20	attr	_	_
20	Nutzen	Nutzen	N	NN	Masc|_|_	21	obja	_	_
21	ziehen	zeihen	V	VVFIN	3|Pl|_|_	13	rel	_	_
22	,	,	$	$,	_	0	root	_	_
23	sich	sie	P	PRF	3|_|_	24	obja	_	_
24	freut	freuen	V	VVFIN	3|Sg|Pres|Ind	8	rel	_	_
25	,	,	$	$,	_	0	root	_	_
26	dessen	die	A	PRELAT	Fem|Nom|Sg	27	det	_	_
27	Wiederholung	Wiederholung	N	NN	Fem|Nom|Sg	31	subj	_	_
28	alle	alle	A	PIDAT	Masc|_|Pl	29	det	_	_
29	Tage	Tag	N	NN	Masc|_|Pl	31	obja	_	_
30	sich	sie	P	PRF	3|_|Dat	31	objd	_	_
31	wünscht	wünschen	V	VVFIN	3|Sg|Pres|Ind	20	rel	_	_
32	,	,	$	$,	_	0	root	_	_
33	unbekümmert	unbekümmert	A	ADJD	Pos|	5	adv	_	_
34	um	um	P	APPR	Acc	5	pp	_	_
35	die	die	P	PDS	_|Acc|_	34	pn	_	_
36	,	,	$	$,	_	0	root	_	_
37	welche	welche	A	PWAT	_|_|_	0	root	_	_
38	dabei	dabei	P	PROAV	_	40	pp	_	_
39	zugrunde	zugrunde	A	ADV	_	40	adv	_	_
40	gehen	gehen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
41	.	.	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	wie	wie	P	PWAV	_	9	adv	_	_
4	Beschädigte	Beschädigte	N	NN	_|Nom|Pl	9	subj	_	_
5	und	und	K	KON	_	4	kon	_	_
6	Unbeschädigte	Unbeschädigte	N	NN	_|Nom|_	5	cj	_	_
7	sich	sie	P	PRF	3|_|_	9	obja	_	_
8	giftig	giftig	A	ADJD	Pos|	9	adv	_	_
9	ansahen	ansehen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	machten	machen	V	VVFIN	3|Pl|Past|_	9	par	_	_
13	die	die	A	ART	Def|_|Nom|Pl	14	det	_	_
14	Armen	Arm	N	NN	_|Nom|Pl	12	subj	_	_
15	auch	auch	A	ADV	_	12	adv	_	_
16	nicht	nicht	P	PTKNEG	_	17	adv	33	33
17	süße	süß	A	ADJA	Pos|Neut|_|Pl|St|	18	attr	33	33
18	Augen	Auge	N	NN	Neut|_|Pl	12	obja	33	33
19	denen	die	P	PDS	_|Dat|Pl	12	objd	_	_
20	,	,	$	$,	_	0	root	_	_
21	die	die	P	PRELS	_|Nom|Pl	23	subj	33	33
22	vermöglich	vermöglich	A	ADJD	_	23	pred	_	_
23	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
24	und	und	K	KON	_	23	kon	_	_
25	doch	doch	A	ADV	_	27	adv	_	_
26	Holz	Holz	N	NN	Neut|_|Sg	27	obja	30	30
27	sammelten	sammeln	V	VVFIN	_|Pl|Past|_	24	cj	_	_
28	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Der	die	P	PDS	Fem|Dat|Sg	3	objd	_	_
3	mangelte	mangeln	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
5	nicht	nicht	P	PTKNEG	_	13	adv	_	_
6	«	«	$	$(	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	5	par	_	_
9	es	es	P	PPER	3|Sg|Neut|Nom	8	subj	_	_
10	,	,	$	$,	_	0	root	_	_
11	»	»	$	$(	_	0	root	_	_
12	aber	aber	A	ADV	_	13	adv	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	31	31
14	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
15	der	die	A	ART	Def|Masc|Nom|Sg	17	det	_	_
16	wüstest	wüst	A	ADJD	Sup|	17	adv	_	_
17	Hung	Hung	N	NN	Masc|Nom|Sg	14	pred	_	_
18	,	,	$	$,	_	0	root	_	_
19	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	31	31
20	gönnt	gönnen	V	VVFIN	3|Sg|Pres|Ind	14	kon	_	_
21	armen	arm	A	ADJA	Pos|_|Dat|Pl|_|	22	attr	_	_
22	Leuten	Leute	N	NN	_|Dat|Pl	20	objd	_	_
23	nichts	nichts	P	PIS	_	20	obja	_	_
24	,	,	$	$,	_	0	root	_	_
25	man	man	P	PIS	_|Nom|Sg	26	subj	_	_
26	sollte	sollen	V	VMFIN	3|Sg|Past|_	20	kon	_	_
27	solche	solche	P	PIS	_|_|_	31	obja	_	_
28	bei	bei	P	APPR	Dat	31	pp	_	_
29	den	die	A	ART	Def|Neut|Dat|Pl	30	det	34	34
30	Beinen	Bein	N	NN	Neut|Dat|Pl	28	pn	34	34
31	aufhängen	aufhängen	V	VVINF	_	26	aux	34	34
32	,	,	$	$,	_	0	root	34	34
33	die	die	P	PRELS	Neut|Nom|Pl	36	subj	34	34
34	nie	nie	A	ADV	_	36	adv	_	_
35	genug	genug	A	ADV	_	36	adv	_	_
36	sehen	sehen	V	VVFIN	3|Pl|Pres|_	30	rel	_	_
37	,	,	$	$,	_	0	root	_	_
38	aber	aber	K	KON	_	36	kon	_	_
39	das	die	P	PDS	Neut|Nom|Sg	40	subj	_	_
40	wird	werden	V	VAFIN	3|Sg|Pres|Ind	38	cj	_	_
41	ihm	er	P	PPER	3|Sg|_|Dat	44	objd	31	31
42	kein	keine	A	PIAT	Neut|_|Sg	43	det	_	_
43	Glück	Glück	N	NN	Neut|_|Sg	44	obja	_	_
44	bringen	bringen	V	VVINF	_	40	aux	_	_
45	,	,	$	$,	_	0	root	_	_
46	er	er	P	PPER	3|Sg|Masc|Nom	47	subj	31	31
47	wird	werden	V	VAFIN	3|Sg|Pres|Ind	40	kon	_	_
48	hoffentlich	hoffentlich	A	ADV	_	52	adv	_	_
49	nichts	nichts	P	PIS	_	52	obja	_	_
50	desto	desto	A	ADV	_	52	adv	_	_
51	mehr	mehr	A	ADV	_	52	adv	_	_
52	haben	haben	V	VAINF	_	47	aux	_	_
53	.	.	$	$.	_	0	root	_	_
54	«	«	$	$(	_	0	root	_	_
55	So	so	A	ADV	_	56	adv	_	_
56	redeten	reden	V	VVFIN	3|Pl|Past|_	0	root	_	_
57	sie	sie	P	PPER	3|Pl|_|Nom	56	subj	34	34
58	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	35	35
2	Neid	Neid	N	NN	Masc|Nom|Sg	3	subj	35	35
3	zwang	zwingen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	sie	sie	P	PPER	3|_|_|_	3	obja	34	34
5	endlich	endlich	A	ADJD	Pos|	3	adv	_	_
6	zu	zu	P	APPR	Dat	3	objp	_	_
7	gemeinsamem	gemeinsam	A	ADJA	Pos|Neut|Dat|Sg|St|	8	attr	_	_
8	Arbeiten	Arbeit	N	NN	Neut|Dat|Sg	6	pn	_	_
9	,	,	$	$,	_	0	root	_	_
10	und	und	K	KON	_	3	kon	_	_
11	bei	bei	P	APPR	Dat	14	pp	_	_
12	diesem	diese	A	PDAT	Neut|Dat|Sg	13	det	_	_
13	Arbeiten	Arbeit	N	NN	Neut|Dat|Sg	11	pn	_	_
14	tranken	trinken	V	VVFIN	3|Pl|Past|Ind	10	cj	_	_
15	sie	sie	P	PPER	3|Pl|_|Nom	14	subj	34	34
16	Branntewein	Branntewein	N	NE	_	14	obja	18	18
17	und	und	K	KON	_	14	kon	_	_
18	waren	sein	V	VAFIN	_|Pl|Past|Ind	17	cj	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	preußisch	preußisch	A	ADJD	Pos|	18	pred	_	_
21	,	,	$	$,	_	0	root	_	_
22	stolz	stolz	A	ADJD	Pos|	20	kon	_	_
23	und	und	K	KON	_	22	kon	_	_
24	bösmaulig	bösmaulig	A	ADJD	Pos|	23	cj	_	_
25	,	,	$	$,	_	0	root	_	_
26	daß	daß	K	KOUS	_	40	konj	_	_
27	,	,	$	$,	_	0	root	_	_
28	wer	wer	P	PWS	_|Nom|Sg	31	subj	_	_
29	durch	durch	P	APPR	Acc	31	pp	_	_
30	sie	sie	P	PPER	3|_|_|Acc	29	pn	34	34
31	hinging	hingehen	V	VVFIN	3|Sg|Past|Ind	40	subjc	_	_
32	,	,	$	$,	_	0	root	_	_
33	nicht	nicht	P	PTKNEG	_	40	adv	_	_
34	nur	nur	A	ADV	_	40	adv	_	_
35	keinen	keine	A	PIAT	Masc|Acc|Sg	36	det	_	_
36	Dank	Dank	N	NN	Masc|Acc|Sg	40	obja	_	_
37	auf	auf	P	APPR	Acc	40	pp	_	_
38	einen	eine	A	ART	Indef|Masc|Acc|Sg	39	det	_	_
39	Gruß	Gruß	N	NN	Masc|Acc|Sg	37	pn	_	_
40	erhielt	erhalten	V	VVFIN	_|Sg|Past|Ind	18	objc	_	_
41	,	,	$	$,	_	0	root	_	_
42	sondern	sondern	K	KON	_	40	kon	_	_
43	froh	froh	A	ADJD	Pos|	44	pred	_	_
44	sein	sein	V	VAINF	_	45	aux	_	_
45	mußte	müssen	V	VMFIN	_|Sg|Past|Ind	42	cj	_	_
46	,	,	$	$,	_	0	root	_	_
47	wenn	wenn	K	KOUS	_	52	konj	_	_
48	er	er	P	PPER	3|Sg|Masc|Nom	52	subj	35	35
49	ungeneckt	ungeneckt	A	ADJD	Pos|	52	adv	_	_
50	von	von	P	APPR	Dat	52	pp	_	_
51	ihnen	sie	P	PPER	3|Pl|_|Dat	50	pn	34	34
52	wegkam	wegkommen	V	VVFIN	3|Sg|Past|Ind	45	neb	_	_
53	.	.	$	$.	_	0	root	_	_

1	Jeder	jede	A	PIDAT	Masc|Nom|Sg	2	det	36	36
2	Bettelbub	Bettelbub	N	NN	Masc|Nom|Sg	3	subj	36	36
3	streckte	strecken	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	seinen	seine	A	PPOSAT	Masc|_|Sg	5	det	36	36
5	Kopf	Kopf	N	NN	Masc|_|Sg	3	obja	_	_
6	bolzgrad	bolzgrad	N	NE	Masc|_|Sg	5	app	_	_
7	auf	auf	P	PTKVZ	_	3	avz	_	_
8	und	und	K	KON	_	3	kon	_	_
9	machte	machen	V	VVFIN	_|Sg|Past|_	8	cj	_	_
10	der	die	A	ART	Def|Fem|Dat|Sg	12	det	_	_
11	ganzen	ganz	A	ADJA	Pos|Fem|Dat|Sg|Wk|	12	attr	_	_
12	Welt	Welt	N	NN	Fem|Dat|Sg	9	objd	_	_
13	ein	eine	A	ART	Indef|Neut|_|Sg	15	det	_	_
14	trotzig	trotzig	A	ADJA	_|Neut|_|Sg|_	15	attr	_	_
15	Gesicht	Gesicht	N	NN	Neut|_|Sg	9	obja	_	_
16	.	.	$	$.	_	0	root	_	_

1	Hintendrein	Hintendrein	N	NE	_|Nom|Pl	2	subj	37	37
2	klagten	klagen	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	dann	dann	A	ADV	_	2	adv	_	_
4	alle	alle	P	PIS	_|_|_	2	adv	_	_
5	bitterlich	bitterlich	A	ADJD	Pos|	2	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	daß	daß	K	KOUS	_	0	root	_	_
8	ihre	ihre	A	PPOSAT	Fem|_|Sg	9	det	37	37
9	Ausbeute	Ausbeute	N	NN	Fem|_|Sg	0	root	_	_
10	die	die	A	ART	Def|Fem|Nom|Sg	11	det	38	38
11	Mühe	Mühe	N	NN	Fem|Nom|Sg	13	subj	38	38
12	nicht	nicht	P	PTKNEG	_	13	adv	_	_
13	gelohnt	lohnen	V	VVPP	_	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	daß	daß	K	KOUS	_	20	konj	_	_
16	sie	sie	P	PPER	3|_|_|_	19	obja	38	38
17	allein	allein	A	ADV	_	19	adv	_	_
18	mehr	mehr	A	ADV	_	19	adv	_	_
19	geschafft	schaffen	V	VVPP	_	20	aux	_	_
20	hätten	haben	V	VAFIN	_|Pl|Past|Subj	13	objc	_	_
21	,	,	$	$,	_	0	root	_	_
22	daß	daß	K	KOUS	_	30	konj	_	_
23	die	die	A	ART	Def|_|Nom|_	24	det	_	_
24	obern	obern	N	NN	_|Nom|_	28	subj	_	_
25	den	die	A	ART	Def|Masc|Acc|Sg	27	det	_	_
26	besten	gut	A	ADJA	Sup|Masc|Acc|Sg|_|	27	attr	_	_
27	Teil	Teil	N	NN	Masc|Acc|Sg	28	obja	_	_
28	vorweggenommen	vorwegnehmen	V	VVPP	_	30	neb	_	_
29	,	,	$	$,	_	0	root	_	_
30	wurden	werden	V	VAFIN	_|Pl|Past|Ind	20	subjc	_	_
31	gar	gar	A	ADV	_	30	adv	_	_
32	noch	noch	A	ADV	_	30	adv	_	_
33	böse	böse	A	ADJD	Pos|	30	pred	_	_
34	über	über	P	APPR	Acc	30	pp	_	_
35	die	die	A	ART	Def|_|Acc|_	36	det	_	_
36	Eggiwyler	Eggiwyler	N	NN	_|Acc|_	34	pn	_	_
37	und	und	K	KON	_	36	kon	_	_
38	Röthenbacher	Röthenbacher	N	NN	_|Acc|_	37	cj	_	_
39	,	,	$	$,	_	0	root	_	_
40	daß	daß	K	KOUS	_	49	konj	_	_
41	sie	sie	P	PPER	3|Pl|_|Nom	49	subj	37	37
42	für	für	P	APPR	Acc	48	pp	_	_
43	die	die	A	ART	Def|_|Acc|_	44	det	15	15
44	Emme	Emme	N	NN	_|Acc|_	42	pn	15	15
45	nicht	nicht	P	PTKNEG	_	48	adv	_	_
46	mehr	mehr	A	ADV	_	45	adv	_	_
47	Holz	Holz	N	NN	Neut|_|Sg	48	obja	30	30
48	zweggehabt	zweggehabt	V	VVPP	_	49	aux	_	_
49	hätten	haben	V	VAFIN	3|Pl|Past|Subj	30	subjc	_	_
50	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	doch	doch	A	ADV	_	3	adv	_	_
3	sammelte	sammeln	V	VVFIN	3|Sg|Past|_	1	cj	_	_
4	mancher	manche	A	PIAT	_|Gen|Pl	5	det	_	_
5	zwei	zwei	C	CARD	_|_|_	3	subj	_	_
6	bis	bis	P	APPR	Acc	3	pp	_	_
7	drei	drei	C	CARD	_	8	attr	_	_
8	Klafter	Klafter	N	NN	_|Acc|Pl	6	pn	_	_
9	und	und	K	KON	_	3	kon	_	_
10	beklagte	beklagen	V	VVFIN	_|Sg|Past|_	9	cj	_	_
11	sich	sie	P	PRF	3|_|_	10	obja	_	_
12	noch	noch	A	ADV	_	10	adv	_	_
13	bitterlich	bitterlich	A	ADJD	Pos|	10	adv	_	_
14	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	wo	wo	P	PWAV	_	3	adv	_	_
3	waren	sein	V	VAFIN	_|Pl|Past|Ind	1	cj	_	_
4	alle	alle	A	PIDAT	_|_|_	0	root	_	_
5	die	die	P	PDS	_|_|Pl	0	root	_	_
6	,	,	$	$,	_	0	root	_	_
7	die	die	P	PRELS	_|Nom|Pl	16	subj	40	40
8	für	für	P	APPR	Acc	15	pp	_	_
9	den	die	A	ART	Def|Masc|Acc|Sg	11	det	_	_
10	ganzen	ganz	A	ADJA	Pos|Masc|Acc|Sg|_|	11	attr	_	_
11	Winter	Winter	N	NN	Masc|Acc|Sg	8	pn	_	_
12	mit	mit	P	APPR	Dat	15	objp	_	_
13	Holz	Holz	N	NN	Neut|Dat|Sg	12	pn	30	30
14	sich	sie	P	PRF	3|_|_	15	obja	_	_
15	versehen	versehen	V	VVPP	_	16	aux	_	_
16	hatten	haben	V	VAFIN	3|Pl|Past|Ind	5	rel	_	_
17	,	,	$	$,	_	0	root	_	_
18	als	als	K	KOUS	_	0	root	_	_
19	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
20	eine	eine	A	ART	Indef|Fem|Nom|Sg	21	det	39	39
21	Steuer	Steuer	N	NN	Fem|Nom|Sg	22	subj	39	39
22	galt	gelten	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
23	für	für	P	APPR	Acc	22	pp	_	_
24	die	die	A	ART	Def|_|Acc|Pl	26	det	_	_
25	zugrunde	zugrund	A	ADJA	Pos|_|Acc|Pl|St|	26	attr	_	_
26	Gerichteten	Gerichtete	N	NN	_|Acc|Pl	23	pn	_	_
27	?	?	$	$.	_	0	root	_	_

1	Welche	welche	A	PWAT	_|_|_	0	root	_	_
2	gaben	geben	V	VVFIN	_|Pl|Past|Ind	0	root	_	_
3	?	?	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	wie	wie	P	PWAV	_	4	adv	_	_
3	viele	viele	P	PIS	_|Nom|Pl	4	subj	_	_
4	hatten	haben	V	VAFIN	3|Pl|Past|Ind	1	cj	_	_
5	keinen	keine	A	PIAT	Masc|Acc|Sg	6	det	_	_
6	Kreuzer	Kreuzer	N	NN	Masc|Acc|Sg	4	obja	_	_
7	für	für	P	APPR	Acc	6	pp	_	_
8	sie	sie	P	PPER	3|_|_|Acc	7	pn	39	39
9	!	!	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	40	40
2	waren	sein	V	VAFIN	3|Pl|Past|Ind	0	root	_	_
3	freilich	freilich	A	ADV	_	2	adv	_	_
