1	Begreiflich	Begreiflich	N	NE	_|Dat|_	2	objd	277	277
30	Vetter	Vetter	N	NE	_	0	root	74	74
31	?	?	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	wenn	wenn	K	KOUS	_	9	konj	_	_
3	man	man	P	PIS	_|Nom|Sg	9	subj	_	_
4	noch	noch	A	ADV	_	5	adv	_	_
5	mehr	mehr	A	ADV	_	3	adv	_	_
6	von	von	P	APPR	Dat	9	pp	_	_
7	solchen	solche	A	PIDAT	Neut|Dat|_	8	det	_	_
8	Dingen	Ding	N	NN	Neut|Dat|_	6	pn	_	_
9	hörte	hören	V	VVFIN	3|Sg|Past|_	1	cj	_	_
10	,	,	$	$,	_	0	root	_	_
11	es	es	P	PPER	3|Sg|Neut|Nom	12	subj	_	_
12	ginge	gehen	V	VVFIN	3|Sg|Past|Subj	9	kon	_	_
13	minder	minder	A	ADV	_	14	adv	_	_
14	ungerecht	ungerecht	A	ADJD	Pos|	12	adv	_	_
15	zu	zu	P	PTKVZ	_	12	avz	_	_
16	in	in	P	APPR	Dat	12	pp	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	18	det	139	139
18	Welt	Welt	N	NN	Fem|Dat|Sg	16	pn	139	139
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	12	kon	_	_
21	manche	manche	A	PIAT	Fem|Nom|Sg	22	det	_	_
22	Seele	Seele	N	NN	Fem|Nom|Sg	24	subj	_	_
23	weniger	weniger	A	ADV	_	22	adv	_	_
24	führe	fahren	V	VVFIN	3|Sg|_|Subj	20	cj	_	_
25	dem	die	A	ART	Def|Masc|Dat|Sg	26	det	318	318
26	Teufel	Teufel	N	NN	Masc|Dat|Sg	24	objd	318	318
27	zu	zu	P	PTKVZ	_	24	avz	_	_
28	.	.	$	$.	_	0	root	_	_

1	Gott	Gott	N	NN	Masc|Nom|Sg	2	subj	82	82
2	verzeih	verzeih	V	VVFIN	_|Sg|_|_	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	526	526
4	meine	meine	A	PPOSAT	_|_|_	5	det	526	526
5	Sünd	Sünd	N	NN	_|_|_	2	obja	_	_
6	!	!	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_

1	Solche	solche	A	PIDAT	Neut|Nom|Pl	2	det	_	_
2	Gespräche	Gespräch	N	NN	Neut|Nom|Pl	3	subj	_	_
3	umrauschten	umrauschen	V	VVFIN	3|Pl|Past|_	0	root	_	_
4	den	die	A	ART	Def|Masc|Acc|Sg	6	det	74	74
5	armen	arm	A	ADJA	Pos|Masc|Acc|Sg|_|	6	attr	74	74
6	Vetter	Vetter	N	NN	Masc|Acc|Sg	3	obja	74	74
7	täglich	täglich	A	ADJD	Pos|	3	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	3	kon	_	_
10	dazu	dazu	P	PROAV	_	11	objp	_	_
11	brachte	bringen	V	VVFIN	3|Sg|Past|Ind	9	cj	_	_
12	man	man	P	PIS	_|Nom|Sg	11	subj	_	_
13	ihm	er	P	PPER	3|Sg|_|Dat	11	objd	6	6
14	Kram	Kram	N	NN	Masc|_|Sg	11	obja	_	_
15	von	von	P	APPR	Dat	14	pp	_	_
16	allen	alle	A	PIDAT	Fem|Dat|Pl	17	det	_	_
17	Sorten	Sorte	N	NN	Fem|Dat|Pl	15	pn	_	_
18	:	\:	$	$.	_	0	root	_	_
19	Wein	Wein	N	NN	Masc|_|Sg	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	Braten	Braten	N	NN	_|_|_	19	kon	_	_
22	,	,	$	$,	_	0	root	_	_
23	Lebkuchen	Lebkuchen	N	NN	Masc|_|_	21	kon	_	_
24	,	,	$	$,	_	0	root	_	_
25	weißes	weiß	A	ADJA	Pos|Neut|_|Sg|St|	26	attr	528	528
26	Brot	Brot	N	NN	Neut|_|Sg	23	kon	528	528
27	,	,	$	$,	_	0	root	528	528
28	Züpfen	Züpfen	N	NE	Fem|_|Pl	26	kon	528	528
29	,	,	$	$,	_	0	root	528	528
30	Pasteten	Pastete	N	NN	Fem|_|Pl	28	kon	527	527
31	,	,	$	$,	_	0	root	_	_
32	kurz	kurz	A	ADJD	Pos|	0	root	_	_
33	,	,	$	$,	_	0	root	_	_
34	was	was	P	PRELS	Neut|_|Sg	36	obja	528	528
35	man	man	P	PIS	_|Nom|Sg	37	subj	_	_
36	auftreiben	auftreiben	V	VVINF	_	37	aux	_	_
37	konnte	können	V	VMFIN	3|Sg|Past|Ind	0	root	_	_
38	,	,	$	$,	_	0	root	_	_
39	oder	oder	K	KON	_	37	kon	_	_
40	was	was	P	PWS	Neut|_|Sg	45	obja	_	_
41	Verstand	Verstand	N	NN	Masc|Nom|Sg	45	subj	188	188
42	und	und	K	KON	_	41	kon	_	_
43	Unverstand	Unverstand	N	NE	Masc|Nom|Sg	42	cj	_	_
44	jedem	jede	P	PIS	_|Dat|Sg	45	objd	_	_
45	eingab	eingeben	V	VVFIN	_|Sg|Past|Ind	39	cj	_	_
46	.	.	$	$.	_	0	root	_	_

1	Von	von	P	APPR	Dat	3	pp	_	_
2	jedem	jede	P	PIS	_|Dat|Sg	1	pn	_	_
3	sollte	sollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	6	det	74	74
5	liebe	lieb	A	ADJA	Pos|Masc|Nom|Sg|Wk|	6	attr	74	74
6	Vetter	Vetter	N	NN	Masc|Nom|Sg	3	subj	74	74
7	essen	essen	V	VVINF	_	3	aux	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	3	kon	_	_
10	von	von	P	APPR	Dat	12	pp	_	_
11	jedem	jede	P	PIS	_|Dat|Sg	10	pn	_	_
12	behauptete	behaupten	V	VVFIN	3|Sg|Past|_	9	cj	_	_
13	der	die	A	ART	Def|Masc|Nom|Sg	14	det	529	529
14	Geber	Geber	N	NN	Masc|Nom|Sg	12	subj	529	529
15	,	,	$	$,	_	0	root	_	_
16	es	es	P	PPER	3|Sg|Neut|Nom	17	subj	_	_
17	werde	werden	V	VAFIN	3|Sg|Pres|Subj	12	s	_	_
18	ihm	er	P	PPER	3|Sg|_|Dat	21	objd	529	529
19	sonderbar	sonderbar	A	ADJD	Pos|	21	adv	_	_
20	wohl	wohl	A	ADV	_	21	adv	_	_
21	bekommen	bekommen	V	VVINF	_	17	aux	_	_
22	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	zumeist	zumeist	A	ADV	_	2	adv	_	_
4	ein	eine	A	ART	Indef|Masc|Nom|Sg	5	det	530	530
5	Punkt	Punkt	N	NN	Masc|Nom|Sg	2	subj	530	530
6	,	,	$	$,	_	0	root	530	530
7	in	in	P	APPR	Dat	16	pp	530	530
8	welchem	welche	P	PRELS	Masc|Dat|Sg	7	pn	530	530
9	der	die	A	ART	Def|Masc|Nom|Sg	10	det	531	531
10	Unterschied	Unterschied	N	NN	Masc|Nom|Sg	16	subj	531	531
11	zwischen	zwischen	P	APPR	_	10	pp	531	531
12	beiden	beide	A	PIDAT	_|_|Pl	13	det	531	531
13	Klassen	Klasse	N	NN	_|_|Pl	11	pn	531	531
14	nicht	nicht	P	PTKNEG	_	16	adv	_	_
15	merklich	merklich	A	ADJD	Pos|	16	pred	_	_
16	war	sein	V	VAFIN	3|Sg|Past|Ind	5	rel	_	_
17	.	.	$	$.	_	0	root	_	_

1	Man	man	P	PIS	_|Nom|Sg	2	subj	_	_
2	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	nach	nach	P	APPR	Dat	2	pp	_	_
4	seiner	seine	A	PPOSAT	Fem|Dat|Sg	5	det	531	531
5	Krankheit	Krankheit	N	NN	Fem|Dat|Sg	3	pn	537	537
6	,	,	$	$,	_	0	root	_	_
7	dem	die	A	ART	Def|Masc|Dat|Sg	8	det	532	532
8	Gang	Gang	N	NN	Masc|Dat|Sg	0	root	532	532
9	derselben	dieselbe	A	PDAT	_|_|_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_
11	nach	nach	P	APPR	Dat	0	root	_	_
12	dem	die	A	ART	Def|Masc|Dat|Sg	13	det	533	533
13	Arzte	Arzt	N	NN	Masc|Dat|Sg	11	pn	533	533
14	,	,	$	$,	_	0	root	533	533
15	welchen	welche	P	PRELS	Masc|Acc|Sg	17	obja	533	533
16	er	er	P	PPER	3|Sg|Masc|Nom	17	subj	6	6
17	brauche	brauchen	V	VVFIN	3|Sg|Pres|Subj	13	rel	_	_
18	,	,	$	$,	_	0	root	_	_
19	schüttelte	schütteln	V	VVFIN	_|Sg|Past|_	17	kon	_	_
20	schließlich	schließlich	A	ADV	_	19	adv	_	_
21	bedenklich	bedenklich	A	ADJD	Pos|	19	adv	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	23	det	130	130
23	Kopf	Kopf	N	NN	Masc|Acc|Sg	19	obja	130	130
24	und	und	K	KON	_	19	kon	_	_
25	sagte	sagen	V	VVFIN	_|Sg|Past|_	24	cj	_	_
26	ungefähr	ungefähr	A	ADJD	Pos|	25	adv	_	_
27	:	\:	$	$.	_	0	root	_	_
28	»	»	$	$(	_	0	root	_	_
29	Vor	vor	P	APPR	Dat	32	pp	_	_
30	zwanzig	zwanzig	C	CARD	_	31	attr	_	_
31	Jahren	Jahr	N	NN	Neut|Dat|Pl	29	pn	_	_
32	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
33	ich	ich	P	PPER	1|Sg|_|Nom	32	subj	534	534
34	akkurat	akkurat	A	ADJD	Pos|	38	adv	_	_
35	die	die	A	ART	Def|Fem|_|Sg	37	det	_	_
36	gleiche	gleich	A	ADJA	Pos|Fem|_|Sg|_|	37	attr	_	_
37	Krankheit	Krankheit	N	NN	Fem|_|Sg	38	obja	_	_
38	gehabt	haben	V	VAPP	_	32	aux	_	_
39	,	,	$	$,	_	0	root	_	_
40	kein	keine	A	PIAT	_|Nom|Sg	41	det	538	538
41	Mensch	Mensch	N	NN	_|Nom|Sg	42	subj	538	538
42	hat	haben	V	VAFIN	3|Sg|Pres|Ind	32	kon	_	_
43	geglaubt	glauben	V	VVPP	_	42	aux	_	_
44	,	,	$	$,	_	0	root	_	_
45	daß	daß	K	KOUS	_	47	konj	_	_
46	ich	ich	P	PPER	1|Sg|_|Nom	47	subj	534	534
47	davonkomme	davonkommen	V	VVFIN	1|Sg|Pres|_	43	objc	_	_
48	,	,	$	$,	_	0	root	_	_
49	und	und	K	KON	_	47	kon	_	_
50	doch	doch	A	ADV	_	51	adv	_	_
51	lebe	leben	V	VVFIN	1|Sg|Pres|_	49	cj	_	_
52	ich	ich	P	PPER	1|Sg|_|Nom	51	subj	534	534
53	noch	noch	A	ADV	_	51	adv	_	_
54	,	,	$	$,	_	0	root	_	_
55	und	und	K	KON	_	51	kon	_	_
56	es	es	P	PPER	3|Sg|Neut|Nom	57	subj	_	_
57	dünkte	dünken	V	VVFIN	3|Sg|Past|_	55	cj	_	_
58	mich	ich	P	PPER	1|Sg|_|Acc	57	obja	534	534
59	,	,	$	$,	_	0	root	_	_
60	nie	nie	A	ADV	_	61	adv	_	_
61	wohler	wohler	A	ADV	_	0	root	_	_
62	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	was	was	P	PWS	Neut|_|Sg	5	obja	_	_
3	habe	haben	V	VAFIN	1|Sg|Pres|_	1	cj	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	534	534
5	gemacht	machen	V	VVPP	_	3	aux	_	_
6	?	?	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	ward	ward	V	VAFIN	_	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	5	objd	534	534
4	gut	gut	A	ADJD	Pos|	5	adv	_	_
5	geraten	geraten	V	VVPP	_	2	aux	_	_
6	!	!	$	$.	_	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	Nun	nun	A	ADV	_	9	adv	_	_
9	führte	führen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	der	die	P	PDS	Masc|Nom|Sg	9	subj	_	_
11	oder	oder	K	KON	_	0	root	_	_
12	die	die	P	PRELS	_|_|_	11	cj	535	535
13	eine	eine	A	ART	Indef|Fem|_|Sg	15	det	_	_
14	alte	alt	A	ADJA	Pos|Fem|_|Sg|_|	15	attr	_	_
15	Frau	Frau	N	NN	Fem|_|Sg	0	root	_	_
16	an	an	P	PTKVZ	_	0	root	_	_
17	,	,	$	$,	_	0	root	_	_
18	welche	welche	P	PRELS	_|Nom|Pl	23	subj	535	535
19	zu	zu	P	APPR	Dat	23	objp	_	_
20	einem	eine	A	ART	Indef|Neut|Dat|Sg	22	det	600	600
21	merkwürdigen	merkwürdig	A	ADJA	Pos|Neut|Dat|Sg|Wk|	22	attr	600	600
22	Mittel	Mittel	N	NN	Neut|Dat|Sg	19	pn	600	600
23	geraten	geraten	V	VVFIN	3|Pl|Pres|_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	oder	oder	K	KON	_	0	root	_	_
26	einen	eine	A	ART	Indef|Masc|Acc|Sg	28	det	_	_
27	entfernten	entfernt	A	ADJA	Pos|Masc|Acc|Sg|_|	28	attr	_	_
28	Arzt	Arzt	N	NN	Masc|Acc|Sg	25	cj	_	_
29	,	,	$	$,	_	0	root	_	_
30	gewöhnlich	gewöhnlich	A	ADJD	Pos|	32	adv	_	_
31	einen	eine	A	ART	Indef|Masc|Acc|Sg	32	det	_	_
32	Quacksalber	Quacksalber	N	NN	Masc|Acc|Sg	28	app	_	_
33	,	,	$	$,	_	0	root	_	_
34	welcher	welche	A	PWAT	_|_|_	0	root	_	_
35	geholfen	helfen	V	VVPP	_	0	root	_	_
36	;	;	$	$.	_	0	root	_	_
37	oder	oder	K	KON	_	0	root	_	_
38	wenn	wenn	K	KOUS	_	41	konj	_	_
39	man	man	P	PIS	_|Nom|Sg	41	subj	_	_
40	alleine	alleine	A	ADV	_	41	adv	_	_
41	war	sein	V	VAFIN	3|Sg|Past|Ind	51	neb	_	_
42	oder	oder	K	KON	_	41	kon	_	_
43	sonst	sonst	A	ADV	_	47	adv	_	_
44	recht	recht	A	ADJD	Pos|	45	adv	_	_
45	offenherzig	offenherzig	A	ADJD	Pos|	47	adv	_	_
46	sich	sie	P	PRF	3|_|_	47	obja	_	_
47	geschwatzt	schwatzen	V	VVPP	_	48	aux	_	_
48	hatte	haben	V	VAFIN	_|Sg|Past|Ind	42	cj	_	_
49	,	,	$	$,	_	0	root	_	_
50	so	so	A	ADV	_	51	adv	_	_
51	redete	reden	V	VVFIN	3|Sg|Past|_	37	cj	_	_
52	man	man	P	PIS	_|Nom|Sg	51	subj	_	_
53	wohl	wohl	A	ADV	_	51	adv	_	_
54	von	von	P	APPR	Dat	51	pp	_	_
55	sympathetischen	sympathetisch	A	ADJA	Pos|Neut|Dat|Pl|_|	56	attr	_	_
56	Mitteln	Mittel	N	NN	Neut|Dat|Pl	54	pn	_	_
57	oder	oder	K	KON	_	54	kon	_	_
58	von	von	P	APPR	Dat	57	cj	_	_
59	den	die	A	ART	Def|Masc|Dat|Pl	60	det	536	536
60	Kapuzinern	Kapuziner	N	NN	Masc|Dat|Pl	58	pn	536	536
61	,	,	$	$,	_	0	root	536	536
62	welche	welche	P	PRELS	Masc|Nom|Pl	70	subj	536	536
63	gerade	gerade	A	ADV	_	70	adv	_	_
64	zu	zu	P	APPR	Dat	70	pp	_	_
65	Heilung	Heilung	N	NN	Fem|Dat|Sg	64	pn	_	_
66	dieser	diese	A	PDAT	Fem|Gen|Sg	67	det	537	537
67	Krankheit	Krankheit	N	NN	Fem|Gen|Sg	65	gmod	537	537
68	besonders	besonders	A	ADV	_	69	adv	_	_
69	berühmt	berühmt	A	ADJD	Pos|	70	pred	_	_
70	seien	sein	V	VAFIN	3|Pl|Pres|Subj	60	rel	_	_
71	.	.	$	$.	_	0	root	_	_

1	Wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	4	det	74	74
3	liebe	lieb	A	ADJA	Pos|Masc|Nom|Sg|Wk|	4	attr	74	74
4	Vetter	Vetter	N	NN	Masc|Nom|Sg	1	subj	74	74
5	von	von	P	APPR	Dat	4	pp	74	74
6	Anfang	Anfang	N	NN	Masc|Dat|Sg	5	pn	74	74
7	recht	recht	A	ADJD	Pos|	8	adv	_	_
8	behandelt	behandeln	V	VVPP	_	9	aux	_	_
9	worden	werden	V	VAPP	_	1	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	538	538
12	wäre	sein	V	VAFIN	3|Sg|Past|Subj	1	kon	_	_
13	sicher	sicher	A	ADJD	Pos|	12	adv	_	_
14	längst	längst	A	ADV	_	12	adv	_	_
15	gesund	gesund	A	ADJD	Pos|	12	pred	_	_
16	,	,	$	$,	_	0	root	_	_
17	aber	aber	K	KON	_	12	kon	_	_
18	auf	auf	P	APPR	Dat	21	pp	_	_
19	seinem	seine	A	PPOSAT	Masc|Dat|Sg	20	det	538	538
20	Arzte	Arzt	N	NN	Masc|Dat|Sg	18	pn	541	541
21	hätten	haben	V	VAFIN	3|Pl|Past|Subj	17	cj	_	_
22	wenige	wenige	A	PIDAT	_|Nom|Pl	23	det	542	542
23	Leute	Leute	N	NN	_|Nom|Pl	21	subj	542	542
24	viel	viel	P	PIS	_	21	obja	_	_
25	,	,	$	$,	_	0	root	_	_
26	und	und	K	KON	_	21	kon	_	_
27	hauptsächlich	hauptsächlich	A	ADJD	Pos|	31	adv	_	_
28	für	für	P	APPR	Acc	27	pp	_	_
29	diese	diese	A	PDAT	Fem|Acc|Sg	30	det	537	537
30	Krankheit	Krankheit	N	NN	Fem|Acc|Sg	28	pn	537	537
31	könne	können	V	VMFIN	3|Sg|Pres|Subj	26	cj	_	_
32	er	er	P	PPER	3|Sg|Masc|Nom	31	subj	538	538
33	nichts	nichts	P	PIS	_	31	obja	_	_
34	;	;	$	$.	_	0	root	_	_
35	wen	wer	P	PWS	_|Acc|Sg	38	obja	_	_
36	er	er	P	PPER	3|Sg|Masc|Nom	38	subj	538	538
37	nur	nur	A	ADV	_	38	adv	_	_
38	ansehe	ansehen	V	VVFIN	3|Sg|Pres|Subj	40	subjc	_	_
39	,	,	$	$,	_	0	root	_	_
40	müsse	müssen	V	VMFIN	_|Sg|Pres|Subj	0	root	_	_
41	sterben	sterben	V	VVINF	_	40	aux	_	_
42	,	,	$	$,	_	0	root	_	_
43	sei	sein	V	VAFIN	_|Sg|Pres|Subj	40	kon	_	_
44	es	es	P	PPER	3|Sg|Neut|_	43	obja	_	_
45	nicht	nicht	P	PTKNEG	_	43	adv	_	_
46	gleich	gleich	P	PTKVZ	_	43	avz	_	_
47	,	,	$	$,	_	0	root	_	_
48	so	so	A	ADV	_	49	adv	_	_
49	sei	sein	V	VAFIN	3|Sg|Pres|Subj	43	kon	_	_
50	es	es	P	PPER	3|Sg|Neut|Nom	49	subj	_	_
51	doch	doch	A	ADV	_	49	adv	_	_
52	später	spät	A	ADJD	_|	49	pred	_	_
53	.	.	$	$.	_	0	root	_	_

1	Wenn	wenn	K	KOUS	_	7	konj	_	_
2	aber	aber	A	ADV	_	7	adv	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	74	74
4	liebe	lieb	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	74	74
5	Vetter	Vetter	N	NN	Masc|Nom|Sg	7	subj	74	74
6	es	es	P	PPER	3|Sg|Neut|_	7	obja	_	_
7	begehre	begehren	V	VVFIN	3|Sg|Pres|Subj	10	neb	_	_
8	,	,	$	$,	_	0	root	_	_
9	so	so	A	ADV	_	10	adv	_	_
10	wolle	wollen	V	VMFIN	3|Sg|Pres|Subj	0	root	_	_
11	man	man	P	PIS	_|Nom|Sg	10	subj	_	_
12	von	von	P	APPR	Dat	16	pp	_	_
13	Herzen	Herzen	N	NN	Neut|Dat|Sg	12	pn	539	539
14	gerne	gerne	A	ADV	_	16	adv	_	_
15	Zeit	Zeit	N	NN	Fem|_|Sg	16	obja	131	131
16	anwenden	anwenden	V	VVINF	_	10	aux	_	_
17	und	und	K	KON	_	10	kon	_	_
18	für	für	P	APPR	Acc	20	pp	_	_
19	ihn	er	P	PPER	3|Sg|Masc|Acc	18	pn	538	538
20	laufen	laufen	V	VVFIN	_|Pl|Pres|_	17	cj	_	_
21	zu	zu	P	APPR	Dat	20	pp	_	_
22	der	die	A	ART	Def|Fem|Dat|Sg	24	det	_	_
23	alten	alt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	24	attr	_	_
24	Frau	Frau	N	NN	Fem|Dat|Sg	21	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	dem	die	A	ART	Def|Masc|Dat|Sg	27	det	_	_
27	Quacksalber	Quacksalber	N	NN	Masc|Dat|Sg	24	kon	_	_
28	,	,	$	$,	_	0	root	_	_
29	den	die	A	ART	Def|Masc|Dat|Pl	30	det	536	536
30	Kapuzinern	Kapuziner	N	NN	Masc|Dat|Pl	27	kon	536	536
31	und	und	K	KON	_	30	kon	_	_
32	von	von	P	APPR	Dat	35	pp	_	_
33	dem	die	A	ART	Def|Neut|Dat|Sg	34	det	540	540
34	Zeug	Zeug	N	NN	Neut|Dat|Sg	32	pn	540	540
35	ihm	er	P	PPER	3|Sg|_|Dat	31	cj	541	541
36	holen	holen	V	VVINF	_	0	root	_	_
37	;	;	$	$.	_	0	root	_	_
38	sie	sie	P	PPER	3|Pl|_|Nom	39	subj	542	542
39	wollten	wollen	V	VMFIN	3|Pl|Past|_	0	root	_	_
40	wetten	wetten	V	VVINF	_	39	aux	_	_
41	,	,	$	$,	_	0	root	_	_
42	sobald	sobald	K	KOUS	_	45	konj	_	_
43	er	er	P	PPER	3|Sg|Masc|Nom	45	subj	538	538
44	davon	davon	P	PROAV	_	45	pp	_	_
45	nehme	nehmen	V	VVFIN	3|Sg|Pres|Subj	47	neb	_	_
46	,	,	$	$,	_	0	root	_	_
47	bessere	bessern	V	VVFIN	3|Sg|Pres|Subj	39	kon	_	_
48	es	es	P	PPER	3|Sg|Neut|Nom	47	subj	_	_
49	ihm	er	P	PPER	3|Sg|_|Dat	47	objd	538	538
50	.	.	$	$.	_	0	root	_	_

1	Vetter	Vetter	N	NE	_|Nom|Sg	3	subj	56	56
2	Kirchmeier	Kirchmeier	N	NE	_|Nom|Sg	1	app	56	56
3	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	auch	auch	A	ADV	_	3	adv	_	_
5	allemal	allemal	A	ADV	_	3	adv	_	_
6	ernsthaft	ernsthaft	A	ADJD	Pos|	3	adv	_	_
7	:	\:	$	$.	_	0	root	_	_
8	er	er	P	PPER	3|Sg|Masc|Nom	0	root	538	538
9	glaubs	glaubs	C	CARD	_	8	app	_	_
10	,	,	$	$,	_	0	root	_	_
11	aber	aber	K	KON	_	0	root	_	_
12	einstweilen	einstweilen	A	ADV	_	13	adv	_	_
13	wolle	wollen	V	VMFIN	3|Sg|Pres|Subj	11	cj	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	538	538
15	ihnen	sie	P	PPER	3|Pl|_|Dat	18	objd	542	542
16	nicht	nicht	P	PTKNEG	_	18	adv	_	_
17	Mühe	Mühe	N	NN	Fem|_|Sg	18	obja	543	543
18	machen	machen	V	VVINF	_	13	aux	_	_
19	,	,	$	$,	_	0	root	_	_
20	wenn	wenn	K	KOUS	_	23	konj	_	_
21	es	es	P	PPER	3|Sg|Neut|Nom	23	subj	_	_
22	schlimmer	schlimm	A	ADJD	Comp|	23	pred	_	_
23	würde	werden	V	VAFIN	3|Sg|Past|Subj	25	neb	_	_
24	,	,	$	$,	_	0	root	_	_
25	wolle	wollen	V	VMFIN	3|Sg|Pres|Subj	13	kon	_	_
26	er	er	P	PPER	3|Sg|Masc|Nom	25	subj	538	538
27	sehen	sehen	V	VVINF	_	25	aux	_	_
28	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	538	538
2	redete	reden	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
4	nicht	nicht	P	PTKNEG	_	2	adv	_	_
5	ohne	ohne	P	APPR	Acc	2	pp	_	_
6	Wahrheit	Wahrheit	N	NN	Fem|Acc|Sg	5	pn	_	_
7	so	so	A	ADV	_	2	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	denn	denn	K	KON	_	2	kon	_	_
10	wenn	wenn	K	KOUS	_	27	konj	_	_
11	eines	eine	A	ART	Indef|Masc|Gen|Sg	12	det	_	_
12	Tages	Tag	N	NN	Masc|Gen|Sg	26	zeit	_	_
13	drei	drei	C	CARD	_	14	attr	74	74
14	Vettern	Vetter	N	NN	Masc|Nom|Pl	27	subj	74	74
15	und	und	K	KON	_	14	kon	_	_
16	drei	drei	C	CARD	_	17	attr	546	546
17	Basen	Base	N	NN	Fem|Nom|Pl	15	cj	546	546
18	jedes	jede	A	PIDAT	Neut|Acc|Sg	20	det	_	_
19	besonderen	besonderen	A	ADJA	_|Neut|Acc|Sg|_	20	attr	_	_
20	Zeug	Zeug	N	NN	Neut|Acc|Sg	26	obja	_	_
21	und	und	K	KON	_	20	kon	_	_
22	einen	eine	A	ART	Indef|Masc|Acc|Sg	24	det	577	577
23	besondern	besondern	A	ADJA	_|Masc|Acc|Sg|_	24	attr	577	577
24	Doktor	Doktor	N	NN	Masc|Acc|Sg	21	cj	577	577
25	ihm	er	P	PPER	3|Sg|_|Dat	26	objd	538	538
26	zugeschickt	zuschicken	V	VVPP	_	27	aux	_	_
27	hätten	haben	V	VAFIN	3|Pl|Past|Subj	37	neb	_	_
28	,	,	$	$,	_	0	root	_	_
29	so	so	A	ADV	_	30	adv	_	_
30	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	27	par	_	_
31	es	es	P	PPER	3|Sg|Neut|Nom	30	subj	_	_
32	ihm	er	P	PPER	3|Sg|_|Dat	33	objd	538	538
33	bessern	bessern	V	VVINF	_	30	aux	_	_
34	,	,	$	$,	_	0	root	_	_
35	die	die	A	ART	Def|Fem|_|Sg	36	det	537	537
36	Krankheit	Krankheit	N	NN	Fem|_|Sg	26	obja	537	537
37	weichen	weichen	V	VVFIN	_|Pl|Pres|_	9	cj	_	_
38	,	,	$	$,	_	0	root	_	_
39	sich	sie	P	PRF	3|_|_	40	obja	_	_
40	wandeln	wandeln	V	VVFIN	_|Pl|Pres|_	37	kon	_	_
41	in	in	P	APPR	Acc	40	pp	_	_
42	süße	süß	A	ADJA	Pos|Fem|Acc|Sg|_|	43	attr	_	_
43	Todesruhe	Todesruhe	N	NN	Fem|Acc|Sg	41	pn	_	_
44	.	.	$	$.	_	0	root	_	_

1	Dann	dann	A	ADV	_	2	adv	_	_
2	machten	machen	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	ihn	er	P	PPER	3|Sg|Masc|Acc	2	obja	6	6
4	die	die	A	ART	Def|Masc|Nom|Pl	5	det	74	74
5	Vettern	Vetter	N	NN	Masc|Nom|Pl	2	subj	74	74
6	fast	fast	A	ADV	_	7	adv	_	_
7	wirbelsinnig	wirbelsinnig	A	ADJD	Pos|	2	pred	_	_
8	mit	mit	P	APPR	Dat	2	pp	_	_
9	Anerbieten	Anerbieten	N	NN	Neut|Dat|Sg	8	pn	_	_
10	von	von	P	APPR	_	9	pp	_	_
