1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	755	755
10	,	,	$	$,	_	0	root	_	_
11	und	und	K	KON	_	0	root	_	_
12	ehe	ehe	K	KOUS	_	0	root	_	_
13	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
14	dareinkömmt	dareinkömmt	A	ADJD	_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
17	sein	seine	A	PPOSAT	Masc|Nom|Sg	18	det	604	604
18	Charakter	Charakter	N	NN	Masc|Nom|Sg	16	subj	_	_
19	verwischt	verwischen	V	VVPP	_	16	neb	_	_
20	;	;	$	$.	_	0	root	_	_
21	doch	doch	K	KON	_	0	root	_	_
22	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	21	cj	_	_
23	es	es	P	PPER	3|Sg|Neut|Nom	22	subj	_	_
24	auch	auch	A	ADV	_	22	adv	_	_
25	Ausnahmen	Ausnahme	N	NN	Fem|_|Pl	22	obja	_	_
26	wie	wie	K	KOKOM	_	22	kom	_	_
27	zum	zu	P	APPRART	Dat	26	cj	_	_
28	Beispiel	Beispiel	N	NN	Neut|Dat|Sg	27	pn	758	758
29	Goldau	Goldau	N	NE	Neut|Dat|Sg	28	app	758	758
30	.	.	$	$.	_	0	root	_	_

1	Um	Um	K	KOUI	_	4	konj	_	_
2	solche	solche	A	PIDAT	Neut|_|Pl	3	det	_	_
3	Ereignisse	Ereignis	N	NN	Neut|_|Pl	4	obja	_	_
4	aufzufassen	auffassen	V	VVIZU	_	6	neb	_	_
5	,	,	$	$,	_	0	root	_	_
6	braucht	brauchen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
7	es	es	P	PPER	3|Sg|Neut|Nom	6	subj	_	_
8	ein	eine	A	ART	Indef|Neut|Acc|Sg	10	det	_	_
9	offenes	offen	A	ADJA	Pos|Neut|Acc|Sg|St|	10	attr	_	_
10	Gemüt	Gemüt	N	NN	Neut|Acc|Sg	6	obja	_	_
11	,	,	$	$,	_	0	root	_	_
12	einen	eine	A	ART	Indef|Masc|Acc|Sg	14	det	_	_
13	gesunden	gesund	A	ADJA	Pos|Masc|Acc|Sg|_|	14	attr	_	_
14	Sinn	Sinn	N	NN	Masc|Acc|Sg	10	app	_	_
15	;	;	$	$.	_	0	root	_	_
16	auf	auf	P	APPR	Acc	19	pp	_	_
17	den	die	A	ART	Def|Masc|Acc|Sg	18	det	588	588
18	Anblick	Anblick	N	NN	Masc|Acc|Sg	16	pn	588	588
19	desselben	dieselbe	P	PDS	_|Gen|Sg	0	root	_	_
20	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
21	man	man	P	PIS	_|Nom|Sg	20	subj	_	_
22	sich	sie	P	PRF	3|_|_	26	obja	_	_
23	in	in	P	APPR	Dat	26	pp	_	_
24	keinem	keine	A	PIAT	Neut|Dat|Sg	25	det	_	_
25	Handbuche	Handbuch	N	NN	Neut|Dat|Sg	23	pn	_	_
26	vorbereiten	vorbereiten	V	VVINF	_	20	aux	_	_
27	,	,	$	$,	_	0	root	_	_
28	darum	darum	P	PROAV	_	29	pp	_	_
29	getrauen	getrauen	V	VVFIN	3|Pl|Pres|_	20	kon	_	_
30	sich	sie	P	PRF	3|_|_	29	obja	_	_
31	viele	viele	P	PIS	_|Nom|Pl	29	subj	_	_
32	nicht	nicht	P	PTKNEG	_	29	adv	_	_
33	hin	hin	P	PTKVZ	_	29	avz	_	_
34	.	.	$	$.	_	0	root	_	_

1	Goldau	Goldau	N	NE	_|Nom|Sg	2	subj	758	758
2	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
4	in	in	P	APPR	Dat	2	pp	_	_
5	jedem	jede	A	PIAT	Neut|Dat|Sg	6	det	_	_
6	Handbuch	Handbuch	N	NN	Neut|Dat|Sg	4	pn	_	_
7	,	,	$	$,	_	0	root	_	_
8	darum	darum	P	PROAV	_	9	pp	_	_
9	wandern	wandern	V	VVFIN	3|Pl|Pres|_	2	kon	_	_
10	dort	dort	A	ADV	_	9	adv	_	_
11	die	die	A	ART	Def|Masc|Nom|Pl	13	det	_	_
12	meisten	meiste	A	PIDAT	Masc|Nom|Pl	13	attr	_	_
13	Wanderer	Wanderer	N	NN	Masc|Nom|Pl	9	subj	_	_
14	.	.	$	$.	_	0	root	_	_

1	Zudem	Zudem	P	PROAV	_	2	pp	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	man	man	P	PIS	_|Nom|Sg	2	subj	_	_
4	in	in	P	APPR	Dat	8	pp	_	_
5	höhern	höhern	A	ADJA	_|Masc|Dat|Pl|_	6	attr	_	_
6	Ständen	Stand	N	NN	Masc|Dat|Pl	4	pn	_	_
7	zu	zu	P	PTKZU	_	8	part	_	_
8	vornehm	vornehm	V	VVINF	_	2	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	um	um	K	KOUI	_	13	konj	_	_
11	neugierig	neugierig	A	ADJD	Pos|	13	pred	_	_
12	zu	zu	P	PTKZU	_	13	part	_	_
13	sein	sein	V	VAINF	_	8	neb	_	_
14	,	,	$	$,	_	0	root	_	_
15	zu	zu	P	PTKA	_	16	adv	_	_
16	gleichgültig	gleichgültig	A	ADJD	Pos|	8	adv	_	_
17	für	für	P	APPR	Acc	8	pp	_	_
18	alles	alle	P	PIS	Neut|Acc|Sg	17	pn	_	_
19	,	,	$	$,	_	0	root	_	_
20	was	was	P	PRELS	Neut|Nom|Sg	25	subj	_	_
21	außer	außer	P	APPR	Dat	25	pp	_	_
22	den	die	A	ART	Def|Masc|Dat|Pl	24	det	_	_
23	eigenen	eigen	A	ADJA	Pos|Masc|Dat|Pl|_|	24	attr	_	_
24	Kreisen	Kreis	N	NN	Masc|Dat|Pl	21	pn	_	_
25	liegt	liegen	V	VVFIN	3|Sg|Pres|Ind	18	rel	_	_
26	,	,	$	$,	_	0	root	_	_
27	zu	zu	P	PTKA	_	28	adv	_	_
28	bequem	bequem	A	ADJD	Pos|	17	kon	_	_
29	für	für	P	APPR	Acc	8	pp	_	_
30	einen	eine	A	ART	Indef|Masc|Acc|Sg	32	det	_	_
31	beschwerlichen	beschwerlich	A	ADJA	Pos|Masc|Acc|Sg|_|	32	attr	_	_
32	Tag	Tag	N	NN	Masc|Acc|Sg	29	pn	_	_
33	.	.	$	$.	_	0	root	_	_

1	Möglich	möglich	A	ADJD	Pos|	2	adv	_	_
2	auch	auch	A	ADV	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	daß	daß	K	KOUS	_	7	konj	_	_
5	es	es	P	PPER	3|Sg|Neut|Nom	7	subj	_	_
6	Menschen	Mensch	N	NN	Masc|_|Pl	7	obja	759	759
7	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	759	759
8	,	,	$	$,	_	0	root	759	759
9	die	die	P	PRELS	Masc|Nom|Pl	13	subj	759	759
10	nicht	nicht	P	PTKNEG	_	13	adv	_	_
11	gerne	gerne	A	ADV	_	13	adv	_	_
12	dahin	dahin	A	ADV	_	13	adv	_	_
13	gehen	gehen	V	VVFIN	3|Pl|Pres|_	6	rel	_	_
14	,	,	$	$,	_	0	root	_	_
15	wo	wo	P	PWAV	_	21	adv	_	_
16	eine	eine	A	ART	Indef|Fem|_|Sg	18	det	_	_
17	überirdische	überirdisch	A	ADJA	Pos|Neut|_|Sg|Wk|	18	attr	_	_
18	Macht	Macht	N	NN	Neut|_|Sg	21	obja	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	Ungeheures	Ungeheueres	N	NN	Neut|_|Sg	18	app	_	_
21	vollbracht	vollbrechen	V	VVFIN	2|Pl|Past|Ind	13	rel	_	_
22	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Neut|Nom|Sg	3	det	_	_
2	dunkles	dunkel	A	ADJA	Pos|Neut|Nom|Sg|St|	3	attr	_	_
3	Gefühl	Gefühl	N	NN	Neut|Nom|Sg	4	subj	_	_
4	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	ihnen	sie	P	PPER	3|Pl|_|Dat	4	objd	761	761
6	,	,	$	$,	_	0	root	_	_
7	daß	daß	K	KOUS	_	15	konj	_	_
8	in	in	P	APPR	Dat	15	pp	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	10	det	_	_
10	Nähe	Nähe	N	NN	Fem|Dat|Sg	8	pn	_	_
11	Gottes	Gottes	N	NE	Fem|Dat|Sg	10	app	_	_
12	jede	jede	A	PIDAT	Fem|Nom|Sg	14	det	_	_
13	irdische	irdisch	A	ADJA	Pos|Fem|Nom|Sg|_|	14	attr	_	_
14	Größe	Größe	N	NN	Fem|Nom|Sg	15	subj	_	_
15	verschwinde	verschwinden	V	VVFIN	3|Sg|Pres|Subj	4	objc	_	_
16	und	und	K	KON	_	15	kon	_	_
17	zwischen	zwischen	P	APPR	Dat	26	pp	_	_
18	dem	die	A	ART	Def|Masc|Dat|Sg	19	det	_	_
19	Bettler	Bettler	N	NN	Masc|Dat|Sg	17	pn	_	_
20	und	und	K	KON	_	19	kon	_	_
21	dem	die	A	ART	Def|Masc|Dat|Sg	22	det	_	_
22	Kaiser	Kaiser	N	NN	Masc|Dat|Sg	20	cj	_	_
23	kein	keine	A	PIAT	Masc|Nom|Sg	24	det	_	_
24	Unterschied	Unterschied	N	NN	Masc|Nom|Sg	26	subj	_	_
25	mehr	mehr	A	ADV	_	24	adv	_	_
26	sei	sein	V	VAFIN	3|Sg|Pres|Subj	16	cj	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	0	root	_	_
29	welcher	welche	A	PWAT	Masc|Nom|Sg	30	det	_	_
30	Unterschied	Unterschied	N	NN	Masc|Nom|Sg	28	cj	_	_
31	dann	dann	A	ADV	_	30	adv	_	_
32	zwischen	zwischen	P	APPR	Dat	30	pp	_	_
33	irgendeinem	irgendeine	A	PIAT	Masc|Dat|Sg	34	det	_	_
34	Knecht	Knecht	N	NN	Masc|Dat|Sg	32	pn	_	_
35	und	und	K	KON	_	34	kon	_	_
36	irgendeinem	irgendeine	A	PIAT	Masc|Dat|Sg	37	det	_	_
37	Schreiber	Schreiber	N	NN	Masc|Dat|Sg	35	cj	_	_
38	,	,	$	$,	_	0	root	_	_
39	meinethalben	meinethalben	F	FM	Masc|Dat|Sg	37	app	_	_
40	Gemein-	Gemein-	T	TRUNC	Masc|_|_	39	app	_	_
41	oder	oder	K	KON	_	40	kon	_	_
42	Staats-	Staats-	T	TRUNC	Masc|_|_	41	cj	_	_
43	oder	oder	K	KON	_	42	kon	_	_
44	Kompanieschreiber	Kompanieschreiber	N	NN	Masc|_|_	43	cj	_	_
45	?	?	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
2	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	ja	ja	A	ADV	_	2	adv	_	_
4	Menschen	Mensch	N	NN	Masc|Nom|Pl	2	subj	760	760
5	,	,	$	$,	_	0	root	760	760
6	die	die	P	PRELS	Masc|Nom|Pl	11	subj	760	760
7	nicht	nicht	P	PTKNEG	_	10	adv	_	_
8	dahin	dahin	A	ADV	_	10	adv	_	_
9	zu	zu	P	PTKZU	_	10	part	_	_
10	bringen	bringen	V	VVINF	_	11	aux	_	_
11	sind	sein	V	VAFIN	3|Pl|Pres|Ind	4	rel	_	_
12	,	,	$	$,	_	0	root	_	_
13	wo	wo	P	PWAV	_	17	adv	_	_
14	sie	sie	P	PPER	3|Pl|_|Nom	18	subj	761	761
15	nicht	nicht	P	PTKNEG	_	17	adv	_	_
16	allein	allein	A	ADV	_	17	adv	_	_
17	reden	reden	V	VVINF	_	18	aux	_	_
18	können	können	V	VMFIN	3|Pl|Pres|_	10	rel	_	_
19	,	,	$	$,	_	0	root	_	_
20	oder	oder	K	KON	_	18	kon	_	_
21	wo	wo	P	PWAV	_	25	adv	_	_
22	nichts	nichts	P	PIS	_|Nom|Sg	26	subj	_	_
23	von	von	P	APPR	Dat	25	pp	_	_
24	ihnen	sie	P	PPER	3|Pl|_|Dat	23	pn	761	761
25	geredet	reden	V	VVPP	_	26	aux	_	_
26	wird	werden	V	VAFIN	3|Sg|Pres|Ind	20	cj	_	_
27	,	,	$	$,	_	0	root	_	_
28	sondern	sondern	K	KON	_	0	root	_	_
29	vielleicht	vielleicht	A	ADV	_	31	adv	_	_
30	nur	nur	A	ADV	_	31	adv	_	_
31	von	von	P	APPR	Dat	28	cj	_	_
32	Gott	Gott	N	NN	Masc|Dat|Sg	31	pn	_	_
33	,	,	$	$,	_	0	root	_	_
34	Menschen	Mensch	N	NN	Masc|Dat|Pl	32	app	_	_
35	,	,	$	$,	_	0	root	_	_
36	die	die	P	PRELS	Masc|Nom|Pl	47	subj	761	761
37	um	um	P	APPR	Acc	46	pp	_	_
38	ihre	ihre	A	PPOSAT	Fem|Acc|Sg	40	det	761	761
39	teure	teuer	A	ADJA	Pos|Fem|Acc|Sg|_|	40	attr	_	_
40	Person	Person	N	NN	Fem|Acc|Sg	37	pn	_	_
41	eine	eine	A	ART	Indef|Fem|_|Sg	43	det	763	763
42	solche	solche	A	PIDAT	Fem|_|Sg	43	attr	763	763
43	Blase	Blase	N	NN	Fem|_|Sg	46	obja	763	763
44	von	von	P	APPR	Dat	43	pp	763	763
45	Dünkel	Dünkel	N	NN	Masc|Dat|Sg	44	pn	763	763
46	aufgetrieben	auftreiben	V	VVPP	_	47	aux	_	_
47	haben	haben	V	VAFIN	3|Pl|Pres|_	34	rel	_	_
48	,	,	$	$,	_	0	root	_	_
49	daß	daß	K	KOUS	_	54	konj	_	_
50	sie	sie	P	PPER	3|Pl|_|Nom	54	subj	762	762
51	sich	sie	P	PRF	3|_|Dat	54	objd	_	_
52	unendlich	unendlich	A	ADJD	Pos|	53	adv	_	_
53	groß	groß	A	ADJD	Pos|	54	adv	_	_
54	vorkommen	vorkommen	V	VVFIN	3|Pl|Pres|_	32	objc	_	_
55	und	und	K	KON	_	0	root	_	_
56	möglicherweise	möglicherweise	A	ADV	_	57	adv	_	_
57	andern	andere	P	PIS	_|_|_	55	cj	_	_
58	auch	auch	A	ADV	_	57	adv	_	_
59	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	762	762
2	mahnen	mahnen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	mich	ich	P	PPER	1|Sg|_|Acc	2	obja	2	2
4	an	an	P	APPR	Acc	2	pp	_	_
5	ungeborne	ungeborne	A	ADJA	_|Neut|Acc|Pl|_	6	attr	_	_
6	Kinder	Kind	N	NN	Neut|Acc|Pl	4	pn	_	_
7	in	in	P	APPR	Dat	2	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	9	det	_	_
9	Wasserblase	Wasserblase	N	NN	Fem|Dat|Sg	7	pn	_	_
10	,	,	$	$,	_	0	root	_	_
11	nur	nur	A	ADV	_	12	adv	_	_
12	daß	daß	K	KOUS	_	17	konj	_	_
13	sie	sie	P	PPER	3|Pl|_|Nom	17	subj	762	762
14	deren	die	A	PDAT	Fem|_|Sg	15	det	_	_
15	Unschuld	Unschuld	N	NN	Fem|_|Sg	17	obja	_	_
16	nicht	nicht	P	PTKNEG	_	17	adv	_	_
17	haben	haben	V	VAFIN	3|Pl|Pres|_	9	objc	_	_
18	und	und	K	KON	_	17	kon	_	_
19	eben	eben	A	ADV	_	26	adv	_	_
20	aus	aus	P	APPR	Dat	26	pp	_	_
21	der	die	A	ART	Def|Fem|Dat|Sg	22	det	763	763
22	Blase	Blase	N	NN	Fem|Dat|Sg	20	pn	763	763
23	heraus	heraus	A	APZR	_	20	part	_	_
24	am	an	P	APPRART	Dat	26	pp	_	_
25	heftigsten	heftig	A	ADJA	Sup|_|Dat|_|_|	24	pn	_	_
26	schreien	schreien	V	VVFIN	_|Pl|Pres|_	18	cj	_	_
27	.	.	$	$.	_	0	root	_	_

1	Kann	können	V	VMFIN	3|Sg|Pres|Ind	9	neb	_	_
2	ein	eine	A	ART	Indef|Masc|Nom|Sg	3	det	_	_
3	Kühner	Kühne	N	NN	Masc|Nom|Sg	1	subj	_	_
4	die	die	A	ART	Def|Fem|_|Sg	5	det	763	763
5	Blase	Blase	N	NN	Fem|_|Sg	6	obja	763	763
6	zersprengen	zersprengen	V	VVINF	_	1	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	dann	dann	A	ADV	_	9	adv	_	_
9	schweigen	schweigen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
10	sie	sie	P	PPER	3|Pl|_|Nom	9	subj	762	762
11	kleinmütig	kleinmütig	A	ADJD	Pos|	9	adv	_	_
12	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Neut|Nom|Pl	2	det	259	259
2	Kinder	Kind	N	NN	Neut|Nom|Pl	3	subj	259	259
3	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
4	es	es	P	PPER	3|Sg|Neut|_	5	obja	_	_
5	umgekehrt	umkehren	V	VVPP	_	3	aux	_	_
6	.	.	$	$.	_	0	root	_	_

1	Begreiflich	Begreiflich	N	NE	_	0	root	_	_
2	wagen	wagen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	solche	solche	P	PIS	_|Nom|Pl	2	subj	_	_
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	in	in	P	APPR	Acc	2	objp	_	_
7	ein	eine	A	ART	Indef|Neut|Acc|Sg	10	det	_	_
8	so	so	A	ADV	_	9	adv	_	_
9	enges	eng	A	ADJA	Pos|Neut|Acc|Sg|St|	10	attr	_	_
10	Tal	Tal	N	NN	Neut|Acc|Sg	6	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	an	an	P	APPR	_	19	pp	_	_
13	dessen	die	A	PRELAT	Fem|_|Pl	15	det	_	_
14	schroffen	schroff	A	ADJA	Pos|Fem|_|Pl|_|	15	attr	_	_
15	Seiten	Seite	N	NN	Fem|_|Pl	12	pn	_	_
16	die	die	A	ART	Def|Fem|Nom|Sg	18	det	_	_
17	teure	teuer	A	ADJA	Pos|Fem|Nom|Sg|_|	18	attr	_	_
18	Blase	Blase	N	NN	Fem|Nom|Sg	20	subj	_	_
19	zerspringen	zerspringen	V	VVINF	_	20	aux	_	_
20	könnte	können	V	VMFIN	3|Sg|Past|Subj	10	rel	_	_
21	,	,	$	$,	_	0	root	_	_
22	sie	sie	P	PPER	3|Pl|_|Nom	24	subj	259	259
23	verstummen	verstummen	V	VVINF	_	24	aux	_	_
24	müßten	müssen	V	VMFIN	3|Pl|Past|Subj	0	root	_	_
25	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	259	259
2	gehen	gehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	nicht	nicht	P	PTKNEG	_	2	adv	_	_
4	dahin	dahin	A	ADV	_	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	wo	wo	P	PWAV	_	10	adv	_	_
7	Gott	Gott	N	NN	Masc|Nom|Sg	10	subj	2	2
8	so	so	A	ADV	_	9	adv	_	_
9	nahe	nahe	A	ADJD	_	10	pred	_	_
10	war	sein	V	VAFIN	3|Sg|Past|Ind	16	objc	_	_
11	,	,	$	$,	_	0	root	_	_
12	müßten	müssen	V	VMFIN	3|Pl|Past|Subj	2	kon	_	_
13	sie	sie	P	PPER	3|Pl|_|Nom	12	subj	259	259
14	doch	doch	A	ADV	_	16	adv	_	_
15	da	da	A	ADV	_	16	adv	_	_
16	zusammenschrumpfen	zusammenschrumpfen	V	VVINF	_	12	aux	_	_
17	wie	wie	K	KOKOM	_	16	kom	_	_
18	Käfer	Käfer	N	NN	Masc|_|_	17	cj	_	_
19	an	an	P	APPR	Dat	16	pp	_	_
20	der	die	A	ART	Def|Fem|Dat|Sg	21	det	30	30
21	Sonne	Sonne	N	NN	Fem|Dat|Sg	19	pn	30	30
22	;	;	$	$.	_	0	root	_	_
23	sie	sie	P	PPER	3|Pl|_|Nom	24	subj	259	259
24	fühlen	fühlen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
25	es	es	P	PPER	3|Sg|Neut|_	24	obja	_	_
26	doch	doch	A	ADV	_	24	adv	_	_
27	,	,	$	$,	_	0	root	_	_
28	daß	daß	K	KOUS	_	0	root	_	_
29	Gott	Gott	N	NN	Masc|_|Sg	0	root	2	2
30	einen	eine	A	ART	Indef|Masc|Acc|Sg	0	root	_	_
31	nicht	nicht	P	PTKNEG	_	34	adv	_	_
32	für	für	P	APPR	Acc	34	pp	_	_
33	das	die	P	PDS	Neut|Acc|Sg	32	pn	_	_
34	nimmt	nehmen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	für	für	P	APPR	Acc	41	pp	_	_
37	was	was	P	PRELS	Neut|Acc|Sg	36	pn	_	_
38	man	man	P	PIS	_|Nom|Sg	41	subj	_	_
39	sich	sie	P	PRF	3|_|_	41	obja	_	_
40	selbst	selbst	A	ADV	_	41	adv	_	_
41	ausgibt	ausgeben	V	VVFIN	3|Sg|Pres|Ind	33	rel	_	_
42	,	,	$	$,	_	0	root	_	_
43	oder	oder	K	KON	_	0	root	_	_
44	was	was	P	PWS	Neut|Nom|Sg	49	pred	_	_
45	der	die	A	ART	Def|_|Gen|_	46	det	_	_
46	Schneider	Schneider	N	NE	_|Gen|_	44	gmod	_	_
47	aus	aus	P	APPR	Dat	46	pp	_	_
48	einem	eine	P	PIS	_|Dat|Sg	47	pn	_	_
49	gemacht	machen	V	VVPP	_	43	cj	_	_
50	.	.	$	$.	_	0	root	_	_

1	Solche	solche	A	PIDAT	Neut|Nom|Pl	2	det	_	_
2	Kreatürchen	Kreatürchen	N	NN	Neut|Nom|Pl	3	subj	_	_
3	fliehen	fliehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
4	Gott	Gott	N	NN	Masc|_|Sg	0	root	2	2
5	oder	oder	K	KON	_	0	root	_	_
6	leugnen	leugnen	V	VVFIN	_|Pl|Pres|_	5	cj	_	_
7	ihn	er	P	PPER	3|Sg|Masc|Acc	6	obja	2	2
8	gar	gar	A	ADV	_	6	adv	_	_
9	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
4	auch	auch	A	ADV	_	2	adv	_	_
5	eine	eine	A	ART	Indef|Fem|_|Sg	6	det	_	_
6	Menge	Menge	N	NN	Masc|_|_	2	obja	_	_
7	Menschen	Mensch	N	NN	Masc|_|_	6	app	_	_
8	und	und	K	KON	_	0	root	_	_
9	besonders	besonders	A	ADV	_	10	adv	_	_
10	in	in	P	APPR	Dat	8	cj	_	_
11	der	die	A	ART	Def|Fem|Dat|Sg	14	det	764	764
12	sogenannten	sogenannt	A	ADJA	Pos|Fem|Dat|Sg|Wk|	14	attr	764	764
13	ungebildeten	ungebildet	A	ADJA	Pos|Fem|Dat|Sg|Wk|	14	attr	764	764
14	Klasse	Klasse	N	NN	Fem|Dat|Sg	10	pn	764	764
15	,	,	$	$,	_	0	root	_	_
16	denen	die	P	PRELS	_|Dat|Pl	0	root	_	_
17	die	die	A	ART	Def|Fem|_|Sg	18	det	_	_
18	Aufregung	Aufregung	N	NN	Fem|_|Sg	0	root	_	_
19	ihrer	ihre	A	PPOSAT	_|_|_	20	det	764	764
20	Gefühle	Gefühl	N	NN	_|Gen|_	18	gmod	_	_
21	wahre	wahr	A	ADJA	Pos|Fem|_|Sg|_|	22	attr	_	_
22	Wonne	Wonne	N	NN	Fem|_|Sg	20	app	_	_
23	,	,	$	$,	_	0	root	_	_
24	eigentliche	eigentlich	A	ADJA	Pos|Fem|Nom|Sg|_|	25	attr	765	765
25	Wollust	Wollust	N	NN	Fem|Nom|Sg	26	subj	765	765
26	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	0	root	_	_
29	wenn	wenn	K	KOUS	_	35	konj	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	35	subj	765	765
31	zur	zu	P	APPRART	Dat	34	objp	_	_
32	tiefsten	tief	A	ADJA	Sup|Fem|Dat|Sg|Wk|	33	attr	768	768
33	Demütigung	Demütigung	N	NN	Fem|Dat|Sg	31	pn	768	768
34	führen	führen	V	VVINF	_	35	aux	_	_
35	sollte	sollen	V	VMFIN	3|Sg|Past|_	28	cj	_	_
36	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	2	det	770	770
2	Instinkt	Instinkt	N	NN	Masc|Nom|Sg	3	subj	770	770
3	läßt	lassen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	sie	sie	P	PPER	3|_|_|_	3	obja	765	765
5	die	die	A	ART	Def|Fem|_|Sg	7	det	766	766
6	hohe	hoch	A	ADJA	Pos|Fem|_|Sg|_|	7	attr	766	766
7	Bedeutung	Bedeutung	N	NN	Fem|_|Sg	10	obja	766	766
8	ihrer	ihre	A	PPOSAT	Neut|Gen|Pl	9	det	766	766
9	Gefühle	Gefühl	N	NN	Neut|Gen|Pl	7	gmod	766	766
10	ahnen	ahnen	V	VVINF	_	3	obji	_	_
11	,	,	$	$,	_	0	root	_	_
12	und	und	K	KON	_	0	root	_	_
13	daß	daß	K	KOUS	_	17	konj	_	_
14	ein	eine	A	ART	Indef|Neut|Nom|Sg	16	det	767	767
15	kindlich	kindlich	A	ADJD	Pos|	16	adv	767	767
16	Gemüt	Gemüt	N	NN	Neut|Nom|Sg	17	subj	767	767
17	sehe	sehen	V	VVFIN	3|Sg|Pres|Subj	12	cj	_	_
18	und	und	K	KON	_	17	kon	_	_
19	vermöge	vermögen	V	VVFIN	_|Sg|Pres|_	18	cj	_	_
20	,	,	$	$,	_	0	root	_	_
21	was	was	P	PRELS	Neut|_|Sg	0	root	767	767
22	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	_	_
23	Verstand	Verstand	N	NN	Masc|Dat|Sg	0	root	_	_
24	der	die	A	ART	Def|_|Gen|_	25	det	769	769
25	Verständigen	Verständige	N	NN	_|Gen|_	23	gmod	769	769
26	unsichtbar	unsichtbar	A	ADJD	Pos|	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	unmöglich	unmöglich	A	ADJD	Pos|	29	pred	_	_
29	bleibt	bleiben	V	VVFIN	_|_|Pres|Ind	0	root	_	_
30	.	.	$	$.	_	0	root	_	_

1	Zu	zu	P	APPR	Dat	5	pp	_	_
2	Aufregung	Aufregung	N	NN	Fem|Dat|Sg	1	pn	_	_
3	ihrer	ihre	A	PPOSAT	Neut|Gen|Pl	4	det	768	768
4	Gefühle	Gefühl	N	NN	Neut|Gen|Pl	2	gmod	_	_
5	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	5	subj	769	769
7	keine	keine	A	PIAT	Fem|_|Pl	9	det	796	796
8	künstlichen	künstlich	A	ADJA	Pos|Fem|_|Pl|Wk|	9	attr	796	796
9	Anstalten	Anstalt	N	NN	Fem|_|Pl	5	obja	796	796
10	,	,	$	$,	_	0	root	796	796
11	wo	wo	P	PWAV	_	19	adv	796	796
12	der	die	A	ART	Def|Masc|Nom|Sg	13	det	796	796
13	Grad	Grad	N	NN	Masc|Nom|Sg	20	subj	796	796
