1	Himmel	Himmel	N	NN	Masc|_|_	0	root	482	482
20	Buch	Buch	N	NN	Neut|Acc|Sg	18	pn	_	_
21	zu	zu	P	PTKZU	_	22	part	_	_
22	machen	machen	V	VVINF	_	12	obji	_	_
23	,	,	$	$,	_	0	root	_	_
24	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
25	es	es	P	PPER	3|Sg|Neut|Nom	24	subj	_	_
26	notwendig	notwendig	A	ADJD	Pos|	24	pred	_	_
27	,	,	$	$,	_	0	root	_	_
28	daß	daß	K	KOUS	_	49	konj	_	_
29	ich	ich	P	PPER	1|Sg|_|Nom	49	subj	1342	1342
30	zwar	zwar	A	ADV	_	49	adv	_	_
31	in	in	P	APPR	_	49	objp	_	_
32	Sitzungen	Sitzung	N	NN	Fem|_|Pl	31	pn	_	_
33	über	über	P	APPR	Acc	32	pp	_	_
34	Fibels	Fibels	N	NE	_|Gen|_	36	gmod	53	53
35	jetziges	jetzig	A	ADJA	Pos|Neut|Acc|Sg|St|	36	attr	_	_
36	Leben	Leben	N	NN	Neut|Acc|Sg	33	pn	_	_
37	eine	eine	A	ART	Indef|Fem|_|Sg	38	det	_	_
38	Weinlese	Weinlese	N	NN	Fem|_|Sg	49	obja	_	_
39	,	,	$	$,	_	0	root	_	_
40	aber	aber	K	KON	_	38	kon	_	_
41	in	in	P	APPR	_	48	pp	_	_
42	Sitzungen	Sitzung	N	NN	Fem|_|Pl	41	pn	_	_
43	über	über	P	APPR	Acc	42	pp	_	_
44	dessen	die	A	PDAT	_	45	det	_	_
45	früheres	früh	A	ADJA	Neut|_|Sg	43	pn	_	_
46	nur	nur	A	ADV	_	48	adv	_	_
47	eine	eine	A	ART	Indef|Fem|_|Sg	48	det	_	_
48	Ährenlese	Ährenlese	N	NN	Fem|_|Sg	40	cj	_	_
49	halte	halten	V	VVFIN	1|Sg|Pres|_	24	objc	_	_
50	,	,	$	$,	_	0	root	_	_
51	und	und	K	KON	_	49	kon	_	_
52	so	so	A	ADV	_	53	adv	_	_
53	werden	werden	V	VAFIN	_|Pl|Pres|_	51	cj	_	_
54	,	,	$	$,	_	0	root	_	_
55	hoff	hoffen	V	VVIMP	Sg	0	root	_	_
56	'	'	$	$(	_	0	root	_	_
57	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1342	1342
58	,	,	$	$,	_	0	root	_	_
59	alle	alle	A	PIDAT	_|_|_	0	root	_	_
60	so	so	A	ADV	_	0	root	_	_
61	befriedigt	befriedigen	V	VVPP	_	0	root	_	_
62	,	,	$	$,	_	0	root	_	_
63	daß	daß	K	KOUS	_	66	konj	_	_
64	man	man	P	PIS	_|Nom|Sg	66	subj	_	_
65	weder	weder	K	KON	_	66	kon	_	_
66	pfeift	pfeifen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
67	noch	noch	K	KON	_	66	kon	_	_
68	keift	keifen	V	VVFIN	_|_|Pres|Ind	67	cj	_	_
69	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	5	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	4	det	1362	1362
3	zweiten	zweit	A	ADJA	_|Fem|Dat|Sg|Wk|	4	attr	1362	1362
4	Sitzung	Sitzung	N	NN	Fem|Dat|Sg	1	pn	1362	1362
5	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	0	root	_	_
6	die	die	A	ART	Def|Fem|Nom|Sg	7	det	1331	1331
7	Lebensbeschreibung	Lebensbeschreibung	N	NN	Fem|Nom|Sg	5	subj	1331	1331
8	mit	mit	P	APPR	Dat	14	pp	_	_
9	Fibels	Fibels	N	NE	Masc|Dat|Sg	8	pn	_	_
10	Theogonie	Theogonie	N	NE	Masc|Dat|Sg	9	app	_	_
11	oder	oder	K	KON	_	10	kon	_	_
12	dessen	die	A	PDAT	Masc|Dat|Sg	13	det	1368	1368
13	Ahnen-Vortrab	Ahnen-Vortrab	N	NN	Masc|Dat|Sg	11	cj	1368	1368
14	angefangen	anfangen	V	VVPP	_	15	aux	_	_
15	werden	werden	V	VAINF	_	5	aux	_	_
16	;	;	$	$.	_	0	root	_	_
17	aber	aber	K	KON	_	0	root	_	_
18	Pelz	Pelz	N	NN	Masc|Nom|Sg	19	subj	75	75
19	klagte	klagen	V	VVFIN	3|Sg|Past|_	17	cj	_	_
20	sehr	sehr	A	ADV	_	19	adv	_	_
21	darin	darin	P	PROAV	_	19	pp	_	_
22	,	,	$	$,	_	0	root	_	_
23	daß	daß	K	KOUS	_	49	konj	_	_
24	man	man	P	PIS	_|Nom|Sg	49	subj	_	_
25	zwar	zwar	A	ADV	_	48	adv	_	_
26	in	in	P	APPR	_	48	pp	_	_
27	Lebensbeschreibungen	Lebensbeschreibung	N	NN	Fem|_|Pl	26	pn	_	_
28	glücklich	glücklich	A	ADJD	Pos|	48	adv	_	_
29	einen	eine	A	ART	Indef|Masc|Acc|Sg	30	det	_	_
30	Sprung	Sprung	N	NN	Masc|Acc|Sg	48	obja	_	_
31	bis	bis	P	APPR	Acc	48	pp	_	_
32	zu	zu	P	APPR	Dat	31	pp	_	_
33	dem	die	A	ART	Def|_|Dat|Sg	34	det	702	702
34	Urahnen	Urahn	N	NN	Neut|Dat|Sg	32	pn	702	702
35	Adam	Adam	N	NE	Masc|Acc|Sg	34	app	702	702
36	,	,	$	$,	_	0	root	_	_
37	aber	aber	K	KON	_	35	kon	_	_
38	den	die	A	ART	Def|Masc|Acc|Sg	39	det	_	_
39	Rückweg	Rückweg	N	NN	Masc|Acc|Sg	37	cj	_	_
40	nicht	nicht	P	PTKNEG	_	48	adv	_	_
41	herab	herab	A	ADV	_	48	adv	_	_
42	durch	durch	P	APPR	Acc	48	pp	_	_
43	die	die	A	ART	Def|_|Acc|Pl	45	det	_	_
44	spätern	spätern	A	ADJA	_|_|Acc|Pl|_	45	attr	_	_
45	Vorahnen	Vorahn	N	NN	_|Acc|Pl	42	pn	_	_
46	eines	eine	A	ART	Indef|Masc|Gen|Sg	47	det	_	_
47	Helden	Held	N	NN	Masc|Gen|Sg	45	gmod	_	_
48	machen	machen	V	VVINF	_	49	aux	_	_
49	könne	können	V	VMFIN	3|Sg|Pres|Subj	19	objc	_	_
50	,	,	$	$,	_	0	root	_	_
51	was	was	P	PRELS	Neut|Nom|Sg	55	subj	_	_
52	doch	doch	A	ADV	_	55	adv	_	_
53	so	so	A	ADV	_	54	adv	_	_
54	verdrüßlich	verdrüßlich	A	ADJD	Pos|	55	pred	_	_
55	sei	sein	V	VAFIN	3|Sg|Pres|Subj	34	rel	_	_
56	.	.	$	$.	_	0	root	_	_

1	Schon	schon	A	ADV	_	4	adv	1346	1346
2	der	die	A	ART	Def|Masc|Nom|Sg	4	det	1346	1346
3	gewöhnlichste	gewöhnlich	A	ADJA	Sup|Masc|Nom|Sg|Wk|	4	attr	1346	1346
4	Biograph	Biograph	N	NN	Masc|Nom|Sg	5	subj	1346	1346
5	schickt	schicken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
6	seinem	seine	A	PPOSAT	Masc|Dat|Sg	7	det	1346	1346
7	Helden	Held	N	NN	Masc|Dat|Sg	5	objd	_	_
8	ein	eine	A	ART	Indef|Neut|_|Sg	9	det	_	_
9	Leben	Leben	N	NN	Neut|_|Sg	5	obja	_	_
10	dessen	die	A	PDAT	Masc|Gen|Sg	11	det	107	107
11	Vaters	Vater	N	NN	Masc|Gen|Sg	9	gmod	107	107
12	,	,	$	$,	_	0	root	_	_
13	dessen	die	A	PRELAT	Masc|Gen|Sg	14	det	1347	1347
14	Großvaters	Großvater	N	NN	Masc|Gen|Sg	0	root	1347	1347
15	,	,	$	$,	_	0	root	_	_
16	Urgroßvaters	Urgroßvater	N	NN	Masc|Gen|Sg	0	root	_	_
17	abgekürzt	abkürzen	V	VVPP	_	0	root	_	_
18	voraus	voraus	P	PTKVZ	_	0	root	_	_
19	;	;	$	$.	_	0	root	_	_
20	aber	aber	K	KON	_	0	root	_	_
21	viel	viel	A	ADV	_	22	adv	_	_
22	weiter	weiter	A	ADV	_	23	adv	_	_
23	rückwärts	rückwärts	A	ADV	_	24	adv	_	_
24	hinauf	hinauf	A	ADV	_	25	adv	_	_
25	ringt	ringen	V	VVFIN	_|_|Pres|Ind	20	cj	_	_
26	der	die	A	ART	Def|Masc|Nom|Sg	28	det	_	_
27	höhere	hoch	A	ADJA	Comp|Masc|Nom|Sg|Wk|	28	attr	_	_
28	Lebensbeschreiber	Lebensbeschreiber	N	NN	Masc|Nom|Sg	25	subj	_	_
29	,	,	$	$,	_	0	root	_	_
30	dessen	die	A	PRELAT	Neut|Nom|Sg	31	det	1348	1348
31	Ziel	Ziel	N	NN	Neut|Nom|Sg	32	subj	1348	1348
32	wäre	sein	V	VAFIN	3|Sg|Past|Subj	28	rel	_	_
33	,	,	$	$,	_	0	root	_	_
34	womöglich	womöglich	A	ADV	_	39	adv	_	_
35	gleich	gleich	A	ADJD	Pos|	39	adv	_	_
36	nach	nach	P	APPR	Dat	39	pp	_	_
37	der	die	A	ART	Def|Fem|Dat|Sg	38	det	_	_
38	Sündflut	Sündflut	N	NN	Fem|Dat|Sg	36	pn	_	_
39	anzufangen	anfangen	V	VVIZU	_	32	obji	_	_
40	und	und	K	KON	_	39	kon	_	_
41	Noahs	Noah	N	NN	Masc|_|Sg	57	obja	_	_
42	Kasten	Kasten	N	NN	Masc|_|Sg	41	app	_	_
43	zum	zu	P	APPRART	Dat	57	objp	_	_
44	treibenden	treibend	A	ADJA	Pos|Masc|Dat|Sg|Wk|<PPRES	45	attr	_	_
45	Lohkasten	Lohkasten	N	NN	Masc|Dat|Sg	43	pn	_	_
46	des	die	A	ART	Def|Masc|Gen|Sg	47	det	_	_
47	Stammbaums	Stammbaum	N	NN	Masc|Gen|Sg	45	gmod	_	_
48	seines	seine	A	PPOSAT	Masc|Gen|Sg	49	det	1348	1348
49	Helden	Held	N	NN	Masc|Gen|Sg	47	gmod	_	_
50	oder	oder	K	KON	_	43	kon	_	_
51	zum	zu	P	APPRART	Dat	50	cj	_	_
52	Mumienkasten	Mumienkasten	N	NN	Masc|Dat|Sg	51	pn	_	_
53	von	von	P	APPR	_	52	pp	_	_
54	dessen	die	A	PDAT	_|_|_	55	det	1350	1350
55	Vorfahren	Vorfahr	N	NN	_|_|_	53	pn	1350	1350
56	zu	zu	P	PTKZU	_	57	part	_	_
57	machen	machen	V	VVINF	_	40	cj	_	_
58	.	.	$	$.	_	0	root	_	_

1	Könnt	können	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	ers	ers	N	NE	Masc|Nom|Sg	1	subj	91	91
4	,	,	$	$,	_	0	root	91	91
5	der	die	A	ART	Def|Masc|Nom|Sg	6	det	201	201
6	Mann	Mann	N	NN	Masc|Nom|Sg	3	kon	91	91
7	,	,	$	$,	_	0	root	_	_
8	es	es	P	PPER	3|Sg|Neut|Nom	9	subj	_	_
9	gäbe	geben	V	VVFIN	3|Sg|Past|Subj	1	kon	_	_
10	gewiß	gewiß	A	ADV	_	9	adv	_	_
11	ein	eine	A	ART	Indef|Neut|_|Sg	12	det	_	_
12	Werk	Werk	N	NN	Neut|_|Sg	9	obja	_	_
13	von	von	P	APPR	Dat	12	pp	_	_
14	mehreren	mehrere	A	PIAT	Masc|Dat|Pl	15	det	_	_
15	Bänden	Band	N	NN	Masc|Dat|Pl	13	pn	_	_
16	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	unendlich	unendlich	A	ADJD	Pos|	4	adv	_	_
4	besser	gut	A	ADJD	Comp|	5	pred	_	_
5	stehen	stehen	V	VVFIN	3|Pl|Pres|_	2	cj	_	_
6	sich	sie	P	PRF	3|_|Dat	5	objd	_	_
7	Lebensbeschreiber	Lebensbeschreiber	N	NN	Masc|Nom|Pl	5	subj	1349	1349
8	,	,	$	$,	_	0	root	_	_
9	wenn	wenn	K	KOUS	_	12	konj	_	_
10	sie	sie	P	PPER	3|Pl|_|Nom	12	subj	1350	1350
11	herabwärts	herabwärts	A	ADJD	_	12	adv	_	_
12	gehen	gehen	V	VVFIN	3|Pl|Pres|_	5	neb	_	_
13	von	von	P	APPR	Dat	12	pp	_	_
14	dem	die	A	ART	Def|Masc|Dat|Sg	15	det	1351	1351
15	Helden	Held	N	NN	Masc|Dat|Sg	13	pn	1351	1351
16	zu	zu	P	APPR	Dat	13	kon	_	_
17	dessen	die	A	PDAT	Masc|Dat|Pl	18	det	_	_
18	Enkeln	Enkel	N	NN	Masc|Dat|Pl	16	pn	_	_
19	;	;	$	$.	_	0	root	_	_
20	hier	hier	A	ADV	_	21	adv	_	_
21	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
22	das	die	A	ART	Def|Neut|Nom|Sg	23	det	_	_
23	Notizen-Flöz	Notizen-Flöz	N	NN	Neut|Nom|Sg	21	subj	_	_
24	unerschöpflich	unerschöpflich	A	ADJD	Pos|	21	pred	_	_
25	,	,	$	$,	_	0	root	_	_
26	und	und	K	KON	_	21	kon	_	_
27	die	die	A	ART	Def|Fem|Nom|Sg	28	det	_	_
28	Gesippschaft	Gesippschaft	N	NN	Fem|Nom|Sg	29	subj	_	_
29	ist	sein	V	VAFIN	3|Sg|Pres|Ind	26	cj	_	_
30	ein	eine	A	ART	Indef|Masc|Nom|Sg	31	det	1352	1352
31	Wurmstock	Wurmstock	N	NN	Masc|Nom|Sg	29	pred	1352	1352
32	von	von	P	APPR	_	31	pp	1352	1352
33	frischen	frisch	A	ADJA	Pos|Fem|_|Pl|_|	34	attr	1352	1352
34	Biographien	Biographie	N	NN	Fem|_|Pl	32	pn	1352	1352
35	,	,	$	$,	_	0	root	1352	1352
36	den	die	P	PRELS	Masc|Acc|Sg	40	obja	1352	1352
37	man	man	P	PIS	_|Nom|Sg	40	subj	_	_
38	nur	nur	A	ADV	_	39	adv	_	_
39	auszubrüten	ausbrüten	V	VVIZU	_	40	obji	_	_
40	braucht	brauchen	V	VVFIN	3|Sg|Pres|Ind	31	rel	_	_
41	.	.	$	$.	_	0	root	_	_

1	Mich	ich	P	PPER	1|Sg|_|Acc	2	obja	1354	1354
2	wundert	wundern	V	VVFIN	_|_|Pres|_	0	root	_	_
3	daher	daher	P	PROAV	_	2	pp	_	_
4	,	,	$	$,	_	0	root	_	_
5	daß	daß	K	KOUS	_	16	konj	_	_
6	Biographen	Biograph	N	NN	Masc|Nom|Pl	16	subj	_	_
7	eines	eine	A	ART	Indef|Masc|Gen|Sg	9	det	_	_
8	berühmten	berühmt	A	ADJA	Pos|Masc|Gen|Sg|_|	9	attr	_	_
9	Mannes	Mann	N	NN	Masc|Gen|Sg	6	gmod	_	_
10	ihn	er	P	PPER	3|Sg|Masc|Acc	16	obja	91	91
11	nur	nur	A	ADV	_	16	adv	_	_
12	bis	bis	P	APPR	Acc	16	pp	_	_
13	zu	zu	P	APPR	Dat	12	pp	_	_
14	seinem	seine	A	PPOSAT	Masc|Dat|Sg	15	det	91	91
15	Tode	Tod	N	NN	Masc|Dat|Sg	13	pn	_	_
16	verfolgen	verfolgen	V	VVFIN	3|Pl|Pres|_	2	objc	_	_
17	,	,	$	$,	_	0	root	_	_
18	und	und	K	KON	_	0	root	_	_
19	selten	selten	A	ADJD	Pos|	18	cj	_	_
20	durch	durch	P	APPR	Acc	19	pp	_	_
21	Enkel	Enkel	N	NN	Masc|Acc|_	20	pn	_	_
22	und	und	K	KON	_	21	kon	_	_
23	Urenkel	Urenkel	N	NN	Masc|Acc|_	22	cj	_	_
24	hindurch	hindurch	P	PTKVZ	_	0	root	_	_
25	.	.	$	$.	_	0	root	_	_

1	Eigentlich	eigentlich	A	ADV	_	2	adv	_	_
2	nimmt	nehmen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	ja	ja	A	ADV	_	2	adv	_	_
4	keine	keine	A	PIAT	Fem|Nom|Sg	5	det	_	_
5	Biographie	Biographie	N	NN	Fem|Nom|Sg	2	subj	_	_
6	ein	eine	A	ART	Indef|Neut|_|Sg	7	det	_	_
7	Ende	Ende	N	NN	Neut|_|Sg	2	obja	_	_
8	,	,	$	$,	_	0	root	_	_
9	denn	denn	K	KON	_	2	kon	_	_
10	die	die	A	ART	Def|Neut|Nom|Pl	13	det	_	_
11	darin	darin	P	PROAV	_	12	pp	_	_
12	aufgeführten	aufgeführt	A	ADJA	Pos|Neut|Nom|Pl|Wk|	13	attr	_	_
13	Kinder	Kind	N	NN	Neut|Nom|Pl	16	subj	_	_
14	des	die	A	ART	Def|Masc|Gen|Sg	15	det	1351	1351
15	Helden	Held	N	NN	Masc|Gen|Sg	13	gmod	1351	1351
16	zeugen	zeugen	V	VVFIN	3|Pl|Pres|_	9	cj	_	_
17	neue	neu	A	ADJA	Pos|_|_|_|_|	16	obja	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	17	kon	_	_
20	so	so	A	ADV	_	19	cj	_	_
21	fort	fort	P	PTKVZ	_	16	avz	_	_
22	,	,	$	$,	_	0	root	_	_
23	und	und	K	KON	_	16	kon	_	_
24	alles	alle	P	PIS	Neut|Nom|Sg	25	subj	_	_
25	ist	sein	V	VAFIN	3|Sg|Pres|Ind	23	cj	_	_
26	dem	die	A	ART	Def|Masc|Dat|Sg	27	det	1351	1351
27	Helden	Held	N	NN	Masc|Dat|Sg	28	objd	1351	1351
28	verwandt	verwandt	V	VVPP	_	25	aux	_	_
29	.	.	$	$.	_	0	root	_	_

1	Leider	leider	A	ADV	_	2	adv	_	_
2	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	nur	nur	A	ADV	_	14	adv	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	1353	1353
5	Lebensbeschreiber	Lebensbeschreiber	N	NN	Masc|Nom|Sg	2	subj	1353	1353
6	nicht	nicht	P	PTKNEG	_	14	adv	_	_
7	die	die	A	ART	Def|Fem|_|Sg	13	det	_	_
8	durch	durch	P	APPR	Acc	11	pp	_	_
9	ganze	ganz	A	ADJA	Pos|Neut|Acc|Pl|St|	10	attr	_	_
10	Jahrhunderte	Jahrhundert	N	NN	Neut|Acc|Pl	8	pn	_	_
11	fortfließende	fortfließend	A	ADJA	Pos|Fem|_|Sg|_|<PPRES	13	attr	_	_
12	biographische	biographisch	A	ADJA	Pos|Fem|_|Sg|_|	13	attr	_	_
13	Nachkommenschaft	Nachkommenschaft	N	NN	Fem|_|Sg	14	obja	_	_
14	erleben	erleben	V	VVINF	_	2	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	sondern	sondern	K	KON	_	2	kon	_	_
17	legt	legen	V	VVFIN	3|Sg|Pres|Ind	16	cj	_	_
18	die	die	A	ART	Def|Fem|Nom|Sg	19	det	656	656
19	Feder	Feder	N	NN	Fem|Nom|Sg	17	subj	656	656
20	schon	schon	A	ADV	_	17	adv	_	_
21	beim	bei	P	APPRART	Dat	17	pp	_	_
22	Enkel	Enkel	N	NN	Masc|Dat|Sg	21	pn	_	_
23	nieder	nieder	P	PTKVZ	_	17	avz	_	_
24	.	.	$	$.	_	0	root	_	_

1	Desto	Desto	A	ADV	_	2	adv	_	_
2	unerwarteter	unerwartet	A	ADJA	Pos|_|_|_|St|	3	attr	_	_
3	wars	wars	F	FM	_|_|_	0	root	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	0	root	1354	1354
5	und	und	K	KON	_	4	kon	_	_
6	uns	wir	P	PPER	1|Pl|_|Dat	5	cj	1356	1356
7	allen	alle	P	PIS	_|Dat|Pl	6	app	_	_
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	0	root	_	_
10	Richardson	Richardson	N	NE	Masc|_|_	0	root	_	_
11	und	und	K	KON	_	10	kon	_	_
12	andere	andere	A	ADJA	_|Masc|_|_|_	14	attr	_	_
13	englische	englisch	A	ADJA	Pos|Masc|_|_|_|	14	attr	_	_
14	Romanschreiber	Romanschreiber	N	NN	Masc|_|_	11	cj	_	_
15	dem	die	A	ART	Def|Neut|Dat|Sg	16	det	_	_
16	Leben	Leben	N	NN	Neut|Dat|Sg	0	root	_	_
17	ihrer	ihre	A	PPOSAT	_|_|_	19	det	656	656
18	romantischen	romantisch	A	ADJA	Pos|_|Gen|_|Wk|	19	attr	_	_
19	Personen	Person	N	NN	_|Gen|_	16	gmod	_	_
20	hinten	hinten	A	ADV	_	19	adv	_	_
21	nur	nur	A	ADV	_	23	adv	_	_
22	dürftige	dürftig	A	ADJA	Pos|_|_|_|_|	23	attr	_	_
23	Nachrichten	Nachricht	N	NN	_|_|_	19	app	_	_
24	von	von	P	APPR	_	35	pp	_	_
25	deren	die	A	PRELAT	_|_|_	31	det	1357	1357
26	am	an	P	APPRART	Dat	30	pp	1357	1357
27	Ende	Ende	N	NN	Neut|Dat|Sg	26	pn	1357	1357
28	des	die	A	ART	Def|Masc|Gen|Sg	29	det	1355	1355
29	Romans	Roman	N	NN	Masc|Gen|Sg	27	gmod	1355	1355
30	gebornen	gebornen	A	ADJA	_|_|_|_|_	31	attr	_	_
31	Kindern	Kind	N	NN	_|_|_	24	pn	_	_
32	u.	u.	P	APPR	_	35	pp	_	_
33	s.	s.	N	NE	_|_|_	32	pn	883	883
34	w.	w.	N	NE	_|_|_	33	app	883	883
35	anheften	anheften	V	VVFIN	_|Pl|Pres|_	0	root	_	_
36	und	und	K	KON	_	35	kon	_	_
37	uns	wir	P	PPER	1|Pl|_|_	42	obja	1356	1356
38	mit	mit	P	APPR	Dat	42	pp	_	_
39	einem	eine	A	ART	Indef|Masc|Dat|Sg	41	det	_	_
40	kurzen	kurz	A	ADJA	Pos|Masc|Dat|Sg|Wk|	41	attr	_	_
41	Robespierres-Schweif	Robespierres-Schweif	N	NN	Masc|Dat|Sg	38	pn	_	_
42	abspeisen	abspeisen	V	VVFIN	_|Pl|Pres|_	36	cj	_	_
43	,	,	$	$,	_	0	root	_	_
44	da	da	K	KOUS	_	55	konj	_	_
45	es	es	P	PPER	3|Sg|Neut|_	70	expl	_	_
46	bei	bei	P	APPR	Dat	55	pp	_	_
47	ihnen	sie	P	PPER	3|Pl|_|Dat	46	pn	1357	1357
48	als	als	K	KOKOM	_	55	kom	_	_
49	Dichtern	Dichter	N	NN	Masc|_|_	48	cj	_	_
50	so	so	A	ADV	_	51	adv	_	_
51	sehr	sehr	A	ADV	_	55	adv	_	_
52	in	in	P	APPR	Dat	55	pp	_	_
53	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	54	det	656	656
54	Macht	Macht	N	NN	Fem|Dat|Sg	52	pn	_	_
55	stand	stehen	V	VVFIN	_|Sg|Past|Ind	42	neb	_	_
56	,	,	$	$,	_	0	root	_	_
57	dem	die	A	ART	Def|Neut|Dat|Sg	59	det	_	_
58	gedichteten	gedichtet	A	ADJA	Pos|Neut|Dat|Sg|Wk|	59	attr	_	_
59	Leben	Leben	N	NN	Neut|Dat|Sg	70	objd	_	_
60	wie	wie	K	KOKOM	_	59	kom	_	_
61	einem	eine	A	ART	Indef|Masc|Dat|Sg	62	det	_	_
62	Wechsel	Wechsel	N	NN	Masc|Dat|Sg	60	cj	_	_
63	voll	voll	P	APPR	_	70	pp	_	_
64	Indossi	Indossi	N	NE	_|_|_	63	pn	_	_
65	ein	eine	A	ART	Indef|_|_|Sg	66	det	_	_
66	Allonge	Allonge	N	NN	_|_|Sg	70	obja	_	_
67	nach	nach	P	APPR	Dat	70	pp	_	_
68	dem	die	A	ART	Def|_|Dat|Sg	69	det	_	_
69	andern	andern	A	ADJA	_|Dat|Sg	67	pn	_	_
70	anzukleben	ankleben	V	VVIZU	_	55	subjc	_	_
71	und	und	K	KON	_	70	kon	_	_
72	romantische	romantisch	A	ADJA	Pos|Fem|_|Pl|St|	73	attr	_	_
73	Prozessionsraupen	Prozessionsraup	N	NN	Fem|_|Pl	80	obja	_	_
74	von	von	P	APPR	Dat	73	pp	_	_
75	Urenkeln	Urenkel	N	NN	Masc|Dat|Pl	74	pn	_	_
76	so	so	A	ADV	_	77	adv	_	_
77	ausgedehnt	ausgedehnt	A	ADJD	Pos|	78	adv	_	_
78	nachziehen	nachziehen	V	VVINF	_	80	obji	_	_
79	zu	zu	P	PTKZU	_	80	part	_	_
80	lassen	lassen	V	VVINF	_	71	cj	_	_
81	,	,	$	$,	_	0	root	_	_
82	daß	daß	K	KOUS	_	89	konj	_	_
83	die	die	A	ART	Def|Fem|Nom|Sg	85	det	_	_
84	ganze	ganz	A	ADJA	Pos|Fem|Nom|Sg|_|	85	attr	_	_
85	Wesen-Kette	Wesen-Kette	N	NN	Fem|Nom|Sg	89	subj	_	_
86	nicht	nicht	P	PTKNEG	_	88	adv	_	_
87	eher	eher	A	ADV	_	88	adv	_	_
88	abreißen	abreißen	V	VVINF	_	89	aux	_	_
89	konnte	können	V	VMFIN	3|Sg|Past|Ind	0	root	_	_
90	als	als	K	KOKOM	_	88	kom	_	_
91	mit	mit	P	APPR	Dat	90	cj	_	_
92	dem	die	A	ART	Def|_|Dat|Sg	93	det	_	_
93	Lebens-Faden	Lebens-Faden	N	NN	_|Dat|Sg	91	pn	_	_
94	des	die	A	ART	Def|Masc|Gen|Sg	95	det	1358	1358
95	Dichters	Dichter	N	NN	Masc|Gen|Sg	93	gmod	1358	1358
96	selber	selber	A	ADV	_	88	adv	_	_
97	.	.	$	$.	_	0	root	_	_

1	Von	von	P	APPR	Dat	9	pp	_	_
2	dem	die	A	ART	Def|Masc|Dat|Sg	7	det	1360	1360
3	an	an	P	APPR	_	5	pp	1360	1360
4	sich	sie	P	PRF	3|_|_	3	pn	1360	1360
5	unbedeutenden	unbedeutend	A	ADJA	Pos|Masc|Dat|Sg|Wk|_	7	attr	1360	1360
6	englischen	englisch	A	ADJA	Pos|Masc|Dat|Sg|Wk|	7	attr	1360	1360
7	Dichter	Dichter	N	NN	Masc|Dat|Sg	1	pn	1360	1360
8	Dyer	Dyer	N	NE	Masc|Dat|Sg	7	app	1360	1360
9	erzählt	erzählen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
10	Johnson1	Johnson1	N	NE	_|Nom|Sg	9	subj	_	_
11	)	)	$	$(	_	0	root	_	_
12	-	-	$	$(	_	0	root	_	_
13	so	so	A	ADV	_	14	adv	_	_
14	sehr	sehr	A	ADV	_	15	adv	_	_
15	vergißt	vergißt	V	VVFIN	_|Sg|_|_	0	root	_	_
16	der	die	A	ART	Def|Masc|Nom|Sg	17	det	1359	1359
17	Brite	Brite	N	NN	Masc|Nom|Sg	15	subj	1359	1359
18	seine	seine	A	PPOSAT	Masc|_|Pl	20	det	1359	1359
19	kleinen	klein	A	ADJA	Pos|Masc|_|Pl|Wk|	20	attr	_	_
20	Dichter	Dichter	N	NN	Masc|_|Pl	15	obja	_	_
21	später	spät	A	ADJD	_|	15	adv	_	_
22	als	als	K	KOKOM	_	15	kom	_	_
23	der	die	A	ART	Def|_|_|_	24	det	_	_
24	Deutsche	deutsch	A	ADJA	Masc|Nom|Sg	22	cj	_	_
25	seine	seine	A	PPOSAT	_|_|_	26	det	1359	1359
26	großen	groß	A	ADJA	_|_|Pl	0	root	_	_
27	-	-	$	$(	_	0	root	_	_
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	0	root	_	_
30	er	er	P	PPER	3|Sg|Masc|Nom	32	subj	1359	1359
31	sich	sie	P	PRF	3|_|_	32	obja	_	_
32	gerühmt	rühmen	V	VVPP	_	0	root	_	_
33	,	,	$	$,	_	0	root	_	_
34	eine	eine	A	ART	Indef|Fem|_|Sg	35	det	_	_
35	Frau	Frau	N	NN	Fem|_|Sg	36	obja	_	_
