1	B.	B.	N	NN	Masc|_|Sg	0	root	42	42
8	machen	machen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
9	doch	doch	A	ADV	_	8	adv	_	_
10	eine	eine	A	ART	Indef|Fem|_|Sg	11	det	_	_
11	Stunde	Stunde	N	NN	Fem|_|Sg	8	obja	_	_
12	«	«	$	$(	_	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	so	so	A	ADV	_	15	adv	_	_
15	antworte	antworten	V	VVFIN	1|Sg|Pres|_	8	kon	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	15	subj	868	868
17	:	\:	$	$.	_	0	root	_	_
18	kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	24	neb	_	_
19	der	die	A	ART	Def|Masc|Nom|Sg	21	det	_	_
20	zweite	zweit	A	ADJA	_|Masc|Nom|Sg|Wk|	21	attr	_	_
21	Augenblick	Augenblick	N	NN	Masc|Nom|Sg	18	subj	_	_
22	,	,	$	$,	_	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
25	der	die	A	ART	Def|_|_|_	26	det	_	_
26	erste	erst	A	ADJA	Masc|Nom|Sg	24	subj	_	_
27	vorüber	vorüber	P	PTKVZ	_	24	avz	_	_
28	;	;	$	$.	_	0	root	_	_
29	und	und	K	KON	_	0	root	_	_
30	so	so	A	ADV	_	29	cj	_	_
31	weiter	weiter	P	PTKVZ	_	0	root	_	_
32	;	;	$	$.	_	0	root	_	_
33	und	und	K	KON	_	0	root	_	_
34	so	so	A	ADV	_	35	adv	_	_
35	machen	machen	V	VVFIN	3|Pl|Pres|_	33	cj	_	_
36	sie	sie	P	PPER	3|Pl|_|Nom	35	subj	867	867
37	nie	nie	A	ADV	_	35	adv	_	_
38	eine	eine	A	ART	Indef|Fem|_|Sg	39	det	_	_
39	Stunde	Stunde	N	NN	Fem|_|Sg	35	obja	_	_
40	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	868	868
2	Schmerz	Schmerz	N	NN	Masc|Nom|Sg	18	subj	868	868
3	,	,	$	$,	_	0	root	868	868
4	welcher	welche	P	PRELS	Masc|Nom|Sg	16	subj	868	868
5	zugleich	zugleich	A	ADV	_	16	adv	_	_
6	als	als	K	KOKOM	_	16	kom	_	_
7	ein	eine	A	ART	Indef|Masc|Nom|Sg	8	det	_	_
8	Nachgeschmack	Nachgeschmack	N	NN	Masc|Nom|Sg	6	cj	_	_
9	der	die	A	ART	Def|Fem|Gen|Sg	10	det	467	467
10	Vergangenheit	Vergangenheit	N	NN	Fem|Gen|Sg	8	gmod	467	467
11	und	und	K	KON	_	8	kon	_	_
12	ein	eine	A	ART	Indef|Masc|Nom|Sg	13	det	_	_
13	Vorgeschmack	Vorgeschmack	N	NN	Masc|Nom|Sg	11	cj	_	_
14	der	die	A	ART	Def|Fem|Gen|Sg	15	det	319	319
15	Zukunft	Zukunft	N	NN	Fem|Gen|Sg	13	gmod	319	319
16	belügt	belügen	V	VVFIN	3|Sg|Pres|Ind	2	rel	_	_
17	,	,	$	$,	_	0	root	_	_
18	gleicht	gleichen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
19	dem	die	A	ART	Def|_|Dat|Sg	22	det	_	_
20	fürchterlichen	fürchterlich	A	ADJA	Pos|_|_|_|_|	22	attr	_	_
21	sogenannten	sogenannt	A	ADJA	Pos|_|_|_|_|	22	attr	_	_
22	Lind-	Lind-	T	TRUNC	Masc|Dat|Sg	18	objd	_	_
23	oder	oder	K	KON	_	22	kon	_	_
24	Heerwurm	Heerwurm	N	NN	Masc|_|Sg	23	cj	869	869
25	,	,	$	$,	_	0	root	869	869
26	welcher	welche	P	PRELS	Masc|Nom|Sg	32	subj	869	869
27	zwölf	zwölf	C	CARD	_	28	attr	_	_
28	Ellen	Elle	N	NN	Fem|_|Pl	32	obja	_	_
29	lang	lang	A	ADJD	Pos|	32	adv	_	_
30	und	und	K	KON	_	29	kon	_	_
31	spannenbreit	spannenbreit	A	ADJD	Pos|	30	cj	_	_
32	daherkriecht	daherkriechen	V	VVFIN	3|Sg|Pres|Ind	24	rel	_	_
33	,	,	$	$,	_	0	root	_	_
34	und	und	K	KON	_	0	root	_	_
35	der	die	P	PRELS	_|_|Sg	34	cj	869	869
36	doch	doch	A	ADV	_	0	root	_	_
37	,	,	$	$,	_	0	root	_	_
38	in	in	P	APPR	Dat	42	pp	_	_
39	der	die	A	ART	Def|Fem|Dat|Sg	41	det	_	_
40	naturgeschichtlichen	naturgeschichtlich	A	ADJA	Pos|Fem|Dat|Sg|Wk|	41	attr	_	_
41	Nähe	Nähe	N	NN	Fem|Dat|Sg	38	pn	_	_
42	besehen	besehen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	nichts	nichts	P	PIS	_|Nom|Sg	45	subj	_	_
45	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
46	als	als	K	KOKOM	_	45	kom	_	_
47	ein	eine	A	ART	Indef|Masc|Nom|Sg	49	det	_	_
48	zollhoher	zollhoch	A	ADJA	Pos|Masc|Nom|Sg|St|	49	attr	_	_
49	Zug	Zug	N	NN	Masc|Nom|Sg	46	cj	_	_
50	von	von	P	APPR	Dat	49	pp	_	_
51	den	die	A	ART	Def|Fem|Dat|Pl	52	det	_	_
52	Larven	Larve	N	NN	Fem|Dat|Pl	50	pn	_	_
53	gewisser	gewiss	A	ADJA	Pos|Fem|Gen|Pl|St|	54	attr	_	_
54	Schnaken	Schnake	N	NN	Fem|Gen|Pl	52	gmod	_	_
55	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	So	so	A	ADV	_	3	adv	_	_
3	schlägt	schlagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	das	die	A	ART	Def|Neut|Nom|Sg	5	det	460	460
5	Schicksal	Schicksal	N	NN	Neut|Nom|Sg	3	subj	460	460
6	euch	ihr	P	PPER	2|Pl|_|_	3	obja	870	870
7	so	so	A	ADV	_	8	adv	_	_
8	oft	oft	A	ADV	_	3	adv	_	_
9	nur	nur	A	ADV	_	3	adv	_	_
10	mit	mit	P	APPR	Dat	3	pp	_	_
11	der	die	A	ART	Def|Fem|Dat|Sg	12	det	_	_
12	Scheide	Scheide	N	NN	Fem|Dat|Sg	10	pn	_	_
13	seines	seine	A	PPOSAT	Neut|Gen|Sg	14	det	460	460
14	Schwertes	Schwert	N	NN	Neut|Gen|Sg	12	gmod	_	_
15	,	,	$	$,	_	0	root	_	_
16	aber	aber	K	KON	_	3	kon	_	_
17	ihr	ihr	P	PPER	2|Pl|_|Nom	18	subj	870	870
18	zieht	zeihen	V	VVFIN	2|Pl|_|Ind	16	cj	_	_
19	es	es	P	PPER	3|Sg|Neut|_	18	obja	_	_
20	heraus	heraus	P	PTKVZ	_	18	avz	_	_
21	und	und	K	KON	_	18	kon	_	_
22	stürzt	stürzen	V	VVFIN	_|_|Pres|Ind	21	cj	_	_
23	euch	ihr	P	PRF	2|Pl|_	22	obja	_	_
24	darein	darein	P	PTKVZ	_	22	avz	_	_
25	.	.	$	$.	_	0	root	_	_

1	Ja	ja	P	PTKANT	_	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	noch	noch	A	ADV	_	3	adv	_	_
5	eine	eine	A	ART	Indef|Fem|_|Sg	7	det	_	_
6	fünfte	fünft	A	ADJA	_|Fem|_|Sg|_|	7	attr	_	_
7	Täuschung	Täuschung	N	NN	Fem|_|Sg	3	obja	_	_
8	und	und	K	KON	_	7	kon	_	_
9	Kraft	Kraft	N	NN	Fem|_|Sg	8	cj	871	871
10	des	die	A	ART	Def|Masc|Gen|Sg	11	det	848	848
11	Schmerzes	Schmerz	N	NN	Masc|Gen|Sg	7	gmod	848	848
12	,	,	$	$,	_	0	root	_	_
13	welche	welche	A	PWAT	_|_|_	0	root	_	_
14	durch	durch	P	APPR	Acc	19	pp	_	_
15	die	die	A	ART	Def|_|Acc|_	16	det	872	872
16	Schnelle	Schnelle	N	NN	_|Acc|_	14	pn	872	872
17	des	die	A	ART	Def|Masc|Gen|Sg	18	det	872	872
18	Angriffs	Angriff	N	NN	Masc|Gen|Sg	16	gmod	872	872
19	siegt	siegen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	so	so	A	ADV	_	0	root	_	_
22	wie	wie	P	PWAV	_	0	root	_	_
23	körperlich	körperlich	A	ADJD	Pos|	25	adv	_	_
24	die	die	A	ART	Def|Fem|_|Sg	25	det	_	_
25	Kugel	Kugel	N	NN	Fem|_|Sg	0	root	_	_
26	ihre	ihre	A	PPOSAT	Fem|_|Sg	28	det	872	872
27	durchbohrende	durchbohrend	A	ADJA	Pos|Fem|_|Sg|_|<PPRES	28	attr	_	_
28	Kraft	Kraft	N	NN	Fem|_|Sg	0	root	_	_
29	im	in	P	APPRART	Dat	28	pp	_	_
30	Verhältnis	Verhältnis	N	NN	Neut|Dat|Sg	29	pn	_	_
31	ihrer	ihre	A	PPOSAT	Fem|Gen|Sg	32	det	872	872
32	Geschwindigkeit	Geschwindigkeit	N	NN	Fem|Gen|Sg	30	gmod	_	_
33	vermehrt	vermehrt	A	ADJD	Pos|	0	root	_	_
34	.	.	$	$.	_	0	root	_	_

1	Neuheit	Neuheit	N	NN	Fem|Nom|Sg	4	subj	_	_
2	und	und	K	KON	_	1	kon	_	_
3	Schnelle	Schnelle	N	NN	_|Nom|_	2	cj	873	873
4	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
5	hier	hier	A	ADV	_	4	adv	_	_
6	dasselbe	dasselbe	P	PIS	_|Nom|_	4	pred	_	_
7	.	.	$	$.	_	0	root	_	_

1	Eine	eine	A	ART	Indef|Fem|_|Sg	3	det	_	_
2	kleine	klein	A	ADJA	Pos|Fem|_|Sg|_|	3	attr	_	_
3	Übung	Übung	N	NN	Fem|_|Sg	0	root	_	_
4	dagegen	dagegen	P	PROAV	_	5	pp	_	_
5	wär	wär	A	ADJD	_	7	adv	_	_
6	'	'	$	$(	_	0	root	_	_
7	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
8	vielleicht	vielleicht	A	ADV	_	7	adv	_	_
9	,	,	$	$,	_	0	root	_	_
10	sich	sie	P	PRF	3|_|Dat	24	objd	_	_
11	neue	neu	A	ADJA	Pos|_|_|_|_|	15	attr	874	874
12	,	,	$	$,	_	0	root	874	874
13	schnell	schnell	A	ADJD	Pos|	14	adv	874	874
14	heranspringende	heranspringend	A	ADJA	Pos|_|_|_|_|<PPRES	11	kon	874	874
15	Schmerzen	Schmerz	N	NN	_|_|_	24	obja	874	874
16	,	,	$	$,	_	0	root	874	874
17	gleichsam	gleichsam	A	ADJD	_	18	adv	874	874
18	häßliche	häßlich	A	ADJA	Pos|Masc|_|Pl|St|	19	attr	874	874
19	Erdgeister	Erdgeist	N	NN	Masc|_|Pl	15	app	874	874
20	des	die	A	ART	Def|Neut|Gen|Sg	21	det	318	318
21	Lebens	Leben	N	NN	Neut|Gen|Sg	19	gmod	318	318
22	,	,	$	$,	_	0	root	_	_
23	öfters	öfters	A	ADV	_	24	adv	_	_
24	vorzuträumen	vorträumen	V	VVIZU	_	8	obji	_	_
25	,	,	$	$,	_	0	root	_	_
26	um	um	K	KOUI	_	35	konj	_	_
27	mit	mit	P	APPR	Dat	35	pp	_	_
28	ihnen	sie	P	PPER	3|Pl|_|Dat	27	pn	874	874
29	bekannt	bekannt	A	ADJD	Pos|	35	adv	_	_
30	und	und	K	KON	_	29	kon	_	_
31	gegen	gegen	P	APPR	Acc	30	cj	_	_
32	sie	sie	P	PPER	3|_|_|Acc	31	pn	318	318
33	bewaffnet	bewaffnet	A	ADJD	Pos|	35	pred	_	_
34	zu	zu	P	PTKZU	_	35	part	_	_
35	sein	sein	V	VAINF	_	24	neb	_	_
36	,	,	$	$,	_	0	root	_	_
37	wenn	wenn	K	KOUS	_	45	konj	_	_
38	sie	sie	P	PPER	3|Pl|_|Nom	45	subj	874	874
39	in	in	P	APPR	Dat	45	pp	_	_
40	der	die	A	ART	Def|Fem|Dat|Sg	41	det	819	819
41	Wirklichkeit	Wirklichkeit	N	NN	Fem|Dat|Sg	39	pn	819	819
42	aus	aus	P	APPR	Dat	45	pp	_	_
43	ihren	ihre	A	PPOSAT	Fem|Dat|Pl	44	det	874	874
44	Höllen	Hölle	N	NN	Fem|Dat|Pl	42	pn	_	_
45	fahren	fahren	V	VVFIN	3|Pl|Pres|_	35	neb	_	_
46	.	.	$	$.	_	0	root	_	_

1	Indes	indes	A	ADV	_	2	adv	_	_
2	halte	halten	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
3	man	man	P	PIS	_|Nom|Sg	2	subj	_	_
4	nur	nur	A	ADV	_	2	adv	_	_
5	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
6	Entschluß	Entschluß	N	NN	Masc|Acc|Sg	2	obja	_	_
7	,	,	$	$,	_	0	root	_	_
8	stets	stets	A	ADV	_	17	adv	_	_
9	in	in	P	APPR	Dat	17	pp	_	_
10	jedem	jede	A	PIAT	Neut|Dat|Sg	11	det	_	_
11	Unglück	Unglück	N	NN	Neut|Dat|Sg	9	pn	_	_
12	sich	sie	P	PRF	3|_|_	17	obja	_	_
13	heil	heil	A	ADJD	Pos|	17	pred	_	_
14	und	und	K	KON	_	13	kon	_	_
15	heiter	heiter	A	ADJD	Pos|	14	cj	_	_
16	zu	zu	P	PTKZU	_	17	part	_	_
17	machen	machen	V	VVINF	_	6	obji	_	_
18	,	,	$	$,	_	0	root	_	_
19	recht	recht	A	ADJD	Pos|	20	adv	_	_
20	eisenfest	eisenfest	A	ADJD	Pos|	2	adv	_	_
21	:	\:	$	$.	_	0	root	_	_
22	so	so	A	ADV	_	23	adv	_	_
23	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
24	der	die	A	ART	Def|Masc|Nom|Sg	25	det	72	72
25	Geist	Geist	N	NN	Masc|Nom|Sg	23	subj	72	72
26	seine	seine	A	PPOSAT	Fem|_|Sg	28	det	72	72
27	kurze	kurz	A	ADJA	Pos|Fem|_|Sg|_|	28	attr	_	_
28	Bewölkung	Bewölkung	N	NN	Fem|_|Sg	32	obja	_	_
29	bald	bald	A	ADV	_	32	adv	_	_
30	wieder	wieder	A	ADV	_	32	adv	_	_
31	licht	licht	A	ADJD	Pos|	32	adv	_	_
32	durchbrechen	durchbrechen	V	VVINF	_	23	aux	_	_
33	,	,	$	$,	_	0	root	_	_
34	er	er	P	PPER	3|Sg|Masc|Nom	35	subj	72	72
35	wird	werden	V	VAFIN	3|Sg|Pres|Ind	23	kon	_	_
36	der	die	A	ART	Def|Fem|Dat|Sg	37	det	875	875
37	Sommer-Sonne	Sommer-Sonne	N	NN	Fem|Dat|Sg	41	objd	875	875
38	im	in	P	APPRART	Dat	41	pp	875	875
39	nördlichen	nördlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	40	attr	875	875
40	Meere	Meer	N	NN	Neut|Dat|Sg	38	pn	875	875
41	gleichen	gleichen	V	VVINF	_	35	aux	875	875
42	,	,	$	$,	_	0	root	875	875
43	welche	welche	P	PRELS	Fem|Nom|Sg	48	subj	875	875
44	abendmatt	abendmatt	A	ADJD	Pos|	48	adv	_	_
45	in	in	P	APPR	Dat	48	pp	_	_
46	den	die	A	ART	Def|Fem|Dat|Pl	47	det	_	_
47	Wogen	Woge	N	NN	Fem|Dat|Pl	45	pn	_	_
48	untergeht	untergehen	V	VVFIN	3|Sg|Pres|Ind	37	rel	_	_
49	auf	auf	P	APPR	Acc	48	pp	_	_
50	einen	eine	A	ART	Indef|Masc|Acc|Sg	51	det	_	_
51	Augenblick	Augenblick	N	NN	Masc|Acc|Sg	49	pn	_	_
52	und	und	K	KON	_	48	kon	_	_
53	sogleich	sogleich	A	ADV	_	54	adv	_	_
54	wieder	wieder	A	ADV	_	55	adv	_	_
55	an	an	P	APPR	Dat	58	pp	_	_
56	derselben	dieselbe	A	PDAT	Fem|Dat|Sg	57	det	876	876
57	Stelle	Stelle	N	NN	Fem|Dat|Sg	55	pn	876	876
58	morgenrot	morgenrot	A	ADJD	Pos|	59	adv	_	_
59	aufsteigt	aufsteigen	V	VVFIN	_|_|Pres|Ind	52	cj	_	_
60	zu	zu	P	APPR	Dat	59	pp	_	_
61	einem	eine	A	ART	Indef|_|Dat|Sg	63	det	_	_
62	neuen	neu	A	ADJA	Pos|_|Dat|Sg|Wk|	63	attr	_	_
63	Tag	Tag	N	NN	_|Dat|Sg	60	pn	_	_
64	.	.	$	$.	_	0	root	_	_

1	Heiterkeit	Heiterkeit	N	NN	Fem|_|Sg	0	root	877	877
2	,	,	$	$,	_	0	root	877	877
3	die	die	P	PRELS	Fem|_|Sg	7	obja	877	877
4	nur	nur	A	ADV	_	7	adv	_	_
5	der	die	A	ART	Def|Masc|Nom|Sg	6	det	31	31
6	Mensch	Mensch	N	NN	Masc|Nom|Sg	8	subj	31	31
7	haben	haben	V	VAINF	_	8	aux	_	_
8	kann	können	V	VMFIN	3|Sg|Pres|Ind	1	rel	_	_
9	-	-	$	$(	_	0	root	_	_
10	obwohl	obwohl	K	KOUS	_	0	root	_	_
11	Genuß	Genuß	N	NN	Masc|_|Sg	0	root	_	_
12	das	die	A	ART	Def|Neut|_|Sg	13	det	600	600
13	Tier	Tier	N	NN	Neut|_|Sg	0	root	600	600
14	-	-	$	$(	_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	schließet	schließen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
17	wie	wie	K	KOKOM	_	16	kom	_	_
18	ein	eine	A	ART	Indef|Masc|Nom|Sg	19	det	_	_
19	Frühling	Frühling	N	NN	Masc|Nom|Sg	17	cj	_	_
20	alle	alle	A	PIDAT	Fem|_|Pl	21	det	_	_
21	Blüten	Blüte	N	NN	Fem|_|Pl	16	obja	_	_
22	des	die	A	ART	Def|Masc|Gen|Sg	23	det	878	878
23	Innern	Inner	N	NN	Masc|Gen|Sg	21	gmod	878	878
24	auf	auf	P	PTKVZ	_	16	avz	_	_
25	;	;	$	$.	_	0	root	_	_
26	ein	eine	A	ART	Indef|Masc|Nom|Sg	28	det	_	_
27	verdrüßlicher	verdrüßlich	A	ADJA	Pos|Masc|Nom|Sg|St|	28	attr	_	_
28	Gott	Gott	N	NN	Masc|Nom|Sg	29	subj	_	_
29	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
30	ein	eine	A	ART	Indef|Masc|Nom|Sg	31	det	_	_
31	Widerspruch	Widerspruch	N	NN	Masc|Nom|Sg	29	pred	_	_
32	,	,	$	$,	_	0	root	_	_
33	und	und	K	KON	_	29	kon	_	_
34	das	die	A	ART	Def|Neut|Nom|Sg	35	det	881	881
35	Seeligsein	Seeligsein	N	NN	Neut|Nom|Sg	36	subj	881	881
36	ist	sein	V	VAFIN	3|Sg|Pres|Ind	33	cj	_	_
37	um	um	P	APPR	Acc	36	pp	_	_
38	eine	eine	A	ART	Indef|Fem|Acc|Sg	39	det	_	_
39	Ewigkeit	Ewigkeit	N	NN	Fem|Acc|Sg	37	pn	_	_
40	älter	alt	A	ADJD	Comp|	36	pred	_	_
41	als	als	K	KOKOM	_	36	kom	_	_
42	das	die	A	ART	Def|Neut|_|Sg	43	det	_	_
43	Verdammtsein	Verdammtsein	N	NN	Neut|_|Sg	41	cj	_	_
44	.	.	$	$.	_	0	root	_	_

1	Versucht	versuchen	V	VVIMP	Pl	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|_	1	obja	_	_
3	doch	doch	A	ADV	_	6	adv	_	_
4	nur	nur	A	ADV	_	6	adv	_	_
5	einige	einige	A	PIAT	Masc|_|Pl	6	det	_	_
6	Tage	Tag	N	NN	Masc|_|Pl	7	grad	_	_
7	lange	lange	A	ADJD	_	1	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	euch	ihr	P	PRF	2|Pl|_	14	obja	_	_
10	unbeunruhigt	unbeunruhigt	A	ADJD	Pos|	14	adv	_	_
11	und	und	K	KON	_	10	kon	_	_
12	heiter	heiter	A	ADJD	Pos|	11	cj	_	_
13	zu	zu	P	PTKZU	_	14	part	_	_
14	erhalten	erhalten	V	VVINF	_	1	obji	_	_
15	-	-	$	$(	_	0	root	_	_
16	nicht	nicht	P	PTKNEG	_	17	adv	_	_
17	durch	durch	P	APPR	Acc	0	root	_	_
18	Genüsse	Genuss	N	NN	Masc|Acc|Pl	17	pn	880	880
19	,	,	$	$,	_	0	root	_	_
20	diese	diese	P	PDS	_|_|_	0	root	_	_
21	nur	nur	A	ADV	_	23	adv	_	_
22	abmattenden	abmattenden	A	ADJA	_|Fem|_|Pl|_	23	attr	_	_
23	Stärkungen	Stärkung	N	NN	Fem|_|Pl	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	sondern	sondern	K	KON	_	0	root	_	_
26	-	-	$	$(	_	0	root	_	_
27	durch	durch	P	APPR	Acc	25	cj	_	_
28	kräftiges	kräftig	A	ADJA	Pos|Neut|Acc|Sg|St|	29	attr	_	_
29	Anschauen	Anschauen	N	NN	Neut|Acc|Sg	27	pn	_	_
30	und	und	K	KON	_	29	kon	_	_
31	Zergliedern	Zerglied	N	NN	_|Acc|_	30	cj	_	_
32	jeder	jede	A	PIDAT	Fem|Gen|Sg	34	det	_	_
33	stechenden	stechend	A	ADJA	Pos|Fem|Gen|Sg|Wk|<PPRES	34	attr	_	_
34	Kleinigkeit	Kleinigkeit	N	NN	Fem|Gen|Sg	29	gmod	_	_
35	.	.	$	$.	_	0	root	_	_

1	Seid	sein	V	VAFIN	2|Pl|Pres|Ind	0	root	_	_
2	nur	nur	A	ADV	_	1	adv	_	_
3	einen	eine	A	ART	Indef|Masc|Acc|Sg	4	det	_	_
4	Tag	Tag	N	NN	Masc|Acc|Sg	5	pn	_	_
5	lang	lang	P	APPO	Acc	1	pp	_	_
6	statt	statt	P	APPR	_	1	pp	_	_
7	Feueranbeter	Feueranbeter	N	NN	Masc|_|_	6	pn	_	_
8	der	die	A	ART	Def|Fem|Gen|Sg	9	det	_	_
9	Leidenschaft	Leidenschaft	N	NN	Fem|Gen|Sg	7	gmod	_	_
10	und	und	K	KON	_	9	kon	_	_
11	Hölle	Hölle	N	NN	Fem|Gen|Sg	10	cj	1288	1288
12	Sonnenanbeter	Sonnenanbeter	N	NN	Masc|Nom|_	1	pred	_	_
13	der	die	A	ART	Def|Fem|Gen|Sg	14	det	879	879
14	Klarheit	Klarheit	N	NN	Fem|Gen|Sg	12	gmod	879	879
15	;	;	$	$.	_	0	root	_	_
16	und	und	K	KON	_	17	koord	_	_
17	vergleicht	vergleichen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
18	euer	eure	A	PPOSAT	Neut|Acc|Sg	19	det	880	880
19	Gutes	Gut	N	NN	Neut|Acc|Sg	17	obja	_	_
20	und	und	K	KON	_	19	kon	_	_
21	euren	eure	A	PPOSAT	Masc|Acc|Sg	22	det	880	880
22	Wert	Wert	N	NN	Masc|Acc|Sg	20	cj	_	_
23	in	in	P	APPR	Dat	17	pp	_	_
24	der	die	A	ART	Def|Fem|Dat|Sg	26	det	_	_
25	schönen	schön	A	ADJA	Pos|Fem|Dat|Sg|Wk|	26	attr	_	_
26	Tagreihe	Tagreihe	N	NN	Fem|Dat|Sg	23	pn	_	_
27	,	,	$	$,	_	0	root	_	_
28	wo	wo	P	PWAV	_	0	root	_	_
29	ihr	ihr	P	PPER	2|Pl|_|Nom	33	subj	882	882
30	das	die	A	ART	Def|Neut|_|Sg	32	det	_	_
31	gesäete	gesäete	A	ADJA	_|Neut|_|Sg|_	32	attr	_	_
32	Verdrüßlichkeit-Unkraut	Verdrüßlichkeit-Unkraut	N	NN	Neut|_|Sg	33	obja	_	_
33	ausgerissen	ausreißen	V	VVPP	_	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	mit	mit	P	APPR	Dat	33	pp	_	_
36	der	die	A	ART	Def|Fem|Dat|Sg	38	det	_	_
37	andern	andern	A	ADJA	_|Fem|Dat|Sg|_	38	attr	_	_
38	Tagreihe	Tagreihe	N	NN	Fem|Dat|Sg	35	pn	_	_
39	,	,	$	$,	_	0	root	_	_
40	wo	wo	P	PWAV	_	0	root	_	_
41	ihr	ihr	P	PPER	_|_|_|_	0	root	881	881
42	es	es	P	PPER	3|Sg|Neut|_	43	obja	_	_
43	gepflanzt	pflanzen	V	VVPP	_	0	root	_	_
44	und	und	K	KON	_	43	kon	_	_
45	gepflegt	pflegen	V	VVPP	_	44	cj	_	_
46	:	\:	$	$.	_	0	root	_	_
47	so	so	A	ADV	_	48	adv	_	_
48	werdet	werden	V	VAFIN	2|Pl|Pres|_	0	root	_	_
49	ihr	ihr	P	PPER	2|Pl|_|Nom	48	subj	882	882
50	in	in	P	APPR	Dat	48	pp	_	_
51	der	die	A	ART	Def|Fem|Dat|Sg	53	det	_	_
52	schönen	schön	A	ADJA	Pos|Fem|Dat|Sg|Wk|	53	attr	_	_
53	Tagreihe	Tagreihe	N	NN	Fem|Dat|Sg	50	pn	_	_
54	euer	eure	A	PPOSAT	_|_|Sg	55	det	880	880
55	Herz	Herz	N	NN	_|_|Sg	0	root	_	_
56	offen	offen	A	ADJD	Pos|	57	adv	_	_
57	jedem	jede	A	PIAT	Masc|Dat|Sg	59	det	_	_
58	schönen	schön	A	ADJA	Pos|Masc|Dat|Sg|Wk|	59	attr	_	_
59	Entschlusse	Entschluss	N	NN	Masc|Dat|Sg	0	root	_	_
60	,	,	$	$,	_	0	root	_	_
61	euer	eure	A	PPOSAT	Neut|_|Sg	62	det	880	880
62	Leben	Leben	N	NN	Neut|_|Sg	0	root	_	_
63	bekräftigt	bekräftigen	V	VVPP	_	0	root	_	_
64	und	und	K	KON	_	0	root	_	_
65	keine	keine	A	PIAT	Fem|_|Sg	66	det	_	_
66	Reue	Reue	N	NN	Fem|_|Sg	67	obja	_	_
67	gefunden	finden	V	VVPP	_	68	aux	_	_
68	haben	haben	V	VAFIN	_|Pl|Pres|_	0	root	_	_
69	,	,	$	$,	_	0	root	_	_
70	und	und	K	KON	_	0	root	_	_
71	Doppel-Waffen	Doppel-Waffe	N	NN	Fem|_|Pl	70	cj	_	_
72	gegen	gegen	P	APPR	Acc	71	pp	_	_
73	jedes	jede	A	PIDAT	Neut|Acc|Sg	74	det	_	_
74	Zufall-Spiel	Zufall-Spiel	N	NN	Neut|Acc|Sg	72	pn	_	_
75	,	,	$	$,	_	0	root	_	_
76	und	und	K	KON	_	0	root	_	_
77	werdet	werden	V	VAFIN	2|Pl|Pres|_	76	cj	_	_
78	euch	ihr	P	PPER	2|Pl|_|_	79	obja	882	882
79	wundern	wundern	V	VVINF	_	77	aux	_	_
80	.	.	$	$.	_	0	root	_	_

1	Um	Um	K	KOUI	_	0	root	_	_
2	Festungen	Festung	N	NN	_|_|_	0	root	_	_
3	herum	herum	A	APZR	_	0	root	_	_
4	reißet	reißen	V	VVFIN	2|Pl|Pres|Subj	0	root	_	_
5	man	man	P	PIS	_|Nom|Sg	4	subj	_	_
6	sonst	sonst	A	ADV	_	5	adv	_	_
7	bei	bei	P	APPR	Dat	5	pp	_	_
8	Belagerungen	Belagerung	N	NN	Masc|Dat|Sg	7	pn	_	_
9	Luft-	Luft-	T	TRUNC	_|_|_	8	app	_	_
10	und	und	K	KON	_	9	kon	_	_
11	Gartenhäuser	Gartenhaus	N	NN	_|_|_	10	cj	_	_
