1	Evas	Eva	N	NE	Fem|Gen|Sg	2	gmod	1221	1221
2	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	in	in	P	APPR	_	7	pp	_	_
5	ganz	ganz	A	PIDAT	Neut|_|Sg	6	det	1069	1069
6	Deutschland	Deutschland	N	NE	Neut|_|Sg	4	pn	1069	1069
7	hatte	haben	V	VAFIN	3|Sg|Past|Ind	2	kon	_	_
8	kein	keine	A	PIAT	Masc|Nom|Sg	9	det	_	_
9	Dichter	Dichter	N	NN	Masc|Nom|Sg	7	subj	_	_
10	einen	eine	A	ART	Indef|Masc|Acc|Sg	13	det	_	_
11	so	so	A	ADV	_	12	adv	_	_
12	herrlichen	herrlich	A	ADJA	Pos|Masc|Acc|Sg|_|	13	attr	_	_
13	Abend	Abend	N	NN	Masc|Acc|Sg	7	obja	_	_
14	vor	vor	P	APPR	_	7	pp	_	_
15	Johannis	Johannis	N	NN	_|_|_	14	pn	_	_
16	als	als	K	KOKOM	_	15	kom	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	19	det	1287	1287
18	Liederdichter	liederdicht	A	ADJA	Pos|Fem|Dat|Sg|St|	19	attr	1287	1287
19	Schnäzler	Schnäzler	N	NN	_|_|_	16	cj	1287	1287
20	:	\:	$	$.	_	0	root	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	22	subj	1287	1287
22	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	glücklich	glücklich	A	ADJD	Pos|	22	pred	_	_
25	wie	wie	K	KOKOM	_	22	kom	_	_
26	Gellert	Gellert	N	NE	_	25	cj	_	_
27	,	,	$	$,	_	0	root	_	_
28	zu	zu	P	PTKZU	_	29	part	_	_
29	erleben	erleben	V	VVINF	_	22	obji	_	_
30	,	,	$	$,	_	0	root	_	_
31	daß	daß	K	KOUS	_	37	konj	_	_
32	einmal	einmal	A	ADV	_	37	adv	_	_
33	der	die	A	ART	Def|Masc|Nom|Sg	34	det	1305	1305
34	Rang	Rang	N	NN	Masc|Nom|Sg	37	subj	1305	1305
35	zur	zu	P	APPRART	Dat	37	objp	_	_
36	Dichtkunst	Dichtkunst	N	NN	Fem|Dat|Sg	35	pn	_	_
37	ging	gehen	V	VVFIN	3|Sg|Past|Ind	29	objc	_	_
38	,	,	$	$,	_	0	root	_	_
39	nicht	nicht	P	PTKNEG	_	42	adv	_	_
40	diese	diese	P	PDS	_|_|_	42	obja	_	_
41	zu	zu	P	PTKZU	_	42	part	_	_
42	jenem	jenem	V	VVINF	_	37	obji	_	_
43	.	.	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	Ich	ich	P	PPER	1|Sg|_|Nom	3	subj	1303	1303
3	versicherte	versichern	V	VVFIN	1|Sg|Past|_	0	root	_	_
4	ihm	er	P	PPER	3|Sg|_|Dat	3	objd	1305	1305
5	beim	bei	P	APPRART	Dat	3	pp	_	_
6	Abschied	Abschied	N	NN	Masc|Dat|Sg	5	pn	_	_
7	:	\:	$	$.	_	0	root	_	_
8	»	»	$	$(	_	0	root	_	_
9	und	und	K	KON	_	0	root	_	_
10	wenn	wenn	K	KOUS	_	15	konj	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	1305	1305
12	mehr	mehr	A	PIAT	Neut|_|_	14	det	_	_
13	hitzige	hitzig	A	ADJA	Pos|Neut|_|_|_|	14	attr	_	_
14	Fieber	Fieber	N	NN	Neut|_|_	15	obja	_	_
15	bekäme	bekommen	V	VVFIN	3|Sg|Past|Subj	9	cj	_	_
16	als	als	K	KOKOM	_	15	kom	_	_
17	Haare	Haar	N	NN	Neut|_|_	16	cj	_	_
18	und	und	K	KON	_	15	kon	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	kahl	kahl	A	ADJD	Pos|	21	pred	_	_
21	bliebe	bleiben	V	VVFIN	_|Sg|Past|Subj	18	cj	_	_
22	wie	wie	K	KOKOM	_	21	kom	_	_
23	ein	eine	A	ART	Indef|Neut|_|Sg	24	det	_	_
24	Enten-Ei	Enten-Ei	N	NN	Neut|_|Sg	22	cj	_	_
25	,	,	$	$,	_	0	root	_	_
26	und	und	K	KON	_	0	root	_	_
27	wenn	wenn	K	KOUS	_	0	root	_	_
28	der	die	A	ART	Def|Masc|Nom|Sg	29	det	1306	1306
29	Ranzenadvokat	Ranzenadvokat	N	NN	Masc|Nom|Sg	0	root	1306	1306
30	ein	eine	A	ART	Indef|Neut|_|Sg	31	det	_	_
31	Winterfell	Winterfell	N	NN	Neut|_|Sg	0	root	_	_
32	von	von	P	APPR	Dat	31	pp	_	_
33	lauter	lauter	A	PIAT	Masc|Dat|Pl	34	det	_	_
34	Weichselzöpfen	Weichselzopf	N	NN	Masc|Dat|Pl	32	pn	_	_
35	umbekäme	umbekäme	A	ADJD	_	0	root	_	_
36	:	\:	$	$.	_	0	root	_	_
37	ich	ich	P	PPER	1|Sg|_|Nom	38	subj	1303	1303
38	wüßte	wüßte	V	VVFIN	1|Sg|_|_	0	root	_	_
39	recht	recht	A	ADJD	Pos|	40	adv	_	_
40	gut	gut	A	ADJD	Pos|	38	adv	_	_
41	,	,	$	$,	_	0	root	_	_
42	wer	wer	P	PWS	_|Nom|Sg	48	subj	_	_
43	morgen	morgen	A	ADV	_	48	adv	_	_
44	abends	abends	A	ADV	_	48	adv	_	_
45	die	die	A	ART	Def|Fem|_|Sg	47	det	1221	1221
46	schöne	schön	A	ADJA	Pos|Fem|_|Sg|_|	47	attr	1221	1221
47	Eva	Eva	N	NN	Fem|_|Sg	48	obja	1221	1221
48	hätte	haben	V	VAFIN	3|Sg|Past|Subj	38	objc	_	_
49	.	.	$	$.	_	0	root	_	_
50	«	«	$	$(	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1303	1303
2	bekenn	bekenn	V	VVFIN	1|Sg|_|_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	aber	aber	A	ADV	_	2	adv	_	_
5	der	die	A	ART	Def|Fem|Dat|Sg	6	det	9	9
6	Welt	Welt	N	NN	Fem|Dat|Sg	2	objd	9	9
7	,	,	$	$,	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	9	subj	1303	1303
9	hatte	haben	V	VAFIN	1|Sg|Past|Ind	2	kon	_	_
10	nur	nur	A	ADV	_	9	adv	_	_
11	die	die	A	ART	Def|Fem|_|Sg	13	det	_	_
12	erste	erst	A	ADJA	_|Fem|_|Sg|_|	13	attr	_	_
13	Hälfte	Hälfte	N	NN	Fem|_|Sg	9	obja	_	_
14	eines	eine	A	ART	Indef|Masc|Gen|Sg	15	det	_	_
15	Plans	Plan	N	NN	Masc|Gen|Sg	13	gmod	_	_
16	ausgebauet	ausgebauet	N	NE	Masc|Gen|Sg	15	app	_	_
17	:	\:	$	$.	_	0	root	_	_
18	die	die	A	ART	Def|Masc|_|Pl	19	det	1307	1307
19	Risse	Riss	N	NN	Masc|_|Pl	0	root	1307	1307
20	und	und	K	KON	_	19	kon	_	_
21	Baumaterialien	Baumaterial	N	NN	Neut|_|Pl	20	cj	_	_
22	der	die	A	ART	Def|_|Gen|_	24	det	_	_
23	zweiten	zweit	A	ADJA	_|_|Gen|_|Wk|	24	attr	_	_
24	foderte	foderte	N	NN	_|Gen|_	19	gmod	_	_
25	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1303	1303
26	dem	die	A	ART	Def|_|Dat|Sg	28	det	_	_
27	Handlanger	handlang	A	ADJA	Pos|_|_|_|St|	28	attr	_	_
28	Zufall	Zufall	N	NN	_|Dat|Sg	0	root	_	_
29	als	als	K	KOKOM	_	28	kom	_	_
30	Baufronen	Baufron	N	NN	_|_|_	29	cj	_	_
31	ab	ab	P	PTKVZ	_	0	root	_	_
32	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	15	expl	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	gleich	gleich	A	ADJD	Pos|	2	adv	_	_
4	einfältig	einfältig	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	alles	alle	P	PIS	_|_|Sg	15	obja	_	_
7	und	und	K	KON	_	6	kon	_	_
8	nichts	nichts	P	PIS	_|_|Sg	7	cj	_	_
9	dem	die	A	ART	Def|Masc|Dat|Sg	10	det	_	_
10	Zufalle	Zufall	N	NN	Masc|Dat|Sg	15	objd	_	_
11	oder	oder	K	KON	_	10	kon	_	_
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	143	143
13	Zukunft	Zukunft	N	NN	Fem|Dat|Sg	11	cj	143	143
14	zu	zu	P	PTKZU	_	15	part	_	_
15	überlassen	überlassen	V	VVINF	_	2	subjc	_	_
16	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1303	1303
2	ging	gehen	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
3	spät	spät	A	ADJD	Pos|	2	adv	_	_
4	ins	in	P	APPRART	Acc	2	pp	_	_
5	Schloß	Schloß	N	NN	Neut|Acc|Sg	4	pn	1382	1382
6	zurück	zurück	P	PTKVZ	_	2	avz	_	_
7	mit	mit	P	APPR	Dat	2	pp	_	_
8	einem	eine	P	PIS	_|Dat|Sg	7	pn	_	_
9	der	die	A	ART	Def|Masc|Gen|Pl	11	det	_	_
10	auffallendsten	auffallend	A	ADJA	Sup|Masc|Gen|Pl|Wk|<PPRES	11	attr	_	_
11	Entschlüsse	Entschluss	N	NN	Masc|Gen|Pl	8	gmod	_	_
12	;	;	$	$.	_	0	root	_	_
13	dem	die	A	ART	Def|_|Dat|Sg	0	root	_	_
14	nämlich	nämlich	A	ADV	_	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	an	an	P	APPR	Acc	22	pp	_	_
17	einen	eine	A	ART	Indef|Masc|Acc|Sg	18	det	_	_
18	Reichs-Kanzlei-Verwandten	Reichs-Kanzlei-Verwandte	N	NN	Masc|Acc|Sg	16	pn	_	_
19	in	in	P	APPR	_	22	pp	_	_
20	Wien	Wien	N	NE	_|_|Sg	19	pn	468	468
21	zu	zu	P	PTKZU	_	22	part	_	_
22	schreiben	schreiben	V	VVINF	_	14	obji	_	_
23	.	.	$	$.	_	0	root	_	_

1	Mit	mit	P	APPR	Dat	0	root	_	_
2	einem	eine	A	ART	Indef|Neut|Dat|Sg	3	det	_	_
3	Wort	Wort	N	NN	Neut|Dat|Sg	1	pn	_	_
4	,	,	$	$,	_	0	root	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1303	1303
6	tats	tats	A	ADJD	_	0	root	_	_
7	am	an	P	APPRART	Dat	6	pp	_	_
8	Morgen	Morgen	N	NN	_|Dat|_	7	pn	245	245
9	,	,	$	$,	_	0	root	_	_
10	eh	eh	A	ADJD	_	13	adv	_	_
11	'	'	$	$(	_	0	root	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	13	det	_	_
13	Stadtrichter	Stadtrichter	N	NN	Masc|Nom|Sg	14	subj	_	_
14	aufstand	aufstehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1303	1303
2	nenne	nennen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
3	den	die	A	ART	Def|Masc|_|_	4	det	1308	1308
4	Namen	Name	N	NN	Masc|_|_	2	obja	1308	1308
5	nicht	nicht	P	PTKNEG	_	2	adv	_	_
6	;	;	$	$.	_	0	root	_	_
7	aber	aber	K	KON	_	0	root	_	_
8	da	da	K	KOUS	_	10	konj	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	1308	1308
10	weiß	wissen	V	VVFIN	3|Sg|Pres|Ind	7	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1303	1303
14	ihm	er	P	PPER	3|Sg|_|Dat	20	objd	1308	1308
15	unter	unter	P	APPR	Dat	20	pp	_	_
16	dem	die	A	ART	Def|_|Dat|Sg	17	det	_	_
17	Vize-Kanzelariat	Vize-Kanzelariat	N	NN	_|Dat|Sg	15	pn	_	_
18	für	für	P	APPR	Acc	20	pp	_	_
19	Dienste	Dienst	N	NN	Masc|Acc|Pl	18	pn	1565	1565
20	erwiesen	erweisen	V	VVFIN	_|Pl|Past|_	0	root	_	_
21	,	,	$	$,	_	0	root	_	_
22	so	so	A	ADV	_	23	adv	_	_
23	wär	wär	A	ADJD	_	25	adv	_	_
24	'	'	$	$(	_	0	root	_	_
25	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
26	eine	eine	A	ART	Indef|Fem|Nom|Sg	28	det	_	_
27	kleine	klein	A	ADJA	Pos|Fem|Nom|Sg|_|	28	attr	_	_
28	Erwiderung	Erwiderung	N	NN	Fem|Nom|Sg	29	pred	_	_
29	gewesen	sein	V	VAPP	_	0	root	_	_
30	,	,	$	$,	_	0	root	_	_
31	wenn	wenn	K	KOUS	_	0	root	_	_
32	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1308	1308
33	nur	nur	A	ADV	_	34	adv	_	_
34	mit	mit	P	APPR	Dat	0	root	_	_
35	dem	die	A	ART	Def|_|Dat|Sg	36	det	_	_
36	Wappeninspektor3	Wappeninspektor3	N	NN	_|Dat|Sg	34	pn	_	_
37	)	)	$	$(	_	0	root	_	_
38	drei	drei	C	CARD	_	39	attr	_	_
39	Worte	Wort	N	NN	Neut|_|Pl	40	grad	_	_
40	darüber	darüber	P	PROAV	_	41	pp	_	_
41	gesprochen	sprechen	V	VVPP	_	42	aux	_	_
42	hätte	haben	V	VAFIN	_|Sg|Past|Subj	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1303	1303
45	meine	meine	A	PPOSAT	_|_|_	0	root	1303	1303
46	nämlich	nämlich	A	ADV	_	47	adv	_	_
47	über	über	P	APPR	Acc	0	root	_	_
48	meine	meine	A	PPOSAT	Fem|Acc|Sg	49	det	1303	1303
49	Anfrage	Anfrage	N	NN	Fem|Acc|Sg	47	pn	_	_
50	,	,	$	$,	_	0	root	_	_
51	ob	ob	K	KOUS	_	64	konj	_	_
52	nicht	nicht	P	PTKNEG	_	63	adv	_	_
53	der	die	A	ART	Def|Masc|Nom|Sg	54	det	1287	1287
54	Kantor	Kantor	N	NN	Masc|Nom|Sg	64	subj	1287	1287
55	Schnäzler	Schnäzler	N	NE	Masc|Nom|Sg	54	app	1287	1287
56	zum	zu	P	APPRART	Dat	63	pp	_	_
57	Reichs-Poeten	Reichs-Poet	N	NN	Masc|Dat|_	56	pn	_	_
58	(	(	$	$(	_	0	root	_	_
59	poeta	poeta	F	FM	Masc|Dat|_	57	app	_	_
60	laureatus	laureatus	F	FM	Masc|Dat|_	59	app	_	_
61	)	)	$	$(	_	0	root	_	_
62	zu	zu	P	PTKZU	_	63	part	_	_
63	kreieren	kreieren	V	VVINF	_	64	aux	_	_
64	sei	sein	V	VAFIN	3|Sg|Pres|Subj	49	objc	_	_
65	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1303	1303
2	kopiere	kopieren	V	VVFIN	1|Sg|Pres|_	0	root	_	_
3	hier	hier	A	ADV	_	2	adv	_	_
4	aus	aus	P	APPR	Dat	2	pp	_	_
5	guten	gut	A	ADJA	Pos|_|Dat|_|_|	6	attr	_	_
6	Gründen	Grund	N	NN	_|Dat|_	4	pn	_	_
7	das	die	A	ART	Def|Neut|_|Sg	9	det	_	_
8	ganze	ganz	A	ADJA	Pos|Neut|_|Sg|Wk|	9	attr	_	_
9	Schreiben	Schreibe	N	NN	Neut|_|Sg	2	obja	_	_
10	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Hochedelgeborner	Hochedelgeborner	N	NE	_|Dat|_	8	objd	_	_
3	,	,	$	$,	_	0	root	_	_
4	Insonders	Insonders	N	NE	_|Dat|_	2	kon	_	_
5	etc.	etc.	A	ADV	_	4	kon	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1303	1303
2	sollte	sollen	V	VMFIN	1|Sg|Past|_	0	root	_	_
3	wohl	wohl	A	ADV	_	4	adv	_	_
4	hoffen	hoffen	V	VVINF	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	0	root	_	_
7	Ew	Ew	N	NE	_	0	root	1148	1148
8	.	.	$	$.	_	0	root	_	_

1	etc.	etc.	V	VVFIN	_|Sg|_|_	0	root	_	_
2	sich	sie	P	PRF	3|_|_	1	obja	_	_
3	noch	noch	A	ADV	_	1	adv	_	_
4	der	die	A	ART	Def|_|_|_	6	det	_	_
5	fünf	fünf	C	CARD	_	6	attr	_	_
6	klugen	klug	A	ADJA	_|_|_	1	subj	_	_
7	und	und	K	KON	_	1	kon	_	_
8	fünf	fünf	C	CARD	_	10	attr	1310	1310
9	törichten	töricht	A	ADJA	Pos|Fem|Nom|Pl|Wk|	10	attr	1310	1310
10	Jungfrauen	Jungfrau	N	NN	Fem|Nom|Pl	11	subj	1310	1310
11	erinnerten	erinnern	V	VVFIN	3|Pl|Past|_	7	cj	_	_
12	,	,	$	$,	_	0	root	_	_
13	wovon	wovon	P	PWAV	_	0	root	_	_
14	eine	eine	P	PIS	_|_|Sg	0	root	_	_
15	von	von	P	APPR	_	0	root	_	_
16	den	die	A	ART	Def|_|_|_	0	root	_	_
17	erstem	erst	A	ADJA	_|_|Dat|Sg|St|	0	root	_	_
18	ein	eine	A	ART	Indef|Masc|Nom|Sg	20	det	1309	1309
19	gewisser	gewiss	A	ADJA	Pos|Masc|Nom|Sg|St|	20	attr	1309	1309
20	Richter	Richter	N	NN	Masc|Nom|Sg	0	root	1309	1309
21	aus	aus	P	APPR	Dat	20	pp	1309	1309
22	Hof	Hof	N	NE	Neut|Dat|Sg	21	pn	1180	1180
23	(	(	$	$(	_	0	root	1180	1180
24	der	die	P	PRELS	Masc|Nom|Sg	28	subj	1309	1309
25	hier	hier	A	ADV	_	28	adv	_	_
26	die	die	A	ART	Def|Fem|_|Sg	27	det	1043	1043
27	Ehre	Ehre	N	NN	Fem|_|Sg	28	obja	1043	1043
28	hat	haben	V	VAFIN	3|Sg|Pres|Ind	22	par	_	_
29	,	,	$	$,	_	0	root	_	_
30	an	an	P	APPR	Acc	33	pp	_	_
31	Sie	sie	P	PPER	3|_|_|Acc	30	pn	1043	1043
32	zu	zu	P	PTKZU	_	33	part	_	_
33	schreiben	schreiben	V	VVINF	_	28	obji	_	_
34	)	)	$	$(	_	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	und	und	K	KON	_	0	root	_	_
37	eine	eine	P	PIS	_|_|Sg	42	obja	_	_
38	von	von	P	APPR	_	37	pp	_	_
39	den	die	A	ART	Def|_|_|_	40	part	_	_
40	letztern	letztere	P	PIS	_|_|_	38	pn	_	_
41	Sie	sie	P	PPER	3|Pl|_|Nom	42	subj	1310	1310
42	repräsentierten	repräsentieren	V	VVFIN	3|Pl|Past|_	36	cj	_	_
43	auf	auf	P	APPR	Dat	42	pp	_	_
44	der	die	A	ART	Def|Fem|Dat|Sg	46	det	_	_
45	Kölner	Kölner	A	ADJA	Pos|Fem|Dat|Sg|_|	46	attr	_	_
46	Redoute	Redoute	N	NN	Fem|Dat|Sg	43	pn	_	_
47	.	.	$	$.	_	0	root	_	_

1	Denenselben	Denenselben	N	NE	_	2	obja	1313	1313
2	hing	hängen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	damals	damals	A	ADV	_	2	adv	_	_
4	noch	noch	A	ADV	_	2	adv	_	_
5	ein	eine	A	ART	Indef|Masc|Nom|Sg	11	det	_	_
6	zweiter	zweit	A	ADJA	_|Masc|Nom|Sg|St|	11	attr	_	_
7	,	,	$	$,	_	0	root	_	_
8	aus	aus	P	APPR	Dat	10	pp	_	_
9	Weinreben	Weinrebe	N	NN	Fem|Dat|Pl	8	pn	_	_
10	gesponnener	gesponnen	A	ADJA	Pos|Masc|Nom|Sg|St|	6	kon	_	_
11	Flor	Flor	N	NN	Masc|Nom|Sg	2	subj	_	_
12	vor	vor	P	APPR	Dat	2	pp	_	_
13	den	die	A	ART	Def|Neut|Dat|Pl	14	det	66	66
14	Augen	Auge	N	NN	Neut|Dat|Pl	12	pn	66	66
15	;	;	$	$.	_	0	root	_	_
16	und	und	K	KON	_	0	root	_	_
17	über	über	P	APPR	Acc	21	pp	_	_
18	die	die	A	ART	Def|Fem|Acc|Sg	20	det	_	_
19	gegenwärtige	gegenwärtig	A	ADJA	Pos|Fem|Acc|Sg|_|	20	attr	_	_
20	Jungfrau	Jungfrau	N	NN	Fem|Acc|Sg	17	pn	_	_
21	ließ	lassen	V	VVFIN	3|Sg|Past|Ind	16	cj	_	_
22	seitdem	seitdem	P	PROAV	_	21	pp	_	_
23	das	die	A	ART	Def|Neut|Nom|Sg	24	det	185	185
24	Schicksal	Schicksal	N	NN	Neut|Nom|Sg	21	subj	185	185
25	viel	viel	A	ADV	_	26	adv	_	_
26	schwärzere	schwarz	A	ADJA	Comp|Masc|_|Pl|St|	27	attr	_	_
27	Nonnenflöre	Nonnenflor	N	NN	Masc|_|Pl	21	obja	_	_
28	niederfallen	niederfallen	V	VVINF	_	21	obji	_	_
29	.	.	$	$.	_	0	root	_	_

1	Diese	diese	A	PDAT	Fem|Nom|Sg	3	det	1311	1311
2	schöne	schön	A	ADJA	Pos|Fem|Nom|Sg|_|	3	attr	1311	1311
3	Zeit	Zeit	N	NN	Fem|Nom|Sg	7	subj	1311	1311
4	,	,	$	$,	_	0	root	1311	1311
5	Freund	Freund	N	NN	Masc|Nom|Sg	3	app	1311	1311
6	,	,	$	$,	_	0	root	_	_
7	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
8	mit	mit	P	APPR	Dat	24	pp	_	_
9	allen	alle	A	PIDAT	Fem|Dat|Pl	13	det	_	_
10	ihren	ihre	A	PPOSAT	Fem|Dat|Pl	13	det	1311	1311
11	10	10	C	CARD	_	13	attr	_	_
12	000	000	C	CARD	_	13	attr	_	_
13	Auen	Au	N	NN	Fem|Dat|Pl	8	pn	_	_
14	und	und	K	KON	_	13	kon	_	_
15	Millionen	Million	N	NN	Fem|Dat|Pl	14	cj	_	_
16	Blumen	Blume	N	NN	Fem|Dat|Pl	15	app	_	_
17	nun	nun	A	ADV	_	8	adv	_	_
18	wie	wie	K	KOKOM	_	24	kom	_	_
19	ein	eine	A	ART	Indef|Masc|Nom|Sg	20	det	_	_
20	Schatz	Schatz	N	NN	Masc|Nom|Sg	18	cj	_	_
21	unter	unter	P	APPR	Acc	24	pp	_	_
22	die	die	A	ART	Def|Fem|Acc|Sg	23	det	127	127
23	Erde	Erde	N	NN	Fem|Acc|Sg	21	pn	127	127
24	versunken	versinken	V	VVPP	_	7	aux	_	_
25	.	.	$	$.	_	0	root	_	_

1	Um	Um	K	KOUI	_	8	konj	_	_
2	auf	auf	P	APPR	Acc	8	objp	_	_
3	die	die	A	ART	Def|Fem|Acc|Sg	4	det	_	_
4	Absicht	Absicht	N	NN	Fem|Acc|Sg	2	pn	_	_
5	meines	meine	A	PPOSAT	Masc|Gen|Sg	6	det	1312	1312
6	Briefs	Brief	N	NN	Masc|Gen|Sg	4	gmod	_	_
7	zu	zu	P	PTKZU	_	8	part	_	_
8	kommen	kommen	V	VVINF	_	0	root	_	_
9	:	\:	$	$.	_	0	root	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	hoff	hoff	A	ADJD	_	13	adv	_	_
12	'	'	$	$(	_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	0	root	1312	1312
14	,	,	$	$,	_	0	root	_	_
15	Sie	sie	P	PPER	3|Pl|_|Nom	16	subj	1313	1313
16	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	_
17	noch	noch	A	ADV	_	16	adv	_	_
18	mit	mit	P	APPR	Dat	16	pp	_	_
19	unserm	unsre	A	PPOSAT	_|Dat|Sg	21	det	1316	1316
20	alten	alt	A	ADJA	Pos|_|Dat|Sg|Wk|	21	attr	_	_
21	Wappeninspektor	Wappeninspektor	N	NN	_|Dat|Sg	18	pn	_	_
22	in	in	P	APPR	_	16	pp	_	_
23	Konnexion	Konnexion	N	NN	Neut|Nom|Sg	22	pn	_	_
24	und	und	K	KON	_	23	kon	_	_
25	er	er	P	PPER	3|Sg|Masc|Nom	24	cj	1	1
26	am	an	P	APPRART	Dat	16	pp	_	_
27	Leben	Leben	N	NN	Neut|Dat|_	26	pn	_	_
28	,	,	$	$,	_	0	root	_	_
29	dessen	die	A	PRELAT	Masc|_|Sg	30	det	_	_
30	Rat	Rat	N	NN	Masc|_|Sg	35	obja	_	_
31	Sie	sie	P	PPER	3|Pl|_|Nom	36	subj	1313	1313
32	in	in	P	APPR	Dat	35	objp	_	_
33	einer	eine	A	ART	Indef|Fem|Dat|Sg	34	det	1314	1314
34	Angelegenheit	Angelegenheit	N	NN	Fem|Dat|Sg	32	pn	1314	1314
35	einziehen	einziehen	V	VVINF	_	36	aux	1314	1314
36	sollen	sollen	V	VMFIN	3|Pl|Pres|_	27	rel	1314	1314
37	,	,	$	$,	_	0	root	1314	1314
38	die	die	P	PRELS	Fem|Nom|Sg	53	subj	1314	1314
39	einen	eine	A	ART	Indef|Masc|Acc|Sg	43	det	_	_
40	noch	noch	A	ADV	_	42	adv	_	_
41	wenig	wenig	A	ADV	_	42	adv	_	_
42	bekannten	bekannt	A	ADJA	Pos|Masc|Acc|Sg|_|	43	attr	_	_
43	Liedermacher	Liedermacher	N	NN	Masc|Acc|Sg	53	obja	_	_
44	,	,	$	$,	_	0	root	_	_
45	den	die	A	ART	Def|Masc|Acc|Sg	47	det	1287	1287
46	trefflichen	trefflich	A	ADJA	Pos|Masc|Acc|Sg|_|	47	attr	1287	1287
47	Schnäzler	Schnäzler	N	NN	Masc|Acc|Sg	43	kon	1287	1287
48	,	,	$	$,	_	0	root	1287	1287
49	Schuldiener	Schuldiener	N	NN	Masc|Acc|_	47	kon	1287	1287
50	in	in	P	APPR	_	49	pp	1287	1287
51	Obersees	Obersee	N	NN	Masc|Gen|Sg	50	pn	1166	1166
52	,	,	$	$,	_	0	root	_	_
53	betrifft	betreffen	V	VVFIN	3|Sg|Pres|Ind	34	rel	_	_
54	.	.	$	$.	_	0	root	_	_

1	Dieser	diese	A	PDAT	Masc|Nom|Sg	3	det	1315	1315
2	geistreiche	geistreich	A	ADJA	Pos|Masc|Nom|Sg|Wk|	3	attr	1315	1315
3	Mann	Mann	N	NN	Masc|Nom|Sg	4	subj	1315	1315
4	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	nicht	nicht	P	PTKNEG	_	4	adv	_	_
6	nur	nur	A	ADV	_	4	adv	_	_
7	aus	aus	P	APPR	Dat	4	pp	_	_
8	alten	alt	A	ADJA	Pos|_|Dat|Pl|_|	9	attr	_	_
9	Gesangbüchern	Gesangbuch	N	NN	_|Dat|Pl	7	pn	_	_
10	alles	alle	P	PIS	_|_|Sg	9	app	_	_
11	,	,	$	$,	_	0	root	_	_
12	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
13	aus	aus	P	APPR	Dat	0	root	_	_
14	den	die	A	ART	Def|_|_|_	15	det	_	_
15	neuen	neu	A	ADJA	_|_|_	13	pn	_	_
16	weggelassen	weglassen	V	VVPP	_	0	root	_	_
