1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	1062	1062
31	mit	mit	P	PTKVZ	_	5	avz	_	_
32	,	,	$	$,	_	0	root	_	_
33	welches	welche	P	PRELS	_|_|Sg	0	root	1097	1097
34	wohl	wohl	A	ADV	_	38	adv	_	_
35	die	die	A	ART	Def|Fem|Nom|Pl	37	det	1098	1098
36	feinsten	fein	A	ADJA	Sup|Fem|Nom|Pl|Wk|	37	attr	1098	1098
37	Satiren	Satire	N	NN	Fem|Nom|Pl	38	subj	1098	1098
38	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	1098	1098
39	(	(	$	$(	_	0	root	1098	1098
40	aber	aber	K	KON	_	38	par	1098	1098
41	auch	auch	A	ADV	_	43	adv	1098	1098
42	die	die	A	ART	Def|_|_|_	43	det	1098	1098
43	bittersten	bitter	A	ADJA	_|_|Pl	40	cj	1098	1098
44	eben	eben	A	ADV	_	43	adv	1098	1098
45	darum	darum	P	PROAV	_	43	pp	1098	1098
46	)	)	$	$(	_	0	root	1098	1098
47	,	,	$	$,	_	0	root	1098	1098
48	die	die	P	PRELS	Fem|Nom|Pl	55	subj	1098	1098
49	auf	auf	P	APPR	Acc	56	objp	_	_
50	den	die	A	ART	Def|_|_|_	52	det	_	_
51	ganzen	ganz	A	ADJA	Pos|_|_|_|_|	52	attr	_	_
52	Welt-	Welt-	T	TRUNC	Masc|Acc|Sg	49	pn	_	_
53	und	und	K	KON	_	52	kon	_	_
54	Zeitlauf	Zeitlauf	N	NN	Masc|_|Sg	53	cj	_	_
55	können	können	V	VMFIN	3|Pl|Pres|_	37	rel	_	_
56	geschrieben	schreiben	V	VVPP	_	57	aux	_	_
57	werden	werden	V	VAINF	_	55	aux	_	_
58	,	,	$	$,	_	0	root	_	_
59	gesetzt	setzen	V	VVPP	_	0	root	_	_
60	auch	auch	A	ADV	_	0	root	_	_
61	,	,	$	$,	_	0	root	_	_
62	vieles	viele	P	PIS	Neut|Nom|Sg	63	subj	_	_
63	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
64	in	in	P	APPR	Dat	63	pp	_	_
65	besagten	besagt	A	ADJA	Pos|Neut|Dat|_|_|	66	attr	_	_
66	Blättern	Blatt	N	NN	Neut|Dat|_	64	pn	_	_
67	wörtlich	wörtlich	A	ADJD	Pos|	63	adv	_	_
68	wahr	wahr	A	ADJD	Pos|	63	pred	_	_
69	.	.	$	$.	_	0	root	_	_

1	Anlangend	Anlangend	N	NN	Fem|_|Pl	0	root	_	_
2	Klägerinnen	Klägerin	N	NN	Fem|_|Pl	1	app	_	_
3	,	,	$	$,	_	0	root	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	hätte	haben	V	VAFIN	_|Sg|Past|Subj	2	par	_	_
6	adversantischerseits	adversantischerseits	A	ADJD	_	7	adv	_	_
7	angegeben	angeben	V	VVPP	_	8	aux	_	_
8	werden	werden	V	VAINF	_	9	aux	_	_
9	müssen	müssen	V	VMINF	_	5	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	ob	ob	K	KOUS	_	13	konj	_	_
12	solche	solche	P	PIS	_|Nom|Pl	13	subj	_	_
13	erwachsen	erwachsen	V	VVFIN	3|Pl|Pres|_	2	objc	_	_
14	und	und	K	KON	_	1	kon	_	_
15	verehlicht	verehlicht	N	NE	Fem|_|Pl	14	cj	_	_
16	.	.	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	in	in	P	APPR	Dat	5	pp	_	_
3	diesem	diese	A	PDAT	Masc|Dat|Sg	4	det	1099	1099
4	Falle	Fall	N	NN	Masc|Dat|Sg	2	pn	1099	1099
5	stehen	stehen	V	VVFIN	_|Pl|Pres|_	1	cj	_	_
6	sie	sie	P	PPER	_|_|_	0	root	_	_
7	Tabaksrauchen	Tabaksrauch	N	NN	_|_|_	6	app	_	_
8	,	,	$	$,	_	0	root	_	_
9	Toben	Toben	N	NE	Fem|_|Pl	7	kon	_	_
10	,	,	$	$,	_	0	root	_	_
11	Satiren	Satire	N	NN	Fem|_|Pl	9	kon	1096	1096
12	und	und	K	KON	_	11	kon	_	_
13	alle	alle	A	PIDAT	_|_|_	14	det	_	_
14	Unarten	Unarten	N	NN	_|_|_	12	cj	_	_
15	der	die	A	ART	Def|Masc|Gen|Pl	16	det	64	64
16	Männer	Mann	N	NN	Masc|Gen|Pl	14	gmod	64	64
17	leicht	leicht	A	ADJD	Pos|	0	root	_	_
18	aus	aus	P	PTKVZ	_	0	root	_	_
19	.	.	$	$.	_	0	root	_	_

1	Klägerinnen	Klägerin	N	NN	Fem|Nom|Pl	2	subj	1095	1095
2	kommen	kommen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
3	den	die	A	ART	Def|Neut|Dat|Pl	4	det	1100	1100
4	Truthühnern	Truthuhn	N	NN	Neut|Dat|Pl	2	objd	1100	1100
5	nahe	nahe	P	PTKVZ	_	2	avz	_	_
6	,	,	$	$,	_	0	root	_	_
7	die	die	P	PRELS	_|_|_	0	root	1100	1100
8	in	in	P	APPR	Dat	0	root	_	_
9	der	die	A	ART	Def|Fem|Dat|Sg	10	det	722	722
10	Jugend	Jugend	N	NN	Fem|Dat|Sg	8	pn	722	722
11	,	,	$	$,	_	0	root	_	_
12	zärtlicher	zärtlich	A	ADJD	Comp|	8	kon	_	_
13	als	als	K	KOKOM	_	12	kom	_	_
14	jedes	jede	A	PIDAT	Neut|_|Sg	16	det	_	_
15	andre	andre	A	ADJA	_|Neut|_|Sg|_	16	attr	_	_
16	Federvieh	Federvieh	N	NN	Neut|_|Sg	20	obja	_	_
17	,	,	$	$,	_	0	root	_	_
18	in	in	P	APPR	Acc	20	pp	_	_
19	Wärmkörbe	Wärmkorb	N	NN	Masc|Acc|Pl	18	pn	_	_
20	gebettet	betten	V	VVPP	_	13	cj	_	_
21	und	und	K	KON	_	12	kon	_	_
22	auf	auf	P	APPR	Dat	21	cj	_	_
23	keinem	keine	A	PIAT	Masc|Dat|Sg	24	det	_	_
24	Steintisch	Steintisch	N	NN	Masc|Dat|Sg	22	pn	_	_
25	-	-	$	$(	_	0	root	_	_
26	weil	weil	K	KOUS	_	0	root	_	_
27	sie	sie	P	PPER	3|_|_|_	0	root	1095	1095
28	sich	sie	P	PRF	3|_|Dat	32	objd	_	_
29	sonst	sonst	A	ADV	_	32	adv	_	_
30	die	die	A	ART	Def|Masc|_|Pl	31	det	1101	1101
31	Schnäbel	Schnabel	N	NN	Masc|_|Pl	32	obja	1101	1101
32	zerhacken	zerhacken	V	VVINF	_	0	root	1101	1101
33	-	-	$	$(	_	0	root	1101	1101
34	gefüttert	füttern	V	VVPP	_	35	aux	1101	1101
35	werden	werden	V	VAINF	_	36	aux	1101	1101
36	müssen	müssen	V	VMFIN	_|Pl|Pres|_	0	root	1101	1101
37	,	,	$	$,	_	0	root	1101	1101
38	die	die	P	PRELS	Masc|Nom|Pl	48	subj	1101	1101
39	aber	aber	A	ADV	_	48	adv	_	_
40	in	in	P	APPR	Dat	48	pp	_	_
41	reifern	reifern	A	ADJA	_|Neut|Dat|Pl|_	42	attr	_	_
42	Jahren	Jahr	N	NN	Neut|Dat|Pl	40	pn	_	_
43	Wind	Wind	N	NN	Masc|_|Sg	48	obja	_	_
44	und	und	K	KON	_	43	kon	_	_
45	Wetter	Wetter	N	NN	_|_|_	44	cj	_	_
46	und	und	K	KON	_	45	kon	_	_
47	alles	alle	P	PIS	Neut|_|Sg	46	cj	_	_
48	vertragen	vertragen	V	VVFIN	3|Pl|Pres|_	31	rel	_	_
49	.	.	$	$.	_	0	root	_	_

1	Drittens	drittens	A	ADV	_	2	adv	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	das	die	A	ART	Def|Neut|Nom|Sg	4	det	1102	1102
4	Gegenteil	Gegenteil	N	NN	Neut|Nom|Sg	2	subj	1102	1102
5	für	für	P	APPR	Acc	2	pp	_	_
6	Beklagten	Beklagte	N	NN	_|Acc|_	5	pn	1106	1106
7	eine	eine	A	ART	Indef|Fem|Nom|Sg	8	det	_	_
8	Unmöglichkeit	Unmöglichkeit	N	NN	Fem|Nom|Sg	2	pred	_	_
9	.	.	$	$.	_	0	root	_	_

1	Addison	Addison	N	NE	_|Nom|Sg	2	subj	1104	1104
2	erzählt	erzählen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	von	von	P	APPR	Dat	2	pp	_	_
4	einem	eine	A	ART	Indef|Masc|Dat|Sg	5	det	1103	1103
5	Menschen	Mensch	N	NN	Masc|Dat|Sg	3	pn	1103	1103
6	,	,	$	$,	_	0	root	_	_
7	der	die	P	PRELS	_|_|Sg	0	root	1103	1103
8	,	,	$	$,	_	0	root	_	_
9	wie	wie	K	KOKOM	_	0	root	_	_
10	Jupiter	Jupiter	N	NE	Masc|_|Sg	9	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	eine	eine	A	ART	Indef|Fem|_|Sg	13	det	_	_
13	Ziege	Ziege	N	NN	Fem|_|Sg	16	obja	_	_
14	zur	zu	P	APPRART	Dat	16	pp	_	_
15	Amme	Amme	N	NN	Fem|Dat|Sg	14	pn	_	_
16	gehabt	haben	V	VAPP	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	der	die	A	ART	Def|_|_|_	17	cj	_	_
19	deswegen	deswegen	P	PROAV	_	0	root	_	_
20	noch	noch	A	ADV	_	21	adv	_	_
21	in	in	P	APPR	Dat	0	root	_	_
22	seinen	seine	A	PPOSAT	Neut|Dat|Pl	24	det	1104	1104
23	reifern	reifern	A	ADJA	_|Neut|Dat|Pl|_	24	attr	_	_
24	Jahren	Jahr	N	NN	Neut|Dat|Pl	21	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	wenn	wenn	K	KOUS	_	33	konj	_	_
27	niemand	niemand	P	PIS	_|Nom|Sg	33	subj	_	_
28	bei	bei	P	APPR	Dat	27	pp	_	_
29	ihm	er	P	PPER	3|Sg|_|Dat	28	pn	1104	1104
30	in	in	P	APPR	Dat	29	pp	_	_
31	der	die	A	ART	Def|Fem|Dat|Sg	32	det	1105	1105
32	Stube	Stube	N	NN	Fem|Dat|Sg	30	pn	1105	1105
33	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	immer	immer	A	ADV	_	36	adv	_	_
36	einige	einige	A	PIAT	Masc|_|Pl	37	det	_	_
37	Ziegensprünge	Ziegensprung	N	NN	Masc|_|Pl	0	root	_	_
38	gemacht	machen	V	VVPP	_	0	root	_	_
39	.	.	$	$.	_	0	root	_	_

1	Auf	auf	P	APPR	_	3	pp	_	_
2	Beklagten	Beklagte	N	NN	_|_|_	1	pn	1106	1106
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	sich	sie	P	PRF	3|_|Dat	11	objd	_	_
5	ein	eine	A	ART	Indef|Masc|Nom|Sg	7	det	1107	1107
6	dergleichen	dergleichen	A	PIDAT	Masc|Nom|Sg	7	attr	1107	1107
7	Bocksfuß	Bocksfuß	N	NN	Masc|Nom|Sg	3	subj	1107	1107
8	statt	statt	P	APPR	Gen	11	pp	_	_
9	eines	eine	A	ART	Indef|_|Gen|Sg	10	det	_	_
10	Podagras	Podagras	N	NN	_|Gen|Sg	8	pn	_	_
11	vererbt	vererben	V	VVPP	_	3	aux	_	_
12	,	,	$	$,	_	0	root	_	_
13	und	und	K	KON	_	3	kon	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	1107	1107
15	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	13	cj	_	_
16	sich	sie	P	PRF	3|_|Dat	25	objd	_	_
17	nun	nun	A	ADV	_	25	adv	_	_
18	immer	immer	A	ADV	_	25	adv	_	_
19	mit	mit	P	APPR	Dat	25	pp	_	_
20	einem	eine	A	ART	Def|Masc|Dat|Sg	24	det	_	_
21	oder	oder	K	KON	_	20	kon	_	_
22	dem	die	A	ART	Def|_|Dat|Sg	21	cj	_	_
23	andern	andern	A	ADJA	_|Masc|Dat|Sg|_	24	attr	_	_
24	Sprunge	Sprung	N	NN	Masc|Dat|Sg	19	pn	_	_
25	helfen	helfen	V	VVINF	_	15	aux	_	_
26	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1107	1107
2	denkt	denken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	es	es	P	PPER	3|Sg|Neut|_	5	expl	_	_
5	schade	schaden	V	VVFIN	3|Sg|Pres|Subj	2	s	_	_
6	ihm	er	P	PPER	3|Sg|_|Dat	5	objd	1107	1107
7	nichts	nichts	P	PIS	_|Nom|Sg	5	subj	_	_
8	oder	oder	K	KON	_	0	root	_	_
9	weniger	weniger	A	ADV	_	10	adv	_	_
10	als	als	K	KOKOM	_	8	cj	_	_
11	der	die	A	ART	Def|_|_|Sg	12	det	1108	1108
12	Ernst	Ernst	N	NE	_|_|Sg	10	cj	1108	1108
13	,	,	$	$,	_	0	root	_	_
14	da	da	K	KOUS	_	26	konj	_	_
15	der	die	A	ART	Def|Masc|Nom|Sg	19	det	_	_
16	lange	lang	A	ADJA	Pos|Masc|Nom|Sg|Wk|	19	attr	_	_
17	,	,	$	$,	_	0	root	_	_
18	ernste	ernst	A	ADJA	Pos|_|Nom|_|_|	16	kon	_	_
19	Bart	Bart	N	NN	Masc|Nom|Sg	26	subj	_	_
20	des	die	A	ART	Def|Masc|Gen|Sg	21	det	_	_
21	Philosophen	Philosoph	N	NN	Masc|Gen|Sg	19	gmod	_	_
22	dem	die	A	ART	Def|Masc|Dat|Sg	23	det	1110	1110
23	Barte	Bart	N	NN	Masc|Dat|Sg	26	objd	1110	1110
24	der	die	A	ART	Def|Masc|Gen|Pl	25	det	1109	1109
25	Juden	Jude	N	NN	Masc|Gen|Pl	23	gmod	1109	1109
26	gleicht	gleichen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
27	,	,	$	$,	_	0	root	_	_
28	den	die	P	PRELS	Masc|Acc|Sg	0	root	1110	1110
29	sie	sie	P	PPER	3|_|_|_	0	root	1102	1102
30	-	-	$	$(	_	0	root	_	_
31	anstatt	anstatt	P	APPR	_	0	root	_	_
32	daß	daß	K	KOUS	_	0	root	_	_
33	den	die	A	ART	Def|Masc|Dat|Pl	35	det	_	_
34	beschornen	beschornen	A	ADJA	_|Masc|Dat|Pl|_	35	attr	_	_
35	Wasserpudeln	Wasserpudel	N	NN	Masc|Dat|Pl	0	root	_	_
36	der	die	A	ART	Def|_|_|_	0	root	_	_
37	ihrige	ihrige	A	PPOSAT	_|_|_	0	root	1109	1109
38	zum	zu	P	APPRART	Dat	40	objp	_	_
39	Schwimmen	Schwimmen	N	NN	Neut|Dat|Sg	38	pn	_	_
40	stehen	stehen	V	VVINF	_	41	obji	_	_
41	bleibt	bleiben	V	VVFIN	_|_|Pres|Ind	0	root	_	_
42	-	-	$	$(	_	0	root	_	_
43	bloß	bloß	A	ADV	_	46	adv	_	_
44	zum	zu	P	APPRART	Dat	46	pp	_	_
45	Ersaufen	Ersaufen	N	NN	Neut|Dat|Sg	44	pn	_	_
46	behalten	behalten	V	VVFIN	_|Pl|Pres|_	0	root	_	_
47	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1110	1110
2	läßt	lassen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	vielmehr	vielmehr	A	ADV	_	2	adv	_	_
4	unverhohlen	unverhohlen	A	ADJD	Pos|	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	was	was	P	PRELS	Neut|_|Sg	9	obja	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	1110	1110
8	damit	damit	P	PROAV	_	9	pp	_	_
9	haben	haben	V	VAINF	_	10	aux	_	_
10	will	wollen	V	VMFIN	3|Sg|Pres|Ind	2	rel	_	_
11	-	-	$	$(	_	0	root	_	_
12	Untertanen	Untertan	N	NN	_|_|_	0	root	_	_
13	nämlich	nämlich	A	ADV	_	12	adv	_	_
14	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	28	konj	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	3	det	1111	1111
3	Prinz	Prinz	N	NN	Masc|Nom|Sg	28	subj	1111	1111
4	Antiochus	Antiochus	N	NE	Masc|Nom|Sg	3	app	1111	1111
5	Kantemir	Kantemir	N	NN	Masc|Nom|Sg	3	app	_	_
6	in	in	P	APPR	Dat	27	pp	_	_
7	seinem	seine	A	PPOSAT	Neut|Dat|Sg	9	det	1111	1111
8	zwanzigsten	zwanzigst	A	ADJA	_|Neut|Dat|Sg|Wk|	9	attr	_	_
9	Jahre	Jahr	N	NN	Neut|Dat|Sg	6	pn	_	_
10	seine	seine	A	PPOSAT	Fem|_|Sg	12	det	1111	1111
11	erste	erst	A	ADJA	_|Fem|_|Sg|_|	12	attr	_	_
12	Satire	Satire	N	NN	Fem|_|Sg	27	obja	_	_
13	-	-	$	$(	_	0	root	_	_
14	wider	wider	P	APPR	Acc	27	pp	_	_
15	den	die	A	ART	Def|Masc|Acc|Sg	17	det	1112	1112
16	russischen	russisch	A	ADJA	Pos|Masc|Acc|Sg|_|	17	attr	1112	1112
17	Pöbel	Pöbel	N	NN	Masc|Acc|Sg	14	pn	1112	1112
18	,	,	$	$,	_	0	root	1112	1112
19	der	die	P	PRELS	Masc|Nom|Sg	25	subj	1112	1112
20	sich	sie	P	PRF	3|_|_	25	obja	_	_
21	gegen	gegen	P	APPR	Acc	25	pp	_	_
22	die	die	A	ART	Def|_|Acc|_	24	det	_	_
23	neue	neu	A	ADJA	Pos|_|Acc|_|_|	24	attr	_	_
24	Helle	Helle	N	NN	_|Acc|_	21	pn	_	_
25	sperrte	sperren	V	VVFIN	3|Sg|Past|_	17	rel	_	_
26	-	-	$	$(	_	0	root	_	_
27	ausgearbeitet	ausarbeiten	V	VVPP	_	28	aux	_	_
28	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
29	:	\:	$	$.	_	0	root	_	_
30	so	so	A	ADV	_	31	adv	_	_
31	honorierte	honorieren	V	VVFIN	3|Sg|Past|_	0	root	_	_
32	ihn	er	P	PPER	3|Sg|Masc|Acc	31	obja	1112	1112
33	die	die	A	ART	Def|Fem|Nom|Sg	34	det	_	_
34	Kaiserin	Kaiserin	N	NN	Fem|Nom|Sg	31	subj	_	_
35	Anna	Anna	N	NE	Fem|Nom|Sg	34	app	_	_
36	dafür	dafür	P	PROAV	_	31	pp	_	_
37	mit	mit	P	APPR	Dat	31	pp	_	_
38	einem	eine	A	ART	Indef|Masc|Dat|Sg	39	det	_	_
39	Ehrensold	Ehrensold	N	NN	Masc|Dat|Sg	37	pn	_	_
40	von	von	P	APPR	_	39	pp	_	_
41	1000	1000	C	CARD	_	42	attr	_	_
42	Bauern	Bauer	N	NN	_|_|Pl	40	pn	_	_
43	,	,	$	$,	_	0	root	_	_
44	wobei	wobei	P	PWAV	_	52	pp	_	_
45	für	für	P	APPR	Acc	52	pp	_	_
46	die	die	A	ART	Def|Fem|Acc|Sg	47	det	_	_
47	Druckseite	Druckseite	N	NN	Fem|Acc|Sg	45	pn	_	_
48	mehr	mehr	A	ADV	_	49	adv	_	_
49	als	als	K	KOKOM	_	52	kom	_	_
50	70	70	C	CARD	_	49	cj	_	_
51	Bauern	Bauer	N	NN	Masc|Nom|Pl	54	subj	1385	1385
52	gekommen	kommen	V	VVPP	_	53	aux	_	_
53	sein	sein	V	VAINF	_	54	aux	_	_
54	können	können	V	VMFIN	3|Pl|Pres|_	0	root	_	_
55	.	.	$	$.	_	0	root	_	_

1	Beklagter	Beklagte	N	NN	Masc|Nom|Sg	2	subj	1067	1067
2	will	wollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	,	,	$	$,	_	0	root	_	_
5	da	da	K	KOUS	_	0	root	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1067	1067
7	,	,	$	$,	_	0	root	_	_
8	obwohl	obwohl	K	KOUS	_	0	root	_	_
9	im	in	P	APPRART	Dat	0	root	_	_
10	45sten	45sten	A	ADJA	_|Neut|Dat|Sg|_	11	attr	_	_
11	Kapitel	Kapitel	N	NN	Neut|Dat|Sg	9	pn	_	_
12	des	die	A	ART	Def|_|Gen|Sg	13	det	1113	1113
13	Hesperus	Hesperus	N	NN	_|Gen|Sg	11	gmod	1113	1113
14	nobilitiert	nobilitiert	N	NE	_|Gen|Sg	13	app	1113	1113
15	und	und	K	KON	_	0	root	_	_
16	geadelt	adeln	V	VVPP	_	22	neb	_	_
17	,	,	$	$,	_	0	root	_	_
18	gegenwärtig	gegenwärtig	A	ADJD	Pos|	19	attr	_	_
19	nichts	nichts	P	PIS	_|Nom|Sg	22	subj	_	_
20	zu	zu	P	PTKZU	_	21	part	_	_
21	regieren	regieren	V	VVINF	_	22	aux	_	_
22	hat	haben	V	VAFIN	3|Sg|Pres|Ind	15	cj	_	_
23	als	als	K	KOKOM	_	0	root	_	_
24	sich	sie	P	PRF	3|_|_	0	root	_	_
25	selber	selber	A	ADV	_	31	adv	1367	1367
26	,	,	$	$,	_	0	root	1367	1367
27	nach	nach	A	ADV	_	25	kon	1367	1367
28	und	und	K	KON	_	27	kon	1367	1367
29	nach	nach	A	ADV	_	28	cj	1367	1367
30	einige	einige	A	PIAT	_|_|Pl	31	det	1367	1367
31	Untertanen	Untertan	N	NN	_|_|Pl	0	root	1367	1367
32	und	und	K	KON	_	31	kon	_	_
33	Bauern	Bauer	N	NN	Masc|_|_	32	cj	_	_
34	erschreiben	erschreiben	V	VVINF	_	0	root	_	_
35	,	,	$	$,	_	0	root	_	_
36	die	die	P	PRELS	Fem|Nom|Sg	43	subj	1113	1113
37	ihm	er	P	PPER	3|Sg|_|Dat	42	objd	1067	1067
38	die	die	A	ART	Def|Fem|_|Sg	40	det	_	_
39	jetzige	jetzig	A	ADJA	Pos|Fem|_|Sg|_|	40	attr	_	_
40	Zarin	Zarin	N	NN	Fem|_|Sg	42	obja	_	_
41	leicht	leicht	A	ADJD	Pos|	42	adv	_	_
42	abstehen	abstehen	V	VVINF	_	43	aux	_	_
43	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
44	,	,	$	$,	_	0	root	_	_
45	wenn	wenn	K	KOUS	_	47	konj	_	_
46	sie	sie	P	PPER	3|Sg|Fem|Nom	47	subj	1113	1113
47	bedenkt	bedenken	V	VVFIN	3|Sg|Pres|Ind	43	neb	_	_
48	,	,	$	$,	_	0	root	_	_
49	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
50	-	-	$	$(	_	0	root	_	_
51	zumal	zumal	K	KOUS	_	0	root	_	_
52	aus	aus	P	APPR	Dat	0	root	_	_
53	Kurland	Kurland	N	NN	Neut|Dat|Sg	52	pn	_	_
54	-	-	$	$(	_	0	root	_	_
55	sie	sie	P	PPER	3|Sg|Fem|Nom	56	subj	1113	1113
56	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
57	und	und	K	KON	_	0	root	_	_
58	was	was	P	PWS	Neut|_|Sg	57	cj	_	_
59	er	er	P	PPER	3|Sg|Masc|Nom	0	root	1067	1067
60	.	.	$	$.	_	0	root	_	_

1	Viertens	viertens	A	ADV	_	2	adv	_	_
2	sollte	sollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
3	doch	doch	A	ADV	_	10	adv	_	_
4	jeder	jede	P	PIS	Masc|Nom|Sg	2	subj	_	_
5	lieber	lieb	A	ADJD	Comp|	6	attr	_	_
6	alles	alle	P	PIS	_|_|Sg	10	obja	_	_
7	aus	aus	P	APPR	Dat	10	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	9	det	1114	1114
9	Acht	Acht	N	NN	Fem|Dat|Sg	7	pn	1114	1114
10	lassen	lassen	V	VVINF	_	2	aux	_	_
11	als	als	K	KOKOM	_	10	kom	_	_
12	dieses	diese	P	PDS	_|_|Sg	11	cj	_	_
13	:	\:	$	$.	_	0	root	_	_
14	ein	eine	A	ART	Indef|Neut|Nom|Sg	16	det	_	_
15	beschriebnes	beschriebnes	A	ADJA	_|Neut|Nom|Sg|_	16	attr	_	_
16	Leben	Leben	N	NN	Neut|Nom|Sg	17	subj	_	_
17	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
18	von	von	P	APPR	Dat	24	pp	_	_
19	einem	eine	A	ART	Indef|_|Dat|Sg	20	det	_	_
20	geführten	geführt	A	ADJA	_|Dat|Sg	18	pn	_	_
21	bloß	bloß	A	ADV	_	24	adv	_	_
22	im	in	P	APPRART	Dat	24	pp	_	_
23	Boden	Boden	N	NN	Masc|Dat|Sg	22	pn	_	_
24	verschieden	verscheiden	V	VVPP	_	17	aux	_	_
25	,	,	$	$,	_	0	root	_	_
26	worauf	worauf	P	PWAV	_	30	objp	_	_
27	die	die	A	ART	Def|Masc|Nom|Pl	28	det	_	_
28	Eigner	Eigner	N	NN	Masc|Nom|Pl	30	subj	_	_
29	davon	davon	P	PROAV	_	28	pp	_	_
30	stehen	stehen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
31	und	und	K	KON	_	0	root	_	_
32	der	die	A	ART	Def|_|_|_	31	cj	_	_
33	bei	bei	P	APPR	Dat	38	pp	_	_
34	der	die	A	ART	Def|Fem|Dat|Sg	35	det	_	_
35	Biographie	Biographie	N	NN	Fem|Dat|Sg	33	pn	_	_
36	in	in	P	APPR	_	38	pp	_	_
37	Lumpenpapier	Lumpenpapier	N	NN	Neut|_|Sg	36	pn	_	_
38	besteht	bestehen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
39	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	_	_
2	Menschenleben	Menschenleben	N	NN	Neut|Nom|Sg	3	subj	_	_
3	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	nun	nun	A	ADV	_	9	adv	_	_
5	offenbar	offenbar	A	ADJD	Pos|	9	adv	_	_
6	unter	unter	P	APPR	Dat	9	pp	_	_
7	der	die	A	ART	Def|Fem|Dat|Sg	8	det	1115	1115
8	Äquator-Linie	Äquator-Linie	N	NN	Fem|Dat|Sg	6	pn	1115	1115
9	geführt	führen	V	VVPP	_	3	aux	1115	1115
10	,	,	$	$,	_	0	root	1115	1115
11	die	die	P	PRELS	Fem|_|Sg	26	obja	1115	1115
12	der	die	A	ART	Def|Masc|Nom|Sg	14	det	1116	1116
13	eilige	eilig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	14	attr	1116	1116
14	Wechsel	Wechsel	N	NN	Masc|Nom|Sg	26	subj	1116	1116
15	mit	mit	P	APPR	Dat	26	pp	_	_
16	Windstille	Windstille	N	NN	Fem|Dat|Sg	15	pn	_	_
17	,	,	$	$,	_	0	root	_	_
18	Sturm	Sturm	N	NN	Masc|Dat|Sg	16	kon	_	_
19	,	,	$	$,	_	0	root	_	_
20	fliegenden	fliegend	A	ADJA	Pos|_|Dat|_|_|<PPRES	21	attr	_	_
21	Fischen	Fisch	N	NN	_|Dat|_	18	kon	_	_
22	,	,	$	$,	_	0	root	_	_
23	Himmelsblau	Himmelsblau	N	NN	Neut|Dat|Sg	21	kon	_	_
24	und	und	K	KON	_	23	kon	_	_
25	Gewittern	Gewitter	N	NN	Neut|Dat|_	24	cj	_	_
26	bezeichnet	bezeichnen	V	VVFIN	3|Sg|Pres|Ind	8	rel	_	_
27	:	\:	$	$.	_	0	root	_	_
28	über	über	P	APPR	Acc	31	pp	_	_
