1	Leibgeber	Leibgeber	N	NN	Masc|_|_	0	root	183	183
5	Gesetz	Gesetz	N	NN	Neut|Nom|Sg	8	subj	_	_
6	als	als	K	KOKOM	_	5	kom	_	_
7	dieses	diese	P	PDS	_|_|Sg	6	cj	_	_
8	setzt	setzen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
9	nichts	nichts	P	PIS	_	8	obja	_	_
10	außer	außer	P	APPR	Dat	8	pp	_	_
11	sich	sie	P	PRF	3|_|Dat	10	pn	_	_
12	voraus	voraus	P	PTKVZ	_	8	avz	_	_
13	,	,	$	$,	_	0	root	_	_
14	keine	keine	A	PIAT	Fem|_|Sg	15	det	_	_
15	Existenz	Existenz	N	NN	Fem|_|Sg	0	root	_	_
16	;	;	$	$.	_	0	root	_	_
17	so	so	A	ADV	_	18	adv	_	_
18	wenig	wenig	P	PIS	_	0	root	_	_
19	einen	eine	A	ART	Indef|Masc|Acc|Sg	20	det	_	_
20	Gott	Gott	N	NN	Masc|Acc|Sg	0	root	_	_
21	als	als	K	KOKOM	_	20	kom	_	_
22	Gegenstand	Gegenstand	N	NN	Masc|_|Sg	21	cj	_	_
23	wie	wie	K	KOKOM	_	22	kom	_	_
24	einen	eine	A	ART	Indef|Masc|Acc|Sg	25	det	_	_
25	Gott	Gott	N	NN	Masc|Acc|Sg	23	cj	_	_
26	als	als	K	KOKOM	_	25	kom	_	_
27	Gesetzgeber	Gesetzgeber	N	NN	Masc|_|_	26	cj	_	_
28	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|_|Sg	2	det	_	_
2	reine	rein	A	ADJA	Neut|_|Sg	0	root	_	_
3	Ich	ich	P	PPER	1|Sg|_|Nom	4	subj	277	277
4	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
5	gegen	gegen	P	APPR	Acc	8	objp	_	_
6	kein	keine	A	PIAT	_|_|Sg	7	det	_	_
7	reines	rein	A	ADJA	Neut|_|Sg	5	pn	_	_
8	handeln	handeln	V	VVINF	_	4	aux	_	_
9	(	(	$	$(	_	0	root	_	_
10	beide	beide	P	PIS	_|Nom|Pl	11	subj	_	_
11	haben	haben	V	VAFIN	3|Pl|Pres|_	8	par	_	_
12	kein	keine	A	PIAT	_|_|Sg	13	det	_	_
13	Da-	Da-	T	TRUNC	Neut|_|Sg	11	obja	_	_
14	und	und	K	KON	_	13	kon	_	_
15	Bewußtsein	Bewußtsein	N	NN	Neut|_|Sg	14	cj	276	276
16	)	)	$	$(	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	ebensowenig	ebensowenig	A	ADV	_	19	adv	_	_
19	gegen	gegen	P	APPR	Acc	17	cj	_	_
20	ein	eine	A	ART	Indef|_|_|Sg	21	det	_	_
21	empirisches	empirisch	A	ADJA	Neut|_|Sg	19	pn	_	_
22	oder	oder	K	KON	_	0	root	_	_
23	als	als	K	KOKOM	_	22	cj	_	_
24	ein	eine	A	ART	Indef|_|_|Sg	25	det	_	_
25	empirisches	empirisch	A	ADJA	Neut|_|Sg	23	cj	_	_
26	;	;	$	$.	_	0	root	_	_
27	so	so	A	ADV	_	28	adv	_	_
28	wenig	wenig	P	PIS	_	0	root	_	_
29	wie	wie	K	KOKOM	_	36	kom	_	_
30	eine	eine	A	ART	Indef|Fem|_|Sg	31	det	_	_
31	Modifikation	Modifikation	N	NN	Fem|_|Sg	29	cj	_	_
32	gegen	gegen	P	APPR	Acc	31	pp	_	_
33	eine	eine	A	ART	Indef|Fem|Acc|Sg	34	det	_	_
34	Modifikation	Modifikation	N	NN	Fem|Acc|Sg	32	pn	_	_
35	eine	eine	A	ART	Indef|Fem|Nom|Sg	36	det	_	_
36	Pflicht	Pflicht	N	NN	Fem|Nom|Sg	37	subj	_	_
37	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
38	-	-	$	$(	_	0	root	_	_
39	daher	daher	P	PROAV	_	40	pp	_	_
40	findet	finden	V	VVFIN	3|Sg|Pres|Ind	37	par	_	_
41	auch	auch	A	ADV	_	40	adv	_	_
42	Fichte	Fichte	N	NN	Fem|Nom|Sg	40	subj	89	89
43	im	in	P	APPRART	Dat	40	pp	_	_
44	sittlichen	sittlich	A	ADJA	Pos|Neut|Dat|Sg|Wk|	45	attr	_	_
45	Sollen	Sollen	N	NN	Neut|Dat|Sg	43	pn	_	_
46	den	die	A	ART	Def|_|_|_	47	det	_	_
47	Exponenten	Exponenten	N	NN	_|_|_	40	obja	_	_
48	des	die	A	ART	Def|Neut|Gen|Sg	50	det	_	_
49	transzendenten	transzendent	A	ADJA	Pos|Neut|Gen|Sg|_|	50	attr	_	_
50	Werdens	Werden	N	NN	Neut|Gen|Sg	47	gmod	_	_
51	-	-	$	$(	_	0	root	_	_
52	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|_|_|_	2	det	_	_
2	Bastillenklausner	Bastillenklausner	N	NN	_|_|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	der	die	A	ART	Def|_|_|_	5	det	_	_
5	insularische	insularische	N	NE	_|_|_	2	app	_	_
6	Robinson	Robinson	N	NE	_|_|_	5	app	_	_
7	,	,	$	$,	_	0	root	_	_
8	diese	diese	P	PDS	_|Nom|Pl	9	subj	_	_
9	können	können	V	VMFIN	3|Pl|Pres|_	0	root	_	_
10	sich	sie	P	PRF	3|_|Dat	9	objd	_	_
11	ebenso	ebenso	A	ADV	_	12	adv	_	_
12	viele	viele	A	PIDAT	_|_|Pl	14	det	_	_
13	moralische	moralisch	A	ADJA	Pos|_|_|Pl|St|	14	attr	_	_
14	Reichtümer	Reichtum	N	NN	_|_|Pl	9	obja	_	_
15	sammlen	sammlen	N	NE	_|_|Pl	14	app	_	_
16	als	als	K	KOKOM	_	9	kom	_	_
17	irgendein	irgendeine	A	PIAT	_|_|Sg	18	det	_	_
18	Generalissimus	Generalissimus	N	NN	_|_|Sg	16	cj	_	_
19	an	an	P	APPR	Dat	9	pp	_	_
20	der	die	A	ART	Def|Fem|Dat|Sg	21	det	_	_
21	Spitze	Spitz	N	NN	Fem|Dat|Sg	19	pn	_	_
22	eines	eine	A	ART	Indef|Neut|Gen|Sg	23	det	_	_
23	Säkulums	Säkulum	N	NN	Neut|Gen|Sg	21	gmod	_	_
24	;	;	$	$.	_	0	root	_	_
25	ja	ja	A	ADV	_	27	adv	_	_
26	der	die	A	ART	Def|Masc|Nom|Sg	27	det	_	_
27	Gott	Gott	N	NN	Masc|Nom|Sg	30	subj	_	_
28	der	die	A	ART	Def|Masc|Gen|Pl	29	det	221	221
29	Kantianer	Kantianer	N	NN	Masc|Gen|Pl	27	gmod	221	221
30	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
31	ja	ja	A	ADV	_	30	adv	_	_
32	in	in	P	APPR	Dat	30	pp	_	_
33	der	die	A	ART	Def|Fem|Dat|Sg	35	det	_	_
34	leeren	leer	A	ADJA	Pos|Fem|Dat|Sg|Wk|	35	attr	_	_
35	Ewigkeit	Ewigkeit	N	NN	Fem|Dat|Sg	32	pn	_	_
36	a	a	F	FM	Fem|Dat|Sg	35	app	_	_
37	parte	parte	F	FM	Fem|Dat|Sg	36	app	_	_
38	ante	ante	F	FM	Fem|Dat|Sg	37	app	_	_
39	heilig	heilig	A	ADJD	Pos|	30	adv	_	_
40	ohne	ohne	P	APPR	Acc	30	pp	_	_
41	irgend	irgend	A	ADV	_	40	adv	_	_
42	etwas	etwas	A	ADV	_	43	adv	_	_
43	anders	anders	A	ADV	_	30	pred	_	_
44	als	als	K	KOKOM	_	0	root	_	_
45	sich	sie	P	PRF	3|_|_	0	root	_	_
46	.	.	$	$.	_	0	root	_	_

1	Fichte	Fichte	N	NN	Fem|Nom|Sg	2	subj	89	89
2	antwortet	antworten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	mir	ich	P	PPER	1|Sg|_|Dat	2	objd	277	277
4	allemal	allemal	A	ADV	_	2	adv	_	_
5	darauf	darauf	P	PROAV	_	2	pp	_	_
6	,	,	$	$,	_	0	root	_	_
7	das	die	P	PDS	Neut|_|Sg	0	root	_	_
8	alles	alle	P	PIS	Neut|_|Sg	7	app	_	_
9	wiss	wiss	A	ADJD	_	11	adv	_	_
10	'	'	$	$(	_	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	0	root	3	3
12	vielleicht	vielleicht	A	ADV	_	11	adv	_	_
13	noch	noch	A	ADV	_	14	adv	_	_
14	etwas	etwas	A	ADV	_	15	adv	_	_
15	besser	gut	A	ADJD	Comp|	18	adv	_	_
16	als	als	K	KOKOM	_	15	kom	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	16	cj	277	277
18	selber	selber	A	ADV	_	11	adv	_	_
19	.	.	$	$.	_	0	root	_	_

1	Drittens	drittens	A	ADV	_	0	root	_	_
2	:	\:	$	$.	_	0	root	_	_
3	postuliert	postulieren	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	3	3
5	einmal	einmal	A	ADV	_	3	adv	_	_
6	die	die	A	ART	Def|Fem|_|Sg	7	det	_	_
7	Realität	Realität	N	NN	Fem|_|Sg	3	obja	_	_
8	der	die	A	ART	Def|Neut|Gen|Pl	9	det	_	_
9	intramundanen	intramundanen	N	NN	Neut|Gen|Pl	7	gmod	_	_
10	oder	oder	K	KON	_	9	kon	_	_
11	fremden	fremd	A	ADJA	Pos|Neut|Gen|_|_|	12	attr	_	_
12	Ichs	Ich	N	NN	Neut|Gen|_	10	cj	_	_
13	und	und	K	KON	_	3	kon	_	_
14	will	wollen	V	VMFIN	_|Sg|Pres|Ind	13	cj	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	0	root	3	3
16	sie	sie	P	PPER	3|_|_|_	0	root	89	89
17	also	also	A	ADV	_	20	adv	_	_
18	auch	auch	A	ADV	_	20	adv	_	_
19	so	so	A	ADV	_	20	adv	_	_
20	extramundan	extramundan	A	ADJD	Pos|	0	root	_	_
21	wie	wie	K	KOKOM	_	20	kom	_	_
22	sein	seine	A	PPOSAT	_|_|Sg	23	det	3	3
23	eignes	eignes	N	NN	_|_|Sg	21	cj	_	_
24	haben	haben	V	VAINF	_	0	root	_	_
25	:	\:	$	$.	_	0	root	_	_
26	so	so	A	ADV	_	27	adv	_	_
27	muß	müssen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
28	er	er	P	PPER	3|Sg|Masc|Nom	27	subj	3	3
29	auch	auch	A	ADV	_	27	adv	_	_
30	die	die	A	ART	Def|Fem|_|Sg	33	det	_	_
31	daran	daran	P	PROAV	_	32	pp	_	_
32	klebende	klebend	A	ADJA	Pos|Fem|_|Sg|_|<PPRES	33	attr	_	_
33	Realität	Realität	N	NN	Fem|_|Sg	27	obja	_	_
34	der	die	A	ART	Def|Fem|Gen|Sg	35	det	278	278
35	Sinnenwelt	Sinnenwelt	N	NN	Fem|Gen|Sg	33	gmod	278	278
36	,	,	$	$,	_	0	root	_	_
37	worin	worin	P	PWAV	_	42	pp	_	_
38	nur	nur	A	ADV	_	42	adv	_	_
39	gegen	gegen	P	APPR	Acc	42	objp	_	_
40	jene	jene	P	PDS	_|Acc|_	39	pn	_	_
41	zu	zu	P	PTKZU	_	42	part	_	_
42	handeln	handeln	V	VVINF	_	43	aux	_	_
43	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
44	,	,	$	$,	_	0	root	_	_
45	moralisch	moralisch	A	ADJD	Pos|	47	adv	_	_
46	sich	sie	P	PRF	3|_|Dat	47	objd	_	_
47	gefallen	gefallen	V	VVINF	_	48	obji	_	_
48	lassen	lassen	V	VVINF	_	0	root	_	_
49	;	;	$	$.	_	0	root	_	_
50	und	und	K	KON	_	0	root	_	_
51	dann	dann	A	ADV	_	52	adv	_	_
52	ist	sein	V	VAFIN	3|Sg|Pres|Ind	50	cj	_	_
53	uns	wir	P	PPER	1|Pl|_|Dat	79	objd	280	280
54	Fichtisten	Fichtisten	N	NE	_|Nom|Sg	52	subj	_	_
55	allen	alle	P	PIS	_|_|_	54	app	_	_
56	der	die	A	ART	Def|_|_|_	59	det	_	_
57	alte	alt	A	ADJA	Pos|_|_|_|_|	59	attr	_	_
58	graue	grau	A	ADJA	Pos|_|_|_|_|	59	attr	_	_
59	Schneeklumpe	Schneeklump	N	NN	_|Gen|_	55	gmod	_	_
60	des	die	A	ART	Def|Masc|Gen|Sg	61	det	279	279
61	Realismus	Realismus	N	NN	Masc|Gen|Sg	59	gmod	279	279
62	,	,	$	$,	_	0	root	279	279
63	den	die	P	PRELS	Masc|Acc|Sg	72	obja	279	279
64	wir	wir	P	PPER	1|Pl|_|Nom	73	subj	280	280
65	vorher	vorher	A	ADV	_	72	adv	_	_
66	mit	mit	P	APPR	Dat	72	pp	_	_
67	so	so	A	ADV	_	68	adv	_	_
68	vieler	viele	A	PIDAT	Fem|Dat|Sg	69	det	_	_
69	Hitze	Hitze	N	NN	Fem|Dat|Sg	66	pn	_	_
70	und	und	K	KON	_	69	kon	_	_
71	Dinte	Dinte	N	NE	Fem|Dat|Sg	70	cj	_	_
72	zerlassen	zerlassen	V	VVPP	_	73	aux	_	_
73	haben	haben	V	VAFIN	1|Pl|Pres|_	61	rel	_	_
74	,	,	$	$,	_	0	root	_	_
75	wieder	wieder	A	ADV	_	79	adv	_	_
76	vor	vor	P	APPR	Acc	79	objp	_	_
77	die	die	A	ART	Def|Fem|Acc|Sg	78	det	_	_
78	Tür	Tür	N	NN	Fem|Acc|Sg	76	pn	_	_
79	gesetzt	setzen	V	VVPP	_	52	aux	_	_
80	;	;	$	$.	_	0	root	_	_
81	und	und	K	KON	_	0	root	_	_
82	unser	unsre	A	PPOSAT	Neut|Nom|Sg	84	det	280	280
83	systematisches	systematisch	A	ADJA	Pos|Neut|Nom|Sg|St|	84	attr	_	_
84	Elend	Elend	N	NN	Neut|Nom|Sg	85	subj	_	_
85	ist	sein	V	VAFIN	3|Sg|Pres|Ind	81	cj	_	_
86	nicht	nicht	P	PTKNEG	_	88	adv	_	_
87	zu	zu	P	PTKZU	_	88	part	_	_
88	übersehen	übersehen	V	VVINF	_	85	aux	_	_
89	.	.	$	$.	_	0	root	_	_

1	Um	Um	K	KOUI	_	8	konj	_	_
2	nun	nun	A	ADV	_	8	adv	_	_
3	nicht	nicht	P	PTKNEG	_	8	adv	_	_
4	in	in	P	APPR	_	8	objp	_	_
5	jenen	jene	A	PDAT	Masc|_|_	6	det	_	_
6	Schneeklumpen	Schneeklump	N	NN	Masc|_|_	4	pn	_	_
7	zu	zu	P	PTKZU	_	8	part	_	_
8	treten	treten	V	VVINF	_	10	neb	_	_
9	,	,	$	$,	_	0	root	_	_
10	greift	greifen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	Fichte	Fichte	N	NN	Fem|Nom|Sg	10	subj	89	89
12	nach	nach	P	APPR	Dat	10	objp	_	_
13	folgendem	folgend	A	ADJA	Pos|Masc|Dat|Sg|St|_	14	attr	_	_
14	Springstock	Springstock	N	NN	Masc|Dat|Sg	12	pn	_	_
15	:	\:	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	5	subj	283	283
2	,	,	$	$,	_	0	root	_	_
3	Leibgeber	Leibgeber	N	NN	Masc|Nom|_	1	app	_	_
4	,	,	$	$,	_	0	root	_	_
5	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
6	z.	z.	P	APPRART	_	0	root	_	_

1	B.	B.	N	NN	Masc|_|Sg	23	obja	281	281
2	mehr	mehr	A	ADV	_	1	adv	281	281
3	als	als	K	KOKOM	_	1	kom	281	281
4	70	70	C	CARD	_	5	attr	281	281
5	K	K	N	NN	Masc|_|_	3	cj	281	281
6	(	(	$	$(	_	0	root	281	281
7	etwan	etwan	A	ADJA	_|Masc|_|_|_	8	attr	281	281
8	Kantianer	Kantianer	N	NN	Masc|_|_	5	app	281	281
9	und	und	K	KON	_	8	kon	_	_
10	Anti-Leibgeberisten	Anti-Leibgeberisten	N	NE	Masc|_|_	9	cj	_	_
11	)	)	$	$(	_	0	root	_	_
12	vom	von	P	APPRART	Dat	23	pp	_	_
13	Hungertode	Hungertod	N	NN	Masc|Dat|Sg	12	pn	_	_
14	(	(	$	$(	_	0	root	_	_
15	etwan	etwan	N	NE	Masc|Dat|Sg	13	app	_	_
16	als	als	K	KOKOM	_	15	kom	_	_
17	Buchhändler	Buchhändler	N	NN	Masc|_|_	16	cj	_	_
18	oder	oder	K	KON	_	16	kon	_	_
19	als	als	K	KOKOM	_	18	cj	_	_
20	vozierender	vozierend	A	ADJA	Pos|Masc|Nom|Sg|St|<PPRES	21	attr	_	_
21	Fürst	Fürst	N	NN	Masc|Nom|Sg	19	cj	_	_
22	)	)	$	$(	_	0	root	_	_
23	erretten	erretten	V	VVINF	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	mithin	mithin	A	ADV	_	26	adv	_	_
26	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
27	ichs	ichs	N	NE	_|Nom|Sg	26	subj	43	43
28	;	;	$	$.	_	0	root	_	_
29	d.	d.	F	FM	_	0	root	_	_
30	i.	i.	F	FM	_	29	app	_	_

1	(	(	$	$(	_	0	root	_	_
2	nimmt	nehmen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	3	3
4	an	an	P	PTKVZ	_	2	avz	_	_
5	)	)	$	$(	_	0	root	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	0	root	_	_
7	träume5	träume5	N	NE	_|Nom|Sg	6	app	_	_
8	)	)	$	$(	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	17	konj	_	_
11	die	die	A	ART	Def|_|Nom|Pl	13	det	284	284
12	70	70	C	CARD	_	13	attr	284	284
13	Ks	Ks	N	NN	_|Nom|Pl	17	subj	284	284
14	nichts	nichts	P	PIS	_	17	obja	_	_
15	im	in	P	APPRART	Dat	17	pp	_	_
16	Magen	Magen	N	NN	Masc|Dat|_	15	pn	_	_
17	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
18	als	als	K	KOKOM	_	17	kom	_	_
19	Magensaft	Magensaft	N	NN	Masc|_|Sg	18	cj	_	_
20	;	;	$	$.	_	0	root	_	_
21	diese	diese	P	PDS	_|Nom|Pl	22	subj	_	_
22	träumen	träumen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
23	glücklicherweise	glücklicherweise	A	ADV	_	22	adv	_	_
24	dasselbe	dasselbe	P	PIS	_	22	obja	_	_
25	,	,	$	$,	_	0	root	_	_
26	bloß	bloß	A	ADV	_	27	adv	_	_
27	damit	damit	K	KOUS	_	40	konj	_	_
28	wir	wir	P	PPER	1|Pl|_|Nom	40	subj	285	285
29	sämtlich	sämtlich	A	ADJD	Pos|	40	adv	_	_
30	ein	eine	A	ART	Indef|Neut|_|Sg	31	det	_	_
31	Religionsexerzitium	Religionsexerzitium	N	NN	Neut|_|Sg	40	obja	_	_
32	der	die	A	ART	Def|Fem|Gen|Sg	33	det	282	282
33	Moral	Moral	N	NN	Fem|Gen|Sg	31	gmod	282	282
34	,	,	$	$,	_	0	root	_	_
35	einige	einige	A	PIAT	_|_|Pl	36	det	_	_
36	aszetische	aszetische	N	NN	_|_|Pl	31	kon	_	_
37	und	und	K	KON	_	36	kon	_	_
38	kanonische	kanonisch	A	ADJA	Pos|_|_|Pl|St|	39	attr	_	_
39	Horen	Horen	N	NN	_|_|Pl	37	cj	_	_
40	erhalten	erhalten	V	VVFIN	1|Pl|Pres|_	22	neb	_	_
41	.	.	$	$.	_	0	root	_	_

1	Will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	283	283
3	nun	nun	A	ADV	_	8	adv	_	_
4	den	die	A	ART	Def|Masc|Dat|Pl	6	det	_	_
5	70	70	C	CARD	_	6	attr	_	_
6	Schelmen	Schelm	N	NN	Masc|Dat|Pl	8	objd	_	_
7	etwas	etwas	A	ADV	_	8	adv	_	_
8	zuwenden	zuwenden	V	VVINF	_	1	aux	_	_
9	:	\:	$	$.	_	0	root	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	träumt	träumen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
12	mir	ich	P	PPER	1|Sg|_|Dat	11	objd	283	283
13	das	die	A	ART	Def|Neut|Nom|Sg	15	det	_	_
14	wirkliche	wirklich	A	ADJA	Pos|Neut|Nom|Sg|Wk|	15	attr	_	_
15	Zuwenden	Zuwende	N	NN	Neut|Nom|Sg	11	subj	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	ihnen	sie	P	PPER	3|Pl|_|Dat	17	cj	284	284
19	das	die	A	ART	Def|Neut|_|Sg	20	det	_	_
20	Empfangen	Empfangen	N	NN	Neut|_|Sg	0	root	_	_
21	;	;	$	$.	_	0	root	_	_
22	in	in	P	APPR	Dat	26	pp	_	_
23	der	die	A	ART	Def|Fem|Dat|Sg	24	det	_	_
24	Tat	Tat	N	NN	Fem|Dat|Sg	22	pn	_	_
25	aber	aber	A	ADV	_	24	adv	_	_
26	haben	haben	V	VAFIN	1|Pl|Pres|_	0	root	_	_
27	wir	wir	P	PPER	1|Pl|_|Nom	26	subj	285	285
28	alle	alle	P	PIS	_|Nom|_	27	app	_	_
29	,	,	$	$,	_	0	root	_	_
30	festgeschnallt	festgeschnallt	A	ADJD	Pos|	34	adv	_	_
31	auf	auf	P	APPR	Acc	30	pp	_	_
32	unsere	unsre	A	PPOSAT	Neut|Acc|_	33	det	285	285
33	Betten	Bett	N	NN	Neut|Acc|_	31	pn	_	_
34	mit	mit	P	APPR	Dat	43	pp	_	_
35	Vulkans	Vulkan	N	NN	Masc|Gen|Sg	36	gmod	_	_
36	Brezeln	Brezel	N	NN	Neut|Dat|_	34	pn	_	_
37	und	und	K	KON	_	36	kon	_	_
38	Stricken	Strick	N	NN	_|Dat|_	37	cj	_	_
39	,	,	$	$,	_	0	root	_	_
40	nichts	nichts	A	PIAT	Neut|_|Sg	41	det	_	_
41	Reelleres	Reelleres	N	NN	Neut|_|Sg	43	obja	_	_
42	miteinander	miteinander	A	ADV	_	43	adv	_	_
43	geteilt	teilen	V	VVPP	_	26	aux	_	_
44	als	als	K	KOKOM	_	43	kom	_	_
45	den	die	A	ART	Def|Masc|Acc|Sg	46	det	_	_
46	Traum	Traum	N	NN	Masc|Acc|Sg	44	cj	_	_
47	.	.	$	$.	_	0	root	_	_

1	Himmel	Himmel	N	NN	Masc|_|_	0	root	238	238
2	!	!	$	$.	_	0	root	_	_

1	drei	drei	C	CARD	_	2	attr	_	_
2	Tage	Tag	N	NN	Masc|Acc|Pl	5	pn	_	_
3	und	und	K	KON	_	2	kon	_	_
4	Nächte	Nacht	N	NN	Fem|Acc|Pl	3	cj	_	_
5	lang	lang	P	APPO	Acc	6	pp	_	_
6	wollt	wollen	V	VMFIN	2|Pl|Pres|Ind	0	root	_	_
7	'	'	$	$(	_	0	root	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	0	root	283	283
9	gegen	gegen	P	APPR	Acc	8	pp	_	_
10	diesen	diese	A	PDAT	Masc|Acc|Sg	11	det	_	_
11	Satz	Satz	N	NN	Masc|Acc|Sg	9	pn	_	_
12	im	in	P	APPRART	Dat	11	pp	_	_
13	Felde	Feld	N	NN	Neut|Dat|Sg	12	pn	_	_
14	stehen	stehen	V	VVINF	_	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	Primo	Primo	N	NE	_	0	root	_	_
2	(	(	$	$(	_	0	root	_	_
3	man	man	P	PIS	_|Nom|Sg	4	subj	_	_
4	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	1	par	_	_
5	es	es	P	PPER	3|Sg|Neut|_	12	obja	_	_
6	nicht	nicht	P	PTKNEG	_	12	adv	_	_
7	mit	mit	P	APPR	Dat	12	pp	_	_
8	dem	die	A	ART	Def|_|Dat|Sg	10	det	286	286
9	erstern	erstern	A	ADJA	_	10	attr	286	286
10	Erstlich	Erstlich	N	NN	Masc|Dat|Sg	7	pn	286	286
11	oben	oben	A	ADV	_	10	adv	286	286
12	verwirren	verwirren	V	VVINF	_	4	aux	286	286
13	)	)	$	$(	_	0	root	286	286
14	,	,	$	$,	_	0	root	286	286
15	wie	wie	P	PWAV	_	16	adv	286	286
16	soll	sollen	V	VMFIN	1|Sg|Pres|Ind	0	root	286	286
17	denn	denn	A	ADV	_	16	adv	286	286
18	L	L	C	CARD	_	16	obja	286	286
19	(	(	$	$(	_	0	root	286	286
20	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	283	283
21	)	)	$	$(	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	der	die	P	PRELS	Masc|Nom|Sg	32	subj	286	286
24	außer	außer	P	APPR	Dat	32	pp	_	_
25	aller	alle	A	PIDAT	_|_|_	27	det	287	287
26	objektiven	objektiv	A	ADJA	Pos|Neut|Dat|Sg|Wk|	27	attr	287	287
27	Konnexion	Konnexion	N	NN	Neut|Dat|Sg	24	pn	287	287
28	mit	mit	P	APPR	Dat	32	pp	_	_
29	den	die	A	ART	Def|Masc|Dat|Pl	31	det	_	_
30	70	70	C	CARD	_	31	attr	_	_
31	Jüngern	Jünger	N	NN	Masc|Dat|Pl	28	pn	_	_
32	lebt	leben	V	VVFIN	3|Sg|Pres|Ind	10	rel	_	_
33	,	,	$	$,	_	0	root	_	_
34	je	je	A	ADV	_	16	adv	_	_
35	ausmitteln	ausmitteln	A	ADJD	_	16	adv	_	_
36	und	und	K	KON	_	0	root	_	_
37	erfragen	erfragen	V	VVINF	_	36	cj	_	_
38	,	,	$	$,	_	0	root	_	_
39	ob	ob	K	KOUS	_	50	konj	_	_
40	er	er	P	PPER	3|Sg|Masc|Nom	50	subj	286	286
41	und	und	K	KON	_	40	kon	_	_
42	sie	sie	P	PPER	3|_|_|Nom	41	cj	287	287
43	insgesamt	insgesamt	A	ADV	_	50	adv	_	_
44	in	in	P	APPR	_	50	pp	_	_
45	Zeit	Zeit	N	NN	Fem|_|Sg	44	pn	288	288
46	und	und	K	KON	_	45	kon	_	_
47	Raum	Raum	N	NN	Masc|_|Sg	46	cj	_	_
48	und	und	K	KON	_	47	kon	_	_
49	Traum	Traum	N	NN	Masc|_|Sg	48	cj	342	342
50	zusammentreffen	zusammentreffen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
51	?	?	$	$.	_	0	root	_	_

1	Tu	tun	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	283	283
4	nicht	nicht	P	PTKNEG	_	1	adv	_	_
5	einen	eine	A	ART	Indef|Masc|Acc|Sg	7	det	_	_
6	moralischen	moralisch	A	ADJA	Pos|Masc|Acc|Sg|_|	7	attr	_	_
7	Frei-Schuß	Frei-Schuß	N	NN	Masc|Acc|Sg	1	obja	_	_
8	,	,	$	$,	_	0	root	_	_
9	wie	wie	P	PWAV	_	0	root	_	_
10	sonst	sonst	A	ADV	_	12	adv	_	_
11	die	die	A	ART	Def|Masc|_|Pl	12	det	_	_
12	Jäger	Jäger	N	NN	Masc|_|Pl	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	zum	zu	P	APPRART	Dat	0	root	_	_
15	jenensischen	jenensischen	A	ADJA	_|Neut|Dat|Sg|_	16	attr	_	_
16	Fenster	Fenster	N	NN	Neut|Dat|Sg	14	pn	_	_
