1	Ihr	ihr	P	PPER	2|Pl|_|Nom	2	subj	172	172
31	so	so	A	ADV	_	32	adv	_	_
32	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
33	er	er	P	PPER	3|Sg|Masc|Nom	32	subj	19	19
34	gewiss	gewiss	A	ADJD	Pos|	35	adv	_	_
35	entdeckt	entdecken	V	VVPP	_	36	aux	_	_
36	worden	werden	V	VAPP	_	32	aux	_	_
37	und	und	K	KON	_	36	kon	_	_
38	verloren	verlieren	V	VVPP	_	39	aux	_	_
39	gewesen	sein	V	VAPP	_	37	cj	_	_
40	.	.	$	$.	_	0	root	_	_

1	So	so	A	ADV	_	2	adv	_	_
2	aber	aber	A	ADV	_	3	adv	_	_
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	19	19
5	das	die	A	ART	Def|Neut|_|Sg	6	det	135	135
6	Glück	Glück	N	NN	Neut|_|Sg	8	obja	135	135
7	zu	zu	P	PTKZU	_	8	part	_	_
8	sehen	sehen	V	VVINF	_	3	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	dass	dass	K	KOUS	_	14	konj	_	_
11	der	die	A	ART	Def|Masc|Nom|Sg	13	det	_	_
12	ganze	ganz	A	ADJA	Pos|Masc|Nom|Sg|Wk|	13	attr	_	_
13	Zug	Zug	N	NN	Masc|Nom|Sg	14	subj	_	_
14	wegging	weggehen	V	VVFIN	3|Sg|Past|Ind	8	objc	_	_
15	,	,	$	$,	_	0	root	_	_
16	nachdem	nachdem	K	KOUS	_	20	konj	_	_
17	Bellastra	Bellastra	N	NE	_|Nom|Sg	20	subj	203	203
18	sich	sie	P	PRF	3|_|_	19	obja	_	_
19	erholt	erholen	V	VVPP	_	20	aux	_	_
20	hatte	haben	V	VAFIN	3|Sg|Past|Ind	14	neb	_	_
21	,	,	$	$,	_	0	root	_	_
22	um	um	K	KOUI	_	31	konj	_	_
23	die	die	A	ART	Def|_|_|_	24	det	_	_
24	Prinzessin	Prinzessin	N	NN	Masc|_|Sg	31	obja	_	_
25	wieder	wieder	A	ADV	_	24	adv	_	_
26	in	in	P	APPR	_	24	pp	_	_
27	ihres	ihre	A	PPOSAT	Masc|Gen|Sg	28	det	203	203
28	Vaters	Vater	N	NN	Masc|Gen|Sg	26	pn	_	_
29	Palast	Palast	N	NN	Masc|_|Sg	24	app	_	_
30	zu	zu	P	PTKZU	_	31	part	_	_
31	bringen	bringen	V	VVINF	_	20	neb	_	_
32	.	.	$	$.	_	0	root	_	_

1	Lameth	Lameth	N	NE	_|Nom|Sg	2	subj	24	24
2	sass	sitzen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	noch	noch	A	ADV	_	2	adv	_	_
4	immer	immer	A	ADV	_	2	adv	_	_
5	in	in	P	APPR	Dat	2	pp	_	_
6	seinem	seine	A	PPOSAT	Masc|Dat|Sg	8	det	24	24
7	hohlen	hohl	A	ADJA	Pos|Masc|Dat|Sg|Wk|	8	attr	_	_
8	Baum	Baum	N	NN	Masc|Dat|Sg	5	pn	_	_
9	und	und	K	KON	_	2	kon	_	_
10	blickte	blicken	V	VVFIN	_|Sg|Past|_	9	cj	_	_
11	der	die	A	ART	Def|Fem|Dat|Sg	12	det	198	198
12	Prinzessin	Prinzessin	N	NN	Fem|Dat|Sg	10	objd	198	198
13	nach	nach	P	PTKVZ	_	10	avz	_	_
14	,	,	$	$,	_	0	root	_	_
15	solange	solange	K	KOUS	_	19	konj	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	24	24
17	es	es	P	PPER	3|Sg|Neut|_	18	obja	_	_
18	tun	tun	V	VVINF	_	19	aux	_	_
19	konnte	können	V	VMFIN	3|Sg|Past|Ind	10	neb	_	_
20	.	.	$	$.	_	0	root	_	_

1	Als	Als	K	KOUS	_	8	konj	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	8	subj	24	24
3	sie	sie	P	PPER	3|_|_|_	7	obja	203	203
4	aus	aus	P	APPR	Dat	7	objp	_	_
5	den	die	A	ART	Def|Neut|Dat|Pl	6	det	204	204
6	Augen	Auge	N	NN	Neut|Dat|Pl	4	pn	204	204
7	verloren	verlieren	V	VVPP	_	8	aux	_	_
8	hatte	haben	V	VAFIN	3|Sg|Past|Ind	10	neb	_	_
9	,	,	$	$,	_	0	root	_	_
10	rang	ringen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	24	24
12	die	die	A	ART	Def|Fem|_|Pl	13	det	125	125
13	Hände	Hand	N	NN	Fem|_|Pl	0	root	125	125
14	und	und	K	KON	_	0	root	_	_
15	rief	rufen	V	VVFIN	_|Sg|Past|Ind	14	cj	_	_
16	:	\:	$	$.	_	0	root	_	_
17	"	"	$	$(	_	0	root	_	_
18	Bellastra	Bellastra	N	NE	_	0	root	203	203
19	,	,	$	$,	_	0	root	203	203
20	Bellastra	Bellastra	N	NE	Masc|Nom|Sg	18	kon	203	203
21	,	,	$	$,	_	0	root	203	203
22	mein	meine	A	PPOSAT	Masc|Nom|Sg	23	det	206	206
23	Leitstern	Leitstern	N	NN	Masc|Nom|Sg	20	kon	_	_
24	!	!	$	$.	_	0	root	_	_

1	Wohin	Wohin	P	PWAV	_	2	adv	_	_
2	entschwindest	entschwinden	V	VVFIN	2|Sg|Pres|_	0	root	_	_
3	du	du	P	PPER	2|Sg|_|Nom	2	subj	205	205
4	?	?	$	$.	_	0	root	_	_

1	Ohne	ohne	P	APPR	Acc	3	pp	_	_
2	dich	du	P	PPER	2|Sg|_|Acc	1	pn	205	205
3	muss	müssen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	206	206
5	sterben	sterben	V	VVINF	_	3	aux	_	_
6	.	.	$	$.	_	0	root	_	_

1	"	"	$	$(	_	0	root	_	_
2	Als	Als	K	KOUS	_	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	0	root	24	24
4	die	die	A	ART	Def|Fem|_|Pl	5	det	125	125
5	Hände	Hand	N	NN	Fem|_|Pl	0	root	125	125
6	rang	ringen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	drehte	drehen	V	VVFIN	3|Sg|Past|_	0	root	_	_
9	sich	sie	P	PRF	3|_|_	8	obja	_	_
10	der	die	A	ART	Def|Masc|Nom|Sg	11	det	6	6
11	Ring	Ring	N	NN	Masc|Nom|Sg	8	subj	6	6
12	an	an	P	APPR	Dat	8	objp	_	_
13	seinem	seine	A	PPOSAT	Masc|Dat|Sg	14	det	6	6
14	Finger	Finger	N	NN	Masc|Dat|Sg	12	pn	_	_
15	wieder	wieder	A	ADV	_	8	adv	_	_
16	.	.	$	$.	_	0	root	_	_

1	Auf	auf	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	109	109
3	Stelle	Stelle	N	NN	Fem|Dat|Sg	1	pn	109	109
4	erschien	erscheinen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	ein	eine	A	ART	Indef|Masc|Nom|Sg	6	det	207	207
6	Luftgeist	Luftgeist	N	NN	Masc|Nom|Sg	4	subj	207	207
7	und	und	K	KON	_	4	kon	_	_
8	fragte	fragen	V	VVFIN	_|Sg|Past|_	7	cj	_	_
9	:	\:	$	$.	_	0	root	_	_
10	"	"	$	$(	_	0	root	_	_
11	Lameth	Lameth	N	NE	_	0	root	24	24
12	,	,	$	$,	_	0	root	24	24
13	was	was	P	PWS	Neut|Nom|Sg	14	subj	24	24
14	ist	sein	V	VAFIN	3|Sg|Pres|Ind	11	rel	24	24
15	dein	deine	A	PPOSAT	_|Nom|Sg	16	det	205	205
16	Begehr	Begehr	N	NN	_|Nom|Sg	14	pred	_	_
17	?	?	$	$.	_	0	root	_	_

1	"	"	$	$(	_	0	root	_	_
2	So	so	A	ADV	_	3	adv	_	_
3	verwundert	verwundern	V	VVFIN	_|_|Pres|_	0	root	_	_
4	Lameth	Lameth	N	NE	_|Nom|Sg	8	subj	24	24
5	über	über	P	APPR	Acc	4	pp	24	24
6	die	die	A	ART	Def|Fem|Acc|Sg	7	det	24	24
7	Erscheinung	Erscheinung	N	NN	Fem|Acc|Sg	5	pn	24	24
8	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	so	so	A	ADV	_	11	adv	_	_
11	fasste	fassen	V	VVFIN	3|Sg|Past|_	8	kon	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	11	subj	24	24
13	sich	sie	P	PRF	3|_|_	11	obja	_	_
14	doch	doch	A	ADV	_	11	adv	_	_
15	bald	bald	A	ADV	_	11	adv	_	_
16	und	und	K	KON	_	11	kon	_	_
17	sagte	sagen	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	offen	offen	A	ADJD	Pos|	17	adv	_	_
19	:	\:	$	$.	_	0	root	_	_
20	"	"	$	$(	_	0	root	_	_
21	Ach	ach	I	ITJ	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	ich	ich	P	PPER	1|Sg|_|Nom	24	subj	206	206
24	liebe	lieben	V	VVFIN	1|Sg|Pres|_	0	root	_	_
25	die	die	A	ART	Def|Fem|_|Sg	26	det	203	203
26	Prinzessin	Prinzessin	N	NN	Fem|_|Sg	24	obja	203	203
27	Bellastra	Bellastra	N	NE	Fem|_|Sg	26	app	203	203
28	.	.	$	$.	_	0	root	_	_

