1	Oh	oh	I	ITJ	_	0	root	_	_
3	Magister	Magister	N	NN	Masc|Nom|Sg	4	subj	796	796
4	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	seinen	seine	A	PPOSAT	Masc|_|_	9	det	796	796
6	besten	gut	A	ADJA	Sup|Masc|_|_|_|	9	attr	_	_
7	und	und	K	KON	_	6	kon	_	_
8	schlimmsten	schlimm	A	ADJA	Sup|_|_|_|_|	7	cj	_	_
9	Schüler	Schüler	N	NN	Masc|_|_	4	obja	_	_
10	in	in	P	APPR	Acc	4	objp	_	_
11	seine	seine	A	PPOSAT	_|Acc|_	12	det	796	796
12	Arme	Arm	N	NN	_|Acc|_	10	pn	_	_
13	und	und	K	KON	_	4	kon	_	_
14	gebrauchte	gebrauchen	V	VVFIN	_|Sg|Past|_	13	cj	_	_
15	den	die	A	ART	Def|_|_|_	16	det	_	_
16	Stab	Stab	N	NN	_|Acc|_	14	obja	_	_
17	Wehe	Weh	N	NN	_|Acc|_	16	app	_	_
18	der	die	A	ART	Def|_|_|_	19	det	_	_
19	Korporale	Korporal	N	NN	_|Gen|_	17	gmod	_	_
20	und	und	K	KON	_	19	kon	_	_
21	der	die	A	ART	Def|_|Gen|_	22	det	_	_
22	Schulmeister	Schulmeister	N	NN	_|Gen|_	20	cj	_	_
23	des	die	A	ART	Def|Neut|Gen|Sg	25	det	1336	1336
24	achtzehnten	achtzehnt	A	ADJA	_|Neut|Gen|Sg|_|	25	attr	1336	1336
25	Säkulums	Säkulum	N	NN	Neut|Gen|Sg	22	gmod	1336	1336
26	wahrlich	wahrlich	A	ADV	_	14	adv	_	_
27	nicht	nicht	P	PTKNEG	_	14	adv	_	_
28	an	an	P	APPR	Dat	14	pp	_	_
29	ihm	er	P	PPER	3|Sg|_|Dat	28	pn	796	796
30	.	.	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|_|Sg	3	det	_	_
2	gemästete	gemästet	A	ADJA	Pos|Neut|_|Sg|Wk|	3	attr	_	_
3	Kalb	Kalb	N	NN	Neut|_|Sg	9	obja	_	_
4	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	er	er	P	PPER	3|Sg|Masc|Nom	4	subj	796	796
6	nicht	nicht	P	PTKNEG	_	9	adv	_	_
7	für	für	P	APPR	Acc	9	pp	_	_
8	ihn	er	P	PPER	3|Sg|Masc|Acc	7	pn	796	796
9	schlachten	schlachten	V	VVINF	_	10	aux	_	_
10	können	können	V	VMINF	_	4	aux	_	_
11	,	,	$	$,	_	0	root	_	_
12	Mamsell	Mamsell	N	NN	Fem|_|Sg	25	obja	_	_
13	Selinden	Selinden	N	NE	Fem|_|Sg	12	app	_	_
14	vermochte	vermochte	V	VMFIN	3|Sg|Past|Ind	4	kon	_	_
15	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	796	796
16	ihm	er	P	PPER	3|Sg|_|Dat	25	objd	2	2
17	nicht	nicht	P	PTKNEG	_	25	adv	_	_
18	aus	aus	P	APPR	Dat	25	pp	_	_
19	den	die	A	ART	Def|_|Dat|Pl	21	det	1974	1974
20	jungen	jung	A	ADJA	Pos|_|Dat|Pl|_|	21	attr	1974	1974
21	Sinnen	Sinn	N	NN	_|Dat|Pl	18	pn	1974	1974
22	und	und	K	KON	_	21	kon	_	_
23	Gedanken	Gedanke	N	NN	Masc|Dat|_	22	cj	1830	1830
24	zu	zu	P	PTKZU	_	25	part	_	_
25	vertreiben	vertreiben	V	VVINF	_	14	aux	_	_
26	;	;	$	$.	_	0	root	_	_
27	aber	aber	K	KON	_	0	root	_	_
28	nach	nach	P	APPR	Dat	33	pp	_	_
29	vielem	viel	A	ADJA	Pos|_|Dat|Sg|St|	30	attr	_	_
30	Hin-	Hin-	T	TRUNC	Neut|Dat|Sg	28	pn	_	_
31	und	und	K	KON	_	30	kon	_	_
32	Herreden	Herreden	N	NN	Neut|_|Sg	31	cj	_	_
33	gab	geben	V	VVFIN	3|Sg|Past|Ind	27	cj	_	_
34	er	er	P	PPER	3|Sg|Masc|Nom	33	subj	796	796
35	ihm	er	P	PPER	3|Sg|_|Dat	33	objd	2	2
36	den	die	A	ART	Def|Masc|Acc|Sg	37	det	_	_
37	Strohsack	Strohsack	N	NN	Masc|Acc|Sg	33	obja	_	_
38	aus	aus	P	APPR	Dat	37	pp	_	_
39	seiner	seine	A	PPOSAT	Fem|Dat|Sg	40	det	796	796
40	Bettstelle	Bettstelle	N	NN	Fem|Dat|Sg	38	pn	_	_
41	und	und	K	KON	_	33	kon	_	_
42	begnügte	begnügen	V	VVFIN	_|Sg|Past|_	41	cj	_	_
43	sich	sie	P	PRF	3|_|_	42	obja	_	_
44	mit	mit	P	APPR	Dat	42	objp	_	_
45	dem	die	A	ART	Def|Neut|Dat|Sg	46	det	_	_
46	Unterbett	Unterbett	N	NN	Neut|Dat|Sg	44	pn	_	_
47	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	796	796
2	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
3	ihm	er	P	PPER	3|Sg|_|Dat	7	objd	795	795
4	auch	auch	A	ADV	_	7	adv	_	_
5	sein	seine	A	PPOSAT	Neut|_|Sg	6	det	796	796
6	Kopfkissen	Kopfkissen	N	NN	Neut|_|Sg	7	obja	_	_
7	geben	geben	V	VVINF	_	2	aux	_	_
8	;	;	$	$.	_	0	root	_	_
9	doch	doch	K	KON	_	0	root	_	_
10	das	die	P	PDS	Neut|Nom|Sg	11	subj	_	_
11	nahm	nehmen	V	VVFIN	3|Sg|Past|Ind	9	cj	_	_
12	Thedel	Thedel	N	NE	_	11	obja	621	621
13	von	von	P	APPR	Dat	11	pp	_	_
14	Münchhausen	Münchhausen	N	NE	Neut|Dat|Sg	13	pn	41	41
15	nicht	nicht	P	PTKNEG	_	11	adv	_	_
16	an	an	P	PTKVZ	_	11	avz	_	_
17	,	,	$	$,	_	0	root	_	_
18	sondern	sondern	K	KON	_	11	kon	_	_
19	rollte	rollen	V	VVFIN	3|Sg|Past|_	18	cj	_	_
20	einfach	einfach	A	ADJD	Pos|	19	adv	_	_
21	seine	seine	A	PPOSAT	Fem|Nom|Sg	22	det	41	41
22	Jacke	Jacke	N	NN	Fem|Nom|Sg	19	subj	_	_
23	zusammen	zusammen	P	PTKVZ	_	19	avz	_	_
24	und	und	K	KON	_	0	root	_	_
25	sich	sie	P	PRF	3|_|_	24	cj	_	_
26	zusammen	zusammen	A	ADV	_	27	adv	_	_
27	gleich	gleich	A	ADJD	Pos|	29	adv	_	_
28	einem	eine	A	ART	Indef|Masc|Dat|Sg	29	det	_	_
29	Igel	Igel	N	NN	Masc|Dat|Sg	0	root	_	_
30	unter	unter	P	APPR	_	29	pp	_	_
31	des	die	A	ART	Def|Masc|Gen|Sg	32	det	_	_
32	Magisters	Magister	N	NN	Masc|Gen|Sg	30	pn	_	_
33	Rockelor	Rockelor	N	NE	Masc|Gen|Sg	32	app	_	_
34	.	.	$	$.	_	0	root	_	_

1	Während	während	K	KOUS	_	9	konj	_	_
2	der	die	A	ART	Def|Masc|Nom|Sg	3	det	658	658
3	Junge	Junge	N	NN	Masc|Nom|Sg	9	subj	658	658
4	sofort	sofort	A	ADV	_	9	adv	_	_
5	auf	auf	P	APPR	Dat	9	pp	_	_
6	seinem	seine	A	PPOSAT	Neut|Dat|Sg	8	det	658	658
7	spartanischen	spartanisch	A	ADJA	Pos|Neut|Dat|Sg|Wk|	8	attr	_	_
8	Lager	Lager	N	NN	Neut|Dat|Sg	5	pn	_	_
9	einschlief	einschlafen	V	VVFIN	3|Sg|Past|Ind	11	neb	_	_
10	,	,	$	$,	_	0	root	_	_
11	blieb	bleiben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	13	det	680	680
13	Alte	Alt	N	NN	Masc|Nom|Sg	11	subj	680	680
14	noch	noch	A	ADV	_	11	adv	_	_
15	eine	eine	A	ART	Indef|Fem|_|Sg	17	det	_	_
16	geraume	geraum	A	ADJA	Pos|Fem|_|Sg|_|	17	attr	_	_
17	Zeit	Zeit	N	NN	Fem|_|Sg	18	grad	_	_
18	wach	wach	A	ADJD	Pos|	11	pred	_	_
19	und	und	K	KON	_	11	kon	_	_
20	hörte	hören	V	VVFIN	_|Sg|Past|_	19	cj	_	_
21	seine	seine	A	PPOSAT	Fem|_|Sg	22	det	680	680
22	Kirchturmuhr	Kirchturmuhr	N	NN	Fem|_|Sg	23	obja	_	_
23	schlagen	schlagen	V	VVINF	_	20	obji	_	_
24	und	und	K	KON	_	20	kon	_	_
25	suchte	suchen	V	VVFIN	_|Sg|Past|_	24	cj	_	_
26	die	die	A	ART	Def|Neut|_|Pl	27	det	_	_
27	Gespenster	Gespenst	N	NN	Neut|_|Pl	25	obja	_	_
28	und	und	K	KON	_	27	kon	_	_
29	Gedankengespinste	Gedankengespinst	N	NN	Neut|_|Pl	28	cj	_	_
30	dieses	diese	A	PDAT	Masc|Gen|Sg	31	det	64	64
31	Tages	Tag	N	NN	Masc|Gen|Sg	27	gmod	64	64
32	zu	zu	P	PTKZU	_	0	root	_	_
33	»	»	$	$(	_	0	root	_	_
34	einfachen	einfach	A	ADJA	Pos|Masc|Dat|Pl|_|	38	attr	_	_
35	und	und	K	KON	_	34	kon	_	_
36	ordentlichen	ordentlich	A	ADJA	Pos|_|Dat|_|_|	35	cj	_	_
37	«	«	$	$(	_	0	root	_	_
38	Schlüssen	Schluss	N	NN	Masc|Dat|Pl	39	objd	_	_
39	zusammenzuziehen	zusammenziehen	V	VVIZU	_	0	root	_	_
40	und	und	K	KON	_	39	kon	_	_
41	festzubannen	festbannen	V	VVIZU	_	40	cj	_	_
42	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	680	680
2	entschlummerte	entschlummern	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	und	und	K	KON	_	2	kon	_	_
4	erwachte	erwachen	V	VVFIN	_|Sg|Past|_	3	cj	_	_
5	schreckhaft	schreckhaft	A	ADJD	Pos|	4	adv	_	_
6	von	von	P	APPR	Dat	4	pp	_	_
7	neuem	neu	A	ADJA	Pos|_|Dat|Sg|St|	6	pn	_	_
8	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	680	680
2	balgte	balgen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	in	in	P	APPR	Dat	2	pp	_	_
5	den	die	A	ART	Def|Fem|Dat|Pl	6	det	_	_
6	Augustschlachten	Augustschlacht	N	NN	Fem|Dat|Pl	4	pn	_	_
7	des	die	A	ART	Def|Neut|Gen|Sg	9	det	_	_
8	laufenden	laufend	A	ADJA	Pos|Neut|Gen|Sg|_|<PPRES	9	attr	_	_
9	Jahres	Jahr	N	NN	Neut|Gen|Sg	6	gmod	_	_
10	mit	mit	P	APPR	Dat	2	pp	_	_
11	dem	die	A	ART	Def|_|Dat|Sg	12	det	_	_
12	Herrn	Herrn	N	NN	_|Dat|Sg	10	pn	_	_
13	Vicomte	Vicomte	N	NE	_|Dat|Sg	12	app	_	_
14	von	von	P	APPR	Dat	12	pp	_	_
15	Belsunce	Belsunce	N	NE	Masc|Dat|Sg	14	pn	159	159
16	und	und	K	KON	_	15	kon	_	_
17	dem	die	A	ART	Def|Masc|Dat|Sg	18	det	160	160
18	General	General	N	NN	Masc|Dat|Sg	16	cj	160	160
19	Luckner	Luckner	N	NE	Masc|Dat|Sg	18	app	160	160
20	;	;	$	$.	_	0	root	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	22	subj	680	680
22	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
23	mit	mit	P	APPR	Dat	22	pp	_	_
24	seiner	seine	A	PPOSAT	Fem|Dat|Sg	25	det	680	680
25	Schule	Schule	N	NN	Fem|Dat|Sg	23	pn	_	_
26	auf	auf	P	APPR	Dat	22	pp	_	_
27	dem	die	A	ART	Def|Masc|Dat|Sg	28	det	_	_
28	Wege	Weg	N	NN	Masc|Dat|Sg	26	pn	_	_
29	vom	von	P	APPRART	Dat	28	pp	_	_
30	Auerberge	Auerberg	N	NN	Masc|Dat|Sg	29	pn	797	797
31	nach	nach	P	APPR	Dat	29	kon	_	_
32	der	die	A	ART	Def|Fem|Dat|Sg	33	det	100	100
33	Weser	Weser	N	NE	Fem|Dat|Sg	31	pn	100	100
34	,	,	$	$,	_	0	root	_	_
35	und	und	K	KON	_	22	kon	_	_
36	er	er	P	PPER	3|Sg|Masc|Nom	37	subj	797	797
37	sah	sehen	V	VVFIN	3|Sg|Past|Ind	35	cj	_	_
38	sich	sie	P	PRF	3|_|_	37	obja	_	_
39	allein	allein	A	ADV	_	38	adv	_	_
40	gelassen	gelassen	A	ADJD	Pos|	37	adv	_	_
41	auf	auf	P	APPR	Dat	37	pp	_	_
42	der	die	A	ART	Def|Fem|Dat|Sg	43	det	163	163
43	Landstraße	Landstraße	N	NN	Fem|Dat|Sg	41	pn	163	163
44	und	und	K	KON	_	37	kon	_	_
45	hatte	haben	V	VAFIN	3|Sg|Past|Ind	44	cj	_	_
46	immerfort	immerfort	N	NE	_	51	obja	798	798
47	vor	vor	P	APPR	_	51	pp	_	_
48	sich	sie	P	PRF	3|_|_	47	pn	_	_
49	hin	hin	A	APZR	_	47	part	_	_
50	zu	zu	P	PTKZU	_	51	part	_	_
51	sprechen	sprechen	V	VVINF	_	45	aux	_	_
52	:	\:	$	$.	_	0	root	_	_
53	siebenzehnhunderteinundsechzig	siebenzehnhunderteinundsechzig	F	FM	_	0	root	_	_
54	,	,	$	$,	_	0	root	_	_
55	siebenzehnhunderteinundsechzig	siebenzehnhunderteinundsechzig	N	NE	_	53	kon	799	799
56	,	,	$	$,	_	0	root	799	799
57	siebenzehnhunderteinundsechzig	siebenzehnhunderteinundsechzig	N	NE	_	55	kon	799	799
58	.	.	$	$.	_	0	root	799)	799)

1	Eben	eben	A	ADV	_	2	adv	_	_
2	ging	gehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	797	797
4	noch	noch	A	ADV	_	2	adv	_	_
5	auf	auf	P	APPR	Dat	2	pp	_	_
6	der	die	A	ART	Def|Fem|Dat|Sg	8	det	_	_
7	Berlin-Kölnischen	Berlin-kölnisch	A	ADJA	Pos|Fem|Dat|Sg|Wk|	8	attr	_	_
8	Heerstraße	Heerstraß	N	NN	Fem|Dat|Sg	5	pn	_	_
9	,	,	$	$,	_	0	root	_	_
10	die	die	A	ART	Def|_|_|Pl	11	det	_	_
11	Schöße	Schoß	N	NN	_|_|Pl	0	root	_	_
12	seines	seine	A	PPOSAT	Masc|Gen|Sg	14	det	797	797
13	schwarzen	schwarz	A	ADJA	Pos|Masc|Gen|Sg|_|	14	attr	_	_
14	Schulmeisterrockes	Schulmeisterrock	N	NN	Masc|Gen|Sg	11	gmod	_	_
15	gegen	gegen	P	APPR	Acc	14	pp	_	_
16	den	die	A	ART	Def|Masc|Acc|Sg	17	det	800	800
17	Wind	Wind	N	NN	Masc|Acc|Sg	15	pn	800	800
18	zusammenhaltend	zusammenhalten	A	ADJD	_|<PPRES	0	root	_	_
19	;	;	$	$.	_	0	root	_	_
20	nun	nun	A	ADV	_	21	adv	_	_
21	entfalteten	entfalten	V	VVFIN	3|Pl|Past|_	0	root	_	_
22	sie	sie	P	PPER	3|Pl|_|Nom	21	subj	798	798
23	sich	sie	P	PRF	3|_|_	21	obja	_	_
24	doch	doch	A	ADV	_	21	adv	_	_
25	und	und	K	KON	_	21	kon	_	_
26	trugen	tragen	V	VVFIN	_|Pl|Past|Ind	25	cj	_	_
27	ihn	er	P	PPER	3|Sg|Masc|Acc	26	obja	800	800
28	aufwärts	aufwärts	A	ADV	_	26	adv	_	_
29	unter	unter	P	APPR	Acc	26	pp	_	_
30	die	die	A	ART	Def|Neut|Acc|Pl	33	det	801	801
31	schwarzen	schwarz	A	ADJA	Pos|Neut|Acc|Pl|Wk|	33	attr	801	801
32	gefiederten	gefiedert	A	ADJA	Pos|Neut|Acc|Pl|Wk|	33	attr	801	801
33	Tausende	Tausend	N	NN	Neut|Acc|Pl	29	pn	801	801
34	,	,	$	$,	_	0	root	801	801
35	die	die	P	PRELS	Neut|Nom|Pl	44	subj	801	801
36	ihre	ihre	A	PPOSAT	Fem|_|Sg	37	det	801	801
37	Schlacht	Schlacht	N	NN	Fem|_|Sg	44	obja	_	_
38	über	über	P	APPR	Dat	44	pp	_	_
39	dem	die	A	ART	Def|_|Dat|Sg	40	det	213	213
40	Odfelde	Odfelde	N	NN	_|Dat|Sg	38	pn	213	213
41	und	und	K	KON	_	40	kon	_	_
42	dem	die	A	ART	Def|_|Dat|Sg	43	det	210	210
43	Quadhagen	Quadhagen	N	NN	_|Dat|Sg	41	cj	210	210
44	ausfochten	ausfechten	V	VVFIN	3|Pl|Past|Ind	33	rel	_	_
45	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	800	800
2	hieb	hauen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	mit	mit	P	APPR	Dat	2	pp	_	_
5	dem	die	A	ART	Def|Masc|Dat|Sg	6	det	802	802
6	Schnabel	Schnabel	N	NN	Masc|Dat|Sg	4	pn	802	802
7	nach	nach	P	APPR	Dat	2	pp	_	_
8	rechts	rechts	A	ADV	_	7	adv	_	_
9	und	und	K	KON	_	8	kon	_	_
10	links	links	A	ADV	_	9	cj	_	_
11	,	,	$	$,	_	0	root	_	_
12	doch	doch	K	KON	_	2	kon	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	800	800
14	hatte	haben	V	VAFIN	3|Sg|Past|Ind	12	cj	_	_
15	bissige	bissig	A	ADJA	Pos|Masc|_|_|_|	16	attr	803	803
16	Gegner	Gegner	N	NN	Masc|_|Pl	14	obja	803	803
17	,	,	$	$,	_	0	root	803	803
18	die	die	P	PRELS	Masc|Nom|Pl	26	subj	803	803
19	ihn	er	P	PPER	3|Sg|Masc|Acc	26	obja	800	800
20	auch	auch	A	ADV	_	25	adv	_	_
21	von	von	P	APPR	Dat	25	pp	_	_
22	allen	alle	A	PIDAT	Fem|Dat|Pl	23	det	_	_
23	Seiten	Seite	N	NN	Fem|Dat|Pl	21	pn	_	_
24	zu	zu	P	PTKZU	_	25	part	_	_
25	bedrängen	bedrängen	V	VVINF	_	26	obji	_	_
26	verstanden	verstehen	V	VVFIN	3|Pl|Past|Ind	16	rel	_	_
27	.	.	$	$.	_	0	root	_	_

1	Daß	daß	K	KOUS	_	0	root	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	0	root	800	800
3	mehr	mehr	A	ADV	_	4	adv	_	_
4	als	als	K	KOKOM	_	10	kom	_	_
5	einen	eine	P	PIS	_|_|_	4	cj	_	_
6	seiner	seine	A	PPOSAT	Masc|Gen|Pl	8	det	174	174
7	früheren	früh	A	ADJA	_|Masc|Gen|Pl|Wk|	8	attr	800)	800)
8	Herren	Herr	N	NN	Masc|Gen|Pl	5	gmod	174	174
9	Kollegen	Kollege	N	NN	Masc|Nom|Pl	10	subj	_	_
10	mitwirbeln	mitwirbeln	V	VVFIN	3|Pl|Pres|_	0	root	_	_
11	und	und	K	KON	_	10	kon	_	_
12	auf	auf	P	APPR	_	15	pp	_	_
13	sich	sie	P	PRF	3|_|_	12	pn	_	_
14	einfliegen	einfliegen	V	VVINF	_	15	obji	_	_
15	sah	sehen	V	VVFIN	_|Sg|Past|Ind	11	cj	_	_
16	,	,	$	$,	_	0	root	_	_
17	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
18	so	so	A	ADV	_	17	adv	_	_
19	im	in	P	APPRART	Dat	17	pp	_	_
20	Traum	Traum	N	NN	Masc|Dat|Sg	19	pn	283	283
21	eigentlich	eigentlich	A	ADV	_	17	adv	_	_
22	nicht	nicht	P	PTKNEG	_	17	adv	_	_
23	verwunderlich	verwunderlich	A	ADJD	Pos|	17	pred	_	_
24	.	.	$	$.	_	0	root	_	_

1	Hui	Hui	N	NE	_	0	root	1842	1842
2	,	,	$	$,	_	0	root	_	_
3	und	und	K	KON	_	0	root	_	_
4	das	die	A	ART	Def|Neut|_|Sg	5	det	_	_
5	Feldgeschrei	Feldgeschrei	N	NN	Neut|_|Sg	14	obja	_	_
6	,	,	$	$,	_	0	root	_	_
7	wie	wie	P	PWAV	_	12	adv	_	_
8	es	es	P	PPER	3|Sg|Neut|Nom	12	subj	_	_
9	verworren	verworren	A	ADV	_	12	adv	_	_
10	um	um	P	APPR	Acc	12	pp	_	_
11	ihn	er	P	PPER	3|Sg|Masc|Acc	10	pn	283	283
12	krächzte	krächzen	V	VVFIN	3|Sg|Past|_	14	subjc	_	_
13	,	,	$	$,	_	0	root	_	_
14	knarrte	knarren	V	VVFIN	_|Sg|Past|_	3	cj	_	_
15	,	,	$	$,	_	0	root	_	_
16	kreischte	kreischen	V	VVFIN	_|Sg|Past|_	0	root	_	_
17	:	\:	$	$.	_	0	root	_	_

1	Alles	alle	P	PIS	Neut|Nom|Sg	2	subj	_	_
2	scholastische	scholastische	V	VVFIN	_|Sg|_|_	0	root	_	_
3	Schulgeschrei	Schulgeschrei	N	NN	Neut|_|Sg	2	obja	804	804
4	,	,	$	$,	_	0	root	_	_
5	was	was	P	PRELS	Neut|_|Sg	0	root	804	804
6	durch	durch	P	APPR	Acc	0	root	_	_
7	die	die	A	ART	Def|Neut|Acc|Pl	8	det	_	_
8	Jahrhunderte	Jahrhundert	N	NN	Neut|Acc|Pl	6	pn	_	_
9	zu	zu	P	APPR	Dat	8	pp	_	_
10	Kloster	Kloster	N	NN	_|Dat|Sg	9	pn	13	13
11	Amelungsborn	Amelungsborn	N	NE	_|Dat|Sg	10	app	13	13
12	in	in	P	APPR	Dat	10	pp	_	_
13	den	die	A	ART	Def|Fem|Dat|Pl	14	det	_	_
14	Zellen	Zelle	N	NN	Fem|Dat|Pl	12	pn	_	_
15	und	und	K	KON	_	0	root	_	_
16	auf	auf	P	PTKVZ	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	vor	vor	P	APPR	Dat	21	pp	_	_
19	den	die	A	ART	Def|Masc|Dat|Pl	20	det	_	_
20	Kathedern	Katheder	N	NN	Masc|Dat|Pl	18	pn	_	_
21	verhallt	verhallen	V	VVPP	_	22	aux	_	_
22	war	sein	V	VAFIN	_|Sg|Past|Ind	17	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	das	die	P	PDS	Neut|Nom|Sg	25	subj	_	_
25	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
26	in	in	P	APPR	Dat	36	pp	_	_
27	diesem	diese	A	PDAT	Masc|Dat|Sg	28	det	805	805
28	Traum	Traum	N	NN	Masc|Dat|Sg	26	pn	805	805
29	und	und	K	KON	_	26	kon	_	_
30	in	in	P	APPR	Dat	29	cj	_	_
31	dieser	diese	A	PDAT	Fem|Dat|Sg	32	det	_	_
32	Nacht	Nacht	N	NN	Fem|Dat|Sg	30	pn	_	_
33	von	von	P	APPR	Dat	32	pp	_	_
34	neuem	neu	A	ADJA	Pos|_|Dat|Sg|St|	33	pn	_	_
35	wach	wach	A	ADJD	Pos|	36	pred	_	_
36	geworden	werden	V	VAPP	_	25	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	selbst	selbst	A	ADV	_	3	adv	_	_
3	im	in	P	APPRART	Dat	5	pp	_	_
4	Traume	Traum	N	NN	Masc|Dat|Sg	3	pn	283	283
5	war	sein	V	VAFIN	_|Sg|Past|Ind	1	cj	_	_
6	es	es	P	PPER	3|Sg|Neut|Nom	5	subj	_	_
7	dem	die	A	ART	Def|Masc|Dat|Sg	8	det	55	55
8	Magister	Magister	N	NN	Masc|Dat|Sg	5	objd	55	55
9	Buchius	Buchius	N	NE	Masc|Dat|Sg	8	app	55	55
10	verwunderlich	verwunderlich	A	ADJD	Pos|	5	pred	_	_
11	,	,	$	$,	_	0	root	_	_
12	daß	daß	K	KOUS	_	25	konj	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	25	subj	283	283
14	plötzlich	plötzlich	A	ADJD	Pos|	25	adv	_	_
15	auch	auch	A	ADV	_	16	adv	662	662
16	Mademoisell	Mademoisell	N	NE	_	25	obja	662	662
17	Selinde	Selinde	N	NE	_	16	app	662	662
18	Fegebanck	Fegebanck	N	NE	_	17	app	662	662
19	mit	mit	P	APPR	Dat	25	pp	_	_
20	gelöstem	gelöst	A	ADJA	Pos|_|Dat|Sg|St|	21	attr	_	_
21	Rabengelock	Rabengelock	N	NN	_|Dat|Sg	19	pn	_	_
22	auf	auf	P	APPR	_	21	pp	_	_
23	sich	sie	P	PRF	3|_|_	22	pn	_	_
24	einstürmen	einstürmen	V	VVINF	_	25	obji	_	_
25	sah	sehen	V	VVFIN	3|Sg|Past|Ind	5	objc	_	_
26	:	\:	$	$.	_	0	root	_	_
27	»	»	$	$(	_	0	root	_	_
28	Baroco	Baroco	N	NE	_	0	root	_	_
29	!	!	$	$.	_	0	root	_	_

1	Facrono	Facrono	N	NE	_	0	root	_	_
2	!	!	$	$.	_	0	root	_	_
3	«	«	$	$(	_	0	root	_	_
4	-	-	$	$(	_	0	root	_	_
5	Was	was	P	PWS	Neut|Nom|Sg	6	subj	_	_
6	half	helfen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
7	es	es	P	PPER	3|Sg|Neut|_	6	expl	_	_
8	ihm	er	P	PPER	3|Sg|_|Dat	6	objd	2	2
9	,	,	$	$,	_	0	root	_	_
10	daß	daß	K	KOUS	_	14	konj	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	2	2
12	der	die	A	ART	Def|Fem|Dat|Sg	13	det	_	_
13	Walkyria	Walkyria	N	NN	Fem|Dat|Sg	14	objd	_	_
14	entgegenzeterte	entgegenzetern	V	VVFIN	3|Sg|Past|_	6	objc	_	_
15	:	\:	$	$.	_	0	root	_	_
16	»	»	$	$(	_	0	root	_	_
17	Bocardo	Bocardo	N	NE	_	0	root	_	_
18	!	!	$	$.	_	0	root	_	_

