1	Halt	Halt	N	NN	Masc|_|Sg	0	root	871	871
23	sie	sie	P	PPER	3|Sg|Fem|Nom	22	subj	448	448
24	sich	sie	P	PRF	3|_|_	26	obja	_	_
25	zu	zu	P	PTKZU	_	26	part	_	_
26	freuen	freuen	V	VVINF	_	22	obji	_	_
27	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|Nom|Sg	3	subj	_	_
2	weiter	weiter	A	ADV	_	3	adv	_	_
3	vorging	vorgehen	V	VVFIN	3|Sg|Past|Ind	5	objc	_	_
4	,	,	$	$,	_	0	root	_	_
5	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
6	ich	ich	P	PPER	1|Sg|_|Nom	5	subj	435	435
7	nicht	nicht	P	PTKNEG	_	5	adv	_	_
8	;	;	$	$.	_	0	root	_	_
9	noch	noch	K	KON	_	0	root	_	_
10	eine	eine	A	ART	Indef|Fem|_|Sg	11	det	_	_
11	Zeitlang	Zeitlang	N	NN	Fem|_|Sg	9	cj	_	_
12	hörte	hören	V	VVFIN	1|Sg|Past|_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	435	435
14	den	die	A	ART	Def|Masc|Acc|Sg	15	det	_	_
15	Gesang	Gesang	N	NN	Masc|Acc|Sg	12	obja	_	_
16	wie	wie	K	KOKOM	_	12	kom	_	_
17	aus	aus	P	APPR	Dat	16	cj	_	_
18	weiter	weit	A	ADJA	Pos|Fem|Dat|Sg|St|	19	attr	_	_
19	Ferne	Ferne	N	NN	Fem|Dat|Sg	17	pn	_	_
20	:	\:	$	$.	_	0	root	_	_

1	-	-	$	$(	_	0	root	_	_
2	dann	dann	A	ADV	_	3	adv	_	_
3	vergingen	vergehen	V	VVFIN	3|Pl|Past|_	0	root	_	_
4	mir	ich	P	PPER	1|Sg|_|Dat	3	objd	435	435
5	die	die	A	ART	Def|Masc|Nom|Pl	6	det	_	_
6	Sinne	Sinn	N	NN	Masc|Nom|Pl	3	subj	_	_
7	;	;	$	$.	_	0	root	_	_
8	-	-	$	$(	_	0	root	_	_
9	das	die	P	PDS	Neut|Nom|Sg	10	subj	_	_
10	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
11	meine	meine	A	PPOSAT	Fem|Nom|Sg	12	det	435	435
12	Heimkehr	Heimkehr	N	NN	Fem|Nom|Sg	10	pred	_	_
13	aus	aus	P	APPR	Dat	12	pp	_	_
14	dem	die	A	ART	Def|Masc|Dat|Sg	15	det	_	_
15	Franzosenkrieg	Franzosenkrieg	N	NN	Masc|Dat|Sg	13	pn	_	_
16	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	435	435
2	erwachte	erwachen	V	VVFIN	1|Sg|Past|_	0	root	_	_
3	am	an	P	APPRART	Dat	2	pp	_	_
4	Abend	Abend	N	NN	Masc|Dat|Sg	3	pn	532	532
5	in	in	P	APPR	Dat	2	pp	_	_
6	meinem	meine	A	PPOSAT	Neut|Dat|Sg	8	det	435	435
7	eigenen	eigen	A	ADJA	Pos|Neut|Dat|Sg|Wk|	8	attr	450	450
8	Häuschen	Häuschen	N	NN	Neut|Dat|Sg	5	pn	450	450
9	,	,	$	$,	_	0	root	450	450
10	das	die	P	PRELS	Neut|_|Sg	12	obja	450	450
11	ich	ich	P	PPER	1|Sg|_|Nom	13	subj	435	435
12	vermietet	vermieten	V	VVPP	_	13	aux	_	_
13	hatte	haben	V	VAFIN	1|Sg|Past|Ind	8	rel	_	_
14	,	,	$	$,	_	0	root	_	_
15	und	und	K	KON	_	13	kon	_	_
16	die	die	A	ART	Def|Fem|Nom|Sg	18	det	451	451
17	alte	alt	A	ADJA	Pos|Fem|Nom|Sg|_|	18	attr	451	451
18	Frau	Frau	N	NN	Fem|Nom|Sg	25	subj	451	451
19	,	,	$	$,	_	0	root	451	451
20	die	die	P	PRELS	Fem|Nom|Sg	23	subj	451	451
21	damals	damals	A	ADV	_	23	adv	_	_
22	drinnen	drinnen	A	ADV	_	23	adv	_	_
23	wohnte	wohnen	V	VVFIN	3|Sg|Past|_	18	rel	_	_
24	,	,	$	$,	_	0	root	_	_
25	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	15	cj	_	_
26	neben	neben	P	APPR	Dat	25	pp	_	_
27	mir	ich	P	PPER	1|Sg|_|Dat	26	pn	435	435
28	.	.	$	$.	_	0	root	_	_

1	Glaubte	glauben	V	VVFIN	1|Sg|Past|_	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	subj	435	435
3	geträumt	träumen	V	VVPP	_	5	aux	_	_
4	zu	zu	P	PTKZU	_	5	part	_	_
5	haben	haben	V	VAINF	_	1	obji	_	_
6	-	-	$	$(	_	0	root	_	_
7	einen	eine	A	ART	Indef|Masc|Acc|Sg	11	det	_	_
8	bösen	bös	A	ADJA	Pos|Masc|Acc|Sg|_|	11	attr	_	_
9	,	,	$	$,	_	0	root	_	_
10	bösen	bös	A	ADJA	Pos|_|Acc|_|_|	8	kon	_	_
11	Traum	Traum	N	NN	Masc|Acc|Sg	0	root	_	_
12	;	;	$	$.	_	0	root	_	_
13	besann	besinnen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
14	mich	ich	P	PPER	1|Sg|_|Acc	13	obja	435	435
15	erst	erst	A	ADV	_	13	adv	_	_
16	allmählich	allmählich	A	ADJD	Pos|	13	adv	_	_
17	wieder	wieder	A	ADV	_	13	adv	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	13	kon	_	_
20	fügte	fügen	V	VVFIN	_|Sg|Past|_	19	cj	_	_
21	es	es	P	PPER	3|Sg|Neut|_	20	obja	_	_
22	Gott	Gott	N	NN	Masc|Dat|Sg	20	objd	176	176
23	,	,	$	$,	_	0	root	_	_
24	daß	daß	K	KOUS	_	27	konj	_	_
25	ich	ich	P	PPER	1|Sg|_|Nom	27	subj	435	435
26	weinen	weinen	V	VVINF	_	27	aux	_	_
27	konnte	können	V	VMFIN	1|Sg|Past|Ind	20	subjc	_	_
28	.	.	$	$.	_	0	root	_	_

1	Erzählte	erzählen	V	VVFIN	3|Sg|Past|_	28	neb	_	_
2	mir	ich	P	PPER	1|Sg|_|Dat	1	objd	435	435
3	die	die	A	ART	Def|Fem|Nom|Sg	5	det	_	_
4	gute	gut	A	ADJA	Pos|Fem|Nom|Sg|_|	5	attr	_	_
5	Frau	Frau	N	NN	Fem|Nom|Sg	1	subj	_	_
6	den	die	A	ART	Def|Masc|Acc|Sg	7	det	_	_
7	Eingang	Eingang	N	NN	Masc|Acc|Sg	1	obja	_	_
8	und	und	K	KON	_	7	kon	_	_
9	Ausgang	Ausgang	N	NN	_|Acc|Sg	8	cj	_	_
10	des	die	A	ART	Def|Neut|Gen|Sg	11	det	452	452
11	Leidens	Leiden	N	NN	Neut|Gen|Sg	7	gmod	452	452
12	,	,	$	$,	_	0	root	_	_
13	und	und	K	KON	_	1	kon	_	_
14	schaute	schauen	V	VVFIN	1|Sg|Past|_	13	cj	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	14	subj	435	435
16	nach	nach	P	APPR	Dat	14	pp	_	_
17	meinen	meine	A	PPOSAT	Fem|Dat|Pl	18	det	435	435
18	Pistolen	Pistole	N	NN	Fem|Dat|Pl	16	pn	_	_
19	,	,	$	$,	_	0	root	_	_
20	den	die	A	ART	Def|Masc|_|_	22	det	453	453
21	bübischen	bübisch	A	ADJA	Pos|Masc|_|_|_|	22	attr	453	453
22	Grafen	Graf	N	NN	Masc|_|_	23	obja	453	453
23	hinzuschicken	hinzuschicken	V	VVFIN	_|Pl|Pres|_	14	kon	_	_
24	vor	vor	P	APPR	_	23	pp	_	_
25	Gottes	Gott	N	NN	Masc|Gen|Sg	26	gmod	176	176
26	Richterstuhl	Richterstuhl	N	NN	Masc|_|Sg	24	pn	_	_
27	,	,	$	$,	_	0	root	_	_
28	erfuhr	erfahren	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
29	ich	ich	P	PPER	1|Sg|_|Nom	28	subj	435	435
30	aber	aber	A	ADV	_	28	adv	_	_
31	,	,	$	$,	_	0	root	_	_
32	daß	daß	K	KOUS	_	0	root	_	_
33	er	er	P	PPER	3|Sg|Masc|Nom	0	root	453	453
34	auf	auf	P	PTKVZ	_	0	root	_	_
35	und	und	K	KON	_	0	root	_	_
36	davon	davon	P	PROAV	_	37	pp	_	_
37	sei	sein	V	VAFIN	_|Sg|Pres|Subj	35	cj	_	_
38	in	in	P	APPR	Acc	37	pp	_	_
39	ferne	fern	A	ADJA	Pos|_|Acc|Pl|St|	40	attr	_	_
40	Länder	Land	N	NN	_|Acc|Pl	38	pn	_	_
41	;	;	$	$.	_	0	root	_	_
42	habe	haben	V	VAFIN	_|Sg|Pres|_	0	root	_	_
43	es	es	P	PPER	3|Sg|Neut|_	50	obja	_	_
44	ihn	er	P	PPER	3|Sg|Masc|Acc	47	obja	453	453
45	nicht	nicht	P	PTKNEG	_	47	adv	_	_
46	mehr	mehr	A	ADV	_	47	adv	_	_
47	rasten	rasten	V	VVINF	_	50	aux	_	_
48	und	und	K	KON	_	47	kon	_	_
49	ruhen	ruhen	V	VVINF	_	48	cj	_	_
50	lassen	lassen	V	VVINF	_	0	root	_	_
51	,	,	$	$,	_	0	root	_	_
52	und	und	K	KON	_	0	root	_	_
53	sei	sein	V	VAFIN	3|Sg|Pres|Subj	52	cj	_	_
54	er	er	P	PPER	3|Sg|Masc|Nom	53	subj	453	453
55	auf	auf	P	APPR	_	58	pp	_	_
56	einmal	einmal	A	ADV	_	55	adv	_	_
57	spurlos	spurlos	A	ADJD	Pos|	58	adv	_	_
58	verschwunden	verschwinden	V	VVPP	_	59	aux	_	_
59	gewesen	sein	V	VAPP	_	53	aux	_	_
60	,	,	$	$,	_	0	root	_	_
61	ohne	ohne	K	KOUI	_	67	konj	_	_
62	über	über	P	APPR	Acc	67	pp	_	_
63	sein	seine	A	PPOSAT	Neut|Acc|Sg	64	det	453	453
64	Verbleiben	Verbleiben	N	NN	Neut|Acc|Sg	62	pn	_	_
65	etwas	etwas	P	PIS	_	67	obja	_	_
66	zu	zu	P	PTKZU	_	67	part	_	_
67	hinterlassen	hinterlassen	V	VVINF	_	53	neb	_	_
68	...	...	$	$.	_	0	root	_	_
69	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Und	und	K	KON	_	0	root	_	_
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	ihn	er	P	PPER	3|Sg|Masc|Acc	7	obja	0	0
5	Gott	Gott	N	NN	Masc|Nom|Sg	3	subj	176	176
6	davor	davor	P	PROAV	_	7	pp	_	_
7	behütet	behüten	V	VVPP	_	3	aux	_	_
8	,	,	$	$,	_	0	root	_	_
9	uns	wir	P	PRF	1|Pl|Dat	14	objd	_	_
10	vor	vor	P	APPR	Acc	14	objp	_	_
11	die	die	A	ART	Def|Neut|Acc|Pl	12	det	41	41
12	Augen	Auge	N	NN	Neut|Acc|Pl	10	pn	41	41
13	zu	zu	P	PTKZU	_	14	part	_	_
14	kommen	kommen	V	VVINF	_	7	obji	_	_
15	«	«	$	$(	_	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	fiel	fallen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
18	mein	meine	A	PPOSAT	Masc|Nom|Sg	19	det	435	435
19	Oheim	Oheim	N	NN	Masc|Nom|Sg	17	subj	_	_
20	mit	mit	P	APPR	Dat	17	pp	_	_
21	abgewandtem	abgewandtem	A	ADJA	_|Neut|Dat|Sg|_	22	attr	_	_
22	Gesicht	Gesicht	N	NN	Neut|Dat|Sg	20	pn	_	_
23	ein	ein	P	PTKVZ	_	17	avz	_	_
24	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Schrieb	schreiben	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	2	subj	435	435
4	dem	die	A	ART	Def|Masc|Dat|Sg	5	det	454	454
5	Andreas	Andrea	N	NE	Masc|Dat|Sg	2	objd	454	454
6	am	an	P	APPRART	Dat	2	pp	_	_
7	andern	andern	A	ADJA	_|_|Dat|_|_	8	attr	_	_
8	Morgen	Morgen	N	NN	_|Dat|_	6	pn	_	_
9	das	die	A	ART	Def|Neut|_|Sg	10	det	_	_
10	Geschehene	geschehen	A	ADJA	Neut|_|Sg	2	obja	_	_
11	,	,	$	$,	_	0	root	_	_
12	denn	denn	K	KON	_	2	kon	_	_
13	er	er	P	PPER	3|Sg|Masc|Nom	14	subj	0	0
14	wußte	wußte	V	VVFIN	3|Sg|_|_	12	cj	_	_
15	noch	noch	A	ADV	_	14	adv	_	_
16	nichts	nichts	P	PIS	_	14	obja	_	_
17	davon	davon	P	PROAV	_	14	pp	_	_
18	;	;	$	$.	_	0	root	_	_
19	es	es	P	PPER	3|Sg|Neut|_	20	expl	_	_
20	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
21	ein	eine	A	ART	Indef|_|_|Sg	23	det	_	_
22	feiges	feig	A	ADJA	Pos|Neut|_|Sg|St|	23	attr	_	_
23	Volk	Volk	N	NN	_|Nom|Sg	20	subj	_	_
24	,	,	$	$,	_	0	root	_	_
25	so	so	A	ADV	_	26	adv	_	_
26	ihm	er	P	PPER	3|Sg|_|Dat	23	kon	0	0
27	auf	auf	P	APPR	_	26	pp	_	_
28	vier	vier	C	CARD	_	29	attr	_	_
29	Meilen	Meile	N	NN	Fem|_|Pl	27	pn	_	_
30	Weges	Weg	N	NN	Masc|Gen|Sg	23	gmod	455	455
31	nichts	nichts	P	PIS	_|Nom|_	20	pred	_	_
32	vermeldet	vermelden	V	VVPP	_	33	aux	_	_
33	hatte	haben	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
34	.	.	$	$.	_	0	root	_	_
35	«	«	$	$(	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	456	456
2	Kranke	Kranke	N	NN	Masc|Nom|Sg	5	subj	456	456
3	im	in	P	APPRART	Dat	2	pp	456	456
4	Bett	Bett	N	NN	Neut|Dat|Sg	3	pn	456	456
5	stöhnte	stöhnen	V	VVFIN	3|Sg|Past|_	0	root	664)	664)
6	,	,	$	$,	_	0	root	664)	664)
7	als	als	K	KOKOM	_	0	root	664)	664)
8	ob	ob	K	KOUS	_	12	konj	664)	664)
9	ihm	er	P	PPER	3|Sg|_|Dat	12	objd	456	456
10	das	die	A	ART	Def|Neut|Nom|Sg	11	det	201	201
11	Herz	Herz	N	NN	Neut|Nom|Sg	12	subj	201	201
12	zerbreche	zerbrechen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
13	,	,	$	$,	_	0	root	_	_
14	während	während	K	KOUS	_	19	konj	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	19	subj	435	435
16	schwindelnd	schwindeln	A	ADJD	_|<PPRES	19	adv	_	_
17	und	und	K	KON	_	16	kon	_	_
18	wortlos	wortlos	A	ADJD	Pos|	17	cj	_	_
19	dasaß	dasitzen	V	VVFIN	1|Sg|Past|Ind	12	neb	_	_
20	...	...	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Verkauften	verkaufen	V	VVFIN	1|Pl|Past|_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	2	subj	457	457
4	unsere	unsre	A	PPOSAT	Fem|_|Pl	5	det	457	457
5	Liegenschaften	Liegenschaft	N	NN	Fem|_|Pl	2	obja	_	_
6	und	und	K	KON	_	0	root	_	_
7	brachten	bringen	V	VVFIN	1|Pl|Past|Ind	0	root	_	_
8	wir	wir	P	PPER	1|Pl|_|Nom	7	subj	457	457
9	die	die	A	ART	Def|_|Acc|_	10	det	426	426
10	Luise	Luise	N	NN	_|Acc|_	7	obja	426	426
11	und	und	K	KON	_	10	kon	_	_
12	dich	du	P	PPER	2|Sg|_|Acc	11	cj	_	_
13	,	,	$	$,	_	0	root	_	_
14	Franz	Franz	N	NE	_|Acc|Sg	12	kon	183	183
15	,	,	$	$,	_	0	root	183	183
16	ihr	ihre	A	PPOSAT	Neut|Acc|Sg	18	det	426	426
17	kleines	klein	A	ADJA	Pos|Neut|Acc|Sg|St|	18	attr	_	_
18	Kind	Kind	N	NN	Neut|Acc|Sg	14	kon	_	_
19	,	,	$	$,	_	0	root	_	_
20	hierher	hierher	A	ADV	_	7	adv	_	_
21	in	in	P	APPR	Acc	7	objp	_	_
22	den	die	A	ART	Def|Masc|Acc|Sg	24	det	_	_
23	grünen	grün	A	ADJA	Pos|Masc|Acc|Sg|_|	24	attr	_	_
24	Wald	Wald	N	NN	Masc|Acc|Sg	21	pn	_	_
25	,	,	$	$,	_	0	root	_	_
26	allwo	allwo	V	VVFIN	_	7	kon	_	_
27	uns	wir	P	PPER	1|Pl|_|_	26	obja	457	457
28	des	die	A	ART	Def|_|Gen|Sg	29	det	463	463
29	Fürsten	Fürst	N	NN	Fem|Gen|Sg	0	root	463	463
30	Durchlaucht	Durchlaucht	N	NN	Fem|Gen|Sg	29	app	463	463
31	einen	eine	A	ART	Indef|Masc|Acc|Sg	32	det	_	_
32	Unterschlupf	Unterschlupf	N	NN	Masc|Acc|Sg	33	obja	_	_
33	gab	geben	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
34	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	426	426
2	Luise	Luise	N	NE	Fem|Nom|Sg	3	subj	426	426
3	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
4	immer	immer	A	ADV	_	5	adv	_	_
5	still	still	A	ADJD	Pos|	3	pred	_	_
6	vor	vor	P	APPR	_	3	pp	_	_
7	sich	sie	P	PRF	3|_|_	6	pn	_	_
8	hin	hin	A	APZR	_	6	part	_	_
9	und	und	K	KON	_	3	kon	_	_
10	ward	ward	V	VAFIN	_	9	cj	_	_
11	immer	immer	A	ADV	_	12	adv	_	_
12	stiller	still	A	ADJD	Comp|	10	adv	_	_
13	;	;	$	$.	_	0	root	_	_
14	sie	sie	P	PPER	3|Sg|Fem|Nom	15	subj	426	426
15	sang	singen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
16	nicht	nicht	P	PTKNEG	_	15	adv	_	_
17	mehr	mehr	A	ADV	_	16	adv	_	_
18	ihre	ihre	A	PPOSAT	Masc|_|Pl	20	det	426	426
19	alten	alt	A	ADJA	Pos|Masc|_|Pl|Wk|	20	attr	_	_
20	Liederverse	Liedervers	N	NN	Masc|_|Pl	15	obja	_	_
21	und	und	K	KON	_	15	kon	_	_
22	saß	sitzen	V	VVFIN	_|Sg|Past|Ind	21	cj	_	_
23	am	am	P	PTKA	_	24	adv	_	_
24	liebsten	liebsten	A	ADJD	_	22	adv	_	_
25	in	in	P	APPR	Dat	22	pp	_	_
26	der	die	A	ART	Def|Fem|Dat|Sg	27	det	432	432
27	Sonne	Sonne	N	NN	Fem|Dat|Sg	25	pn	432	432
28	und	und	K	KON	_	22	kon	_	_
29	hielt	halten	V	VVFIN	_|Sg|Past|Ind	28	cj	_	_
30	ihre	ihre	A	PPOSAT	Masc|_|Pl	33	det	432	432
31	armen	arm	A	ADJA	Pos|Masc|_|Pl|Wk|	33	attr	1112	1112
32	magere	mager	A	ADJA	Pos|Masc|_|Pl|St|	33	attr	1112	1112
33	Finger	Finger	N	NN	Masc|_|Pl	29	obja	1112	1112
34	gegen	gegen	P	APPR	Acc	29	pp	_	_
35	das	die	A	ART	Def|Neut|Acc|Sg	36	det	458	458
36	Sonnenlicht	Sonnenlicht	N	NN	Neut|Acc|Sg	34	pn	458	458
37	.	.	$	$.	_	0	root	_	_

1	Dann	dann	A	ADV	_	2	adv	_	_
2	lachte	lachen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	426	426
4	wohl	wohl	A	ADV	_	2	adv	_	_
5	und	und	K	KON	_	2	kon	_	_
6	sagte	sagen	V	VVFIN	_|Sg|Past|_	5	cj	_	_
7	:	\:	$	$.	_	0	root	_	_

1	›	›	N	NE	_|Nom|Sg	12	subj	459	459
2	Noch	noch	A	ADV	_	12	adv	_	_
3	immer	immer	A	ADV	_	6	adv	_	_
4	-	-	$	$(	_	0	root	_	_
5	noch	noch	A	ADV	_	6	adv	_	_
6	immer	immer	A	ADV	_	12	adv	_	_
7	-	-	$	$(	_	0	root	_	_
8	wie	wie	P	PWAV	_	10	adv	_	_
9	es	es	P	PPER	3|Sg|Neut|Nom	10	subj	_	_
10	rinnt	rinnen	V	VVFIN	3|Sg|Pres|Ind	12	objc	_	_
11	,	,	$	$,	_	0	root	_	_
12	rinnt	rinnen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
13	!	!	$	$.	_	0	root	_	_
14	‹	‹	F	FM	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	eines	eine	A	ART	Indef|Masc|Gen|Sg	3	det	833	833
3	Morgens	Morgen	N	NN	Masc|Gen|Sg	1	cj	833	833
4	-	-	$	$(	_	0	root	833	833
5	-	-	$	$(	_	3	par	833	833
6	-	-	$	$(	_	0	root	_	_
7	ja	ja	P	PTKANT	_	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	wie	wie	P	PWAV	_	10	adv	_	_
10	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
11	'	'	$	$(	_	0	root	_	_
12	s	s	P	PPER	_|Sg|_|Nom	10	subj	0	0
13	denn	denn	A	ADV	_	10	adv	_	_
14	,	,	$	$,	_	0	root	_	_
15	was	was	P	PRELS	Neut|_|Sg	25	obja	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	25	subj	461	461
17	einmal	einmal	A	ADV	_	25	adv	_	_
18	im	in	P	APPRART	Dat	25	pp	_	_
19	Franzosenland	Franzosenland	N	NN	Neut|Dat|Sg	18	pn	460	460
20	von	von	P	APPR	Dat	25	pp	_	_
21	einem	eine	P	PIS	_|Dat|Sg	20	pn	_	_
22	den	die	A	ART	Def|Masc|Dat|Pl	23	det	_	_
23	Offizieren	Offizier	N	NN	Masc|Dat|Pl	25	objd	_	_
24	vorlesen	vorlesen	V	VVINF	_	25	obji	_	_
25	hörte	hören	V	VVFIN	1|Sg|Past|_	10	objc	_	_
26	,	,	$	$,	_	0	root	_	_
27	als	als	K	KOUS	_	33	konj	_	_
28	ich	ich	P	PPER	1|Sg|_|Nom	33	subj	461	461
29	Wache	Wache	N	NN	Fem|Dat|Sg	33	objd	_	_
30	vor	vor	P	APPR	Dat	29	pp	_	_
31	dem	die	A	ART	Def|Neut|Dat|Sg	32	det	_	_
32	Zelt	Zelt	N	NN	Neut|Dat|Sg	30	pn	_	_
33	stand	stehen	V	VVFIN	1|Sg|Past|Ind	25	neb	_	_
34	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	461	461
2	glaube	glauben	V	VVFIN	1|Sg|Pres|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	Herr	Herr	N	NN	Masc|_|Sg	0	root	1490	1490
5	Goethe	Goethe	N	NE	Masc|_|Sg	4	app	1490	1490
6	oder	oder	K	KON	_	0	root	_	_
7	so	so	A	ADV	_	8	adv	_	_
8	nannten	nennen	V	VVFIN	3|Pl|Past|Ind	6	cj	_	_
9	sie	sie	P	PPER	3|Pl|_|Nom	8	subj	_	_
10	ihn	er	P	PPER	3|Sg|Masc|Acc	8	obja	0	0
11	,	,	$	$,	_	0	root	_	_
12	der	die	P	PRELS	Masc|Nom|Sg	14	subj	0	0
13	es	es	P	PPER	3|Sg|Neut|_	14	obja	_	_
14	las	lesen	V	VVFIN	3|Sg|Past|Ind	5	rel	_	_
15	(	(	$	$(	_	0	root	_	_
16	er	er	P	PPER	3|Sg|Masc|Nom	17	subj	0	0
17	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	14	par	_	_
18	mit	mit	P	APPR	Dat	17	pp	_	_
19	des	die	A	ART	Def|Masc|Gen|Sg	20	det	462	462
20	Herzogs	Herzog	N	NN	Masc|Gen|Sg	18	pn	462	462
21	Durchlaucht	Durchlaucht	N	NN	Fem|_|Sg	17	obja	463	463
22	)	)	$	$(	_	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	und	und	K	KON	_	14	kon	_	_
25	es	es	P	PPER	3|Sg|Neut|Nom	26	subj	_	_
26	handelte	handeln	V	VVFIN	3|Sg|Past|_	24	cj	_	_
27	von	von	P	APPR	_	8	pp	_	_
28	einer	eine	A	ART	Indef|Fem|_|Sg	30	det	464	464
29	dänischen	dänisch	A	ADJA	Pos|Fem|_|Sg|Wk|	30	attr	464	464
30	Prinzessin	Prinzessin	N	NN	Fem|_|Sg	27	pn	464	464
31	,	,	$	$,	_	0	root	464	464
32	die	die	P	PRELS	Fem|Nom|Sg	34	subj	464	464
33	wahnsinnig	wahnsinnig	A	ADJD	Pos|	34	pred	_	_
34	wurde	werden	V	VAFIN	3|Sg|Past|Ind	30	rel	_	_
35	,	,	$	$,	_	0	root	_	_
36	weil	weil	K	KOUS	_	42	konj	_	_
37	ihr	ihre	A	PPOSAT	Masc|Nom|Sg	38	det	464	464
38	Liebster	Liebster	N	NN	Masc|Nom|Sg	42	subj	_	_
39	sich	sie	P	PRF	3|_|_	41	obja	_	_
40	wahnsinnig	wahnsinnig	A	ADJD	Pos|	41	adv	_	_
41	gestellt	stellen	V	VVPP	_	42	aux	_	_
42	hatte	haben	V	VAFIN	3|Sg|Past|Ind	34	neb	_	_
43	...	...	$	$.	_	0	root	_	_
44	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Bleib	Bleib	N	NE	_	10	vok	_	_
3	bei	bei	P	APPR	Dat	2	pp	_	_
4	der	die	A	ART	Def|Fem|Dat|Sg	5	det	1233	1233
5	Stange	Stange	N	NN	Fem|Dat|Sg	3	pn	1233	1233
6	,	,	$	$,	_	0	root	1233	1233
7	Burchhard	Burchhard	N	NE	Fem|Dat|Sg	5	app	1233	1233
8	«	«	$	$(	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	rief	rufen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
11	mein	meine	A	PPOSAT	Masc|Nom|Sg	12	det	461	461
12	Oheim	Oheim	N	NN	Masc|Nom|Sg	10	subj	_	_
13	plötzlich	plötzlich	A	ADJD	Pos|	10	adv	_	_
14	,	,	$	$,	_	0	root	_	_
15	sich	sie	P	PRF	3|_|_	16	obja	_	_
16	aufrichtend	aufrichten	A	ADJD	_|<PPRES	0	root	_	_
17	,	,	$	$,	_	0	root	_	_
18	-	-	$	$(	_	0	root	_	_
19	»	»	$	$(	_	0	root	_	_
20	eines	eine	A	ART	Indef|Masc|Gen|Sg	21	det	_	_
21	Morgens	Morgen	N	NN	Masc|Gen|Sg	22	zeit	_	_
22	lag	liegen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
23	sie	sie	P	PPER	3|Sg|Fem|Nom	22	subj	464	464
24	am	an	P	APPRART	Dat	22	objp	_	_
25	Rande	Rand	N	NN	_|Dat|Sg	24	pn	_	_
26	des	die	A	ART	Def|Masc|Gen|Sg	27	det	_	_
27	Hungerteiches	Hungerteich	N	NN	Masc|Gen|Sg	25	gmod	_	_
28	ertrunken	ertrinken	V	VVPP	_	22	neb	_	_
29	im	in	P	APPRART	Dat	28	pp	_	_
30	Wasser	Wasser	N	NN	Neut|Dat|Sg	29	pn	819	819
31	!	!	$	$.	_	0	root	_	_
32	«	«	$	$(	_	0	root	_	_

1	Laut	laut	P	APPR	Dat	3	pp	_	_
