1	Na	Na	I	ITJ	_	0	root	_	_
5	recht	recht	A	ADJD	Pos|	3	pred	_	_
6	,	,	$	$,	_	0	root	_	_
7	Herr	Herr	N	NN	Masc|_|Sg	3	vok	38	38
8	Eduard	Eduard	N	NE	Masc|_|Sg	7	app	38	38
9	.	.	$	$.	_	0	root	_	_

1	Die	die	A	ART	Def|Masc|Nom|Pl	2	det	60	60
2	Herren	Herr	N	NN	Masc|Nom|Pl	3	subj	60	60
3	müssen	müssen	V	VMFIN	3|Pl|Pres|_	0	root	_	_
4	mich	ich	P	PRF	1|Sg|Acc	9	obja	_	_
5	wirklich	wirklich	A	ADJD	Pos|	9	adv	_	_
6	für	für	P	APPR	Acc	9	pp	_	_
7	einige	einige	A	PIAT	Masc|Acc|Pl	8	det	_	_
8	Augenblicke	Augenblick	N	NN	Masc|Acc|Pl	6	pn	_	_
9	entschuldigen	entschuldigen	V	VVINF	_	3	aux	_	_
10	.	.	$	$.	_	0	root	_	_

1	Sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	_
2	nur	nur	A	ADV	_	1	adv	_	_
3	ruhig	ruhig	A	ADJD	Pos|	1	pred	_	_
4	,	,	$	$,	_	0	root	_	_
5	Schaumann	Schaumann	N	NE	_|_|Sg	0	root	198	198
6	,	,	$	$,	_	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	8	subj	509	509
8	weiß	wissen	V	VVFIN	1|Sg|Pres|Ind	0	root	_	_
9	schon	schon	A	ADV	_	8	adv	_	_
10	!	!	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_

1	Sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	510	510
2	entschlüpfte	entschlüpfen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	und	und	K	KON	_	0	root	_	_
5	ein	eine	A	ART	Indef|Neut|_|Sg	6	det	507	507
6	Weib	Weib	N	NN	Neut|_|Sg	4	cj	507	507
7	,	,	$	$,	_	0	root	_	_
8	das	die	P	PRELS	Neut|_|Sg	0	root	507	507
9	von	von	P	APPR	Dat	0	root	_	_
10	einem	eine	A	ART	Indef|Masc|Dat|Sg	12	det	_	_
11	alten	alt	A	ADJA	Pos|Masc|Dat|Sg|Wk|	12	attr	_	_
12	Mörder	Mörder	N	NN	Masc|Dat|Sg	9	pn	_	_
13	,	,	$	$,	_	0	root	_	_
14	von	von	P	APPR	_	17	pp	_	_
15	Kienbaums	Kienbaums	N	NE	_|_|_	14	pn	508	508
16	Mörder	Mörder	N	NN	Masc|Nom|Sg	17	subj	_	_
17	abstammte	abstammen	V	VVFIN	3|Sg|Past|_	0	root	_	_
18	und	und	K	KON	_	17	kon	_	_
19	eben	eben	A	ADV	_	23	adv	_	_
20	ebenfalls	ebenfalls	A	ADV	_	23	adv	_	_
21	mit	mit	P	APPR	Dat	23	objp	_	_
22	Mordgedanken	Mordgedanke	N	NN	Masc|Dat|_	21	pn	_	_
23	umging	umgehen	V	VVFIN	_|Sg|Past|Ind	18	cj	_	_
24	,	,	$	$,	_	0	root	_	_
25	konnte	können	V	VMFIN	_|Sg|Past|Ind	0	root	_	_
26	wahrlich	wahrlich	A	ADV	_	35	adv	_	_
27	dabei	dabei	P	PROAV	_	35	pp	_	_
28	nicht	nicht	P	PTKNEG	_	35	adv	_	_
29	lieber	lieb	A	ADJD	Comp|	35	adv	_	_
30	und	und	K	KON	_	29	kon	_	_
31	gutmütiger	gutmütig	A	ADJA	Pos|_|_|_|St|	30	cj	_	_
32	und	und	K	KON	_	31	kon	_	_
33	behaglicher	behaglich	A	ADJA	Pos|_|_|_|St|	32	cj	_	_
34	mir	ich	P	PRF	1|Sg|Dat	35	objd	_	_
35	zunicken	zunicken	V	VVINF	_	25	aux	_	_
36	und	und	K	KON	_	0	root	_	_
37	mir	ich	P	PPER	1|Sg|_|Dat	42	objd	509	509
38	ihre	ihre	A	PPOSAT	Fem|_|Sg	39	det	508	508
39	Freude	Freude	N	NN	Fem|_|Sg	42	obja	_	_
40	darob	darob	A	ADJD	_	42	adv	_	_
41	zu	zu	P	PTKZU	_	42	part	_	_
42	erkennen	erkennen	V	VVINF	_	36	cj	_	_
43	geben	geben	V	VVINF	_	0	root	_	_
44	,	,	$	$,	_	0	root	_	_
45	daß	daß	K	KOUS	_	53	konj	_	_
46	sie	sie	P	PPER	3|Sg|Fem|Nom	53	subj	510	510
47	mich	ich	P	PPER	1|Sg|_|Acc	52	obja	509	509
48	heute	heute	A	ADV	_	52	adv	_	_
49	mittag	mittag	A	ADV	_	52	adv	_	_
50	bei	bei	P	APPR	Dat	52	pp	_	_
51	Tisch	Tisch	N	NN	Masc|Dat|Sg	50	pn	504	504
52	haben	haben	V	VAINF	_	53	aux	_	_
53	werde	werden	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
54	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	es	es	P	PPER	3|Sg|Neut|_	3	expl	_	_
3	lag	liegen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
4	auch	auch	A	ADV	_	3	adv	_	_
5	eine	eine	A	ART	Indef|Fem|Nom|Sg	6	det	512	512
6	Welt	Welt	N	NN	Fem|Nom|Sg	3	subj	512	512
7	voll	voll	P	APPR	Dat	3	pp	_	_
8	Vertrauen	Vertrauen	N	NN	Neut|Dat|Sg	7	pn	1131	1131
9	in	in	P	APPR	Dat	3	objp	_	_
10	der	die	A	ART	Def|Fem|Dat|Sg	11	det	511	511
11	Rauchwolke	Rauchwolke	N	NN	Fem|Dat|Sg	9	pn	511	511
12	,	,	$	$,	_	0	root	511	511
13	die	die	P	PRELS	Fem|_|Sg	20	obja	511	511
14	ihr	ihr	P	PPER	3|Sg|Fem|Dat	20	objd	512	512
15	der	die	A	ART	Def|Masc|Nom|Sg	16	det	506	506
16	Gatte	Gatte	N	NN	Masc|Nom|Sg	20	subj	506	506
17	aus	aus	P	APPR	Dat	20	pp	_	_
18	seiner	seine	A	PPOSAT	Fem|Dat|Sg	19	det	506	506
19	Pfeife	Pfeife	N	NN	Fem|Dat|Sg	17	pn	_	_
20	nachblies	nachblasen	V	VVFIN	3|Sg|Past|Ind	11	rel	_	_
21	mit	mit	P	APPR	Dat	20	pp	_	_
22	den	die	A	ART	Def|Neut|Dat|Pl	23	det	233	233
23	Worten	Wort	N	NN	Neut|Dat|Pl	21	pn	233	233
24	:	\:	$	$.	_	0	root	_	_
25	»	»	$	$(	_	0	root	_	_
26	Alte	Alt	N	NN	_|_|_	0	root	1054	1054
27	-	-	$	$(	_	0	root	_	_
28	Achtung	Achtung	N	NN	Fem|_|Sg	0	root	_	_
29	!	!	$	$.	_	0	root	_	_

1	Das	die	A	ART	Def|Neut|Nom|Sg	2	det	42	42
2	Afrika	Afrika	N	NE	Neut|Nom|Sg	3	subj	42	42
3	verwöhnt	verwöhnen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
4	seine	seine	A	PPOSAT	_|_|Pl	5	det	42	42
5	Leute	Leute	N	NN	_|_|Pl	3	obja	_	_
6	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	6	det	_	_
2	in	in	P	APPR	Dat	5	pp	_	_
3	der	die	A	ART	Def|Fem|Dat|Sg	4	det	_	_
4	Asche	Asch	N	NN	Fem|Dat|Sg	2	pn	_	_
5	gebratener	gebraten	A	ADJA	Pos|Masc|Nom|Sg|St|	6	attr	_	_
6	Elefantenfuß	Elefantenfuß	N	NN	Masc|Nom|Sg	7	subj	_	_
7	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
8	keine	keine	A	PIAT	Fem|Nom|Sg	9	det	_	_
9	Kleinigkeit	Kleinigkeit	N	NN	Fem|Nom|Sg	10	pred	_	_
10	sein	sein	V	VAINF	_	7	aux	_	_
11	.	.	$	$.	_	0	root	_	_

1	Tinchen	Tinchen	N	NE	_	4	vok	320	320
2	,	,	$	$,	_	0	root	_	_
3	das	die	P	PDS	Neut|Nom|Sg	4	subj	_	_
4	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
5	doch	doch	A	ADV	_	4	adv	_	_
6	endlich	endlich	A	ADJD	Pos|	4	adv	_	_
7	ein	eine	A	ART	Indef|Masc|Nom|Sg	11	det	_	_
8	wahrer	wahr	A	ADJA	Pos|Masc|Nom|Sg|St|	11	attr	_	_
9	,	,	$	$,	_	0	root	_	_
10	guter	gut	A	ADJA	Pos|Masc|Nom|Sg|St|	8	kon	_	_
11	Ruf	Ruf	N	NN	Masc|Nom|Sg	4	pred	_	_
12	,	,	$	$,	_	0	root	_	_
13	wenn	wenn	K	KOUS	_	0	root	_	_
14	dieser	diese	A	PDAT	_|_|_	0	root	_	_
15	fremde	fremd	A	ADJA	Pos|_|_|_|_|	0	root	_	_
16	Herr	Herr	N	NN	Masc|Dat|Sg	30	objd	_	_
17	daheim	daheim	A	ADV	_	16	adv	_	_
18	,	,	$	$,	_	0	root	_	_
19	zu	zu	P	APPR	Dat	30	pp	_	_
20	Hause	Haus	N	NN	Neut|Dat|Sg	19	pn	96	96
21	,	,	$	$,	_	0	root	_	_
22	bei	bei	P	APPR	Dat	30	pp	_	_
23	sich	sie	P	PRF	3|_|Dat	22	pn	_	_
24	,	,	$	$,	_	0	root	_	_
25	von	von	P	APPR	Dat	30	pp	_	_
26	uns	wir	P	PPER	1|Pl|_|Dat	25	pn	_	_
27	beiden	beide	P	PIS	_|Dat|Pl	26	app	_	_
28	mit	mit	P	APPR	Dat	30	pp	_	_
29	Vergnügen	Vergnügen	N	NN	Neut|Dat|_	28	pn	206	206
30	erzählen	erzählen	V	VVINF	_	0	root	_	_
31	-	-	$	$(	_	0	root	_	_
32	müßte	müssen	V	VMFIN	_|Sg|Past|Subj	0	root	_	_
33	!	!	$	$.	_	0	root	_	_
34	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Welch	Welch	N	NE	_	0	root	_	_
3	eine	eine	A	ART	Indef|Fem|_|Sg	6	det	_	_
4	wirklich	wirklich	A	ADJD	Pos|	5	adv	_	_
5	liebe	lieb	A	ADJA	Pos|Fem|_|Sg|_|	6	attr	_	_
6	Frau	Frau	N	NN	Fem|_|Sg	0	root	_	_
7	«	«	$	$(	_	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	sagte	sagen	V	VVFIN	1|Sg|Past|_	0	root	_	_
10	ich	ich	P	PPER	1|Sg|_|Nom	9	subj	4	4
11	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Nicht	nicht	P	PTKNEG	_	3	adv	_	_
3	wahr	wahr	A	ADJD	Pos|	0	root	_	_
4	?	?	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
7	Stopfkuchen	Stopfkuchen	N	NN	Masc|Nom|Sg	6	subj	156	156
8	und	und	K	KON	_	6	kon	_	_
9	fügte	fügen	V	VVFIN	_|Sg|Past|_	8	cj	_	_
10	hinzu	hinzu	P	PTKVZ	_	9	avz	_	_
11	:	\:	$	$.	_	0	root	_	_
12	»	»	$	$(	_	0	root	_	_
13	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
14	-	-	$	$(	_	0	root	_	_
15	und	und	K	KON	_	0	root	_	_
16	wie	wie	P	PWAV	_	17	adv	_	_
17	gut	gut	A	ADJD	Pos|	18	adv	_	_
18	konserviert	konservieren	V	VVFIN	_|_|Pres|Ind	15	cj	_	_
19	?	?	$	$.	_	0	root	_	_
20	«	«	$	$(	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dann	dann	A	ADV	_	3	adv	_	_
3	saßen	sitzen	V	VVFIN	1|Pl|Past|Ind	1	cj	_	_
4	wir	wir	P	PPER	1|Pl|_|Nom	3	subj	514	514
5	einige	einige	A	PIAT	Fem|_|Sg	6	det	_	_
6	Zeit	Zeit	N	NN	Fem|_|Sg	14	zeit	_	_
7	in	in	P	APPR	Acc	14	pp	_	_
8	Nachdenken	Nachdenken	N	NN	Neut|Acc|Sg	7	pn	994	994
9	und	und	K	KON	_	8	kon	_	_
10	die	die	A	ART	Def|Fem|Acc|Sg	11	det	_	_
11	Behaglichkeit	Behaglichkeit	N	NN	Fem|Acc|Sg	9	cj	_	_
12	der	die	A	ART	Def|Fem|Gen|Sg	13	det	513	513
13	Stunde	Stunde	N	NN	Fem|Gen|Sg	11	gmod	513	513
14	versunken	versinken	V	VVPP	_	3	neb	_	_
15	und	und	K	KON	_	3	kon	_	_
16	bemerkten	bemerken	V	VVFIN	_|Pl|Past|_	15	cj	_	_
17	es	es	P	PPER	3|Sg|Neut|_	16	expl	_	_
18	währenddem	währenddem	A	ADV	_	16	adv	_	_
19	erst	erst	A	ADV	_	16	adv	_	_
20	allmählich	allmählich	A	ADJD	Pos|	16	adv	_	_
21	,	,	$	$,	_	0	root	_	_
22	daß	daß	K	KOUS	_	31	konj	_	_
23	nach	nach	A	ADV	_	31	adv	_	_
24	und	und	K	KON	_	23	kon	_	_
25	nach	nach	A	ADV	_	24	cj	_	_
26	um	um	P	APPR	Acc	31	pp	_	_
27	uns	wir	P	PPER	1|Pl|_|Acc	26	pn	514	514
28	her	her	A	APZR	_	26	part	_	_
29	eine	eine	A	ART	Indef|Fem|Nom|Sg	30	det	_	_
30	Bewegung	Bewegung	N	NN	Fem|Nom|Sg	31	subj	_	_
31	entstand	entstehen	V	VVFIN	3|Sg|Past|Ind	16	objc	_	_
32	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
2	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	nämlich	nämlich	A	ADV	_	2	adv	_	_
4	ein	eine	A	ART	Indef|Neut|Nom|Sg	5	det	_	_
5	Aufhorchen	Aufhorchen	N	NN	Neut|Nom|Sg	2	subj	_	_
6	,	,	$	$,	_	0	root	_	_
7	ein	eine	A	ART	Indef|Neut|Nom|Sg	8	det	_	_
8	Umhersehen	Umhersehen	N	NN	Neut|Nom|Sg	5	kon	_	_
9	,	,	$	$,	_	0	root	_	_
10	ein	eine	A	ART	Indef|Neut|Nom|Sg	11	det	_	_
11	Schnabelzusammenstecken	Schnabelzusammenstecken	N	NN	Neut|Nom|Sg	8	kon	_	_
12	in	in	P	APPR	Acc	11	pp	_	_
13	das	die	A	ART	Def|Neut|Acc|Sg	14	det	_	_
14	Federviehvolk	Federviehvolk	N	NN	Neut|Acc|Sg	12	pn	_	_
15	um	um	P	APPR	Acc	14	pp	_	_
16	den	die	A	ART	Def|Masc|Acc|Sg	17	det	_	_
17	Frühstückstisch	Frühstückstisch	N	NN	Masc|Acc|Sg	15	pn	_	_
18	der	die	A	ART	Def|Fem|Gen|Sg	20	det	41	41
19	roten	rot	A	ADJA	Pos|Fem|Gen|Sg|Wk|	20	attr	41	41
20	Schanze	Schanze	N	NN	Fem|Gen|Sg	17	gmod	41	41
21	-	-	$	$(	_	0	root	_	_
22	alles	alle	P	PIS	_|_|Sg	0	root	_	_
23	infolge	infolge	P	APPR	Gen	22	pp	_	_
24	eines	eine	A	ART	Indef|Neut|Gen|Sg	26	det	_	_
25	heftigen	heftig	A	ADJA	Pos|Neut|Gen|Sg|_|	26	attr	_	_
26	Gegackers	Gegacker	N	NN	Neut|Gen|Sg	23	pn	_	_
27	und	und	K	KON	_	26	kon	_	_
28	Gekreisches	Gekreisch	N	NN	Neut|Gen|Sg	27	cj	_	_
29	aus	aus	P	APPR	Dat	28	pp	_	_
30	dem	die	A	ART	Def|Masc|Dat|Sg	31	det	_	_
31	Hofraum	Hofraum	N	NN	Masc|Dat|Sg	29	pn	_	_
32	hinter	hinter	P	APPR	Dat	31	pp	_	_
33	dem	die	A	ART	Def|Neut|Dat|Sg	34	det	379	379
34	Hause	Haus	N	NN	Neut|Dat|Sg	32	pn	379	379
35	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	nicht	nicht	P	PTKNEG	_	3	adv	_	_
3	ohne	ohne	P	APPR	Acc	1	cj	_	_
4	Grund	Grund	N	NN	Masc|Acc|Sg	3	pn	272	272
5	,	,	$	$,	_	0	root	_	_
6	denn	denn	K	KON	_	0	root	_	_
7	von	von	P	APPR	_	17	pp	_	_
8	dorther	dorther	A	ADV	_	7	adv	_	_
9	über	über	P	APPR	Acc	7	kon	_	_
10	das	die	A	ART	Def|Neut|Acc|Sg	12	det	_	_
11	niedrige	niedrig	A	ADJA	Pos|Neut|Acc|Sg|Wk|	12	attr	_	_
12	Gatter	Gatter	N	NN	Neut|Acc|Sg	9	pn	_	_
13	um	um	P	APPR	Acc	12	pp	_	_
14	den	die	A	ART	Def|Masc|Acc|Sg	16	det	_	_
15	obbemeldeten	obbemeldet	A	ADJA	Pos|Masc|Acc|Sg|_|	16	attr	_	_
16	Hof	Hof	N	NN	Masc|Acc|Sg	13	pn	_	_
17	war	sein	V	VAFIN	3|Sg|Past|Ind	6	cj	_	_
18	ein	eine	A	ART	Indef|Neut|Nom|Sg	20	det	_	_
19	einzeln	einzeln	A	ADJD	Pos|	20	adv	_	_
20	Huhn	Huhn	N	NN	Neut|Nom|Sg	17	subj	_	_
21	mit	mit	P	APPR	Dat	31	pp	_	_
22	gesträubten	gesträubt	A	ADJA	Pos|_|Dat|_|_|	23	attr	_	_
23	Flügeln	Flügel	N	NN	_|Dat|_	21	pn	_	_
24	und	und	K	KON	_	23	kon	_	_
25	einigen	einige	A	PIAT	_|Dat|_	26	det	_	_
26	Federn	Feder	N	NN	_|Dat|_	24	cj	_	_
27	im	in	P	APPRART	Dat	31	pp	_	_
28	Schwanze	Schwanz	N	NN	Masc|Dat|Sg	27	pn	_	_
29	weniger	weniger	A	ADV	_	30	adv	_	_
30	gelaufen	lauft	A	ADJD	Pos|	31	adv	_	_
31	gekommen	kommen	V	VVPP	_	17	aux	_	_
32	und	und	K	KON	_	17	kon	_	_
33	hatte	haben	V	VAFIN	_|Sg|Past|Ind	32	cj	_	_
34	böse	bös	A	ADJA	Pos|Fem|_|Sg|_|	35	attr	_	_
35	Mär	Mär	N	NN	Fem|_|Sg	36	obja	_	_
36	gebracht	bringen	V	VVPP	_	33	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Was	was	P	PWS	Neut|_|Sg	3	obja	_	_
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	denn	denn	A	ADV	_	3	adv	_	_
5	das	die	A	ART	Def|Neut|Nom|Sg	6	det	330	330
6	Vieh	Vieh	N	NN	Neut|Nom|Sg	3	subj	330	330
7	?	?	$	$.	_	0	root	_	_

1	wer	wer	P	PWS	_|Nom|Sg	2	subj	_	_
2	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	denn	denn	A	ADV	_	7	adv	_	_
4	jetzt	jetzt	A	ADV	_	7	adv	_	_
5	wieder	wieder	A	ADV	_	7	adv	_	_
6	Kienbaum	Kienbaum	N	NN	_	7	obja	209	209
7	totgeschlagen	totschlagen	V	VVPP	_	2	aux	_	_
8	?	?	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	fragte	fragen	V	VVFIN	3|Sg|Past|_	0	root	_	_
11	Stopfkuchen	Stopfkuchen	N	NN	Masc|Nom|Sg	10	subj	156	156
12	,	,	$	$,	_	0	root	_	_
13	seinen	seine	A	PPOSAT	_|_|_	14	det	156	156
14	Tauben	Taube	N	NN	_|_|_	0	root	515	515
15	nachstarrend	nachstarren	A	ADJD	_|<PPRES	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	die	die	P	PRELS	_|Nom|Pl	23	subj	515	515
18	plötzlich	plötzlich	A	ADJD	Pos|	23	adv	_	_
19	von	von	P	APPR	Dat	23	pp	_	_
20	ihrem	ihre	A	PPOSAT	Masc|Dat|Sg	21	det	515	515
21	Schlage	Schlag	N	NN	Masc|Dat|Sg	19	pn	1199	1199
22	sich	sie	P	PRF	3|_|_	23	obja	_	_
23	erhoben	erheben	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
24	und	und	K	KON	_	23	kon	_	_
25	in	in	P	APPR	Dat	50	pp	_	_
26	angstvollen	angstvoll	A	ADJA	Pos|_|Dat|_|_|	27	attr	_	_
27	Kreisen	Kreis	N	NN	_|Dat|_	25	pn	_	_
28	über	über	P	APPR	Dat	50	pp	_	_
29	unsern	unsre	A	PPOSAT	Neut|Dat|Pl	30	det	517	517
30	Häuptern	Haupt	N	NN	Neut|Dat|Pl	28	pn	_	_
31	und	und	K	KON	_	28	kon	_	_
32	über	über	P	APPR	Dat	31	cj	_	_
33	den	die	A	ART	Def|Masc|Dat|Pl	35	det	_	_
34	grünen	grün	A	ADJA	Pos|Masc|Dat|Pl|_|	35	attr	_	_
35	Lindenwipfeln	Lindenwipfel	N	NN	Masc|Dat|Pl	32	pn	_	_
36	der	die	A	ART	Def|Fem|Gen|Sg	38	det	41	41
37	roten	rot	A	ADJA	Pos|Fem|Gen|Sg|Wk|	38	attr	41	41
38	Schanze	Schanze	N	NN	Fem|Gen|Sg	35	gmod	41	41
39	,	,	$	$,	_	0	root	_	_
40	allmählich	allmählich	A	ADJD	Pos|	41	adv	_	_
41	zu	zu	P	APPR	Dat	32	kon	_	_
42	silbernen	silbern	A	ADJA	Pos|Neut|Dat|_|_|	43	attr	_	_
43	Pünktchen	Pünktchen	N	NN	Neut|Dat|_	41	pn	_	_
44	im	in	P	APPRART	Dat	43	pp	_	_
45	Himmelblau	Himmelblau	N	NN	Neut|Dat|Sg	44	pn	_	_
46	werdend	werdend	N	NE	Neut|Dat|Sg	45	app	_	_
47	,	,	$	$,	_	0	root	_	_
48	sich	sie	P	PRF	3|_|_	50	obja	_	_
49	entsetzt	entsetzt	A	ADJD	Pos|	50	adv	_	_
50	umschwangen	umschwingen	V	VVFIN	_|Pl|Past|Ind	24	cj	_	_
51	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Das	die	A	ART	Def|Neut|Nom|Sg	3	det	516	516
3	Zeugs	Zeug	N	NN	Neut|Nom|Sg	4	subj	516	516
4	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	ja	ja	A	ADV	_	4	adv	_	_
6	wie	wie	K	KOKOM	_	4	kom	_	_
7	rein	rein	A	ADV	_	8	adv	_	_
8	toll	toll	A	ADJD	Pos|	6	cj	_	_
9	!	!	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_
11	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	11	subj	4	4
13	;	;	$	$.	_	0	root	_	_
14	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	4	4
15	aber	aber	A	ADV	_	14	adv	_	_
16	tat	tun	V	VVFIN	1|Sg|Past|Ind	0	root	_	_
17	natürlich	natürlich	A	ADJD	Pos|	16	adv	_	_
18	,	,	$	$,	_	0	root	_	_
19	als	als	K	KOKOM	_	0	root	_	_
20	ob	ob	K	KOUS	_	0	root	_	_
21	ich	ich	P	PPER	1|Sg|_|Nom	0	root	4	4
22	nicht	nicht	P	PTKNEG	_	27	adv	_	_
23	die	die	A	ART	Def|Fem|_|Sg	25	det	_	_
24	geringste	gering	A	ADJA	Sup|Fem|_|Sg|_|	25	attr	_	_
25	Ahnung	Ahnung	N	NN	Fem|_|Sg	27	obja	_	_
26	davon	davon	P	PROAV	_	25	pp	_	_
27	habe	haben	V	VAFIN	_|Sg|Pres|_	0	root	_	_
28	,	,	$	$,	_	0	root	_	_
29	daß	daß	K	KOUS	_	40	konj	_	_
30	der	die	A	ART	Def|Masc|Nom|Sg	32	det	_	_
31	ganze	ganz	A	ADJA	Pos|Masc|Nom|Sg|Wk|	32	attr	_	_
32	Aufruhr	Aufruhr	N	NN	Masc|Nom|Sg	40	subj	_	_
33	und	und	K	KON	_	32	kon	_	_
34	Schrecken	Schreck	N	NN	_|Nom|_	33	cj	_	_
35	der	die	A	ART	Def|Fem|Gen|Sg	36	det	252	252
36	Natur	Natur	N	NN	Fem|Gen|Sg	32	gmod	252	252
37	sich	sie	P	PRF	3|_|Dat	40	objd	_	_
38	von	von	P	APPR	Dat	40	pp	_	_
39	mir	ich	P	PPER	1|Sg|_|Dat	38	pn	4	4
40	herleite	herleiten	V	VVFIN	3|Sg|Pres|Subj	27	subjc	_	_
41	,	,	$	$,	_	0	root	_	_
42	daß	daß	K	KOUS	_	55	konj	_	_
43	meinetwegen	meinetwegen	P	PROAV	_	54	pp	_	_
44	Frau	Frau	N	NN	Fem|Nom|Sg	55	subj	300	300
45	Valentine	Valentine	N	NE	Fem|Nom|Sg	44	app	300	300
46	Stopfkuchen	Stopfkuchen	N	NN	Masc|_|_	54	obja	32	32
47	auf	auf	P	APPR	Dat	54	pp	_	_
48	der	die	A	ART	Def|Fem|Dat|Sg	50	det	41	41
49	roten	rot	A	ADJA	Pos|Fem|Dat|Sg|Wk|	50	attr	41	41
50	Schanze	Schanze	N	NN	Fem|Dat|Sg	47	pn	41	41
51	in	in	P	APPR	_	54	pp	_	_
52	der	die	A	ART	Def|Masc|Gen|Pl	53	det	1738	1738
53	Köche	Koch	N	NN	Masc|Gen|Pl	51	pn	1738	1738
54	gerufen	rufen	V	VVPP	_	55	aux	_	_
55	habe	haben	V	VAFIN	3|Sg|Pres|Subj	40	objc	_	_
56	:	\:	$	$.	_	0	root	_	_
57	»	»	$	$(	_	0	root	_	_
58	Stine	Stine	N	NE	_	0	root	520	520
59	,	,	$	$,	_	0	root	_	_
60	wir	wir	P	PPER	1|Pl|_|Nom	61	subj	517	517
61	haben	haben	V	VAFIN	1|Pl|Pres|_	0	root	_	_
62	heute	heute	A	ADV	_	61	adv	_	_
63	einen	eine	A	ART	Indef|Masc|Acc|Sg	64	det	_	_
64	Gast	Gast	N	NN	Masc|Acc|Sg	61	obja	_	_
65	und	und	K	KON	_	61	kon	_	_
66	wenn	wenn	K	KOUS	_	70	konj	_	_
67	mich	ich	P	PPER	1|Sg|_|Acc	70	obja	4	4
68	nicht	nicht	P	PTKNEG	_	70	adv	_	_
69	alles	alle	P	PIS	Neut|Nom|Sg	70	subj	_	_
70	täuscht	täuschen	V	VVFIN	3|Sg|Pres|Ind	78	neb	_	_
71	,	,	$	$,	_	0	root	_	_
72	einen	eine	P	PIS	_|Nom|Pl	78	subj	_	_
73	aus	aus	P	APPR	Dat	78	pp	_	_
74	fremden	fremd	A	ADJA	Pos|_|Dat|Pl|_|	75	attr	_	_
75	Ländern	Land	N	NN	_|Dat|Pl	73	pn	_	_
76	her	her	A	APZR	_	73	part	_	_
77	sehr	sehr	A	ADV	_	78	adv	_	_
78	verwöhnten	verwöhnen	V	VVFIN	3|Pl|Past|_	65	cj	_	_
79	.	.	$	$.	_	0	root	_	_

1	Was	was	P	PWS	Neut|_|Sg	2	obja	_	_
2	fangen	fangen	V	VVFIN	1|Pl|Pres|_	0	root	_	_
3	wir	wir	P	PPER	1|Pl|_|Nom	2	subj	517	517
4	an	an	P	PTKVZ	_	2	avz	_	_
5	?	?	$	$.	_	0	root	_	_

1	Mein	meine	A	PPOSAT	Masc|Nom|Sg	2	det	4	4
2	Mann	Mann	N	NN	Masc|Nom|Sg	3	subj	_	_
3	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
4	ihn	er	P	PPER	3|Sg|Masc|Acc	7	obja	300	300
5	zu	zu	P	APPR	Dat	7	objp	_	_
