1	Luise	Luise	N	NE	Fem|Nom|Sg	2	subj	542	542
16	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	11	kon	_	_
17	in	in	P	APPR	Dat	16	pp	_	_
18	dem	die	A	ART	Def|Masc|Dat|Sg	21	det	_	_
19	großen	groß	A	ADJA	Pos|Masc|Dat|Sg|Wk|	21	attr	_	_
20	schwarzen	schwarz	A	ADJA	Pos|Masc|Dat|Sg|Wk|	21	attr	_	_
21	Lederstuhl	Lederstuhl	N	NN	Masc|Dat|Sg	17	pn	_	_
22	an	an	P	APPR	Dat	16	pp	_	_
23	dem	die	A	ART	Def|Masc|Dat|Sg	25	det	_	_
24	mittelalterlichen	mittelalterlich	A	ADJA	Pos|Masc|Dat|Sg|Wk|	25	attr	_	_
25	Kachelofen	Kachelofen	N	NN	Masc|Dat|Sg	22	pn	_	_
26	und	und	K	KON	_	16	kon	_	_
27	sah	sehen	V	VVFIN	_|Sg|Past|Ind	26	cj	_	_
28	stumm	stumm	A	ADJD	Pos|	27	adv	_	_
29	dem	die	A	ART	Def|Masc|Dat|Sg	30	det	1426	1426
30	Greise	Greis	N	NN	Masc|Dat|Sg	27	objd	1426	1426
31	zu	zu	P	PTKVZ	_	27	avz	1426	1426
32	,	,	$	$,	_	0	root	1426	1426
33	der	die	P	PRELS	Masc|Nom|Sg	40	subj	1426	1426
34	immer	immer	A	ADV	_	35	adv	_	_
35	beweglicher	beweglich	A	ADJD	Comp|	40	pred	_	_
36	in	in	P	APPR	_	40	pp	_	_
37	seinen	seine	A	PPOSAT	Fem|_|Pl	39	det	1426	1426
38	gastfreundlichen	gastfreundlich	A	ADJA	Pos|Fem|_|Pl|_|	39	attr	_	_
39	Haushaltsverrichtungen	Haushaltsverrichtung	N	NN	Fem|_|Pl	36	pn	_	_
40	wurde	werden	V	VAFIN	3|Sg|Past|Ind	30	rel	_	_
41	.	.	$	$.	_	0	root	_	_

1	Marten	Marten	N	NE	_|Nom|Sg	3	subj	299	299
2	Marten	Marten	N	NE	_|Nom|Sg	1	app	299	299
3	rückte	rücken	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	ihm	er	P	PPER	3|Sg|_|Dat	3	objd	1426	1426
5	den	die	A	ART	Def|Masc|Acc|Sg	6	det	_	_
6	Klapptisch	Klapptisch	N	NN	Masc|Acc|Sg	3	obja	_	_
7	näher	nah	A	ADJD	Comp|	3	adv	_	_
8	an	an	P	APPR	_	3	pp	_	_
9	seinen	seine	A	PPOSAT	Masc|_|Sg	10	det	299	299
10	Sitz	Sitz	N	NN	Masc|_|Sg	8	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	er	er	P	PPER	3|Sg|Masc|Nom	13	subj	299	299
13	öffnete	öffnen	V	VVFIN	3|Sg|Past|_	3	kon	_	_
14	einen	eine	A	ART	Indef|Masc|Acc|Sg	20	det	_	_
15	tief	tief	A	ADJD	Pos|	16	adv	_	_
16	in	in	P	APPR	Acc	19	pp	_	_
17	das	die	A	ART	Def|Neut|Acc|Sg	18	det	_	_
18	Mauerwerk	Mauerwerk	N	NN	Neut|Acc|Sg	16	pn	_	_
19	eingelassenen	eingelassen	A	ADJA	Pos|Masc|Acc|Sg|_|	20	attr	_	_
20	Wandschrank	Wandschrank	N	NN	Masc|Acc|Sg	13	obja	_	_
21	und	und	K	KON	_	13	kon	_	_
22	brachte	bringen	V	VVFIN	_|Sg|Past|Ind	21	cj	_	_
23	ein	eine	A	ART	Indef|Neut|Acc|Sg	25	det	_	_
24	schwarzes	schwarz	A	ADJA	Pos|Neut|Acc|Sg|St|	25	attr	_	_
25	Brot	Brot	N	NN	Neut|Acc|Sg	22	obja	_	_
26	,	,	$	$,	_	0	root	_	_
27	einen	eine	A	ART	Indef|Masc|Acc|Sg	28	det	_	_
28	Teller	Teller	N	NN	Masc|Acc|Sg	25	kon	_	_
29	mit	mit	P	APPR	Dat	28	pp	_	_
30	Butter	Butter	N	NN	Fem|Dat|Sg	29	pn	_	_
31	,	,	$	$,	_	0	root	_	_
32	zwei	zwei	C	CARD	_	33	attr	_	_
33	Messer	Messer	N	NN	_|Acc|Pl	28	kon	_	_
34	und	und	K	KON	_	33	kon	_	_
35	ein	eine	A	ART	Indef|_|_|Sg	36	det	_	_
36	Pfeffer-	Pfeffer-	T	TRUNC	Neut|_|Sg	34	cj	_	_
37	und	und	K	KON	_	36	kon	_	_
38	Salzfaß	Salzfaß	N	NN	Neut|_|Sg	37	cj	_	_
39	zum	zu	P	APPRART	Dat	22	objp	_	_
40	Vorschein	Vorschein	N	NN	Masc|Dat|Sg	39	pn	1427	1427
41	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1427	1427
2	entschuldigte	entschuldigen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	2	obja	_	_
4	höflichst	höflich	A	ADJD	Sup|	2	adv	_	_
5	für	für	P	APPR	Acc	2	pp	_	_
6	einen	eine	A	ART	Indef|Masc|Acc|Sg	7	det	_	_
7	Moment	Moment	N	NN	Masc|Acc|Sg	5	pn	_	_
8	,	,	$	$,	_	0	root	_	_
9	verließ	verlassen	V	VVFIN	_|Sg|Past|Ind	2	kon	_	_
10	das	die	A	ART	Def|Neut|_|Sg	11	det	1428	1428
11	Gemach	Gemach	N	NN	Neut|_|Sg	9	obja	1428	1428
12	und	und	K	KON	_	9	kon	_	_
13	kam	kommen	V	VVFIN	_|Sg|Past|Ind	12	cj	_	_
14	nach	nach	P	APPR	Dat	13	pp	_	_
15	einer	eine	A	ART	Indef|Fem|Dat|Sg	16	det	_	_
16	Weile	Weile	N	NN	Fem|Dat|Sg	14	pn	_	_
17	mit	mit	P	APPR	Dat	13	pp	_	_
18	einem	eine	A	ART	Indef|Masc|Dat|Sg	20	det	1442	1442
19	geräucherten	geräucherten	A	ADJA	_|Masc|Dat|Sg|_	20	attr	1442	1442
20	Schinken	Schinken	N	NN	Masc|Dat|Sg	17	pn	1442	1442
21	und	und	K	KON	_	20	kon	_	_
22	einem	eine	A	ART	Indef|Masc|Dat|Sg	24	det	1629	1629
23	verpichten	verpicht	A	ADJA	Pos|Masc|Dat|Sg|Wk|	24	attr	1629	1629
24	Steinkruge	Steinkrug	N	NN	Masc|Dat|Sg	21	cj	1629	1629
25	zurück	zurück	P	PTKVZ	_	13	avz	_	_
26	.	.	$	$.	_	0	root	_	_

1	Letztern	Letztern	N	NN	Masc|_|_	2	obja	_	_
2	stellte	stellen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	1427	1427
4	nebst	nebst	P	APPR	Dat	2	pp	_	_
5	zwei	zwei	C	CARD	_	6	attr	1518	1518
6	Gläsern	Glas	N	NN	Neut|Dat|Pl	4	pn	1518	1518
7	,	,	$	$,	_	0	root	_	_
8	melancholisch	melancholisch	A	ADJD	Pos|	10	adv	_	_
9	den	die	A	ART	Def|Masc|Acc|Sg	10	det	_	_
10	Kopf	Kopf	N	NN	Masc|Acc|Sg	11	obja	_	_
11	schüttelnd	schütteln	A	ADJD	_|<PPRES	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	auf	auf	P	APPR	Acc	0	root	_	_
14	den	die	A	ART	Def|Masc|Acc|Sg	15	det	277	277
15	Tisch	Tisch	N	NN	Masc|Acc|Sg	13	pn	277	277
16	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	277	277
2	seufzte	seufzen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sogar	sogar	A	ADV	_	2	adv	_	_
4	auch	auch	A	ADV	_	2	adv	_	_
5	,	,	$	$,	_	0	root	_	_
6	als	als	K	KOUS	_	9	konj	_	_
7	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	277	277
8	dann	dann	A	ADV	_	9	adv	_	_
9	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	2	neb	_	_
10	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ein	ein	A	ART	Indef|Masc|Nom|Sg	3	det	1429	1429
3	Schuft	Schuft	N	NN	Masc|Nom|Sg	0	root	1429	1429
4	,	,	$	$,	_	0	root	1429	1429
5	wer	wer	P	PWS	_|Nom|Sg	9	subj	1429	1429
6	'	'	$	$(	_	0	root	1429	1429
7	s	s	P	PPER	_	9	obja	1429	1429
8	besser	gut	A	ADJD	Comp|	9	adv	1429	1429
9	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	3	objc	1429	1429
10	,	,	$	$,	_	0	root	1429	1429
11	als	als	K	KOUS	_	15	konj	1429	1429
12	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	1429	1429
13	'	'	$	$(	_	0	root	_	_
14	s	s	P	PPER	_	15	obja	_	_
15	hat	haben	V	VAFIN	3|Sg|Pres|Ind	9	neb	_	_
16	,	,	$	$,	_	0	root	_	_
17	Herr	Herr	N	NN	Masc|Nom|Pl	3	app	_	_
18	Grünhage	Grünhag	N	NN	Masc|Nom|Pl	17	app	_	_
19	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	2	det	_	_
2	Wacholderbusch	Wacholderbusch	N	NN	Masc|Nom|Sg	5	subj	_	_
3	im	in	P	APPRART	Dat	2	pp	_	_
4	Walde	Wald	N	NN	Masc|Dat|Sg	3	pn	1430	1430
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
6	wohl	wohl	A	ADV	_	9	adv	_	_
7	etwas	etwas	A	ADV	_	9	adv	_	_
8	recht	recht	A	ADJD	Pos|	9	adv	_	_
9	Nettes	nett	A	ADJA	Pos|Neut|Nom|Sg|St|	5	pred	_	_
10	und	und	K	KON	_	0	root	_	_
11	Angenehmes	Angenehme	N	NN	Neut|_|Sg	10	cj	1431	1431
12	,	,	$	$,	_	0	root	_	_
13	was	was	P	PRELS	Neut|_|Sg	0	root	1431	1431
14	den	die	A	ART	Def|Masc|Acc|Sg	15	det	1790	1790
15	Geruch	Geruch	N	NN	Masc|Acc|Sg	0	root	1790	1790
16	anbetrifft	anbetrifft	N	NE	Masc|Acc|Sg	15	app	1790	1790
17	;	;	$	$.	_	0	root	_	_
18	und	und	K	KON	_	0	root	_	_
19	dem	die	A	ART	Def|Masc|Dat|Sg	21	det	1432	1432
20	seligen	selig	A	ADJA	Pos|Masc|Dat|Sg|Wk|	21	attr	1432	1432
21	Herrn	Herrn	N	NN	Masc|Dat|Sg	18	cj	1432	1432
22	Onkel	Onkel	N	NN	Masc|Dat|Sg	21	app	1432	1432
23	sein	seine	A	PPOSAT	Neut|Nom|Sg	24	det	1432	1432
24	Lieblingsgewächs	Lieblingsgewächs	N	NN	Neut|Nom|Sg	25	subj	_	_
25	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
26	'	'	$	$(	_	0	root	_	_
27	s	s	P	PPER	_|_|_|Nom	25	pred	1432	1432
28	immer	immer	A	ADV	_	27	adv	_	_
29	,	,	$	$,	_	0	root	_	_
30	vorzüglich	vorzüglich	A	ADJD	Pos|	32	adv	_	_
31	aber	aber	A	ADV	_	30	adv	_	_
32	bei	bei	P	APPR	Dat	25	pp	_	_
33	so	so	A	ADV	_	34	adv	_	_
34	naßkalter	naßkalt	A	ADJA	Pos|Fem|Dat|Sg|St|	35	attr	_	_
35	Witterung	Witterung	N	NN	Fem|Dat|Sg	32	pn	_	_
36	und	und	K	KON	_	35	kon	_	_
37	einer	eine	A	ART	Indef|Fem|Dat|Sg	38	det	_	_
38	Jahreszeit	Jahreszeit	N	NN	Fem|Dat|Sg	36	cj	_	_
39	wie	wie	K	KOKOM	_	38	kom	_	_
40	die	die	A	ART	Def|_|_|_	41	det	_	_
41	jetzige	jetzig	A	ADJA	_|_|_	39	cj	_	_
42	.	.	$	$.	_	0	root	_	_
43	«	«	$	$(	_	0	root	_	_
44	Er	er	P	PPER	3|Sg|Masc|Nom	45	subj	1432	1432
45	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
46	den	die	A	ART	Def|Masc|Dat|Pl	47	det	1433	1433
47	Pfropfen	Pfropf	N	NN	Masc|Dat|Pl	45	objd	1433	1433
48	aus	aus	P	PTKVZ	_	45	avz	_	_
49	,	,	$	$,	_	0	root	_	_
50	und	und	K	KON	_	45	kon	_	_
51	ein	eine	A	ART	Indef|Masc|Nom|Sg	53	det	_	_
52	lebhafter	lebhaft	A	ADJA	Pos|Masc|Nom|Sg|St|	53	attr	_	_
53	Duft	Duft	N	NN	Masc|Nom|Sg	58	subj	_	_
54	vom	von	P	APPRART	Dat	53	pp	_	_
55	alten	alt	A	ADJA	Pos|Masc|Dat|Sg|Wk|	57	attr	_	_
56	märchenhaften	märchenhaft	A	ADJA	Pos|Masc|Dat|Sg|Wk|	57	attr	_	_
57	Machandelboom	Machandelboom	N	NN	Masc|Dat|Sg	54	pn	_	_
58	verbreitete	verbreiten	V	VVFIN	3|Sg|Past|_	50	cj	_	_
59	sich	sie	P	PRF	3|_|_	58	obja	_	_
60	freilich	freilich	A	ADV	_	58	adv	_	_
61	sofort	sofort	A	ADV	_	58	adv	_	_
62	in	in	P	APPR	Dat	58	pp	_	_
63	dem	die	A	ART	Def|Neut|Dat|Sg	64	det	1428	1428
64	Gemache	Gemach	N	NN	Neut|Dat|Sg	62	pn	1428	1428
65	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Echter	Echte	N	NN	Masc|Nom|Sg	0	root	_	_
3	doppelter	doppelt	A	ADJA	Pos|_|Gen|_|St|	4	attr	1434	1434
4	Steinhäger	Steinhäger	N	NN	_|Gen|_	2	gmod	1434	1434
5	,	,	$	$,	_	0	root	1434	1434
6	Herr	Herr	N	NN	Masc|Nom|Sg	2	app	1434	1434
7	Studiosius	Studiosius	N	NE	Masc|Nom|Sg	6	app	1434	1434
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	2	kon	_	_
10	was	was	P	PWS	Neut|Nom|Sg	9	cj	_	_
11	Besseres	gut	A	ADJA	Comp|Neut|_|Sg|St|	12	obja	_	_
12	hab	hab	V	VAFIN	1|Sg|_|_	0	root	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	1436	1436
14	gewiß	gewiß	A	ADJD	Pos|	12	adv	_	_
15	nicht	nicht	P	PTKNEG	_	12	adv	_	_
16	,	,	$	$,	_	0	root	_	_
17	denn	denn	K	KON	_	12	kon	_	_
18	es	es	P	PPER	3|Sg|Neut|Nom	19	subj	_	_
19	ist	sein	V	VAFIN	3|Sg|Pres|Ind	17	cj	_	_
20	die	die	A	ART	Def|_|_|_	21	det	_	_
21	letzte	letzte	A	ADJA	_|_|_	19	pred	_	_
22	von	von	P	APPR	Dat	19	pp	_	_
23	den	die	A	ART	Def|Fem|Dat|Pl	24	det	1435	1435
24	Kruken	Kruke	N	NN	Fem|Dat|Pl	22	pn	1435	1435
25	,	,	$	$,	_	0	root	_	_
26	die	die	P	PRELS	_|_|_	0	root	1435	1435
27	sich	sie	P	PRF	3|_|_	41	obja	_	_
28	der	die	A	ART	Def|Masc|Nom|Sg	29	det	1440	1440
29	Herr	Herr	N	NN	Masc|Nom|Sg	42	subj	1440	1440
30	Onkel	Onkel	N	NN	Masc|Nom|_	29	app	1440	1440
31	,	,	$	$,	_	0	root	1440	1440
32	der	die	A	ART	Def|Masc|Nom|Sg	33	det	1440	1440
33	Herr	Herr	N	NN	Masc|Nom|Sg	30	app	1440	1440
34	Rittmeister	Rittmeister	N	NN	Masc|Nom|_	33	app	1440	1440
35	,	,	$	$,	_	0	root	_	_
36	hier	hier	A	ADV	_	41	adv	_	_
37	bei	bei	P	APPR	Dat	41	pp	_	_
38	mir	ich	P	PPER	1|Sg|_|Dat	37	pn	1436	1436
39	im	in	P	APPRART	Dat	41	pp	_	_
40	Teichtorturm	Teichtorturm	N	NN	Masc|Dat|Sg	39	pn	1437	1437
41	eingelegt	einlegen	V	VVPP	_	42	aux	_	_
42	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
43	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	1434	1434
2	liegt	liegen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	manch	manch	A	PIDAT	Neut|_|Sg	6	det	_	_
4	liebes	lieb	A	ADJA	Pos|Neut|_|Sg|St|	6	attr	_	_
5	langes	lang	A	ADJA	Pos|Neut|_|Sg|St|	6	attr	_	_
6	Jahr	Jahr	N	NN	Neut|_|Sg	2	zeit	_	_
7	;	;	$	$.	_	0	root	_	_
8	-	-	$	$(	_	0	root	_	_
9	was	was	P	PWS	Neut|_|Sg	10	obja	_	_
10	sagen	sagen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
11	Sie	sie	P	PPER	3|Pl|_|Nom	10	subj	1435	1435
12	aber	aber	A	ADV	_	10	adv	_	_
13	auch	auch	A	ADV	_	10	adv	_	_
14	zu	zu	P	APPR	Dat	10	pp	_	_
15	dem	die	A	ART	Def|Masc|Dat|Sg	16	det	1438	1438
16	Geruch	Geruch	N	NN	Masc|Dat|Sg	14	pn	1438	1438
17	?	?	$	$.	_	0	root	_	_

1	Sapperment	Sapperment	N	NE	_	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	und	und	K	KON	_	0	root	_	_
4	nun	nun	A	ADV	_	5	adv	_	_
5	sitzen	sitzen	V	VVFIN	3|Pl|Pres|_	3	cj	_	_
6	Sie	sie	P	PPER	3|Pl|_|Nom	5	subj	1435	1435
7	da	da	A	ADV	_	5	adv	_	_
8	und	und	K	KON	_	5	kon	_	_
9	heißen	heißen	V	VVFIN	_|Pl|Pres|_	8	cj	_	_
10	auch	auch	A	ADV	_	9	adv	_	_
11	Grünhage	Grünhag	N	NN	Masc|Nom|Pl	9	pred	358	358
12	und	und	K	KON	_	5	kon	_	_
13	sind	sein	V	VAFIN	_|Pl|Pres|Ind	12	cj	_	_
14	der	die	A	ART	Def|Masc|Nom|Sg	16	det	323	323
15	rechte	recht	A	ADJA	Pos|Masc|Nom|Sg|Wk|	16	attr	323	323
16	Herr	Herr	N	NN	Masc|Nom|Sg	13	pred	323	323
17	Nevöh	Nevöh	N	NE	Masc|Nom|Sg	16	app	323	323
18	der	die	A	ART	Def|Masc|Gen|Pl	19	det	128	128
19	Frau	Frau	N	NN	Masc|Gen|Pl	17	gmod	128	128
20	Rittmeistern	Rittmeister	N	NN	Masc|Gen|_	19	app	128	128
21	und	und	K	KON	_	13	kon	_	_
22	haben	haben	V	VAFIN	_|Pl|Pres|_	21	cj	_	_
23	sich	sie	P	PRF	3|_|Dat	34	objd	_	_
24	den	die	A	ART	Def|Masc|Acc|Sg	25	det	_	_
25	Herrn	Herrn	N	NN	Masc|Acc|Sg	34	obja	_	_
26	Onkel	Onkel	N	NN	Masc|Acc|_	25	app	_	_
27	von	von	P	APPR	Dat	26	pp	_	_
28	mir	ich	P	PPER	1|Sg|_|Dat	27	pn	1436	1436
29	durchs	durch	P	APPRART	Acc	34	pp	_	_
30	Kirchhofsgitter	Kirchhofsgitter	N	NN	_|Acc|_	29	pn	1439	1439
31	bei	bei	P	APPR	Dat	34	pp	_	_
32	Sankt	Sankt	N	NN	_|Dat|_	31	pn	334	334
33	Cyprian	Cyprian	N	NE	Masc|Dat|Sg	32	app	334	334
34	zeigen	zeigen	V	VVINF	_	35	obji	_	_
35	lassen	lassen	V	VVINF	_	36	aux	_	_
36	wollen	wollen	V	VMINF	_	22	aux	_	_
37	.	.	$	$.	_	0	root	_	_

1	Prost	Prost	N	NE	Masc|Nom|Sg	0	root	_	_
2	,	,	$	$,	_	0	root	_	_
3	junger	jung	A	ADJA	Pos|Masc|Nom|Sg|St|	4	attr	_	_
4	Herr	Herr	N	NN	Masc|Nom|Sg	1	app	_	_
5	;	;	$	$.	_	0	root	_	_
6	an	an	P	APPR	Dat	9	pp	_	_
7	diesem	diese	A	PDAT	Masc|Dat|Sg	8	det	277	277
8	Tische	Tisch	N	NN	Masc|Dat|Sg	6	pn	277	277
9	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	9	subj	1440	1440
11	oftmalen	oftmalen	A	ADJD	_	9	adv	_	_
12	gesessen	gesessen	A	ADJD	Pos|	9	adv	_	_
13	mit	mit	P	APPR	Dat	9	pp	_	_
14	mir	ich	P	PPER	1|Sg|_|Dat	13	pn	1436	1436
15	wie	wie	K	KOKOM	_	9	kom	_	_
16	mit	mit	P	APPR	Dat	15	cj	_	_
17	seinem	seine	A	PPOSAT	Masc|Dat|Sg	19	det	1440	1440
18	besten	gut	A	ADJA	Sup|Masc|Dat|Sg|Wk|	19	attr	_	_
19	Kriegskameraden	Kriegskamerad	N	NN	Masc|Dat|Sg	16	pn	_	_
20	,	,	$	$,	_	0	root	_	_
21	wenn	wenn	K	KOUS	_	34	konj	_	_
22	er	er	P	PPER	3|Sg|Masc|Nom	34	subj	1440	1440
23	es	es	P	PPER	3|Sg|Neut|_	33	obja	_	_
24	nirgends	nirgends	A	ADV	_	26	adv	_	_
25	anderswo	anderswo	A	ADV	_	26	adv	_	_
26	in	in	P	APPR	Dat	33	pp	_	_
27	der	die	A	ART	Def|Fem|Dat|Sg	28	det	77	77
28	Welt	Welt	N	NN	Fem|Dat|Sg	26	pn	77	77
29	und	und	K	KON	_	26	kon	_	_
30	hier	hier	A	ADV	_	29	cj	_	_
31	in	in	P	APPR	_	33	pp	_	_
32	Wanza	Wanza	N	NE	_|_|_	31	pn	43	43
33	aushalten	aushalten	V	VVINF	_	34	aux	_	_
34	konnte	können	V	VMFIN	3|Sg|Past|Ind	9	neb	_	_
35	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	nun	nun	A	ADV	_	3	adv	_	_
3	greifen	greifen	V	VVFIN	3|Pl|Pres|_	1	cj	_	_
4	Sie	sie	P	PPER	3|Pl|_|Nom	3	subj	1435	1435
5	auch	auch	A	ADV	_	3	adv	_	_
6	sonsten	sonsten	A	ADJD	_	3	adv	_	_
7	zu	zu	P	PTKVZ	_	3	avz	_	_
8	!	!	$	$.	_	0	root	_	_

1	Alles	alle	P	PIS	Neut|Nom|Sg	9	subj	_	_
2	,	,	$	$,	_	0	root	_	_
3	was	was	P	PRELS	Neut|Nom|Sg	7	subj	_	_
4	das	die	A	ART	Def|Neut|_|Sg	5	det	1441	1441
5	Quartier	Quartier	N	NN	Neut|_|Sg	6	obja	1441	1441
6	liefern	lieferen	V	VVINF	_	7	aux	_	_
7	kann	können	V	VMFIN	3|Sg|Pres|Ind	1	rel	_	_
8	,	,	$	$,	_	0	root	_	_
9	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
10	auf	auf	P	APPR	Dat	9	objp	_	_
11	dem	die	A	ART	Def|Masc|Dat|Sg	12	det	277	277
12	Tische	Tisch	N	NN	Masc|Dat|Sg	10	pn	277	277
13	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	schneiden	schneiden	V	VVFIN	3|Pl|Pres|_	1	cj	_	_
3	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	1435	1435
4	nur	nur	A	ADV	_	2	adv	_	_
5	recht	recht	A	ADJD	Pos|	2	adv	_	_
6	ins	in	P	APPRART	Acc	2	pp	_	_
7	Fett	Fett	N	NN	Neut|Acc|Sg	6	pn	_	_
8	;	;	$	$.	_	0	root	_	_
9	es	es	P	PPER	3|Sg|Neut|_	10	expl	_	_
10	geht	gehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	nichts	nichts	P	PIS	_|Nom|Sg	10	subj	_	_
12	über	über	P	APPR	Acc	10	objp	_	_
13	den	die	A	ART	Def|Masc|Acc|Sg	15	det	_	_
14	richtigen	richtig	A	ADJA	Pos|Masc|Acc|Sg|_|	15	attr	_	_
15	Speck	Speck	N	NN	Masc|Acc|Sg	12	pn	_	_
16	an	an	P	APPR	_	15	pp	_	_
17	so	so	A	ADV	_	19	adv	_	_
18	'	'	$	$(	_	0	root	_	_
19	nem	nem	A	ADJA	_|Masc|_|_|_	20	attr	_	_
20	Schinken	Schinken	N	NN	Masc|_|_	16	pn	_	_
21	um	um	P	APPR	Acc	20	pp	_	_
22	die	die	A	ART	Def|Fem|Acc|Sg	23	det	70	70
23	Zeit	Zeit	N	NN	Fem|Acc|Sg	21	pn	70	70
24	,	,	$	$,	_	0	root	_	_
25	wo	wo	P	PWAV	_	28	adv	_	_
26	die	die	A	ART	Def|Masc|Nom|Pl	27	det	624	624
27	Tage	Tag	N	NN	Masc|Nom|Pl	28	subj	624	624
28	abnehmen	abnehmen	V	VVFIN	3|Pl|Pres|_	10	rel	_	_
29	und	und	K	KON	_	28	kon	_	_
30	bald	bald	A	ADV	_	34	adv	_	_
31	Frost	Frost	N	NN	Masc|Nom|Sg	34	subj	_	_
32	im	in	P	APPRART	Dat	34	pp	_	_
33	Kalender	Kalender	N	NN	Masc|Dat|Sg	32	pn	1856	1856
34	steht	stehen	V	VVFIN	3|Sg|Pres|Ind	29	cj	_	_
35	.	.	$	$.	_	0	root	_	_

1	Mit	mit	P	APPR	Dat	4	pp	_	_
2	dem	die	A	ART	Def|Masc|Dat|Sg	3	det	1442	1442
3	Schinken	Schinken	N	NN	Masc|Dat|Sg	1	pn	1442	1442
4	versorgt	versorgen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
5	mich	ich	P	PPER	1|Sg|_|Acc	4	obja	2	2
6	jahrein	jahrein	A	ADJD	Pos|	7	adv	_	_
7	jahraus	jahraus	V	VVFIN	_|Sg|_|_	0	root	_	_
8	die	die	A	ART	Def|Fem|Nom|Sg	9	det	378	378
9	Frau	Frau	N	NN	Fem|Nom|Sg	7	subj	378	378
10	Tante	Tante	N	NN	Fem|_|Sg	7	obja	673	673
11	in	in	P	APPR	Dat	7	pp	_	_
12	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	13	det	378	378
13	Güte	Güte	N	NN	Fem|Dat|Sg	11	pn	_	_
14	;	;	$	$.	_	0	root	_	_
15	und	und	K	KON	_	17	koord	_	_
16	darauf	darauf	P	PROAV	_	20	objp	_	_
17	können	können	V	VMFIN	3|Pl|Pres|_	0	root	_	_
18	Sie	sie	P	PPER	3|Pl|_|Nom	17	subj	1435	1435
19	sich	sie	P	PRF	3|_|_	20	obja	_	_
20	verlassen	verlassen	V	VVINF	_	17	aux	_	_
21	,	,	$	$,	_	0	root	_	_
22	daß	daß	K	KOUS	_	28	konj	_	_
23	sie	sie	P	PPER	3|Sg|Fem|Nom	28	subj	378	378
24	sich	sie	P	PRF	3|_|_	27	obja	_	_
25	vorher	vorher	A	ADV	_	27	adv	_	_
26	genau	genau	A	ADJD	Pos|	27	adv	_	_
27	erkundigt	erkundigen	V	VVPP	_	28	aux	_	_
28	hat	haben	V	VAFIN	3|Sg|Pres|Ind	20	objc	_	_
29	von	von	P	APPR	_	27	pp	_	_
30	wegen	wegen	P	APPR	Gen	29	pp	_	_
31	der	die	A	ART	Def|Neut|Gen|Pl	33	det	_	_
32	neumodischen	neumodisch	A	ADJA	Pos|Neut|Gen|Pl|Wk|	33	attr	_	_
33	Tierchen	Tierchen	N	NN	Neut|Gen|Pl	30	pn	_	_
34	und	und	K	KON	_	33	kon	_	_
35	Gewürmer	Gewürmer	N	NE	Neut|Gen|Pl	34	cj	1443	1443
36	,	,	$	$,	_	0	root	_	_
37	die	die	P	PRELS	_|_|_	0	root	1443	1443
38	man	man	P	PIS	_|Nom|Sg	0	root	_	_
