1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	28	28
19	Ferne	Ferne	N	NN	Fem|Dat|Sg	17	pn	_	_
20	immer	immer	A	ADV	_	17	adv	_	_
21	vor	vor	P	APPR	Dat	6	pp	_	_
22	mir	ich	P	PPER	1|Sg|_|Dat	21	pn	33	33
23	her	her	P	PTKVZ	_	6	avz	_	_
24	;	;	$	$.	_	0	root	_	_
25	zuweilen	zuweilen	A	ADV	_	26	adv	_	_
26	sahest	sahest	V	VVFIN	2|Sg|_|_	0	root	_	_
27	du	du	P	PPER	2|Sg|_|Nom	26	subj	49	49
28	nach	nach	P	APPR	Dat	26	pp	_	_
29	mir	ich	P	PPER	1|Sg|_|Dat	28	pn	52	52
30	um	um	P	PTKVZ	_	26	avz	_	_
31	,	,	$	$,	_	0	root	_	_
32	winktest	winken	V	VVFIN	2|Sg|Past|_	26	kon	_	_
33	mir	ich	P	PPER	1|Sg|_|Dat	32	objd	52	52
34	und	und	K	KON	_	32	kon	_	_
35	lachtest	lachen	V	VVFIN	2|Sg|Past|_	34	cj	_	_
36	und	und	K	KON	_	35	kon	_	_
37	dann	dann	A	ADV	_	38	adv	_	_
38	war	sein	V	VAFIN	1|Sg|Past|Ind	36	cj	_	_
39	ich	ich	P	PPER	1|Sg|_|Nom	38	subj	52	52
40	wie	wie	K	KOKOM	_	38	kom	_	_
41	im	in	P	APPRART	Dat	40	cj	_	_
42	Himmel	Himmel	N	NN	Masc|Dat|Sg	41	pn	53	53
43	.	.	$	$.	_	0	root	_	_

1	Das	die	P	PDS	Neut|Nom|Sg	2	subj	_	_
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	alles	alle	P	PIS	Neut|Nom|Sg	2	pred	_	_
4	!	!	$	$.	_	0	root	_	_
5	«	«	$	$(	_	0	root	_	_
6	Sie	sie	P	PPER	3|Pl|_|Nom	7	subj	54	54
7	traten	treten	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
8	unter	unter	P	APPR	Acc	7	pp	_	_
9	die	die	A	ART	Def|Fem|Acc|Sg	11	det	55	55
10	offengebliebene	offengeblieben	A	ADJA	Pos|Fem|Acc|Sg|_|	11	attr	55	55
11	Küchentüre	Küchentüre	N	NN	Fem|Acc|Sg	8	pn	55	55
12	,	,	$	$,	_	0	root	55	55
13	die	die	P	PRELS	Fem|Nom|Sg	17	subj	55	55
14	unmittelbar	unmittelbar	A	ADJD	Pos|	15	adv	_	_
15	ins	in	P	APPRART	Acc	17	objp	_	_
16	Freie	Freie	N	NN	_|Acc|_	15	pn	_	_
17	führte	führen	V	VVFIN	3|Sg|Past|_	11	rel	_	_
18	,	,	$	$,	_	0	root	_	_
19	und	und	K	KON	_	17	kon	_	_
20	mußten	müssen	V	VMFIN	_|Pl|Past|Ind	19	cj	_	_
21	lachen	lachen	V	VVINF	_	20	aux	_	_
22	,	,	$	$,	_	0	root	_	_
23	als	als	K	KOUS	_	28	konj	_	_
24	sie	sie	P	PPER	3|Pl|_|Nom	28	subj	54	54
25	sich	sie	P	PRF	3|_|_	28	obja	_	_
26	ins	in	P	APPRART	Acc	28	pp	_	_
27	Gesicht	Gesicht	N	NN	Neut|Acc|Sg	26	pn	_	_
28	sahen	sehen	V	VVFIN	3|Pl|Past|Ind	20	neb	_	_
29	.	.	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	die	die	A	ART	Def|Fem|Nom|Sg	4	det	56	56
3	rechte	recht	A	ADJA	Pos|Fem|Nom|Sg|_|	4	attr	56	56
4	Wange	Wange	N	NN	Fem|Nom|Sg	18	subj	56	56
5	Vrenchens	Vrenchens	N	NE	_|Nom|_	4	app	56	56
6	und	und	K	KON	_	5	kon	_	_
7	die	die	A	ART	Def|_|Nom|_	9	det	57	57
8	linke	link	A	ADJA	Pos|_|Nom|_|_|	9	attr	57	57
9	Salis	Salis	N	NN	_|Nom|Pl	6	cj	57	57
10	,	,	$	$,	_	0	root	57	57
11	welche	welche	P	PRELS	_|Nom|Pl	16	subj	57	57
12	im	in	P	APPRART	Dat	15	pp	_	_
13	Schlafe	Schlaf	N	NN	Masc|Dat|Sg	12	pn	_	_
14	aneinander	aneinander	P	PROAV	_	13	pp	_	_
15	gelehnt	lehnen	V	VVPP	_	16	aux	_	_
16	hatten	haben	V	VAFIN	3|Pl|Past|Ind	9	rel	_	_
17	,	,	$	$,	_	0	root	_	_
18	waren	sein	V	VAFIN	_|Pl|Past|Ind	1	cj	_	_
19	von	von	P	APPR	Dat	24	pp	_	_
20	dem	die	A	ART	Def|Masc|Dat|Sg	21	det	_	_
21	Drucke	Druck	N	NN	Masc|Dat|Sg	19	pn	_	_
22	ganz	ganz	A	ADV	_	23	adv	_	_
23	rot	rot	A	ADJD	Pos|	24	adv	_	_
24	gefärbt	färben	V	VVPP	_	18	aux	_	_
25	,	,	$	$,	_	0	root	_	_
26	während	während	K	KOUS	_	37	konj	_	_
27	die	die	A	ART	Def|Fem|Nom|Sg	28	det	_	_
28	Blässe	Blässe	N	NN	Fem|Nom|Sg	37	subj	_	_
29	der	die	A	ART	Def|_|_|_	30	det	_	_
30	anderen	anderen	A	ADJA	_|_|_	28	gmod	_	_
31	durch	durch	P	APPR	Acc	36	pp	_	_
32	die	die	A	ART	Def|Fem|Acc|Sg	34	det	_	_
33	kühle	kühl	A	ADJA	Pos|Fem|Acc|Sg|_|	34	attr	_	_
34	Nachtluft	Nachtluft	N	NN	Fem|Acc|Sg	31	pn	_	_
35	noch	noch	A	ADV	_	36	adv	_	_
36	erhöht	erhöhen	V	VVPP	_	37	aux	_	_
37	war	sein	V	VAFIN	3|Sg|Past|Ind	18	neb	_	_
38	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Pl|_|Nom	2	subj	57	57
2	rieben	reiben	V	VVFIN	3|Pl|Past|_	0	root	_	_
3	sich	sie	P	PRF	3|_|Dat	2	objd	_	_
4	zärtlich	zärtlich	A	ADJD	Pos|	2	adv	_	_
5	die	die	A	ART	Def|Fem|_|Sg	8	det	58	58
6	kalte	kalt	A	ADJA	Pos|Fem|_|Sg|_|	8	attr	58	58
7	bleiche	bleich	A	ADJA	Pos|Fem|_|Sg|_|	8	attr	58	58
8	Seite	Seite	N	NN	Fem|_|Sg	2	obja	58	58
9	ihrer	ihre	A	PPOSAT	Neut|Gen|Pl	10	det	58	58
10	Gesichter	Gesicht	N	NN	Neut|Gen|Pl	8	gmod	_	_
11	,	,	$	$,	_	0	root	_	_
12	um	um	K	KOUI	_	17	konj	_	_
13	sie	sie	P	PPER	3|_|_|_	17	obja	58	58
14	auch	auch	A	ADV	_	17	adv	_	_
15	rot	rot	A	ADJD	Pos|	17	pred	_	_
16	zu	zu	P	PTKZU	_	17	part	_	_
17	machen	machen	V	VVINF	_	2	neb	_	_
18	;	;	$	$.	_	0	root	_	_
19	die	die	A	ART	Def|Fem|Nom|Sg	21	det	_	_
20	frische	frisch	A	ADJA	Pos|Fem|Nom|Sg|_|	21	attr	_	_
21	Morgenluft	Morgenluft	N	NN	Fem|Nom|Sg	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	der	die	A	ART	Def|Masc|Nom|Sg	26	det	_	_
24	tauige	tauig	A	ADJA	Pos|Masc|Nom|Sg|Wk|	26	attr	_	_
25	stille	still	A	ADJA	Pos|Masc|Nom|Sg|Wk|	26	attr	_	_
26	Frieden	Frieda	N	NN	Masc|Nom|Sg	21	app	_	_
27	,	,	$	$,	_	0	root	_	_
28	der	die	P	PRELS	Masc|Nom|Sg	32	subj	_	_
29	über	über	P	APPR	Dat	32	objp	_	_
30	der	die	A	ART	Def|Fem|Dat|Sg	31	det	59	59
31	Gegend	Gegend	N	NN	Fem|Dat|Sg	29	pn	59	59
32	lag	liegen	V	VVFIN	3|Sg|Past|Ind	26	rel	_	_
33	,	,	$	$,	_	0	root	_	_
34	das	die	A	ART	Def|Neut|_|Sg	36	det	_	_
35	junge	jung	A	ADJA	Pos|Neut|_|Sg|Wk|	36	attr	_	_
36	Morgenrot	Morgenrot	N	NN	Neut|_|Sg	37	obja	_	_
37	machten	machen	V	VVFIN	3|Pl|Past|_	0	root	_	_
38	sie	sie	P	PPER	3|Pl|_|Nom	37	subj	57	57
39	fröhlich	fröhlich	A	ADJD	Pos|	37	pred	_	_
40	und	und	K	KON	_	39	kon	_	_
41	selbstvergessen	selbstvergessen	A	ADJD	Pos|	40	cj	_	_
42	,	,	$	$,	_	0	root	_	_
43	und	und	K	KON	_	37	kon	_	_
44	besonders	besonders	A	ADV	_	45	adv	_	_
45	in	in	P	APPR	_	47	pp	_	_
46	Vrenchen	Vrenchen	N	NE	_|_|_	45	pn	0	0
47	schien	scheinen	V	VVFIN	3|Sg|Past|Ind	43	cj	_	_
48	ein	eine	A	ART	Indef|Masc|Nom|Sg	50	det	_	_
49	freundlicher	freundlich	A	ADJA	Pos|Masc|Nom|Sg|St|	50	attr	_	_
50	Geist	Geist	N	NN	Masc|Nom|Sg	47	subj	_	_
51	der	die	A	ART	Def|Fem|Gen|Sg	52	det	_	_
52	Sorglosigkeit	Sorglosigkeit	N	NN	Fem|Gen|Sg	50	gmod	_	_
53	gefahren	fahren	V	VVPP	_	55	aux	_	_
54	zu	zu	P	PTKZU	_	55	part	_	_
55	sein	sein	V	VAINF	_	47	obji	_	_
56	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Morgen	Morgen	N	NN	_|_|_	4	obja	_	_
3	abend	abend	A	ADV	_	2	adv	_	_
4	muß	müssen	V	VMFIN	1|Sg|Pres|Ind	13	s	_	_
5	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	60	60
6	also	also	A	ADV	_	4	adv	_	_
7	aus	aus	P	APPR	Dat	4	pp	_	_
8	diesem	diese	A	PDAT	Neut|Dat|Sg	9	det	29	29
9	Hause	Haus	N	NN	Neut|Dat|Sg	7	pn	29	29
10	fort	fort	P	PTKVZ	_	4	avz	_	_
11	«	«	$	$(	_	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
14	es	es	P	PPER	3|Sg|Neut|Nom	13	subj	_	_
15	,	,	$	$,	_	0	root	_	_
16	»	»	$	$(	_	0	root	_	_
17	und	und	K	KON	_	0	root	_	_
18	ein	eine	A	ART	Indef|Neut|_|Sg	20	det	_	_
19	anderes	anderes	A	ADJA	_|Neut|_|Sg|_	20	attr	_	_
20	Obdach	Obdach	N	NN	Neut|_|Sg	21	obja	_	_
21	suchen	suchen	V	VVINF	_	17	cj	_	_
22	.	.	$	$.	_	0	root	_	_

1	Vorher	vorher	A	ADV	_	2	adv	_	_
2	aber	aber	A	ADV	_	3	adv	_	_
3	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	0	root	_	_
4	ich	ich	P	PPER	1|Sg|_|Nom	3	subj	60	60
5	einmal	einmal	A	ADV	_	11	adv	_	_
6	,	,	$	$,	_	0	root	_	_
7	nur	nur	A	ADV	_	8	adv	_	_
8	einmal	einmal	A	ADV	_	5	kon	_	_
9	recht	recht	A	ADJD	Pos|	10	adv	_	_
10	lustig	lustig	A	ADJD	Pos|	11	pred	_	_
11	sein	sein	V	VAINF	_	3	aux	_	_
12	,	,	$	$,	_	0	root	_	_
13	und	und	K	KON	_	0	root	_	_
14	zwar	zwar	A	ADV	_	15	adv	_	_
15	mit	mit	P	APPR	Dat	13	cj	_	_
16	dir	du	P	PPER	2|Sg|_|Dat	15	pn	61	61
17	;	;	$	$.	_	0	root	_	_
18	ich	ich	P	PPER	1|Sg|_|Nom	19	subj	60	60
19	möchte	mögen	V	VMFIN	1|Sg|Past|Subj	0	root	_	_
20	recht	recht	A	ADJD	Pos|	21	adv	_	_
21	herzlich	herzlich	A	ADJD	Pos|	26	adv	_	_
22	und	und	K	KON	_	21	kon	_	_
23	fleißig	fleißig	A	ADJD	Pos|	22	cj	_	_
24	mit	mit	P	APPR	Dat	26	pp	_	_
25	dir	du	P	PPER	2|Sg|_|Dat	24	pn	61	61
26	tanzen	tanzen	V	VVINF	_	19	aux	_	_
27	irgendwo	irgendwo	A	ADV	_	26	adv	_	_
28	,	,	$	$,	_	0	root	_	_
29	denn	denn	K	KON	_	19	kon	_	_
30	das	die	A	ART	Def|Neut|Nom|Sg	31	det	_	_
31	Tanzen	Tanzen	N	NN	Neut|Nom|Sg	35	subj	_	_
32	aus	aus	P	APPR	Dat	31	pp	_	_
33	dem	die	A	ART	Def|Masc|Dat|Sg	34	det	_	_
34	Traume	Traum	N	NN	Masc|Dat|Sg	32	pn	_	_
35	steckt	stecken	V	VVFIN	3|Sg|Pres|Ind	29	cj	_	_
36	mir	ich	P	PPER	1|Sg|_|Dat	35	objd	60	60
37	immerfort	immerfort	A	ADJD	_	35	adv	_	_
38	im	in	P	APPRART	Dat	35	objp	_	_
39	Sinn	Sinn	N	NN	Masc|Dat|Sg	38	pn	_	_
40	!	!	$	$.	_	0	root	_	_
41	«	«	$	$(	_	0	root	_	_
42	-	-	$	$(	_	0	root	_	_
43	»	»	$	$(	_	0	root	_	_
44	Jedenfalls	jedenfalls	A	ADV	_	45	adv	_	_
45	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
46	ich	ich	P	PPER	1|Sg|_|Nom	45	subj	60	60
47	dabei	dabei	P	PROAV	_	48	pp	_	_
48	sein	sein	V	VAINF	_	45	aux	_	_
49	und	und	K	KON	_	48	kon	_	_
50	sehen	sehen	V	VVINF	_	49	cj	_	_
51	,	,	$	$,	_	0	root	_	_
52	wo	wo	P	PWAV	_	54	adv	_	_
53	du	du	P	PPER	2|Sg|_|Nom	54	subj	61	61
54	unterkommst	unterkommen	V	VVFIN	2|Sg|Pres|Ind	48	objc	_	_
55	«	«	$	$(	_	0	root	_	_
56	,	,	$	$,	_	0	root	_	_
57	sagte	sagen	V	VVFIN	3|Sg|Past|_	54	par	_	_
58	Sali	Sali	N	NE	_|Nom|Sg	57	subj	33	33
59	,	,	$	$,	_	0	root	_	_
60	»	»	$	$(	_	0	root	_	_
61	und	und	K	KON	_	54	kon	_	_
62	tanzen	tanzen	V	VVINF	_	63	aux	_	_
63	wollte	wollen	V	VMFIN	1|Sg|Past|_	61	cj	_	_
64	ich	ich	P	PPER	1|Sg|_|Nom	63	subj	60	60
65	auch	auch	A	ADV	_	62	adv	_	_
66	gerne	gerne	A	ADV	_	62	adv	_	_
67	mit	mit	P	APPR	Dat	62	pp	_	_
68	dir	du	P	PPER	2|Sg|_|Dat	67	pn	61	61
69	,	,	$	$,	_	0	root	_	_
70	du	du	P	PPER	2|Sg|_|Nom	0	root	61	61
71	herziges	herzig	A	ADJA	Pos|Neut|_|Sg|St|	72	attr	_	_
72	Kind	Kind	N	NN	Neut|_|Sg	0	root	_	_
73	!	!	$	$.	_	0	root	_	_

1	aber	aber	A	ADV	_	0	root	_	_
2	wo	wo	P	PWAV	_	0	root	_	_
3	?	?	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_
5	-	-	$	$(	_	0	root	_	_
6	»	»	$	$(	_	0	root	_	_
7	Es	es	P	PPER	3|Sg|Neut|_	8	expl	_	_
8	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
9	morgen	morgen	A	ADV	_	8	adv	_	_
10	Kirchweih	Kirchweih	N	NN	Fem|Nom|Sg	8	subj	_	_
11	an	an	P	APPR	Dat	8	pp	_	_
12	zwei	zwei	C	CARD	_	13	attr	_	_
13	Orten	Ort	N	NN	Masc|Dat|Pl	11	pn	_	_
14	nicht	nicht	P	PTKNEG	_	8	adv	_	_
15	sehr	sehr	A	ADV	_	16	adv	_	_
16	weit	weit	A	ADJD	Pos|	25	adv	_	_
17	von	von	P	APPR	_	16	pp	_	_
18	hier	hier	A	ADV	_	17	adv	_	_
19	«	«	$	$(	_	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	erwiderte	erwidern	V	VVFIN	3|Sg|Past|_	18	par	_	_
22	Vrenchen	Vrenchen	N	NE	_|Nom|Sg	21	subj	0	0
23	,	,	$	$,	_	0	root	_	_
24	»	»	$	$(	_	0	root	_	_
25	da	da	A	ADV	_	8	adv	_	_
26	kennt	kennen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
27	und	und	K	KON	_	0	root	_	_
28	beachtet	beachten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
29	man	man	P	PIS	_|Nom|Sg	28	subj	_	_
30	uns	wir	P	PPER	1|Pl|_|_	28	obja	62	62
31	weniger	weniger	A	ADV	_	28	adv	_	_
32	;	;	$	$.	_	0	root	_	_
33	draußen	draußen	A	ADV	_	34	adv	_	_
34	am	an	P	APPRART	Dat	36	pp	_	_
35	Wasser	Wasser	N	NN	Neut|Dat|Sg	34	pn	_	_
36	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
37	ich	ich	P	PPER	1|Sg|_|Nom	36	subj	60	60
38	auf	auf	P	APPR	Acc	40	pp	_	_
39	dich	du	P	PPER	2|Sg|_|Acc	38	pn	61	61
40	warten	warten	V	VVINF	_	36	aux	_	_
41	,	,	$	$,	_	0	root	_	_
42	und	und	K	KON	_	36	kon	_	_
43	dann	dann	A	ADV	_	44	adv	_	_
44	können	können	V	VMFIN	1|Pl|Pres|_	42	cj	_	_
45	wir	wir	P	PPER	1|Pl|_|Nom	44	subj	62	62
46	gehen	gehen	V	VVINF	_	44	aux	_	_
47	,	,	$	$,	_	0	root	_	_
48	wohin	wohin	P	PWAV	_	51	pp	_	_
49	es	es	P	PPER	3|Sg|Neut|Nom	51	subj	_	_
50	uns	wir	P	PPER	1|Pl|_|Dat	51	objd	62	62
51	gefällt	gefallen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
52	,	,	$	$,	_	0	root	_	_
53	um	um	K	KOUI	_	57	konj	_	_
54	uns	wir	P	PPER	1|Pl|_|_	57	obja	63	63
55	lustig	lustig	A	ADJD	Pos|	57	pred	_	_
56	zu	zu	P	PTKZU	_	57	part	_	_
57	machen	machen	V	VVINF	_	51	neb	_	_
58	,	,	$	$,	_	0	root	_	_
59	einmal	einmal	A	ADV	_	0	root	_	_
60	,	,	$	$,	_	0	root	_	_
61	einmal	einmal	A	ADV	_	62	adv	_	_
62	nur	nur	A	ADV	_	0	root	_	_
63	!	!	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	je	je	A	ADV	_	1	cj	_	_
3	,	,	$	$,	_	0	root	_	_
4	wir	wir	P	PPER	1|Pl|_|Nom	5	subj	63	63
5	haben	haben	V	VAFIN	1|Pl|Pres|_	0	root	_	_
6	ja	ja	A	ADV	_	5	adv	_	_
7	gar	gar	A	ADV	_	8	adv	69	69
8	kein	keine	A	PIAT	Neut|_|Sg	9	det	69	69
9	Geld	Geld	N	NN	Neut|_|Sg	5	obja	69	69
10	!	!	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_
12	setzte	setzen	V	VVFIN	3|Sg|Past|_	0	root	_	_
13	es	es	P	PPER	3|Sg|Neut|Nom	12	subj	_	_
14	traurig	traurig	A	ADJD	Pos|	12	adv	_	_
15	hinzu	hinzu	P	PTKVZ	_	12	avz	_	_
16	,	,	$	$,	_	0	root	_	_
17	»	»	$	$(	_	0	root	_	_
18	da	da	A	ADV	_	19	adv	_	_
19	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
20	nichts	nichts	P	PIS	_|Nom|Sg	19	subj	_	_
21	draus	draus	P	PROAV	_	20	pp	_	_
22	werden	werden	V	VAINF	_	19	aux	_	_
23	!	!	$	$.	_	0	root	_	_
24	«	«	$	$(	_	0	root	_	_
25	-	-	$	$(	_	0	root	_	_
26	»	»	$	$(	_	0	root	_	_
27	Laß	Laß	N	NE	_	0	root	64	64
28	nur	nur	A	ADV	_	35	adv	_	_
29	«	«	$	$(	_	0	root	_	_
30	,	,	$	$,	_	0	root	_	_
31	sagte	sagen	V	VVFIN	3|Sg|Past|_	28	par	_	_
32	Sali	Sali	N	NE	_|Nom|Sg	31	subj	33	33
33	,	,	$	$,	_	0	root	_	_
34	»	»	$	$(	_	0	root	_	_
35	ich	ich	P	PPER	1|Sg|_|Nom	36	subj	60	60
36	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
37	schon	schon	A	ADV	_	39	adv	_	_
38	etwas	etwas	A	ADV	_	39	adv	_	_
39	mitbringen	mitbringen	V	VVINF	_	36	aux	_	_
40	!	!	$	$.	_	0	root	_	_
41	«	«	$	$(	_	0	root	_	_
42	-	-	$	$(	_	0	root	_	_
43	»	»	$	$(	_	0	root	_	_
44	Doch	doch	K	KON	_	0	root	_	_
45	nicht	nicht	P	PTKNEG	_	46	adv	_	_
46	von	von	P	APPR	Dat	0	root	_	_
47	deinem	deine	A	PPOSAT	Masc|Dat|Sg	48	det	61	61
48	Vater	Vater	N	NN	Masc|Dat|Sg	46	pn	_	_
49	,	,	$	$,	_	0	root	_	_
50	von	von	P	APPR	_	0	root	_	_
51	-	-	$	$(	_	0	root	_	_
52	von	von	P	APPR	Dat	0	root	_	_
53	dem	die	A	ART	Def|_|Dat|Sg	54	det	_	_
54	Gestohlenen	Gestohlene	N	NN	_|Dat|Sg	52	pn	_	_
55	?	?	$	$.	_	0	root	_	_
56	«	«	$	$(	_	0	root	_	_
57	-	-	$	$(	_	0	root	_	_
58	»	»	$	$(	_	0	root	_	_
59	Nein	nein	P	PTKANT	_	0	root	_	_
60	,	,	$	$,	_	0	root	_	_
61	sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	_
62	nur	nur	A	ADV	_	61	adv	_	_
63	ruhig	ruhig	A	ADJD	Pos|	61	pred	_	_
64	!	!	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	60	60
2	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
3	noch	noch	A	ADV	_	7	adv	_	_
4	meine	meine	A	PPOSAT	Fem|_|Sg	6	det	60	60
5	silberne	silbern	A	ADJA	Pos|Fem|_|Sg|_|	6	attr	_	_
6	Uhr	Uhr	N	NN	Fem|_|Sg	7	obja	_	_
7	bewahrt	bewahren	V	VVPP	_	2	aux	_	_
8	bis	bis	P	APPR	Acc	7	pp	_	_
9	dahin	dahin	A	ADV	_	8	adv	_	_
10	,	,	$	$,	_	0	root	_	_
11	die	die	P	PDS	_|_|_	14	obja	_	_
12	will	wollen	V	VMFIN	1|Sg|Pres|Ind	2	kon	_	_
13	ich	ich	P	PPER	1|Sg|_|Nom	12	subj	60	60
14	verkaufen	verkaufen	V	VVINF	_	12	aux	_	_
15	!	!	$	$.	_	0	root	_	_
16	«	«	$	$(	_	0	root	_	_
17	»	»	$	$(	_	0	root	_	_
18	Ich	ich	P	PPER	1|Sg|_|Nom	19	subj	60	60
19	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
20	dir	du	P	PRF	2|Sg|Dat	22	objd	_	_
21	nicht	nicht	P	PTKNEG	_	22	adv	_	_
22	abraten	abraten	V	VVINF	_	19	aux	_	_
23	«	«	$	$(	_	0	root	_	_
24	,	,	$	$,	_	0	root	_	_
25	sagte	sagen	V	VVFIN	3|Sg|Past|_	22	par	_	_
26	Vrenchen	Vrenchen	N	NE	_|Nom|Sg	25	subj	0	0
27	errötend	erröten	A	ADJD	_|<PPRES	25	adv	_	_
28	,	,	$	$,	_	0	root	_	_
29	»	»	$	$(	_	0	root	_	_
30	denn	denn	K	KOUS	_	32	konj	_	_
31	ich	ich	P	PPER	1|Sg|_|Nom	32	subj	60	60
32	glaube	glauben	V	VVFIN	1|Sg|Pres|_	19	neb	_	_
33	,	,	$	$,	_	0	root	_	_
34	ich	ich	P	PPER	1|Sg|_|Nom	35	subj	60	60
35	müßte	müssen	V	VMFIN	1|Sg|Past|Subj	19	kon	_	_
36	sterben	sterben	V	VVINF	_	35	aux	_	_
37	,	,	$	$,	_	0	root	_	_
38	wenn	wenn	K	KOUS	_	45	konj	_	_
39	ich	ich	P	PPER	1|Sg|_|Nom	45	subj	60	60
40	nicht	nicht	P	PTKNEG	_	44	adv	_	_
41	morgen	morgen	A	ADV	_	44	adv	_	_
42	mit	mit	P	APPR	Dat	44	pp	_	_
43	dir	du	P	PPER	2|Sg|_|Dat	42	pn	61	61
44	tanzen	tanzen	V	VVINF	_	45	aux	_	_
45	könnte	können	V	VMFIN	1|Sg|Past|Subj	35	neb	_	_
46	.	.	$	$.	_	0	root	_	_
47	«	«	$	$(	_	0	root	_	_
48	-	-	$	$(	_	0	root	_	_
49	»	»	$	$(	_	0	root	_	_
50	Es	es	P	PPER	3|Sg|Neut|Nom	51	subj	_	_
51	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	_
52	das	die	A	ART	Def|Neut|_|Sg	53	det	_	_
53	beste	gut	A	ADJA	Neut|_|Sg	51	pred	_	_
54	,	,	$	$,	_	0	root	_	_
55	wir	wir	P	PPER	1|Pl|_|Nom	57	subj	63	63
56	beide	beide	P	PIS	_|Nom|Pl	55	app	_	_
57	könnten	können	V	VMFIN	1|Pl|Past|Subj	51	kon	_	_
58	sterben	sterben	V	VVINF	_	57	aux	_	_
59	!	!	$	$.	_	0	root	_	_
60	«	«	$	$(	_	0	root	_	_
61	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
62	Sali	Sali	N	NE	_|Nom|Sg	61	subj	33	33
63	;	;	$	$.	_	0	root	_	_
64	sie	sie	P	PPER	3|Pl|_|Nom	65	subj	64	64
65	umarmten	umarmen	V	VVFIN	3|Pl|Past|_	0	root	_	_
66	sich	sie	P	PRF	3|_|_	65	obja	_	_
67	wehmütig	wehmütig	A	ADJD	Pos|	65	adv	_	_
68	und	und	K	KON	_	67	kon	_	_
69	schmerzlich	schmerzlich	A	ADJD	Pos|	68	cj	_	_
70	zum	zu	P	APPRART	Dat	65	pp	_	_
71	Abschied	Abschied	N	NN	Masc|Dat|Sg	70	pn	_	_
72	,	,	$	$,	_	0	root	_	_
73	und	und	K	KON	_	65	kon	_	_
74	als	als	K	KOKOM	_	77	kom	_	_
75	sie	sie	P	PPER	3|_|_|_	74	cj	64	64
76	voneinander	voneinander	A	ADV	_	75	adv	_	_
77	ließen	lassen	V	VVFIN	_|Pl|Past|_	73	cj	_	_
78	,	,	$	$,	_	0	root	_	_
79	lachten	lachen	V	VVFIN	3|Pl|Past|_	77	s	_	_
80	sie	sie	P	PPER	3|Pl|_|Nom	79	subj	64	64
81	sich	sie	P	PRF	3|_|_	79	obja	_	_
82	doch	doch	A	ADV	_	79	adv	_	_
83	freundlich	freundlich	A	ADJD	Pos|	79	adv	_	_
84	an	an	P	PTKVZ	_	79	avz	_	_
85	in	in	P	APPR	Dat	79	pp	_	_
86	der	die	A	ART	Def|Fem|Dat|Sg	88	det	_	_
87	sicheren	sicher	A	ADJA	Pos|Fem|Dat|Sg|Wk|	88	attr	_	_
88	Hoffnung	Hoffnung	N	NN	Fem|Dat|Sg	85	pn	_	_
89	auf	auf	P	APPR	Acc	88	pp	_	_
90	den	die	A	ART	Def|Masc|Acc|Sg	92	det	_	_
91	nächsten	nah	A	ADJA	_|Masc|Acc|Sg|_|	92	attr	_	_
92	Tag	Tag	N	NN	Masc|Acc|Sg	89	pn	_	_
93	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	wann	wann	P	PWAV	_	4	adv	_	_
4	willst	wollen	V	VMFIN	2|Sg|Pres|Ind	2	cj	_	_
5	du	du	P	PPER	2|Sg|_|Nom	4	subj	61	61
6	denn	denn	A	ADV	_	7	adv	_	_
