1	Zwei	zwei	C	CARD	_	2	attr	_	_
4	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	eine	eine	A	ART	Indef|Fem|_|Sg	7	det	_	_
6	klaffende	klaffend	A	ADJA	Pos|Fem|_|Sg|_|<PPRES	7	attr	_	_
7	Bresche	Bresche	N	NN	Fem|_|Sg	13	obja	_	_
8	in	in	P	APPR	Acc	13	objp	_	_
9	die	die	A	ART	Def|Fem|Acc|Sg	10	det	38	38
10	Schutzwehr	Schutzwehr	N	NN	Fem|Acc|Sg	8	pn	38	38
11	ihrer	ihre	A	PPOSAT	Fem|Gen|Sg	12	det	38	38
12	Geisterwelt	Geisterwelt	N	NN	Fem|Gen|Sg	10	gmod	_	_
13	gerissen	reißen	V	VVPP	_	4	aux	_	_
14	.	.	$	$.	_	0	root	_	_

