1	Franziska	Franziska	N	NE	Fem|Nom|Sg	2	subj	148	148
10	sind	sein	V	VAFIN	_|Pl|Pres|Ind	0	root	_	_
11	nahe	nahe	A	ADJD	_	10	pred	_	_
12	,	,	$	$,	_	0	root	_	_
13	sehr	sehr	A	ADV	_	14	adv	_	_
14	nahe	nahe	A	ADJD	_	11	kon	_	_
15	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	2	det	622	622
2	Umstand	Umstand	N	NN	Masc|Nom|Sg	0	root	622	622
3	,	,	$	$,	_	0	root	622	622
4	daß	daß	K	KOUS	_	15	konj	622	622
5	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	622	622
6	in	in	P	APPR	Dat	15	pp	_	_
7	dem	die	A	ART	Def|_|Dat|Sg	8	det	623	623
8	Momente	Moment	N	NN	_|Dat|Sg	6	pn	623	623
9	seiner	seine	A	PPOSAT	Fem|Gen|Sg	10	det	622	622
10	Rückkehr	Rückkehr	N	NN	Fem|Gen|Sg	8	gmod	_	_
11	nach	nach	P	APPR	Dat	15	pp	_	_
12	hier	hier	A	ADV	_	11	adv	_	_
13	eben	eben	A	ADV	_	14	adv	_	_
14	das	die	P	PDS	Neut|_|Sg	15	obja	_	_
15	vorfand	vorfinden	V	VVFIN	3|Sg|Past|Ind	2	objc	_	_
16	,	,	$	$,	_	0	root	_	_
17	was	was	P	PRELS	Neut|_|Sg	0	root	623	623
18	er	er	P	PPER	3|Sg|Masc|Nom	28	subj	622	622
19	,	,	$	$,	_	0	root	_	_
20	als	als	K	KOUS	_	24	konj	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	24	subj	622	622
22	nach	nach	P	APPR	Dat	24	pp	_	_
23	Paris	Paris	N	NE	_|Dat|Sg	22	pn	391	391
24	ging	gehen	V	VVFIN	3|Sg|Past|Ind	28	neb	_	_
25	,	,	$	$,	_	0	root	_	_
26	zu	zu	P	PTKZU	_	27	part	_	_
27	fliehen	fliehen	V	VVINF	_	28	aux	_	_
28	gedachte	gedachte	V	VMFIN	3|Sg|_|_	0	root	_	_
29	,	,	$	$,	_	0	root	_	_
30	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
31	nicht	nicht	P	PTKNEG	_	40	adv	_	_
32	ohne	ohne	P	APPR	Acc	40	objp	_	_
33	Wirkung	Wirkung	N	NN	Fem|Acc|Sg	32	pn	_	_
34	auf	auf	P	APPR	Acc	33	pp	_	_
35	sein	seine	A	PPOSAT	Neut|Acc|Sg	36	det	622	622
36	Gemüt	Gemüt	N	NN	Neut|Acc|Sg	34	pn	_	_
37	und	und	K	KON	_	36	kon	_	_
38	seine	seine	A	PPOSAT	_|Acc|_	39	det	622	622
39	Handlungsweise	Handlungsweise	N	NN	_|Acc|_	37	cj	_	_
40	bleiben	bleiben	V	VVINF	_	30	aux	_	_
41	.	.	$	$.	_	0	root	_	_

1	Denn	denn	K	KON	_	0	root	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	622	622
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	1	cj	_	_
4	abergläubisch	abergläubisch	A	ADJD	Pos|	3	pred	_	_
5	und	und	K	KON	_	3	kon	_	_
6	glaubt	glauben	V	VVFIN	_|_|Pres|Ind	5	cj	_	_
7	an	an	P	APPR	_	6	objp	_	_
8	Zeichen	Zeichen	N	NN	Neut|_|_	7	pn	1112	1112
9	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	622	622
2	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	jetzt	jetzt	A	ADV	_	2	adv	_	_
4	sicher	sicher	A	ADJD	Pos|	2	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	daß	daß	K	KOUS	_	12	konj	_	_
7	ihm	er	P	PPER	3|Sg|_|Dat	11	objd	622	622
8	ein	eine	A	ART	Indef|Neut|Nom|Sg	10	det	_	_
9	solches	solche	A	PIDAT	Neut|Nom|Sg	10	attr	_	_
10	Zeichen	Zeichen	N	NN	Neut|Nom|Sg	12	subj	_	_
11	gegeben	geben	V	VVPP	_	12	aux	_	_
12	wurde	werden	V	VAFIN	3|Sg|Past|Ind	2	objc	_	_
13	.	.	$	$.	_	0	root	_	_

1	Schreiben	schreiben	V	VVFIN	3|Pl|Pres|_	0	root	_	_
2	Sie	sie	P	PPER	3|Pl|_|Nom	1	subj	624	624
3	mir	ich	P	PPER	1|Sg|_|Dat	1	objd	625	625
4	,	,	$	$,	_	0	root	_	_
5	lieber	lieb	A	ADJA	Pos|Masc|Nom|Sg|St|	6	attr	_	_
6	Freund	Freund	N	NN	Masc|Nom|Sg	1	vok	_	_
7	,	,	$	$,	_	0	root	_	_
8	wie	wie	P	PWAV	_	15	adv	_	_
9	Sie	sie	P	PPER	3|Pl|_|Nom	15	subj	624	624
10	sich	sie	P	PRF	3|_|_	15	obja	_	_
11	persönlich	persönlich	A	ADJD	Pos|	15	adv	_	_
12	zu	zu	P	APPR	Dat	15	pp	_	_
13	dieser	diese	A	PDAT	Fem|Dat|Sg	14	det	521	521
14	Frage	Frage	N	NN	Fem|Dat|Sg	12	pn	521	521
15	stellen	stellen	V	VVFIN	3|Pl|Pres|_	6	objc	_	_
16	,	,	$	$,	_	0	root	_	_
17	und	und	K	KON	_	15	kon	_	_
18	seien	sein	V	VAFIN	3|Pl|Pres|Subj	17	cj	_	_
19	Sie	sie	P	PPER	3|Pl|_|Nom	18	subj	624	624
20	dabei	dabei	P	PROAV	_	18	pp	_	_
21	rückhaltlos	rückhaltlos	A	ADJD	Pos|	18	adv	_	_
22	offen	offen	A	ADJD	Pos|	18	pred	_	_
23	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	2	subj	625	625
2	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
3	zu	zu	P	PTKA	_	4	adv	_	_
4	lange	lange	A	ADJD	_	5	adv	_	_
5	gelebt	leben	V	VVPP	_	2	aux	_	_
6	und	und	K	KON	_	5	kon	_	_
7	zu	zu	P	PTKA	_	8	adv	_	_
8	viel	viel	P	PIS	_	11	obja	_	_
9	vom	von	P	APPRART	Dat	11	pp	_	_
10	Leben	Leben	N	NN	Neut|Dat|_	9	pn	578	578
11	gesehen	sehen	V	VVPP	_	6	cj	_	_
12	,	,	$	$,	_	0	root	_	_
13	um	um	K	KOUI	_	21	konj	_	_
14	mich	ich	P	PRF	1|Sg|Acc	19	obja	_	_
15	schließlich	schließlich	A	ADV	_	19	adv	_	_
16	nicht	nicht	P	PTKNEG	_	19	adv	_	_
17	in	in	P	APPR	Dat	19	pp	_	_
18	allem	alle	P	PIS	_|Dat|Sg	17	pn	_	_
19	zurechtfinden	zurechtfinden	V	VVINF	_	21	aux	_	_
20	zu	zu	P	PTKZU	_	21	part	_	_
21	können	können	V	VMINF	_	2	neb	_	_
22	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
2	verwundert	verwundern	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	mich	ich	P	PPER	1|Sg|_|Acc	2	obja	625	625
4	nichts	nichts	P	PIS	Neut|Nom|Sg	2	subj	_	_
5	mehr	mehr	A	ADV	_	4	adv	_	_
6	oder	oder	K	KON	_	4	kon	_	_
7	nur	nur	A	ADV	_	8	adv	_	_
8	weniges	wenige	P	PIS	Neut|Nom|Sg	6	cj	_	_
9	noch	noch	A	ADV	_	2	adv	_	_
10	.	.	$	$.	_	0	root	_	_

1	Zudem	Zudem	P	PROAV	_	2	pp	_	_
2	geschieht	geschehen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	nur	nur	A	ADV	_	2	adv	_	_
4	,	,	$	$,	_	0	root	_	_
5	was	was	P	PWS	Neut|Nom|Sg	7	subj	_	_
6	geschehen	geschehen	V	VVINF	_	7	aux	_	_
7	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	2	rel	_	_
8	,	,	$	$,	_	0	root	_	_
9	und	und	K	KON	_	7	kon	_	_
10	unerschütterlich	unerschütterlich	A	ADJD	Pos|	11	pred	_	_
11	bleibt	bleiben	V	VVFIN	3|Sg|Pres|Ind	9	cj	_	_
12	mir	ich	P	PPER	1|Sg|_|Dat	11	objd	625	625
13	der	die	A	ART	Def|Masc|Nom|Sg	14	det	626	626
14	Glaube	Glaube	N	NN	Masc|Nom|Sg	11	subj	626	626
15	,	,	$	$,	_	0	root	_	_
16	daß	daß	K	KOUS	_	0	root	_	_
17	denen	die	P	PDS	_|Dat|Pl	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	die	die	A	ART	Def|_|_|_	20	det	628	628
20	Gott	Gott	N	NN	Fem|Nom|Sg	22	subj	628	628
21	lieb	lieb	A	ADJD	Pos|	22	pred	_	_
22	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	alle	alle	A	PIDAT	Neut|_|Pl	25	det	_	_
25	Dinge	Ding	N	NN	Neut|_|Pl	0	root	_	_
26	zum	zu	P	APPRART	Dat	25	pp	_	_
27	Besten	Beste	N	NN	_|Dat|_	26	pn	_	_
28	dienen	dienen	V	VVINF	_	0	root	_	_
29	.	.	$	$.	_	0	root	_	_

1	Vor	vor	P	APPR	Dat	5	pp	_	_
2	allem	alle	P	PIS	_|Dat|Sg	1	pn	_	_
3	auch	auch	A	ADV	_	5	adv	_	_
4	die	die	A	ART	Def|Fem|_|Pl	5	det	_	_
5	Prüfungen	Prüfung	N	NN	Fem|_|Pl	0	root	_	_
6	.	.	$	$.	_	0	root	_	_

1	Ich	ich	P	PPER	1|Sg|_|Nom	0	root	625	625
2	verharren	verharren	V	VVFIN	_|Pl|Pres|_	0	root	_	_
3	lieber	lieb	A	ADJD	Comp|	2	adv	_	_
4	Freund	Freund	N	NN	Masc|_|Sg	0	root	627	627
5	,	,	$	$,	_	0	root	_	_
6	als	als	K	KOKOM	_	12	kom	_	_
7	Ihre	ihre	A	PPOSAT	_|_|_	10	det	30	30
8	herzlich	herzlich	A	ADJD	Pos|	9	adv	628)	628)
9	ergebene	ergeben	A	ADJA	Pos|_|_|_|_|	10	attr		

1	Judith	Judith	N	NE	Fem|_|Sg	0	root	48	48
2	von	von	P	APPR	_	1	pp	48	48
3	G.	G.	N	NE	_|_|_	2	pn	48	48
4	«	«	$	$(	_	0	root		

1	»	»	$	$(	_	0	root	_	_
2	Nachschrift	Nachschrift	N	NE	_	0	root	633	633
3	.	.	$	$.	_	0	root	_	_

1	Im	in	P	APPRART	Dat	0	root	_	_
2	Begriff	Begriff	N	NN	Masc|Dat|Sg	1	pn	630	630
3	,	,	$	$,	_	0	root	_	_
4	die	die	P	PRELS	_|_|_	0	root	630	630
5	vorstehenden	vorstehend	A	ADJA	Pos|Fem|_|Pl|_|<PPRES	6	attr	631	631
6	Zeiten	Zeit	N	NN	Fem|_|Pl	8	obja	631	631
7	zu	zu	P	PTKZU	_	8	part	_	_
8	kuvertieren	kuvertieren	V	VVINF	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
11	Ihr	ihre	A	PPOSAT	Masc|Nom|Sg	12	det	631	631
12	Brief	Brief	N	NN	Masc|Nom|Sg	10	subj	632	632
13	,	,	$	$,	_	0	root	632	632
14	auf	auf	P	APPR	Acc	18	pp	632	632
15	den	die	P	PRELS	Masc|Acc|Sg	14	pn	632	632
16	ich	ich	P	PPER	1|Sg|_|Nom	18	subj	625	625
17	mich	ich	P	PRF	1|Sg|Acc	18	obja	_	_
18	beeile	beeilen	V	VVFIN	1|Sg|Pres|_	12	rel	_	_
19	wenigstens	wenigstens	A	ADV	_	18	adv	_	_
20	in	in	P	APPR	Dat	27	pp	_	_
21	einer	eine	A	ART	Indef|Fem|Dat|Sg	23	det	633	633
22	kurzen	kurz	A	ADJA	Pos|Fem|Dat|Sg|Wk|	23	attr	633	633
23	Nachschrift	Nachschrift	N	NN	Fem|Dat|Sg	20	pn	633	633
24	noch	noch	A	ADV	_	27	adv	_	_
25	Antwort	Antwort	N	NN	Fem|_|Sg	27	obja	635	635
26	zu	zu	P	PTKZU	_	27	part	_	_
27	geben	geben	V	VVINF	_	18	obji	_	_
28	.	.	$	$.	_	0	root	_	_

