1	Willst	wollen	V	VMFIN	2|Sg|Pres|Ind	0	root	_	_
100	eine	eine	A	ART	Indef|Fem|_|Sg	103	det	_	_
101	dunkle	dunkel	A	ADJA	Pos|Fem|_|Sg|_|	103	attr	_	_
102	unsichtbare	unsichtbar	A	ADJA	Pos|Fem|_|Sg|_|	103	attr	_	_
103	Hand	Hand	N	NN	Fem|_|Sg	99	cj	_	_
104	die	die	A	ART	Def|Fem|_|Sg	106	det	_	_
105	geheime	geheim	A	ADJA	Pos|Fem|_|Sg|_|	106	attr	_	_
106	Kraft	Kraft	N	NN	Fem|_|Sg	97	obja	_	_
107	und	und	K	KON	_	97	kon	_	_
108	preßte	preßte	V	VVFIN	_	107	cj	_	_
109	die	die	A	ART	Def|Neut|_|Pl	110	det	15	15
110	Worte	Wort	N	NN	Neut|_|Pl	108	obja	15	15
111	zusammen	zusammen	P	PTKVZ	_	108	avz	_	_
112	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	auch	auch	A	ADV	_	5	adv	387	387
3	der	die	A	ART	Def|Masc|Nom|Sg	5	det	387	387
4	alte	alt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	5	attr	387	387
5	Mann	Mann	N	NN	Masc|Nom|Sg	6	subj	387	387
6	vergaß	vergessen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
7	nicht	nicht	P	PTKNEG	_	6	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	31	konj	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	31	subj	387	387
11	in	in	P	APPR	Dat	30	pp	_	_
12	seinem	seine	A	PPOSAT	Neut|Dat|Sg	13	det	387	387
13	Leben	Leben	N	NN	Neut|Dat|Sg	11	pn	_	_
14	an	an	P	APPR	_	30	pp	_	_
15	den	die	A	ART	Def|Masc|_|_	16	det	_	_
16	Juden	Jude	N	NN	Masc|_|_	14	pn	_	_
17	,	,	$	$,	_	0	root	_	_
18	wenn	wenn	K	KOUS	_	21	konj	_	_
19	auch	auch	A	ADV	_	21	adv	_	_
20	nicht	nicht	P	PTKNEG	_	21	adv	_	_
21	gehässig	gehässig	A	ADJD	Pos|	31	neb	_	_
22	,	,	$	$,	_	0	root	_	_
23	so	so	A	ADV	_	24	adv	_	_
24	doch	doch	A	ADV	_	21	kon	_	_
25	mit	mit	P	APPR	Dat	30	pp	_	_
26	dem	die	A	ART	Def|Neut|Dat|Sg	27	det	_	_
27	Gefühl	Gefühl	N	NN	Neut|Dat|Sg	25	pn	_	_
28	der	die	A	ART	Def|Fem|Gen|Sg	29	det	245	245
29	Fremdheit	Fremdheit	N	NN	Fem|Gen|Sg	27	gmod	245	245
30	vorbeigegangen	vorbeigehen	V	VVPP	_	31	aux	_	_
31	sei	sein	V	VAFIN	3|Sg|Pres|Subj	6	objc	_	_
32	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Neut|Nom|Sg	2	det	_	_
2	Zögern	Zögern	N	NN	Neut|Nom|Sg	3	subj	_	_
3	hielt	halten	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	ihn	er	P	PPER	3|Sg|Masc|Acc	3	obja	387	387
5	zurück	zurück	P	PTKVZ	_	3	avz	_	_
6	,	,	$	$,	_	0	root	_	_
7	mit	mit	P	APPR	Dat	11	pp	_	_
8	dem	die	A	ART	Def|Neut|Dat|Sg	9	det	26	26
9	Bilde	Bild	N	NN	Neut|Dat|Sg	7	pn	26	26
10	zu	zu	P	PTKZU	_	11	part	_	_
11	beginnen	beginnen	V	VVINF	_	3	obji	_	_
12	,	,	$	$,	_	0	root	_	_
13	weil	weil	K	KOUS	_	15	konj	_	_
14	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	387	387
15	hoffte	hoffen	V	VVFIN	3|Sg|Past|_	11	neb	_	_
16	,	,	$	$,	_	0	root	_	_
17	daß	daß	K	KOUS	_	27	konj	_	_
18	ihm	er	P	PPER	3|Sg|_|Dat	25	objd	387	387
19	dieses	diese	A	PDAT	Neut|Nom|Sg	20	det	325	325
20	Mädchen	Mädchen	N	NN	Neut|Nom|Sg	27	subj	325	325
21	nur	nur	A	ADV	_	25	adv	_	_
22	in	in	P	APPR	Acc	25	objp	_	_
23	den	die	A	ART	Def|Masc|Acc|Sg	24	det	218	218
24	Weg	Weg	N	NN	Masc|Acc|Sg	22	pn	218	218
25	gewiesen	weisen	V	VVPP	_	26	aux	_	_
26	worden	werden	V	VAPP	_	27	aux	_	_
27	sei	sein	V	VAFIN	3|Sg|Pres|Subj	15	objc	_	_
28	,	,	$	$,	_	0	root	_	_
29	um	um	K	KOUI	_	35	konj	_	_
30	zum	zu	P	APPRART	Dat	33	pp	_	_
31	wahren	wahr	A	ADJA	Pos|_|Dat|_|_|	32	attr	388	388
32	Glauben	Glaube	N	NN	_|Dat|_	30	pn	388	388
33	bekehrt	bekehren	V	VVPP	_	35	aux	_	_
34	zu	zu	P	PTKZU	_	35	part	_	_
35	werden	werden	V	VAINF	_	27	neb	_	_
36	.	.	$	$.	_	0	root	_	_

1	Nicht	nicht	P	PTKNEG	_	7	adv	_	_
2	an	an	P	APPR	Dat	4	pp	_	_
3	ihm	er	P	PPER	3|Sg|_|Dat	2	pn	388	388
4	sollte	sollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
5	das	die	A	ART	Def|Neut|Nom|Sg	6	det	389	389
6	Wunder	Wunder	N	NN	Neut|Nom|Sg	4	subj	389	389
7	gewirkt	wirken	V	VVPP	_	8	aux	_	_
8	werden	werden	V	VAINF	_	4	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	sondern	sondern	K	KON	_	4	kon	_	_
11	er	er	P	PPER	3|Sg|Masc|Nom	12	subj	388	388
12	sollte	sollen	V	VMFIN	3|Sg|Past|_	10	cj	_	_
13	es	es	P	PPER	3|Sg|Neut|Nom	14	pred	_	_
14	wirken	wirken	V	VVINF	_	12	aux	_	_
15	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	388	388
2	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
3	in	in	P	APPR	Dat	9	pp	_	_
4	ihrem	ihre	A	PPOSAT	Masc|Dat|Sg	5	det	245	245
5	Blicke	Blick	N	NN	Masc|Dat|Sg	3	pn	_	_
6	die	die	A	ART	Def|Fem|_|Sg	8	det	390	390
7	tiefe	tief	A	ADJA	Pos|Fem|_|Sg|_|	8	attr	390	390
8	Heilandssehnsucht	Heilandssehnsucht	N	NN	Fem|_|Sg	9	obja	390	390
9	sehen	sehen	V	VVINF	_	2	aux	390	390
10	,	,	$	$,	_	0	root	390	390
11	die	die	P	PRELS	Fem|Nom|Sg	17	subj	390	390
12	die	die	A	ART	Def|Fem|_|Sg	13	det	225	225
13	Gottesmutter	Gottesmutter	N	NN	Fem|_|Sg	15	obja	225	225
14	selbst	selbst	A	ADV	_	15	adv	_	_
15	getragen	tragen	V	VVPP	_	16	aux	_	_
16	haben	haben	V	VAINF	_	17	aux	_	_
17	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	8	rel	_	_
18	,	,	$	$,	_	0	root	_	_
19	als	als	K	KOUS	_	26	konj	_	_
20	sie	sie	P	PPER	3|Sg|Fem|Nom	26	subj	390	390
21	mit	mit	P	APPR	Dat	26	pp	_	_
22	seligem	selig	A	ADJA	Pos|Neut|Dat|Sg|St|	23	attr	731	731
23	Erwarten	Erwarten	N	NN	Neut|Dat|Sg	21	pn	731	731
24	seiner	seine	A	PPOSAT	Fem|Gen|Sg	25	det	388	388
25	Erscheinung	Erscheinung	N	NN	Fem|Gen|Sg	23	gmod	_	_
26	entgegenbangte	entgegenbangen	V	VVFIN	3|Sg|Past|_	17	neb	_	_
27	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	388	388
2	wünschte	wünschen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	ihr	ihre	A	PPOSAT	Neut|_|Sg	4	det	390	390
4	Wesen	Wesen	N	NN	Neut|_|Sg	9	obja	_	_
5	erst	erst	A	ADV	_	9	adv	_	_
6	mit	mit	P	APPR	Dat	9	objp	_	_
7	Gläubigkeit	Gläubigkeit	N	NN	Fem|Dat|Sg	6	pn	_	_
8	zu	zu	P	PTKZU	_	9	part	_	_
9	erfüllen	erfüllen	V	VVINF	_	2	obji	_	_
10	,	,	$	$,	_	0	root	_	_
11	um	um	K	KOUI	_	16	konj	_	_
12	eine	eine	A	ART	Indef|Fem|_|Sg	13	det	391	391
13	Madonna	Madonna	N	NN	Fem|_|Sg	14	obja	391	391
14	schaffen	schaffen	V	VVINF	_	16	aux	391	391
15	zu	zu	P	PTKZU	_	16	part	391	391
16	können	können	V	VMINF	_	9	neb	391	391
17	,	,	$	$,	_	0	root	391	391
18	in	in	P	APPR	Dat	25	pp	391	391
19	der	die	P	PRELS	Fem|Dat|Sg	18	pn	391	391
20	noch	noch	A	ADV	_	25	adv	_	_
21	die	die	A	ART	Def|Masc|Nom|Pl	22	det	_	_
22	Schauer	Schauer	N	NN	Masc|Nom|Pl	25	subj	_	_
23	der	die	A	ART	Def|Fem|Gen|Sg	24	det	395	395
24	Verkündigung	Verkündigung	N	NN	Fem|Gen|Sg	22	gmod	395	395
25	beben	beben	V	VVFIN	3|Pl|Pres|_	13	rel	_	_
26	,	,	$	$,	_	0	root	_	_
27	aber	aber	K	KON	_	0	root	_	_
28	schon	schon	A	ADV	_	29	adv	_	_
29	vereint	vereint	A	ADJD	Pos|	27	cj	_	_
30	mit	mit	P	APPR	Dat	29	pp	_	_
31	dem	die	A	ART	Def|Neut|Dat|Sg	33	det	_	_
32	süßen	süß	A	ADJA	Pos|Neut|Dat|Sg|Wk|	33	attr	_	_
33	Vertrauen	Vertrauen	N	NN	Neut|Dat|Sg	30	pn	_	_
34	der	die	A	ART	Def|Fem|Gen|Sg	35	det	_	_
35	Erfüllung	Erfüllung	N	NN	Fem|Gen|Sg	33	gmod	_	_
36	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	rings	rings	A	ADV	_	3	adv	_	_
3	dachte	denken	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
4	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	388	388
5	sich	sie	P	PRF	3|_|_	3	obja	_	_
6	eine	eine	A	ART	Indef|Fem|_|Sg	8	det	_	_
7	milde	mild	A	ADJA	Pos|Fem|_|Sg|_|	8	attr	_	_
8	Landschaft	Landschaft	N	NN	Fem|_|Sg	0	root	_	_
9	in	in	P	APPR	_	8	pp	_	_
10	Vorfrühlingsstimmung	Vorfrühlingsstimmung	N	NN	Fem|_|Sg	9	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	weiße	weiß	A	ADJA	Pos|Fem|_|Pl|St|	13	attr	_	_
13	Wolken	Wolke	N	NN	Fem|_|Pl	8	app	_	_
14	,	,	$	$,	_	0	root	_	_
15	die	die	P	PRELS	Fem|Nom|Pl	21	subj	392	392
16	wie	wie	K	KOKOM	_	21	kom	_	_
17	Schwäne	Schwan	N	NN	Masc|_|Pl	16	cj	_	_
18	durch	durch	P	APPR	Acc	21	pp	_	_
19	die	die	A	ART	Def|Fem|Acc|Sg	20	det	298	298
20	Luft	Luft	N	NN	Fem|Acc|Sg	18	pn	298	298
21	wanderten	wandern	V	VVFIN	3|Pl|Past|_	13	rel	_	_
22	,	,	$	$,	_	0	root	_	_
23	als	als	K	KOKOM	_	24	konj	_	_
24	zögen	ziehen	V	VVFIN	3|Pl|Past|Subj	21	neb	_	_
25	sie	sie	P	PPER	3|Pl|_|Nom	24	subj	392	392
26	an	an	P	APPR	_	25	pp	_	_
27	unsichtbaren	unsichtbar	A	ADJA	Pos|Masc|_|Pl|_|	28	attr	_	_
28	Fäden	Faden	N	NN	Masc|_|Pl	26	pn	_	_
29	den	die	A	ART	Def|Masc|Acc|Sg	31	det	_	_
30	warmen	warm	A	ADJA	Pos|Masc|Acc|Sg|_|	31	attr	_	_
31	Frühling	Frühling	N	NN	Masc|Acc|Sg	24	obja	_	_
32	hinter	hinter	P	APPR	Acc	24	pp	_	_
33	sich	sie	P	PRF	3|_|Acc	32	pn	_	_
34	,	,	$	$,	_	0	root	_	_
35	ein	eine	A	ART	Indef|Neut|Acc|Sg	38	det	393	393
36	erstes	erst	A	ADJA	_|Neut|Acc|Sg|St|	38	attr	393	393
37	zartes	zart	A	ADJA	Pos|Neut|Acc|Sg|St|	38	attr	393	393
38	Grün	Grün	N	NN	Neut|Acc|Sg	33	kon	393	393
39	,	,	$	$,	_	0	root	393	393
40	das	die	P	PRELS	Neut|Nom|Sg	43	subj	393	393
41	der	die	A	ART	Def|Fem|Dat|Sg	42	det	_	_
42	Auferstehung	Auferstehung	N	NN	Fem|Dat|Sg	43	objd	_	_
43	entgegendrängte	entgegendrängen	V	VVFIN	3|Sg|Past|_	38	rel	_	_
44	,	,	$	$,	_	0	root	_	_
45	und	und	K	KON	_	38	kon	_	_
46	schüchterne	schüchtern	A	ADJA	Pos|Fem|Acc|Pl|St|	47	attr	394	394
47	Blumen	Blume	N	NN	Fem|Acc|Pl	45	cj	394	394
48	,	,	$	$,	_	0	root	394	394
49	die	die	P	PRELS	Fem|Nom|Pl	57	subj	394	394
50	wie	wie	K	KOKOM	_	57	kom	_	_
51	mit	mit	P	APPR	Dat	50	cj	_	_
52	dünnen	dünn	A	ADJA	Pos|_|Dat|_|_|	53	attr	_	_
53	Kinderstimmen	Kinderstimme	N	NN	_|Dat|_	51	pn	_	_
54	die	die	A	ART	Def|Fem|_|Sg	56	det	_	_
55	große	groß	A	ADJA	Pos|Fem|_|Sg|_|	56	attr	_	_
56	Seligkeit	Seligkeit	N	NN	Fem|_|Sg	57	obja	_	_
57	verkündeten	verkünden	V	VVFIN	3|Pl|Past|_	47	rel	_	_
58	.	.	$	$.	_	0	root	_	_

1	Aber	aber	K	KON	_	0	root	_	_
2	des	die	A	ART	Def|_|Gen|Sg	3	det	_	_
3	Kindes	Kind	N	NN	Neut|Gen|Pl	5	objg	_	_
4	Augen	Auge	N	NN	Neut|Gen|Pl	3	app	_	_
5	waren	sein	V	VAFIN	_|Pl|Past|Ind	1	cj	_	_
6	ihm	er	P	PPER	3|Sg|_|Dat	5	objd	388	388
7	noch	noch	A	ADV	_	5	adv	_	_
8	zu	zu	P	PTKA	_	9	adv	_	_
9	verschüchtert	verschüchtert	A	ADJD	Pos|	5	pred	_	_
10	und	und	K	KON	_	9	kon	_	_
11	zu	zu	P	PTKA	_	12	adv	_	_
12	demutsvoll	demutsvoll	A	ADJD	Pos|	10	cj	_	_
13	;	;	$	$.	_	0	root	_	_
14	die	die	A	ART	Def|Fem|Nom|Sg	16	det	_	_
15	mystische	mystisch	A	ADJA	Pos|Fem|Nom|Sg|_|	16	attr	_	_
16	Flamme	Flamme	N	NN	Fem|Nom|Sg	26	subj	_	_
17	der	die	A	ART	Def|Fem|Gen|Sg	18	det	395	395
18	Verkündigung	Verkündigung	N	NN	Fem|Gen|Sg	16	gmod	395	395
19	und	und	K	KON	_	18	kon	_	_
20	der	die	A	ART	Def|Fem|Gen|Sg	21	det	_	_
21	Hingebung	Hingebung	N	NN	Fem|Gen|Sg	19	cj	_	_
22	an	an	P	APPR	Acc	21	pp	_	_
23	eine	eine	A	ART	Indef|Fem|Acc|Sg	25	det	_	_
24	dunkle	dunkel	A	ADJA	Pos|Fem|Acc|Sg|_|	25	attr	_	_
25	Verheißung	Verheißung	N	NN	Fem|Acc|Sg	22	pn	_	_
26	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
27	sich	sie	P	PRF	3|_|_	34	obja	_	_
28	noch	noch	A	ADV	_	29	adv	_	_
29	nicht	nicht	P	PTKNEG	_	34	adv	_	_
30	in	in	P	APPR	Dat	34	pp	_	_
31	diesen	diese	A	PDAT	Masc|Dat|Pl	33	det	396	396
32	unruhigen	unruhig	A	ADJA	Pos|Masc|Dat|Pl|_|	33	attr	396	396
33	Blicken	Blick	N	NN	Masc|Dat|Pl	30	pn	396	396
34	entzünden	entzünden	V	VVINF	_	26	aux	396	396
35	,	,	$	$,	_	0	root	396	396
36	in	in	P	APPR	Dat	45	pp	396	396
37	denen	die	P	PRELS	Masc|Dat|Pl	36	pn	396	396
38	noch	noch	A	ADV	_	45	adv	_	_
39	der	die	A	ART	Def|Masc|Nom|Sg	42	det	_	_
40	tiefe	tief	A	ADJA	Pos|Masc|Nom|Sg|Wk|	42	attr	_	_
41	verschleierte	verschleiert	A	ADJA	Pos|Masc|Nom|Sg|Wk|	42	attr	_	_
42	Schmerz	Schmerz	N	NN	Masc|Nom|Sg	45	subj	_	_
43	des	die	A	ART	Def|Neut|Gen|Sg	44	det	55	55
44	Volkes	Volk	N	NN	Neut|Gen|Sg	42	gmod	55	55
45	lastete	lasten	V	VVFIN	3|Sg|Past|_	33	rel	_	_
46	und	und	K	KON	_	0	root	_	_
47	manchmal	manchmal	A	ADV	_	50	adv	_	_
48	der	die	A	ART	Def|Masc|Nom|Sg	50	det	_	_
49	flackernde	flackernd	A	ADJA	Pos|Masc|Nom|Sg|Wk|<PPRES	50	attr	_	_
50	Trotz	Trotz	N	NN	Masc|Nom|Sg	46	cj	_	_
51	der	die	A	ART	Def|_|Gen|_	52	det	397	397
52	Auserwählten	Auserwählte	N	NN	_|Gen|_	50	gmod	397	397
53	,	,	$	$,	_	0	root	_	_
54	die	die	P	PRELS	_|_|_	0	root	397	397
55	mit	mit	P	APPR	Dat	58	pp	_	_
56	ihrem	ihre	A	PPOSAT	Masc|Dat|Sg	57	det	396	396
57	Gotte	Gott	N	NN	Masc|Dat|Sg	55	pn	_	_
58	gehadert	hadern	V	VVPP	_	0	root	_	_
59	.	.	$	$.	_	0	root	_	_

1	Noch	noch	A	ADV	_	2	adv	_	_
2	kannten	kennen	V	VVFIN	3|Pl|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Pl|_|Nom	2	subj	397	397
4	die	die	A	ART	Def|Fem|_|Sg	6	det	_	_
5	wahre	wahr	A	ADJA	Pos|Fem|_|Sg|_|	6	attr	_	_
6	Demut	Demut	N	NN	Fem|_|Sg	2	obja	_	_
7	nicht	nicht	P	PTKNEG	_	6	adv	_	_
8	und	und	K	KON	_	6	kon	_	_
9	nicht	nicht	P	PTKNEG	_	13	adv	1012	1012
10	die	die	A	ART	Def|_|_|_	13	det	1012	1012
11	sanfte	sanft	A	ADJA	Pos|_|_|_|_|	13	attr	1012	1012
12	unirdische	unirdisch	A	ADJA	Pos|_|_|_|_|	13	attr	1012	1012
13	Liebe	Liebe	N	NN	_|_|_	8	cj	1012	1012
14	.	.	$	$.	_	0	root	_	_

1	Er	er	P	PPER	3|Sg|Masc|Nom	2	subj	16	16
2	suchte	suchen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	sorgfältige	sorgfältig	A	ADJA	Pos|Masc|_|Pl|St|	6	attr	398	398
4	und	und	K	KON	_	3	kon	398	398
5	vorsichtige	vorsichtig	A	ADJA	Pos|_|_|_|_|	4	cj	398	398
6	Wege	Weg	N	NN	Masc|_|Pl	2	obja	398	398
7	,	,	$	$,	_	0	root	_	_
8	um	um	K	KOUI	_	15	konj	_	_
9	den	die	A	ART	Def|Masc|_|_	10	det	_	_
10	Glauben	Glaube	N	NN	Masc|_|_	15	obja	_	_
11	ihrem	ihre	A	PPOSAT	Neut|Dat|Sg	12	det	398	398
12	Herzen	Herzen	N	NN	Neut|Dat|Sg	15	objd	399	399
13	näher	nah	A	ADJD	Comp|	15	adv	_	_
14	zu	zu	P	PTKZU	_	15	part	_	_
15	tragen	tragen	V	VVINF	_	2	neb	_	_
16	;	;	$	$.	_	0	root	_	_
17	denn	denn	K	KON	_	19	koord	_	_
18	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	16	16
19	wußte	wußte	V	VVFIN	3|Sg|_|_	0	root	_	_
20	,	,	$	$,	_	0	root	_	_
21	wenn	wenn	K	KOUS	_	0	root	_	_
22	er	er	P	PPER	3|Sg|Masc|Nom	0	root	16	16
23	ihn	er	P	PPER	3|Sg|Masc|Acc	0	root	16	16
24	ihr	ihre	A	PPOSAT	_|_|Sg	0	root	398	398
25	hell	hell	A	ADJD	Pos|	32	adv	_	_
26	und	und	K	KON	_	25	kon	_	_
27	in	in	P	APPR	Dat	26	cj	_	_
28	seiner	seine	A	PPOSAT	Fem|Dat|Sg	30	det	399	399
29	ganzen	ganz	A	ADJA	Pos|Fem|Dat|Sg|Wk|	30	attr	_	_
30	Fülle	Fülle	N	NN	Fem|Dat|Sg	27	pn	_	_
31	erglühend	erglühen	A	ADJD	_|<PPRES	32	adv	_	_
32	entgegentrüge	entgegentragen	V	VVFIN	_|Sg|_|_	0	root	_	_
33	wie	wie	K	KOKOM	_	32	kom	_	_
34	eine	eine	A	ART	Indef|Fem|Acc|Sg	35	det	400	400
35	Monstranz	Monstranz	N	NN	Fem|Acc|Sg	33	cj	400	400
36	,	,	$	$,	_	0	root	400	400
37	in	in	P	APPR	Dat	42	pp	400	400
38	der	die	P	PRELS	Fem|Dat|Sg	37	pn	400	400
39	die	die	A	ART	Def|Fem|Nom|Sg	40	det	197	197
40	Sonne	Sonne	N	NN	Fem|Nom|Sg	42	subj	197	197
41	tausendfarbig	tausendfarbig	A	ADJD	Pos|	42	adv	_	_
42	funkelt	funkeln	V	VVFIN	3|Sg|Pres|Ind	35	rel	_	_
43	,	,	$	$,	_	0	root	_	_
44	daß	daß	K	KOUS	_	49	konj	_	_
45	sie	sie	P	PPER	3|Sg|Fem|Nom	49	subj	197	197
46	nicht	nicht	P	PTKNEG	_	48	adv	_	_
47	erschauernd	erschauern	A	ADJD	_|<PPRES	48	adv	_	_
48	niedersinken	niedersinken	V	VVINF	_	49	aux	_	_
49	würde	werden	V	VAFIN	3|Sg|Past|Subj	42	objc	_	_
50	,	,	$	$,	_	0	root	_	_
51	sondern	sondern	K	KON	_	35	kon	_	_
52	sich	sie	P	PRF	3|_|Acc	51	cj	_	_
53	schroff	schroff	A	ADJD	Pos|	32	adv	_	_
54	und	und	K	KON	_	53	kon	_	_
55	hart	hart	A	ADJD	Pos|	54	cj	_	_
56	abwenden	abwenden	V	VVINF	_	0	root	_	_
57	,	,	$	$,	_	0	root	_	_
58	um	um	K	KOUI	_	64	konj	_	_
59	das	die	A	ART	Def|Neut|_|Sg	61	det	401	401
60	feindliche	feindlich	A	ADJA	Pos|Neut|_|Sg|Wk|	61	attr	401	401
61	Zeichen	Zeichen	N	NN	Neut|_|Sg	64	obja	401	401
62	nicht	nicht	P	PTKNEG	_	64	adv	_	_
63	zu	zu	P	PTKZU	_	64	part	_	_
64	sehen	sehen	V	VVINF	_	0	root	_	_
65	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	_	4	pp	_	_
2	seinen	seine	A	PPOSAT	Fem|_|Pl	3	det	401	401
3	Mappen	Mappe	N	NN	Fem|_|Pl	1	pn	_	_
4	ruhten	ruhen	V	VVFIN	3|Pl|Past|_	0	root	_	_
5	viele	viele	A	PIDAT	_|Nom|Pl	6	det	403	403
6	Bilder	Bild	N	NN	_|Nom|Pl	4	subj	403	403
7	aus	aus	P	APPR	Dat	4	pp	_	_
8	der	die	A	ART	Def|Fem|Dat|Sg	10	det	_	_
9	heiligen	heilig	A	ADJA	Pos|Fem|Dat|Sg|Wk|	10	attr	_	_
10	Geschichte	Geschichte	N	NN	Fem|Dat|Sg	7	pn	_	_
11	;	;	$	$.	_	0	root	_	_
12	eigene	eigen	A	ADJA	Pos|_|_|_|_|	0	root	_	_
13	und	und	K	KON	_	0	root	_	_
14	viele	viele	A	PIDAT	Masc|Nom|Sg	16	det	402	402
15	großer	groß	A	ADJA	Pos|Masc|Nom|Sg|St|	16	attr	402	402
16	Meister	Meister	N	NN	Masc|Nom|Sg	13	cj	402	402
17	,	,	$	$,	_	0	root	_	_
18	die	die	P	PRELS	_|_|_	0	root	402	402
19	er	er	P	PPER	3|Sg|Masc|Nom	0	root	402	402
20	in	in	P	APPR	Dat	19	pp	_	_
21	seiner	seine	A	PPOSAT	Fem|Dat|Sg	22	det	401	401
22	Lehrzeit	Lehrzeit	N	NN	Fem|Dat|Sg	20	pn	_	_
23	und	und	K	KON	_	19	kon	_	_
24	auch	auch	A	ADV	_	28	adv	_	_
25	später	spät	A	ADJD	_|	26	adv	_	_
26	noch	noch	A	ADV	_	27	adv	_	_
27	manches	manche	A	PIAT	Neut|Nom|Sg	28	det	_	_
28	Mal	Mal	N	NN	Neut|Nom|Sg	23	cj	_	_
29	,	,	$	$,	_	0	root	_	_
30	von	von	P	APPR	_	33	pp	_	_
31	lebhafter	lebhaft	A	ADJA	Pos|Fem|_|Sg|St|	32	attr	_	_
32	Bewunderung	Bewunderung	N	NN	Fem|_|Sg	30	pn	_	_
33	überwältigt	überwältigen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
34	,	,	$	$,	_	0	root	_	_
35	nachgezeichnet	nachzeichnen	V	VVPP	_	36	aux	_	_
36	hatte	haben	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
37	.	.	$	$.	_	0	root	_	_

1	Die	die	P	PDS	_|_|_	2	obja	_	_
2	suchte	suchen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	er	er	P	PPER	3|Sg|Masc|Nom	2	subj	402	402
4	nun	nun	A	ADV	_	2	adv	_	_
5	heraus	heraus	P	PTKVZ	_	2	avz	_	_
6	,	,	$	$,	_	0	root	_	_
7	und	und	K	KON	_	2	kon	_	_
8	sie	sie	P	PPER	3|Pl|_|Nom	9	subj	403	403
9	betrachteten	betrachten	V	VVFIN	3|Pl|Past|_	7	cj	_	_
10	gemeinsam	gemeinsam	A	ADJD	Pos|	9	adv	_	_
11	,	,	$	$,	_	0	root	_	_
12	Schulter	Schulter	N	NN	_	0	root	_	_
13	an	an	P	APPR	_	12	pp	_	_
14	Schulter	Schulter	N	NN	_|_|_	13	pn	404	404
15	,	,	$	$,	_	0	root	_	_
16	die	die	P	PRELS	_|_|_	0	root	404	404
17	Bilder	Bild	N	NN	_|_|_	0	root	541	541
18	;	;	$	$.	_	0	root	_	_
19	bald	bald	A	ADV	_	20	adv	_	_
20	fühlte	fühlen	V	VVFIN	3|Sg|Past|_	0	root	_	_
21	er	er	P	PPER	3|Sg|Masc|Nom	20	subj	402	402
22	den	die	A	ART	Def|Masc|Acc|Sg	24	det	_	_
23	tiefen	tief	A	ADJA	Pos|Masc|Acc|Sg|_|	24	attr	_	_
24	Eindruck	Eindruck	N	NN	Masc|Acc|Sg	20	obja	_	_
25	,	,	$	$,	_	0	root	_	_
26	den	die	A	ART	Def|_|_|_	27	part	_	_
27	manches	manche	P	PIS	Neut|Nom|Sg	33	subj	_	_
28	der	die	A	ART	Def|Neut|Gen|Pl	29	det	_	_
29	Blätter	Blatt	N	NN	Neut|Gen|Pl	27	gmod	_	_
30	in	in	P	APPR	Dat	27	pp	_	_
31	ihrer	ihre	A	PPOSAT	Fem|Dat|Sg	32	det	403	403
32	Seele	Seele	N	NN	Fem|Dat|Sg	30	pn	_	_
33	erzeugte	erzeugen	V	VVFIN	3|Sg|Past|_	20	kon	_	_
34	,	,	$	$,	_	0	root	_	_
35	an	an	P	APPR	Dat	33	pp	_	_
36	der	die	A	ART	Def|Fem|Dat|Sg	37	det	_	_
37	Unruhe	Unruhe	N	NN	Fem|Dat|Sg	35	pn	_	_
38	ihrer	ihre	A	PPOSAT	Fem|Gen|Pl	40	det	403	403
39	blätternden	blätternd	A	ADJA	Pos|Fem|Gen|Pl|Wk|<PPRES	40	attr	_	_
