1	Oh	oh	I	ITJ	_	0	root	_	_
16	um	um	P	APPR	Acc	15	pp	_	_
17	den	die	A	ART	Def|Masc|Acc|Sg	19	det	29	29
18	alten	alt	A	ADJA	Pos|Masc|Acc|Sg|_|	19	attr	29	29
19	Herrn	Herrn	N	NN	Masc|Acc|Sg	16	pn	29	29
20	Mendel	Mendel	N	NE	Masc|Acc|Sg	19	app	29	29
21	,	,	$	$,	_	0	root	_	_
22	wie	wie	P	PWAV	_	24	adv	_	_
23	er	er	P	PPER	3|Sg|Masc|Nom	25	subj	141	141
24	dagestanden	dagestehen	V	VVPP	_	25	aux	_	_
25	ist	sein	V	VAFIN	3|Sg|Pres|Ind	39	objc	_	_
26	zwischen	zwischen	P	APPR	Acc	24	pp	_	_
27	den	die	A	ART	Def|_|_|_	28	part	_	_
28	beiden	beide	P	PIS	_|Acc|Pl	26	pn	_	_
29	,	,	$	$,	_	0	root	_	_
30	die	die	A	ART	Def|Fem|Acc|Sg	31	det	_	_
31	Brille	Brille	N	NN	Fem|Acc|Sg	28	app	_	_
32	unterm	unter	P	APPRART	Dat	31	pp	_	_
33	Haar	Haar	N	NN	Neut|Dat|Sg	32	pn	143	143
34	,	,	$	$,	_	0	root	143	143
35	und	und	K	KON	_	26	kon	143	143
36	hin	hin	A	ADV	_	35	cj	143	143
37	und	und	K	KON	_	36	kon	143	143
38	her	her	A	ADV	_	37	cj	143	143
39	geschaut	schauen	V	VVPP	_	40	aux	143	143
40	hat	haben	V	VAFIN	3|Sg|Pres|Ind	13	kon	143	143
41	von	von	P	APPR	_	0	root	143	143
42	einem	eine	A	ART	Indef|_|Dat|Sg	0	root	143	143
43	zum	zu	P	APPRART	_|Dat	0	root	143	143
44	andern	andern	A	ADJA	_|_|Nom|_|_	48	subj	143	143
45	und	und	K	KON	_	44	kon	143	143
46	nicht	nicht	P	PTKNEG	_	47	adv	143	143
47	recht	recht	A	ADJD	Pos|	45	cj	143	143
48	gewußt	gewußt	V	VVPP	_	0	root	143	143
49	,	,	$	$,	_	0	root	143	143
50	was	was	P	PRELS	Neut|_|Sg	55	obja	143	143
51	sie	sie	P	PPER	3|Pl|_|Nom	55	subj	144	144
52	eigentlich	eigentlich	A	ADV	_	55	adv	_	_
53	von	von	P	APPR	Dat	55	pp	_	_
54	ihm	er	P	PPER	3|Sg|_|Dat	53	pn	141	141
55	wollten	wollen	V	VMFIN	3|Pl|Past|_	33	rel	_	_
56	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Sg|Fem|Nom	3	subj	145	145
2	aber	aber	A	ADV	_	1	adv	_	_
3	habe	haben	V	VAFIN	3|Sg|Pres|Subj	0	root	_	_
4	stante	stante	F	FM	_	8	obja	_	_
5	pede	pede	F	FM	_	4	app	_	_
6	dem	die	A	ART	Def|Masc|Dat|Sg	7	det	_	_
7	Gendarmen	Gendarm	N	NN	Masc|Dat|Sg	8	objd	_	_
8	gesagt	sagen	V	VVPP	_	3	aux	_	_
9	,	,	$	$,	_	0	root	_	_
10	das	die	P	PDS	Neut|Nom|Sg	11	subj	_	_
11	müsse	müssen	V	VMFIN	3|Sg|Pres|Subj	3	kon	_	_
12	ein	eine	A	ART	Indef|Masc|Nom|Sg	13	det	_	_
13	Irrtum	Irrtum	N	NN	Masc|Nom|Sg	14	pred	_	_
14	sein	sein	V	VAINF	_	11	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	ein	eine	A	ART	Indef|Masc|Nom|Sg	17	det	_	_
17	Mann	Mann	N	NN	Masc|Nom|Sg	21	subj	_	_
18	wie	wie	K	KOKOM	_	17	kom	_	_
19	Herr	Herr	N	NN	Masc|_|Sg	18	cj	29	29
20	Mendel	Mendel	N	NE	Masc|Nom|Sg	19	app	29	29
21	könne	können	V	VMFIN	3|Sg|Pres|Subj	11	kon	_	_
22	keiner	keine	A	PIAT	Fem|Dat|Sg	23	det	_	_
23	Fliege	Fliege	N	NN	Fem|Dat|Sg	25	objd	_	_
24	was	was	P	PIS	_	25	obja	_	_
25	tun	tun	V	VVINF	_	21	aux	_	_
26	;	;	$	$.	_	0	root	_	_
27	aber	aber	K	KON	_	0	root	_	_
28	da	da	A	ADV	_	29	adv	_	_
29	habe	haben	V	VAFIN	3|Sg|Pres|Subj	27	cj	_	_
30	der	die	A	ART	Def|Masc|Nom|Sg	31	det	146	146
31	Geheimpolizist	Geheimpolizist	N	NN	Masc|Nom|Sg	29	subj	146	146
32	sie	sie	P	PPER	3|_|_|_	34	obja	145	145
33	gleich	gleich	A	ADV	_	34	adv	_	_
34	angeschrien	anschreien	V	VVPP	_	29	aux	_	_
35	,	,	$	$,	_	0	root	_	_
36	sie	sie	P	PPER	3|Sg|Fem|Nom	37	subj	145	145
37	solle	sollen	V	VMFIN	3|Sg|Pres|Subj	29	kon	_	_
38	sich	sie	P	PRF	3|_|_	42	obja	_	_
39	nicht	nicht	P	PTKNEG	_	42	adv	_	_
40	in	in	P	APPR	_	42	pp	_	_
41	Amtshandlungen	Amtshandlung	N	NN	Fem|_|Pl	40	pn	_	_
42	einmischen	einmischen	V	VVINF	_	37	aux	_	_
43	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	dann	dann	A	ADV	_	3	adv	_	_
3	hätten	haben	V	VAFIN	3|Pl|Past|Subj	1	cj	_	_
4	sie	sie	P	PPER	3|Pl|_|Nom	3	subj	144	144
5	ihn	er	P	PPER	3|Sg|Masc|Acc	6	obja	146	146
6	weggeführt	wegführen	V	VVPP	_	3	aux	_	_
7	,	,	$	$,	_	0	root	_	_
8	und	und	K	KON	_	3	kon	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	10	subj	146	146
10	sei	sein	V	VAFIN	3|Sg|Pres|Subj	8	cj	_	_
11	lange	lange	A	ADJD	_	14	adv	_	_
12	nicht	nicht	P	PTKNEG	_	14	adv	_	_
13	mehr	mehr	A	ADV	_	12	adv	_	_
14	gekommen	kommen	V	VVPP	_	10	aux	_	_
15	,	,	$	$,	_	0	root	_	_
16	zwei	zwei	C	CARD	_	17	attr	_	_
17	Jahre	Jahr	N	NN	Neut|Acc|Pl	18	pn	_	_
18	lang	lang	P	APPO	Acc	14	pp	_	_
19	.	.	$	$.	_	0	root	_	_

1	Noch	noch	A	ADV	_	2	adv	_	_
2	heute	heute	A	ADV	_	3	adv	_	_
3	wisse	wissen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	_
4	sie	sie	P	PPER	3|Sg|Fem|Nom	3	subj	145	145
5	nicht	nicht	P	PTKNEG	_	3	adv	_	_
6	recht	recht	A	ADJD	Pos|	3	adv	_	_
7	,	,	$	$,	_	0	root	_	_
8	was	was	P	PRELS	Neut|_|Sg	0	root	_	_
9	die	die	A	ART	Def|_|_|_	0	root	_	_
10	damals	damals	A	ADV	_	14	adv	_	_
11	von	von	P	APPR	Dat	14	pp	_	_
12	ihm	er	P	PPER	3|Sg|_|Dat	11	pn	146	146
13	gewollt	gewollt	A	ADJD	Pos|	14	adv	_	_
14	hätten	haben	V	VAFIN	_|Pl|Past|Subj	0	root	_	_
15	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Aber	aber	K	KON	_	0	root	_	_
3	ich	ich	P	PPER	1|Sg|_|Nom	4	subj	147	147
4	leist	leist	V	VVFIN	1|Sg|_|_	2	cj	_	_
5	ein	eine	A	ART	Indef|_|_|Sg	6	det	_	_
6	Jurament	Jurament	N	NN	_|_|Sg	4	obja	_	_
7	«	«	$	$(	_	0	root	_	_
8	,	,	$	$,	_	0	root	_	_
9	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	sie	sie	P	PPER	3|Sg|Fem|Nom	9	subj	145	145
11	erregt	erregen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
12	,	,	$	$,	_	0	root	_	_
13	die	die	A	ART	Def|Fem|_|Sg	15	det	_	_
14	alte	alt	A	ADJA	Pos|Fem|_|Sg|_|	15	attr	_	_
15	Frau	Frau	N	NN	Fem|_|Sg	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	»	»	$	$(	_	0	root	_	_
18	der	die	A	ART	Def|Masc|Nom|Sg	19	det	29	29
19	Herr	Herr	N	NN	Masc|Nom|Sg	21	subj	29	29
20	Mendel	Mendel	N	NE	Masc|Nom|Sg	19	app	29	29
21	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
22	nichts	nichts	A	PIAT	Neut|_|Sg	23	det	_	_
23	Unrechtes	Unrechtes	N	NN	Neut|_|Sg	24	obja	_	_
24	getan	tun	V	VVPP	_	25	aux	_	_
25	haben	haben	V	VAINF	_	21	aux	_	_
26	.	.	$	$.	_	0	root	_	_

1	Die	die	P	PDS	_|Nom|Pl	2	subj	_	_
2	haben	haben	V	VAFIN	3|Pl|Pres|_	0	root	_	_
3	sich	sie	P	PRF	3|_|_	4	obja	_	_
4	geirrt	irren	V	VVPP	_	2	aux	_	_
5	,	,	$	$,	_	0	root	_	_
6	da	da	A	ADV	_	7	adv	_	_
7	leg	leg	V	VVFIN	1|Sg|_|_	2	kon	_	_
8	ich	ich	P	PPER	1|Sg|_|Nom	7	subj	147	147
9	meine	meine	A	PPOSAT	Fem|_|Sg	10	det	147	147
10	Hand	Hand	N	NN	Fem|_|Sg	7	obja	_	_
11	ins	in	P	APPRART	Acc	7	pp	_	_
12	Feuer	Feuer	N	NN	Neut|Acc|_	11	pn	_	_
13	.	.	$	$.	_	0	root	_	_

1	Es	es	P	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	ein	eine	A	ART	Indef|_|Nom|Sg	4	det	_	_
4	Verbrechen	Verbrechen	N	NN	_|Nom|Sg	2	pred	_	_
5	an	an	P	APPR	Dat	4	pp	_	_
6	dem	die	A	ART	Def|Masc|Dat|Sg	10	det	_	_
7	armen	arm	A	ADJA	Pos|Masc|Dat|Sg|Wk|	10	attr	_	_
8	,	,	$	$,	_	0	root	_	_
9	unschuldigen	unschuldig	A	ADJA	Pos|_|Dat|_|_|	7	kon	_	_
10	Menschen	Mensch	N	NN	Masc|Dat|Sg	5	pn	_	_
11	,	,	$	$,	_	0	root	_	_
12	ein	eine	A	ART	Indef|_|Nom|Sg	13	det	_	_
13	Verbrechen	Verbrechen	N	NN	_|Nom|Sg	4	app	_	_
14	!	!	$	$.	_	0	root	_	_
15	«	«	$	$(	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	sie	sie	P	PPER	3|Sg|Fem|Nom	3	subj	145	145
3	hatte	haben	V	VAFIN	3|Sg|Past|Ind	1	cj	_	_
4	recht	recht	A	ADJD	Pos|	3	pred	_	_
5	,	,	$	$,	_	0	root	_	_
6	die	die	A	ART	Def|Fem|_|Sg	10	det	120	120
7	gute	gut	A	ADJA	Pos|Fem|_|Sg|_|	10	attr	120	120
8	,	,	$	$,	_	0	root	120	120
9	rührende	rührend	A	ADJA	Pos|_|_|_|_|<PPRES	7	kon	120	120
10	Frau	Frau	N	NN	Fem|_|Sg	0	root	120	120
11	Sporschil	Sporschil	N	NE	Fem|_|Sg	10	app	120	120
12	.	.	$	$.	_	0	root	_	_

1	Unser	unsre	A	PPOSAT	Masc|Nom|Sg	2	det	29	29
2	Freund	Freund	N	NN	Masc|Nom|Sg	5	subj	29	29
3	Jakob	Jakob	N	NE	Masc|Nom|Sg	2	app	29	29
4	Mendel	Mendel	N	NE	Masc|Nom|Sg	3	app	29	29
5	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
6	wahrhaftig	wahrhaftig	A	ADV	_	9	adv	_	_
7	nichts	nichts	A	PIAT	Neut|_|Sg	8	det	_	_
8	Unrechtes	Unrechtes	N	NN	Neut|_|Sg	9	obja	_	_
9	begangen	begehen	V	VVPP	_	5	aux	_	_
10	,	,	$	$,	_	0	root	_	_
11	sondern	sondern	K	KON	_	0	root	_	_
12	nur	nur	A	ADV	_	22	adv	_	_
13	(	(	$	$(	_	0	root	_	_
14	erst	erst	A	ADV	_	15	adv	_	_
15	später	spät	A	ADJD	_|	16	adv	_	_
16	erfuhr	erfahren	V	VVFIN	1|Sg|Past|Ind	12	par	_	_
17	ich	ich	P	PPER	1|Sg|_|Nom	16	subj	147	147
18	alle	alle	A	PIDAT	Fem|_|Pl	19	det	_	_
19	Einzelheiten	Einzelheit	N	NN	Fem|_|Pl	16	obja	_	_
20	)	)	$	$(	_	0	root	_	_
21	eine	eine	A	ART	Indef|Fem|_|Sg	22	det	_	_
22	rasende	rasend	A	ADJA	Fem|_|Sg	11	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	eine	eine	A	ART	Indef|Fem|_|Sg	25	det	_	_
25	rührende	rührend	A	ADJA	Fem|_|Sg	22	kon	_	_
26	,	,	$	$,	_	0	root	_	_
27	eine	eine	A	ART	Indef|Fem|_|Sg	35	det	_	_
28	selbst	selbst	A	ADV	_	34	adv	_	_
29	in	in	P	APPR	Dat	34	pp	_	_
30	jenen	jene	A	PDAT	Fem|Dat|Pl	32	det	_	_
31	irrwitzigen	irrwitzig	A	ADJA	Pos|Fem|Dat|Pl|_|	32	attr	_	_
32	Zeiten	Zeit	N	NN	Fem|Dat|Pl	29	pn	_	_
33	ganz	ganz	A	ADV	_	34	adv	_	_
34	unwahrscheinliche	unwahrscheinlich	A	ADJA	Pos|Fem|_|Sg|_|	35	attr	_	_
35	Dummheit	Dummheit	N	NN	Fem|_|Sg	22	app	_	_
36	,	,	$	$,	_	0	root	_	_
37	erklärbar	erklärbar	A	ADJD	Pos|	38	adv	_	_
38	bloß	bloß	A	ADV	_	39	adv	_	_
39	aus	aus	P	APPR	Dat	22	pp	_	_
40	der	die	A	ART	Def|Fem|Dat|Sg	42	det	_	_
41	vollkommenen	vollkommen	A	ADJA	Pos|Fem|Dat|Sg|Wk|	42	attr	_	_
42	Versunkenheit	Versunkenheit	N	NN	Fem|Dat|Sg	39	pn	_	_
43	,	,	$	$,	_	0	root	_	_
44	aus	aus	P	APPR	Dat	39	kon	_	_
45	der	die	A	ART	Def|Fem|Dat|Sg	46	det	_	_
46	Mondfernheit	Mondfernheit	N	NN	Fem|Dat|Sg	44	pn	_	_
47	seiner	seine	A	PPOSAT	Fem|Gen|Sg	49	det	29	29
48	einmaligen	einmalig	A	ADJA	Pos|Fem|Gen|Sg|Wk|	49	attr	_	_
49	Erscheinung	Erscheinung	N	NN	Fem|Gen|Sg	46	gmod	_	_
50	.	.	$	$.	_	0	root	_	_

1	Folgendes	folgend	A	ADJA	Pos|Neut|Nom|Sg|St|_	2	subj	_	_
2	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	sich	sie	P	PRF	3|_|_	4	obja	_	_
4	ereignet	ereignen	V	VVPP	_	2	aux	_	_
5	:	\:	$	$.	_	0	root	_	_
6	Auf	auf	P	APPR	Dat	23	pp	_	_
7	dem	die	A	ART	Def|Neut|Dat|Sg	9	det	148	148
8	militärischen	militärisch	A	ADJA	Pos|Neut|Dat|Sg|Wk|	9	attr	148	148
9	Zensuramt	Zensuramt	N	NN	Neut|Dat|Sg	6	pn	148	148
10	,	,	$	$,	_	0	root	148	148
11	das	die	P	PRELS	Neut|Nom|Sg	13	subj	148	148
12	verpflichtet	verpflichten	V	VVPP	_	13	aux	_	_
13	war	sein	V	VAFIN	3|Sg|Past|Ind	9	rel	_	_
14	,	,	$	$,	_	0	root	_	_
15	jede	jede	A	PIDAT	Fem|_|Sg	16	det	_	_
16	Korrespondenz	Korrespondenz	N	NN	Fem|_|Sg	21	obja	_	_
17	mit	mit	P	APPR	Dat	21	pp	_	_
18	dem	die	A	ART	Def|Neut|Dat|Sg	19	det	_	_
19	Ausland	Ausland	N	NN	Neut|Dat|Sg	17	pn	_	_
20	zu	zu	P	PTKZU	_	21	part	_	_
21	überwachen	überwachen	V	VVINF	_	12	obji	_	_
22	,	,	$	$,	_	0	root	_	_
23	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
24	eines	eine	A	ART	Indef|Masc|Gen|Sg	25	det	_	_
25	Tages	Tag	N	NN	Masc|Gen|Sg	28	zeit	_	_
26	eine	eine	A	ART	Indef|Fem|Nom|Sg	27	det	156	156
27	Postkarte	Postkarte	N	NN	Fem|Nom|Sg	23	subj	156	156
28	abgefangen	abfangen	V	VVPP	_	29	aux	_	_
29	worden	werden	V	VAPP	_	23	aux	_	_
30	,	,	$	$,	_	0	root	_	_
31	geschrieben	schreiben	V	VVPP	_	29	kon	_	_
32	und	und	K	KON	_	31	kon	_	_
33	unterschrieben	unterschreiben	V	VVPP	_	32	cj	_	_
34	von	von	P	APPR	Dat	33	pp	_	_
35	einem	eine	A	ART	Indef|_|Dat|Sg	37	det	222	222
36	gewissen	gewiss	A	ADJA	Pos|_|Dat|Sg|Wk|	37	attr	222	222
37	Jakob	Jakob	N	NE	_|Dat|Sg	34	pn	222	222
38	Mendel	Mendel	N	NE	_|Nom|_	44	subj	29	29
39	,	,	$	$,	_	0	root	_	_
40	ordnungsgemäß	ordnungsgemäß	A	ADJD	Pos|	44	adv	_	_
41	nach	nach	P	APPR	Dat	44	pp	_	_
42	dem	die	A	ART	Def|Neut|Dat|Sg	43	det	_	_
43	Ausland	Ausland	N	NN	Neut|Dat|Sg	41	pn	_	_
44	frankiert	frankieren	V	VVPP	_	23	neb	_	_
45	,	,	$	$,	_	0	root	_	_
46	aber	aber	K	KON	_	44	kon	_	_
47	–	–	$	$(	_	0	root	_	_
48	unglaublicher	unglaublich	A	ADJA	Pos|Masc|Nom|Sg|St|	49	attr	168	168
49	Fall	Fall	N	NN	Masc|Nom|Sg	55	subj	168	168
50	–	–	$	$(	_	0	root	_	_
51	in	in	P	APPR	Acc	55	pp	_	_
52	das	die	A	ART	Def|Neut|Acc|Sg	54	det	_	_
53	feindliche	feindlich	A	ADJA	Pos|Neut|Acc|Sg|Wk|	54	attr	_	_
54	Ausland	Ausland	N	NN	Neut|Acc|Sg	51	pn	_	_
55	gerichtet	richten	V	VVPP	_	46	cj	_	_
56	,	,	$	$,	_	0	root	_	_
57	eine	eine	A	ART	Indef|Fem|Nom|Sg	58	det	_	_
58	Postkarte	Postkarte	N	NN	Fem|Nom|Sg	71	subj	_	_
59	an	an	P	APPR	_	58	pp	_	_
60	Jean	Jean	N	NE	Masc|_|_	59	pn	_	_
61	Labourdaire	Labourdaire	N	NE	Masc|_|_	60	app	_	_
62	,	,	$	$,	_	0	root	_	_
63	Buchhändler	Buchhändler	N	NN	Masc|_|_	61	kon	_	_
64	,	,	$	$,	_	0	root	_	_
65	Paris	Paris	N	NE	_|_|Sg	63	kon	_	_
66	,	,	$	$,	_	0	root	_	_
67	Quai	Quai	N	NE	_|_|Sg	65	kon	149	149
68	de	de	N	NE	_|_|Sg	67	app	149	149
69	Grenelle	Grenelle	N	NE	_|_|Sg	68	app	149	149
70	,	,	$	$,	_	0	root	_	_
71	adressiert	adressieren	V	VVFIN	3|Sg|Pres|Ind	23	kon	_	_
72	,	,	$	$,	_	0	root	_	_
73	in	in	P	APPR	Dat	80	pp	_	_
74	der	die	P	PRELS	Fem|Dat|Sg	73	pn	149	149
75	ein	eine	A	ART	Indef|Masc|Nom|Sg	77	det	29	29
76	gewisser	gewiss	A	ADJA	Pos|Masc|Nom|Sg|St|	77	attr	29	29
77	Jakob	Jakob	N	NE	Masc|Nom|Sg	80	subj	29	29
78	Mendel	Mendel	N	NE	Masc|Nom|Sg	77	app	29	29
79	sich	sie	P	PRF	3|_|_	80	obja	_	_
80	beschwerte	beschweren	V	VVFIN	3|Sg|Past|_	58	rel	_	_
81	,	,	$	$,	_	0	root	_	_
82	die	die	A	ART	Def|Fem|_|Pl	85	det	_	_
83	letzten	letzte	A	ADJA	Pos|Fem|_|Pl|Wk|	85	attr	_	_
84	acht	acht	C	CARD	_	85	attr	_	_
85	Nummern	Nummer	N	NN	Fem|_|Pl	0	root	_	_
86	des	die	A	ART	Def|_|Gen|Sg	88	det	_	_
87	monatlichen	monatlich	A	ADJA	Pos|_|Gen|Sg|_|	88	attr	_	_
88	»	»	F	FM	_|Gen|Sg	85	gmod	_	_
89	Bulletin	Bulletin	F	FM	_|Gen|Sg	88	app	_	_
90	bibliographique	bibliographique	F	FM	_|Gen|Sg	89	app	_	_
91	de	de	F	FM	_|Gen|Sg	90	app	_	_
92	la	la	F	FM	_|Gen|Sg	91	app	_	_
93	France	France	F	FM	_|Gen|Sg	92	app	_	_
94	«	«	$	$(	_	0	root	_	_
95	trotz	trotz	P	APPR	Dat	99	pp	_	_
96	vorausgezahltem	vorausgezahlt	A	ADJA	Pos|Neut|Dat|Sg|St|	97	attr	_	_
97	Jahresabonnement	Jahresabonnement	N	NN	Neut|Dat|Sg	95	pn	_	_
98	nicht	nicht	P	PTKNEG	_	99	adv	_	_
99	erhalten	erhalten	V	VVPP	_	101	aux	_	_
100	zu	zu	P	PTKZU	_	101	part	_	_
101	haben	haben	V	VAINF	_	0	root	_	_
102	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Masc|Nom|Sg	4	det	151	151
2	eingestellte	eingestellt	A	ADJA	Pos|Masc|Nom|Sg|Wk|	4	attr	151	151
3	untere	unter	A	ADJA	Pos|Masc|Nom|Sg|Wk|	4	attr	151	151
4	Zensurbeamte	Zensurbeamter	N	NN	Masc|Nom|Sg	21	subj	151	151
5	,	,	$	$,	_	0	root	151	151
6	ein	eine	A	ART	Indef|_|Nom|Sg	7	det	151	151
7	Gymnasialprofessor	Gymnasialprofessor	N	NN	_|Nom|Sg	4	app	151	151
8	,	,	$	$,	_	0	root	_	_
9	in	in	P	APPR	_	21	pp	_	_
10	Privatneigung	Privatneigung	N	NN	Neut|_|Sg	9	pn	150	150
11	Romanist	Romanist	N	NN	Neut|_|Sg	10	app	150	150
12	,	,	$	$,	_	0	root	_	_
13	dem	die	P	PRELS	Neut|Dat|Sg	18	objd	150	150
14	man	man	P	PIS	_|Nom|Sg	19	subj	_	_
15	einen	eine	A	ART	Indef|Masc|Acc|Sg	17	det	_	_
16	blauen	blau	A	ADJA	Pos|Masc|Acc|Sg|_|	17	attr	_	_
17	Landsturmrock	Landsturmrock	N	NN	Masc|Acc|Sg	18	obja	_	_
18	umgestülpt	umstülpen	V	VVPP	_	19	aux	_	_
19	hatte	haben	V	VAFIN	3|Sg|Past|Ind	11	rel	_	_
20	,	,	$	$,	_	0	root	_	_
21	staunte	staunen	V	VVFIN	3|Sg|Past|_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	als	als	K	KOUS	_	30	konj	_	_
24	ihm	er	P	PPER	3|Sg|_|Dat	30	objd	151	151
25	dieses	diese	A	PDAT	Neut|Nom|Sg	26	det	_	_
26	Schriftstück	Schriftstück	N	NN	Neut|Nom|Sg	30	subj	_	_
27	in	in	P	APPR	Acc	30	objp	_	_
28	die	die	A	ART	Def|Fem|Acc|Pl	29	det	152	152
29	Hände	Hand	N	NN	Fem|Acc|Pl	27	pn	152	152
30	kam	kommen	V	VVFIN	3|Sg|Past|Ind	21	neb	_	_
31	.	.	$	$.	_	0	root	_	_

1	Ein	ein	A	ART	Indef|Masc|Nom|Sg	3	det	_	_
2	dummer	dumm	A	ADJA	Pos|Masc|Nom|Sg|St|	3	attr	_	_
3	Spaß	Spaß	N	NN	Masc|Nom|Sg	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	dachte	denken	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	5	subj	29	29
7	.	.	$	$.	_	0	root	_	_

1	Unter	unter	P	APPR	Dat	19	pp	_	_
2	den	die	A	ART	Def|Masc|Dat|Pl	4	det	153	153
3	zweitausend	zweitausend	C	CARD	_	4	attr	153	153
4	Briefen	Brief	N	NN	Masc|Dat|Pl	1	pn	153	153
5	,	,	$	$,	_	0	root	153	153
6	die	die	P	PRELS	Masc|_|Pl	15	obja	153	153
7	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	29	29
8	allwöchentlich	allwöchentlich	A	ADJD	Pos|	15	adv	_	_
9	auf	auf	P	APPR	Acc	15	pp	_	_
10	dubiose	dubios	A	ADJA	Pos|Fem|Acc|Pl|St|	11	attr	_	_
11	Mitteilungen	Mitteilung	N	NN	Fem|Acc|Pl	9	pn	_	_
12	und	und	K	KON	_	11	kon	_	_
13	spionageverdächtige	spionageverdächtige	A	ADJA	_|Fem|Acc|Pl|_	14	attr	_	_
14	Wendungen	Wendung	N	NN	Fem|Acc|Pl	12	cj	_	_
15	durchstöberte	durchstöbern	V	VVFIN	3|Sg|Past|_	4	rel	_	_
16	und	und	K	KON	_	15	kon	_	_
17	durchleuchtete	durchleuchten	V	VVFIN	_|Sg|Past|_	16	cj	_	_
18	,	,	$	$,	_	0	root	_	_
19	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
20	ihm	er	P	PPER	3|Sg|_|Dat	30	objd	29	29
21	ein	eine	A	ART	Indef|Neut|Nom|Sg	24	det	_	_
22	so	so	A	ADV	_	23	adv	_	_
23	absurdes	absurd	A	ADJA	Pos|Neut|Nom|Sg|St|	24	attr	_	_
24	Faktum	Faktum	N	NN	Neut|Nom|Sg	19	subj	_	_
25	noch	noch	A	ADV	_	30	adv	_	_
26	nie	nie	A	ADV	_	30	adv	_	_
27	unter	unter	P	APPR	Acc	30	objp	_	_
28	die	die	A	ART	Def|Masc|Acc|Pl	29	det	154	154
29	Finger	Finger	N	NN	Masc|Acc|Pl	27	pn	154	154
30	gekommen	kommen	V	VVPP	_	19	aux	_	_
31	,	,	$	$,	_	0	root	_	_
32	daß	daß	K	KOUS	_	42	konj	_	_
33	jemand	jemand	P	PIS	_|Nom|Sg	42	subj	_	_
34	aus	aus	P	APPR	Dat	42	pp	_	_
35	Österreich	Österreich	N	NE	Neut|Dat|Sg	34	pn	176	176
36	einen	eine	A	ART	Indef|Masc|Acc|Sg	37	det	_	_
37	Brief	Brief	N	NN	Masc|Acc|Sg	42	obja	_	_
38	nach	nach	P	APPR	Dat	42	pp	_	_
39	Frankreich	Frankreich	N	NE	Neut|Dat|Sg	38	pn	177	177
40	ganz	ganz	A	ADV	_	41	adv	_	_
41	sorglos	sorglos	A	ADJD	Pos|	42	adv	_	_
42	adressierte	adressieren	V	VVFIN	3|Sg|Past|_	58	subjc	_	_
43	,	,	$	$,	_	0	root	_	_
44	also	also	A	ADV	_	58	adv	_	_
45	ganz	ganz	A	ADV	_	46	adv	_	_
46	gemütlich	gemütlich	A	ADJD	Pos|	58	adv	_	_
47	eine	eine	A	ART	Indef|Fem|_|Sg	48	det	_	_
48	Karte	Karte	N	NN	Fem|_|Sg	58	obja	_	_
49	in	in	P	APPR	Acc	48	pp	_	_
50	das	die	A	ART	Def|Neut|Acc|Sg	52	det	_	_
51	kriegführende	kriegführend	A	ADJA	Pos|Neut|Acc|Sg|Wk|<PPRES	52	attr	_	_
52	Ausland	Ausland	N	NN	Neut|Acc|Sg	49	pn	_	_
53	so	so	A	ADV	_	54	adv	_	_
54	einfach	einfach	A	ADJD	Pos|	58	adv	_	_
55	in	in	P	APPR	Acc	58	objp	_	_
56	den	die	A	ART	Def|Masc|Acc|Sg	57	det	_	_
57	Postkasten	Postkasten	N	NN	Masc|Acc|Sg	55	pn	_	_
58	warf	werfen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
59	,	,	$	$,	_	0	root	_	_
60	als	als	K	KOKOM	_	0	root	_	_
61	ob	ob	K	KOUS	_	68	konj	_	_
62	diese	diese	A	PDAT	Fem|Nom|Pl	63	det	_	_
63	Grenzen	Grenze	N	NN	Fem|Nom|Pl	68	subj	_	_
