1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
3	Junge	Junge	N	NN	Masc|Nom|Sg	4	subj	39	39
4	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
5	K	K	N	NN	Neut|Nom|_	4	pred	_	_
6	ü	ü	F	FM	Neut|Nom|_	5	app	_	_
7	r	r	F	FM	Neut|Nom|_	6	app	_	_
8	d	d	F	FM	Neut|Nom|_	7	app	_	_
9	c	c	F	FM	Neut|Nom|_	8	app	_	_
10	h	h	F	FM	Neut|Nom|_	9	app	_	_
11	e	e	F	FM	Neut|Nom|_	10	app	_	_
12	n	n	F	FM	Neut|Nom|_	11	app	_	_
13	(	(	$	$(	_	0	root	_	_
14	Konrädchen	Konrädchen	N	NE	Neut|Nom|_	12	app	_	_
15	)	)	$	$(	_	0	root	_	_
16	,	,	$	$,	_	0	root	_	_
17	dem	die	P	PDS	_|Dat|Sg	22	objd	_	_
18	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	4	s	_	_
19	die	die	A	ART	Def|Fem|Nom|Sg	21	det	40	40
20	wahre	wahr	A	ADJA	Pos|Fem|Nom|Sg|_|	21	attr	40	40
21	Braut	Braut	N	NN	Fem|Nom|Sg	18	subj	40	40
22	helfen	helfen	V	VVINF	_	18	aux	_	_
23	Gänse	Gans	N	NN	Fem|_|Pl	24	obja	67	67
24	hüten	hüten	V	VVINF	_	0	root	_	_
25	.	.	$	$.	_	0	root	_	_

1	Bald	bald	A	ADV	_	2	adv	_	_
2	aber	aber	A	ADV	_	3	adv	_	_
3	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	die	die	A	ART	Def|Fem|_|Sg	6	det	42	42
5	falsche	falsch	A	ADJA	Pos|Fem|_|Sg|_|	6	attr	42	42
6	Braut	Braut	N	NN	Fem|_|Sg	3	obja	42	42
7	zu	zu	P	APPR	Dat	3	pp	_	_
8	dem	die	A	ART	Def|Masc|Dat|Sg	10	det	82	82
9	jungen	jung	A	ADJA	Pos|Masc|Dat|Sg|Wk|	10	attr	82	82
10	König	König	N	NN	Masc|Dat|Sg	7	pn	82	82
11	'	'	$	$(	_	0	root	_	_
12	liebster	lieb	A	ADJA	Sup|Masc|Nom|Sg|St|	13	attr	41	41
13	Gemahl	Gemahl	N	NN	Masc|Nom|Sg	3	subj	41	41
14	,	,	$	$,	_	0	root	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	0	root	38	38
16	bitte	bitte	I	ITJ	_	0	root	_	_
17	Euch	Euch	V	VVIMP	_	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	tut	tun	V	VVFIN	_|_|Pres|Ind	0	root	_	_
20	mir	ich	P	PPER	1|Sg|_|Dat	19	objd	38	38
21	einen	eine	A	ART	Indef|Masc|Acc|Sg	22	det	_	_
22	Gefallen	Gefallen	N	NN	Masc|Acc|Sg	19	obja	_	_
23	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Er	er	P	PPER	3|Sg|Masc|Nom	3	subj	41	41
3	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	'	'	$	$(	_	0	root	_	_
5	das	die	P	PDS	Neut|_|Sg	9	obja	_	_
6	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
7	ich	ich	P	PPER	1|Sg|_|Nom	6	subj	38	38
8	gerne	gerne	A	ADV	_	9	adv	_	_
9	tun	tun	V	VVINF	_	6	aux	_	_
10	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	'	'	$	$(	_	0	root	_	_
3	Nun	nun	A	ADV	_	4	adv	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	laßt	laßt	V	VVFIN	_	0	root	_	_
6	den	die	A	ART	Def|Masc|Acc|Sg	7	det	44	44
7	Schinder	Schinder	N	NN	Masc|Acc|Sg	5	obja	44	44
8	rufen	rufen	V	VVINF	_	0	root	_	_
9	und	und	K	KON	_	0	root	_	_
10	da	da	A	ADV	_	12	adv	_	_
11	dem	die	A	ART	Def|Neut|Dat|Sg	12	det	_	_
12	Pferde	Pferd	N	NN	Neut|Dat|Sg	9	cj	_	_
13	,	,	$	$,	_	0	root	_	_
14	worauf	worauf	P	PWAV	_	16	pp	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	38	38
16	hergeritten	herreiten	V	VVPP	_	17	aux	_	_
17	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	den	die	A	ART	Def|Masc|Acc|Sg	20	det	_	_
20	Hals	Hals	N	NN	Masc|Acc|Sg	21	obja	_	_
21	abhauen	abhauen	V	VVINF	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	weil	weil	K	KOUS	_	28	konj	_	_
24	es	es	P	PPER	3|Sg|Neut|Nom	28	subj	_	_
25	mich	ich	P	PPER	1|Sg|_|Acc	27	obja	38	38
26	unterwegs	unterwegs	A	ADV	_	27	adv	_	_
27	geärgert	ärgern	V	VVPP	_	28	aux	_	_
28	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
29	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Eigenetlich	Eigenetlich	N	NE	_|Nom|Sg	4	subj	_	_
3	aber	aber	A	ADV	_	2	adv	_	_
4	fürchtete	fürchten	V	VVFIN	3|Sg|Past|_	0	root	_	_
5	sie	sie	P	PPER	3|_|_|_	4	obja	42	42
6	,	,	$	$,	_	0	root	_	_
7	daß	daß	K	KOUS	_	11	konj	_	_
8	das	die	A	ART	Def|Neut|Nom|Sg	9	det	43	43
9	Pferd	Pferd	N	NN	Neut|Nom|Sg	11	subj	43	43
10	sprechen	sprechen	V	VVINF	_	11	aux	_	_
11	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	4	neb	_	_
12	,	,	$	$,	_	0	root	_	_
13	wie	wie	P	PWAV	_	18	adv	_	_
14	sie	sie	P	PPER	3|Sg|Fem|Nom	19	subj	42	42
15	mit	mit	P	APPR	Dat	18	objp	_	_
16	der	die	A	ART	Def|Fem|Dat|Sg	17	det	7	7
17	Königstochter	Königstochter	N	NN	Fem|Dat|Sg	15	pn	7	7
18	umgegangen	umgehen	V	VVPP	_	19	aux	_	_
19	war	sein	V	VAFIN	3|Sg|Past|Ind	10	objc	_	_
20	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
3	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	weit	weit	A	ADJD	Pos|	0	root	_	_
6	geraten	geraten	V	VVPP	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	daß	daß	K	KOUS	_	0	root	_	_
9	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
10	geschehen	geschehen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
11	und	und	K	KON	_	10	kon	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	14	det	28	28
13	treue	treu	A	ADJA	Pos|Masc|Nom|Sg|Wk|	14	attr	28	28
14	Falada	Falada	N	NN	Masc|Nom|Sg	16	subj	28	28
15	sterben	sterben	V	VVINF	_	16	aux	_	_
16	sollte	sollen	V	VMFIN	3|Sg|Past|_	11	cj	_	_
17	,	,	$	$,	_	0	root	_	_
18	da	da	A	ADV	_	19	adv	_	_
19	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
20	es	es	P	PPER	3|Sg|Neut|Nom	19	subj	_	_
21	auch	auch	A	ADV	_	19	adv	_	_
22	der	die	A	ART	Def|Fem|Dat|Sg	24	det	_	_
23	rechten	recht	A	ADJA	Pos|Fem|Dat|Sg|Wk|	24	attr	_	_
24	Königstochter	Königstochter	N	NN	Fem|Dat|Sg	19	objd	_	_
25	zu	zu	P	APPR	Dat	19	objp	_	_
26	Ohr	Ohr	N	NN	Neut|Dat|Sg	25	pn	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	19	kon	_	_
29	sie	sie	P	PPER	3|Sg|Fem|Nom	30	subj	28	28
30	versprach	versprechen	V	VVFIN	3|Sg|Past|Ind	28	cj	_	_
31	dem	die	A	ART	Def|Masc|Dat|Sg	32	det	44	44
32	Schinder	Schinder	N	NN	Masc|Dat|Sg	30	objd	44	44
33	heimlich	heimlich	A	ADJD	Pos|	30	adv	_	_
34	ein	eine	A	ART	Indef|Neut|_|Sg	35	det	45	45
35	Stück	Stück	N	NN	Neut|_|Sg	30	obja	45	45
36	Geld	Geld	N	NN	Neut|_|Sg	35	app	45	45
37	,	,	$	$,	_	0	root	_	_
38	das	die	P	PRELS	Neut|_|Sg	0	root	45	45
39	sie	sie	P	PPER	3|_|_|_	41	obja	28	28
40	ihm	er	P	PPER	3|Sg|_|Dat	41	objd	44	44
41	bezahlen	bezahlen	V	VVINF	_	42	aux	_	_
42	wollet	wollen	V	VMFIN	2|Pl|Pres|Subj	0	root	_	_
43	,	,	$	$,	_	0	root	_	_
44	wenn	wenn	K	KOUS	_	50	konj	_	_
45	er	er	P	PPER	3|Sg|Masc|Nom	50	subj	44	44
46	ihr	ihr	P	PPER	3|Sg|Fem|Dat	50	objd	28	28
47	einen	eine	A	ART	Indef|Masc|Acc|Sg	49	det	_	_
48	kleinen	klein	A	ADJA	Pos|Masc|Acc|Sg|_|	49	attr	_	_
49	Dienst	Dienst	N	NN	Masc|Acc|Sg	50	obja	_	_
50	erwiese	erweisen	V	VVFIN	3|Sg|Past|Subj	42	neb	_	_
51	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	47	47
3	Stadt	Stadt	N	NN	Fem|Dat|Sg	1	pn	47	47
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	ein	eine	A	ART	Indef|Neut|Nom|Sg	8	det	46	46
6	großes	groß	A	ADJA	Pos|Neut|Nom|Sg|St|	8	attr	46	46
7	finsteres	finster	A	ADJA	Pos|Neut|Nom|Sg|St|	8	attr	46	46
8	Tor	Tor	N	NN	Neut|Nom|Sg	4	subj	46	46
9	,	,	$	$,	_	0	root	_	_
10	wo	wo	P	PWAV	_	0	root	_	_
11	sie	sie	P	PPER	3|_|_|_	0	root	46	46
12	abends	abends	A	ADV	_	11	adv	_	_
13	und	und	K	KON	_	12	kon	_	_
14	morgens	morgens	A	ADV	_	15	adv	_	_
15	mit	mit	P	APPR	Dat	13	cj	_	_
16	den	die	A	ART	Def|Fem|Dat|Pl	17	det	50	50
17	Gänsen	Gans	N	NN	Fem|Dat|Pl	15	pn	50	50
18	durch	durch	P	APPR	Acc	17	pp	50	50
19	mußte	mußte	F	FM	_|Acc|_	18	pn	50	50
20	,	,	$	$,	_	0	root	_	_
21	'	'	$	$(	_	0	root	_	_
22	unter	unter	P	APPR	Acc	26	pp	_	_
23	das	die	A	ART	Def|Neut|Acc|Sg	25	det	49	49
24	finstere	finster	A	ADJA	Pos|Neut|Acc|Sg|Wk|	25	attr	49	49
25	Tor	Tor	N	NN	Neut|Acc|Sg	22	pn	49	49
26	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
27	er	er	P	PPER	3|Sg|Masc|Nom	26	subj	44	44
28	dem	die	A	ART	Def|_|Dat|Sg	29	det	28	28
29	Falada	Falada	N	NN	_|Dat|Sg	32	objd	28	28
30	seinen	seine	A	PPOSAT	Masc|_|Sg	31	det	44	44
31	Kopf	Kopf	N	NN	Masc|_|Sg	32	obja	48	48
32	hinnageln	hinnageln	V	VVINF	_	26	aux	_	_
33	,	,	$	$,	_	0	root	_	_
34	daß	daß	K	KOUS	_	43	konj	_	_
35	sie	sie	P	PPER	3|Sg|Fem|Nom	43	subj	47	47
36	ihn	er	P	PPER	3|Sg|Masc|Acc	42	obja	44	44
37	doch	doch	A	ADV	_	42	adv	_	_
38	noch	noch	A	ADV	_	42	adv	_	_
39	mehr	mehr	A	ADV	_	40	adv	_	_
40	als	als	K	KOKOM	_	42	kom	_	_
41	einmal	einmal	A	ADV	_	40	cj	_	_
42	sehen	sehen	V	VVINF	_	43	aux	_	_
43	könnte	können	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
44	.	.	$	$.	_	0	root	_	_

1	'	'	$	$(	_	0	root	_	_
2	Also	also	A	ADV	_	3	adv	_	_
3	versprach	versprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	das	die	P	PDS	Neut|_|Sg	3	obja	_	_
5	der	die	A	ART	Def|Masc|Nom|Sg	6	det	_	_
6	Schindersknecht	Schindersknecht	N	NN	Masc|Nom|Sg	3	subj	_	_
7	zu	zu	P	PTKZU	_	8	part	_	_
8	tun	tun	V	VVINF	_	3	obji	_	_
9	,	,	$	$,	_	0	root	_	_
10	hieb	hauen	V	VVFIN	_|Sg|Past|Ind	3	kon	_	_
11	den	die	A	ART	Def|Masc|Acc|Sg	12	det	48	48
12	Kopf	Kopf	N	NN	Masc|Acc|Sg	10	obja	48	48
13	ab	ab	P	PTKVZ	_	10	avz	_	_
14	und	und	K	KON	_	10	kon	_	_
15	nagelte	nageln	V	VVFIN	_|Sg|Past|_	14	cj	_	_
16	ihn	er	P	PPER	3|Sg|Masc|Acc	15	obja	48	48
17	unter	unter	P	APPR	Acc	15	pp	_	_
18	das	die	A	ART	Def|Neut|Acc|Sg	20	det	49	49
19	finstere	finster	A	ADJA	Pos|Neut|Acc|Sg|Wk|	20	attr	49	49
20	Tor	Tor	N	NN	Neut|Acc|Sg	17	pn	49	49
21	fest	fest	P	PTKVZ	_	15	avz	_	_
22	.	.	$	$.	_	0	root	_	_

1	Des	die	A	ART	Def|Masc|Gen|Sg	2	det	_	_
2	Morgens	Morgen	N	NN	Masc|Gen|Sg	0	root	_	_
3	früh	früh	A	ADJD	Pos|	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	da	da	K	KOUS	_	11	konj	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	11	subj	50	50
7	und	und	K	KON	_	6	kon	_	_
8	Kürdchen	Kürdchen	N	NN	Neut|Nom|_	7	cj	56	56
9	unterm	unter	P	APPRART	Dat	11	pp	_	_
10	Tor	Tor	N	NN	_|Dat|Sg	9	pn	_	_
11	hinaustrieben	hinaustreiben	V	VVFIN	3|Pl|Past|_	13	neb	_	_
12	,	,	$	$,	_	0	root	_	_
13	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	19	s	_	_
14	sie	sie	P	PPER	3|Sg|Fem|Nom	13	subj	47	47
15	im	in	P	APPRART	Dat	13	pp	_	_
16	Vorbeigehen	Vorbeigehe	N	NN	_|Dat|_	15	pn	3	3

1	'	'	$	$(	_	0	root	_	_
2	o	o	F	FM	_	0	root	_	_
3	du	du	F	FM	_	2	app	_	_
4	Falada	Falada	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	da	da	K	KOUS	_	0	root	_	_
7	du	du	P	PPER	2|Sg|_|Nom	0	root	51	51
8	hangest	hangest	A	ADJD	_	0	root	_	_
9	,	,	$	$,	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_

1	da	da	A	ADV	_	2	adv	_	_
2	antwortete	antworten	V	VVFIN	_|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	34	34
4	Kopf	Kopf	N	NN	Masc|Nom|Sg	7	subj		

1	'	'	$	$(	_	0	root	_	_
2	o	o	V	VVIMP	_	0	root	_	_
3	du	du	P	PPER	Fem|Nom|Sg	0	root	61	61
4	Jungfer	Jungfer	N	NN	Fem|_|Sg	3	app	61	61
5	Königin	Königin	N	NN	Fem|_|Sg	4	app	61	61
6	,	,	$	$,	_	0	root	_	_
7	da	da	K	KOUS	_	0	root	_	_
8	du	du	P	PPER	2|Sg|_|Nom	0	root	51	51
9	gangest	gangest	A	ADJD	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_

1	wenn	wenn	K	KOUS	_	5	konj	_	_
2	das	die	P	PDS	Neut|Nom|Sg	5	subj	_	_
3	deine	deine	A	PPOSAT	Fem|_|Sg	4	det	51	51
4	Mutter	Mutter	N	NN	Fem|_|Sg	5	obja	52	52
5	wüßte	wüßte	V	VVFIN	_|Sg|_|_	0	root	_	_
6	,	,	$	$,	_	0	root	_	_

1	ihr	ihre	A	PPOSAT	_|_|Sg	2	det	52	52
2	Herz	Herz	N	NN	_|_|Sg	3	obja	_	_
3	tät	tät	V	VVFIN	2|Pl|_|_	0	root	_	_
4	ihr	ihr	P	PPER	2|Pl|_|Nom	3	subj	_	_
5	zerspringen	zerspringen	V	VVINF	_	0	root	_	_
6	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	52	52
4	still	still	A	ADJD	Pos|	2	adv	_	_
5	weiter	weiter	A	ADV	_	2	adv	_	_
6	zur	zu	P	APPRART	Dat	2	pp	_	_
7	Stadt	Stadt	N	NN	Fem|Dat|Sg	6	pn	_	_
8	hinaus	hinaus	P	PTKVZ	_	2	avz	_	_
9	,	,	$	$,	_	0	root	_	_
10	und	und	K	KON	_	2	kon	_	_
11	sie	sie	P	PPER	3|Pl|_|Nom	12	subj	_	_
12	trieben	treiben	V	VVFIN	3|Pl|Past|_	10	cj	_	_
13	die	die	A	ART	Def|Fem|_|Pl	14	det	53	53
14	Gänse	Gans	N	NN	Fem|_|Pl	12	obja	53	53
15	aufs	auf	P	APPRART	Acc	12	pp	_	_
16	Feld	Feld	N	NN	Neut|Acc|Sg	15	pn	54	54
17	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	10	koord	_	_
2	wenn	wenn	K	KOUS	_	8	konj	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	8	subj	52	52
4	auf	auf	P	APPR	Dat	7	pp	_	_
5	der	die	A	ART	Def|Fem|Dat|Sg	6	det	63	63
6	Wiese	Wiese	N	NN	Fem|Dat|Sg	4	pn	63	63
7	angekommen	ankommen	V	VVPP	_	8	aux	_	_
8	war	sein	V	VAFIN	3|Sg|Past|Ind	10	neb	_	_
9	,	,	$	$,	_	0	root	_	_
10	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	10	subj	52	52
12	nieder	nieder	P	PTKVZ	_	10	avz	_	_
13	und	und	K	KON	_	10	kon	_	_
14	machte	machen	V	VVFIN	_|Sg|Past|_	13	cj	_	_
15	ihre	ihre	A	PPOSAT	Neut|_|Pl	16	det	52	52
16	Haare	Haar	N	NN	Neut|_|Pl	14	obja	_	_
17	auf	auf	P	PTKVZ	_	14	avz	_	_
18	,	,	$	$,	_	0	root	_	_
19	die	die	P	PDS	_|Nom|Pl	20	subj	_	_
20	waren	sein	V	VAFIN	3|Pl|Past|Ind	14	kon	_	_
21	eitel	eitel	A	ADJD	Pos|	20	adv	_	_
22	Gold	Gold	N	NN	Neut|Nom|Sg	20	pred	55	55
23	,	,	$	$,	_	0	root	_	_
24	und	und	K	KON	_	20	kon	_	_
25	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	26	subj	58	58
26	sah	sehen	V	VVFIN	3|Sg|Past|Ind	24	cj	_	_
27	sie	sie	P	PPER	3|_|_|_	26	obja	55	55
28	und	und	K	KON	_	26	kon	_	_
29	freute	freuen	V	VVFIN	_|Sg|Past|_	28	cj	_	_
30	sich	sie	P	PRF	3|_|_	29	obja	_	_
31	,	,	$	$,	_	0	root	_	_
32	wie	wie	P	PWAV	_	0	root	_	_
33	sie	sie	P	PPER	3|_|_|_	0	root	55	55
34	und	und	K	KON	_	0	root	_	_
35	wollte	wollen	V	VMFIN	_|Sg|Past|_	34	cj	_	_
36	ihr	ihr	P	PPER	3|Sg|Fem|Dat	39	objd	52	52
37	ein	eine	A	ART	Indef|_|_|Sg	38	part	_	_
38	paar	paar	P	PIS	_	39	obja	_	_
39	ausraufen	ausraufen	V	VVINF	_	35	aux	_	_
40	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	6	subj	52	52

1	'	'	$	$(	_	0	root	_	_
2	weh	weh	P	PTKVZ	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	weh	weh	P	PTKVZ	_	0	root	_	_
5	,	,	$	$,	_	0	root	_	_
6	Windchen	Windchen	N	NN	Neut|_|_	0	root	64	64
7	,	,	$	$,	_	0	root	_	_

1	nimm	nehmen	V	VVIMP	Sg	0	root	_	_
2	Kürdchen	Kürdchen	N	NN	Neut|_|_	1	obja	56	56
3	sein	seine	A	PPOSAT	Neut|_|Sg	4	det	29	29
4	Hütchen	Hütchen	N	NN	Neut|_|Sg	0	root	_	_
5	,	,	$	$,	_	0	root	_	_

1	und	und	K	KON	_	0	root	_	_
2	laß	laß	V	VVIMP	_	1	cj	_	_
3	'	'	$	$(	_	0	root	_	_
4	n	n	N	NN	_|Dat|_	2	objd	65	65
5	sich	sie	P	PRF	3|_|_	2	obja	_	_
6	mit	mit	A	ADV	_	2	adv	_	_
7	jagen	jagen	V	VVINF	_	0	root	_	_
8	,	,	$	$,	_	0	root	_	_

1	bis	bis	P	APPR	Acc	0	root	_	_
2	ich	ich	P	PPER	1|Sg|_|Nom	1	pn	34	34
3	mich	ich	P	PRF	1|Sg|Acc	0	root	_	_
4	geflochten	geflochten	A	ADJD	Pos|	0	root	_	_
5	und	und	K	KON	_	0	root	_	_
6	geschnatzt	geschnatzt	T	TRUNC	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_

1	und	und	K	KON	_	0	root	_	_
2	wieder	wieder	A	ADV	_	3	adv	_	_
3	aufgesatzt	aufgesatzt	V	VVIZU	_	1	cj	_	_
4	.	.	$	$.	_	0	root	_	_

