1	Es	es	P	PPER	3|Sg|Neut|_	2	expl	_	_
36	helfen	helfen	V	VVINF	_	34	aux	_	_
37	.	.	$	$.	_	0	root	_	_
38	«	«	$	$(	_	0	root	_	_
39	Der	die	A	ART	Def|Masc|Nom|Sg	40	det	_	_
40	Junge	Junge	N	NN	Masc|Nom|Sg	41	subj	_	_
41	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
42	Kürdchen	Kürdchen	N	NN	Neut|Nom|_	41	pred	52	52
43	,	,	$	$,	_	0	root	_	_
44	dem	die	P	PDS	_|Dat|Sg	49	objd	_	_
45	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	41	s	_	_
46	die	die	A	ART	Def|Fem|Nom|Sg	48	det	42	42
47	wahre	wahr	A	ADJA	Pos|Fem|Nom|Sg|_|	48	attr	42	42
48	Braut	Braut	N	NN	Fem|Nom|Sg	45	subj	42	42
49	helfen	helfen	V	VVINF	_	45	aux	_	_
50	Gänse	Gans	N	NN	Fem|_|Pl	51	obja	60	60
51	hüten	hüten	V	VVINF	_	0	root	_	_
52	.	.	$	$.	_	0	root	_	_

1	Bald	bald	A	ADV	_	2	adv	_	_
2	aber	aber	A	ADV	_	3	adv	_	_
3	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
4	die	die	A	ART	Def|Fem|Nom|Sg	6	det	43	43
5	falsche	falsch	A	ADJA	Pos|Fem|Nom|Sg|_|	6	attr	43	43
6	Braut	Braut	N	NN	Fem|Nom|Sg	3	subj	43	43
7	zu	zu	P	APPR	Dat	3	pp	_	_
8	dem	die	A	ART	Def|Masc|Dat|Sg	10	det	75	75
9	jungen	jung	A	ADJA	Pos|Masc|Dat|Sg|Wk|	10	attr	75	75
10	König	König	N	NN	Masc|Dat|Sg	7	pn	75	75
11	:	\:	$	$.	_	0	root	_	_
12	»	»	$	$(	_	0	root	_	_
13	Liebster	lieb	A	ADJA	Sup|Masc|Nom|Sg|St|	14	attr	_	_
14	Gemahl	Gemahl	N	NN	Masc|Nom|Sg	0	root	_	_
15	,	,	$	$,	_	0	root	_	_
16	ich	ich	P	PPER	1|Sg|_|Nom	0	root	_	_
17	bitt	bitt	N	NE	_|Nom|Sg	16	app	_	_
18	Euch	Euch	N	NE	_|Nom|Sg	17	app	_	_
19	,	,	$	$,	_	0	root	_	_
20	tut	tun	V	VVFIN	_|_|Pres|Ind	0	root	_	_
21	mir	ich	P	PPER	1|Sg|_|Dat	20	objd	40	40
22	einen	eine	A	ART	Indef|Masc|Acc|Sg	23	det	_	_
23	Gefallen	Gefallen	N	NN	Masc|Acc|Sg	20	obja	_	_
24	.	.	$	$.	_	0	root	_	_
25	«	«	$	$(	_	0	root	_	_
26	Er	er	P	PPER	3|Sg|Masc|Nom	27	subj	12	12
27	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
28	:	\:	$	$.	_	0	root	_	_
29	»	»	$	$(	_	0	root	_	_
30	Das	die	P	PDS	Neut|_|Sg	34	obja	_	_
31	will	wollen	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
32	ich	ich	P	PPER	1|Sg|_|Nom	31	subj	40	40
33	gerne	gerne	A	ADV	_	34	adv	_	_
34	tun	tun	V	VVINF	_	31	aux	_	_
35	.	.	$	$.	_	0	root	_	_
36	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Nun	nun	A	ADV	_	0	root	_	_
3	,	,	$	$,	_	0	root	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	laßt	laßt	V	VVFIN	_	0	root	_	_
6	den	die	A	ART	Def|Masc|Acc|Sg	7	det	45	45
7	Schinder	Schinder	N	NN	Masc|Acc|Sg	5	obja	45	45
8	rufen	rufen	V	VVINF	_	0	root	_	_
9	und	und	K	KON	_	0	root	_	_
10	da	da	A	ADV	_	12	adv	_	_
11	dem	die	A	ART	Def|Neut|Dat|Sg	12	det	_	_
12	Pferde	Pferd	N	NN	Neut|Dat|Sg	9	cj	_	_
13	,	,	$	$,	_	0	root	_	_
14	worauf	worauf	P	PWAV	_	16	pp	_	_
15	ich	ich	P	PPER	1|Sg|_|Nom	17	subj	40	40
16	hergeritten	herreiten	V	VVPP	_	17	aux	_	_
17	bin	sein	V	VAFIN	1|Sg|Pres|Ind	0	root	_	_
18	,	,	$	$,	_	0	root	_	_
19	den	die	A	ART	Def|Masc|Acc|Sg	20	det	_	_
20	Hals	Hals	N	NN	Masc|Acc|Sg	21	obja	_	_
21	abhauen	abhauen	V	VVINF	_	0	root	_	_
22	,	,	$	$,	_	0	root	_	_
23	weil	weil	K	KOUS	_	28	konj	_	_
24	es	es	P	PPER	3|Sg|Neut|Nom	28	subj	_	_
25	mich	ich	P	PPER	1|Sg|_|Acc	27	obja	40	40
26	unterwegs	unterwegs	A	ADV	_	27	adv	_	_
27	geärgert	ärgern	V	VVPP	_	28	aux	_	_
28	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
29	.	.	$	$.	_	0	root	_	_
30	«	«	$	$(	_	0	root	_	_
31	Eigentlich	eigentlich	A	ADV	_	32	adv	_	_
32	aber	aber	A	ADV	_	33	adv	_	_
33	fürchtete	fürchten	V	VVFIN	3|Sg|Past|_	0	root	_	_
34	sie	sie	P	PPER	3|Sg|Fem|Nom	33	subj	43	43
35	,	,	$	$,	_	0	root	_	_
36	daß	daß	K	KOUS	_	40	konj	_	_
37	das	die	A	ART	Def|Neut|Nom|Sg	38	det	44	44
38	Pferd	Pferd	N	NN	Neut|Nom|Sg	40	subj	44	44
39	sprechen	sprechen	V	VVINF	_	40	aux	_	_
40	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	33	objc	_	_
41	,	,	$	$,	_	0	root	_	_
42	wie	wie	P	PWAV	_	47	adv	_	_
43	sie	sie	P	PPER	3|Sg|Fem|Nom	48	subj	43	43
44	mit	mit	P	APPR	Dat	47	objp	_	_
45	der	die	A	ART	Def|Fem|Dat|Sg	46	det	15	15
46	Königstochter	Königstochter	N	NN	Fem|Dat|Sg	44	pn	15	15
47	umgegangen	umgehen	V	VVPP	_	48	aux	_	_
48	war	sein	V	VAFIN	3|Sg|Past|Ind	39	objc	_	_
49	.	.	$	$.	_	0	root	_	_

1	Nun	nun	A	ADV	_	2	adv	_	_
2	war	sein	V	VAFIN	_|Sg|Past|Ind	0	root	_	_
3	das	die	A	ART	Def|Neut|_|Sg	0	root	_	_
4	so	so	A	ADV	_	5	adv	_	_
5	weit	weit	A	ADJD	Pos|	0	root	_	_
6	geraten	geraten	V	VVPP	_	0	root	_	_
7	,	,	$	$,	_	0	root	_	_
8	daß	daß	K	KOUS	_	0	root	_	_
9	es	es	P	PPER	3|Sg|Neut|_	0	root	_	_
10	geschehen	geschehen	V	VVFIN	_|Pl|Pres|_	0	root	_	_
11	und	und	K	KON	_	10	kon	_	_
12	der	die	A	ART	Def|Masc|Nom|Sg	14	det	29	29
13	treue	treu	A	ADJA	Pos|Masc|Nom|Sg|Wk|	14	attr	29	29
14	Falada	Falada	N	NN	Masc|Nom|Sg	16	subj	29	29
15	sterben	sterben	V	VVINF	_	16	aux	_	_
16	sollte	sollen	V	VMFIN	3|Sg|Past|_	11	cj	_	_
17	,	,	$	$,	_	0	root	_	_
18	da	da	A	ADV	_	19	adv	_	_
19	kam	kommen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
20	es	es	P	PPER	3|Sg|Neut|Nom	19	subj	_	_
21	auch	auch	A	ADV	_	19	adv	_	_
22	der	die	A	ART	Def|Fem|Dat|Sg	24	det	_	_
23	rechten	recht	A	ADJA	Pos|Fem|Dat|Sg|Wk|	24	attr	_	_
24	Königstochter	Königstochter	N	NN	Fem|Dat|Sg	19	objd	_	_
25	zu	zu	P	APPR	Dat	19	objp	_	_
26	Ohr	Ohr	N	NN	Neut|Dat|Sg	25	pn	_	_
27	,	,	$	$,	_	0	root	_	_
28	und	und	K	KON	_	19	kon	_	_
29	sie	sie	P	PPER	3|Sg|Fem|Nom	30	subj	29	29
30	versprach	versprechen	V	VVFIN	3|Sg|Past|Ind	28	cj	_	_
31	dem	die	A	ART	Def|Masc|Dat|Sg	32	det	45	45
32	Schinder	Schinder	N	NN	Masc|Dat|Sg	30	objd	45	45
33	heimlich	heimlich	A	ADJD	Pos|	30	adv	_	_
34	ein	eine	A	ART	Indef|Neut|_|Sg	35	det	46	46
35	Stück	Stück	N	NN	Neut|_|Sg	30	obja	46	46
36	Geld	Geld	N	NN	Neut|_|Sg	35	app	46	46
37	,	,	$	$,	_	0	root	_	_
38	das	die	P	PRELS	Neut|Nom|Sg	42	subj	46	46
39	sie	sie	P	PPER	3|_|_|_	41	obja	29	29
40	ihm	er	P	PPER	3|Sg|_|Dat	41	objd	45	45
41	bezahlen	bezahlen	V	VVINF	_	42	aux	_	_
42	wollte	wollen	V	VMFIN	3|Sg|Past|_	36	rel	_	_
43	,	,	$	$,	_	0	root	_	_
44	wenn	wenn	K	KOUS	_	50	konj	_	_
45	er	er	P	PPER	3|Sg|Masc|Nom	50	subj	45	45
46	ihr	ihr	P	PPER	3|Sg|Fem|Dat	50	objd	29	29
47	einen	eine	A	ART	Indef|Masc|Acc|Sg	49	det	_	_
48	kleinen	klein	A	ADJA	Pos|Masc|Acc|Sg|_|	49	attr	_	_
49	Dienst	Dienst	N	NN	Masc|Acc|Sg	50	obja	_	_
50	erwiese	erweisen	V	VVFIN	3|Sg|Past|Subj	42	neb	_	_
51	.	.	$	$.	_	0	root	_	_

1	In	in	P	APPR	Dat	4	pp	_	_
2	der	die	A	ART	Def|Fem|Dat|Sg	3	det	48	48
3	Stadt	Stadt	N	NN	Fem|Dat|Sg	1	pn	48	48
4	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
5	ein	eine	A	ART	Indef|Neut|Nom|Sg	8	det	47	47
6	großes	groß	A	ADJA	Pos|Neut|Nom|Sg|St|	8	attr	47	47
7	finsteres	finster	A	ADJA	Pos|Neut|Nom|Sg|St|	8	attr	47	47
8	Tor	Tor	N	NN	Neut|Nom|Sg	4	subj	47	47
9	,	,	$	$,	_	0	root	_	_
10	wo	wo	P	PWAV	_	0	root	_	_
11	sie	sie	P	PPER	3|_|_|_	0	root	47	47
12	abends	abends	A	ADV	_	11	adv	_	_
13	und	und	K	KON	_	12	kon	_	_
14	morgens	morgens	A	ADV	_	15	adv	_	_
15	mit	mit	P	APPR	Dat	13	cj	_	_
16	den	die	A	ART	Def|Fem|Dat|Pl	17	det	51	51
17	Gänsen	Gans	N	NN	Fem|Dat|Pl	15	pn	51	51
18	durch	durch	P	APPR	Acc	17	pp	51	51
19	mußte	mußte	F	FM	_|Acc|_	18	pn	51	51
20	,	,	$	$,	_	0	root	_	_
21	unter	unter	P	APPR	Acc	25	pp	_	_
22	das	die	A	ART	Def|Neut|Acc|Sg	24	det	50	50
23	finstere	finster	A	ADJA	Pos|Neut|Acc|Sg|Wk|	24	attr	50	50
24	Tor	Tor	N	NN	Neut|Acc|Sg	21	pn	50	50
25	möchte	mögen	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
26	er	er	P	PPER	3|Sg|Masc|Nom	25	subj	45	45
27	dem	die	A	ART	Def|_|Dat|Sg	28	det	29	29
28	Falada	Falada	N	NN	_|Dat|Sg	31	objd	29	29
29	seinen	seine	A	PPOSAT	Masc|_|Sg	30	det	45	45
30	Kopf	Kopf	N	NN	Masc|_|Sg	31	obja	49	49
31	hinnageln	hinnageln	V	VVINF	_	25	aux	_	_
32	,	,	$	$,	_	0	root	_	_
33	daß	daß	K	KOUS	_	42	konj	_	_
34	sie	sie	P	PPER	3|Sg|Fem|Nom	42	subj	48	48
35	ihn	er	P	PPER	3|Sg|Masc|Acc	41	obja	45	45
36	doch	doch	A	ADV	_	41	adv	_	_
37	noch	noch	A	ADV	_	41	adv	_	_
38	mehr	mehr	A	ADV	_	39	adv	_	_
39	als	als	K	KOKOM	_	41	kom	_	_
40	einmal	einmal	A	ADV	_	39	cj	_	_
41	sehen	sehen	V	VVINF	_	42	aux	_	_
42	könnte	können	V	VMFIN	3|Sg|Past|Subj	0	root	_	_
43	.	.	$	$.	_	0	root	_	_

1	Also	also	A	ADV	_	2	adv	_	_
2	versprach	versprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	das	die	P	PDS	Neut|_|Sg	2	obja	_	_
4	der	die	A	ART	Def|Masc|Nom|Sg	5	det	_	_
5	Schindersknecht	Schindersknecht	N	NN	Masc|Nom|Sg	2	subj	_	_
6	zu	zu	P	PTKZU	_	7	part	_	_
7	tun	tun	V	VVINF	_	2	obji	_	_
8	,	,	$	$,	_	0	root	_	_
9	hieb	hauen	V	VVFIN	_|Sg|Past|Ind	2	kon	_	_
10	den	die	A	ART	Def|Masc|Acc|Sg	11	det	49	49
11	Kopf	Kopf	N	NN	Masc|Acc|Sg	9	obja	49	49
12	ab	ab	P	PTKVZ	_	9	avz	_	_
13	und	und	K	KON	_	9	kon	_	_
14	nagelte	nageln	V	VVFIN	_|Sg|Past|_	13	cj	_	_
15	ihn	er	P	PPER	3|Sg|Masc|Acc	14	obja	49	49
16	unter	unter	P	APPR	Acc	14	pp	_	_
17	das	die	A	ART	Def|Neut|Acc|Sg	19	det	50	50
18	finstere	finster	A	ADJA	Pos|Neut|Acc|Sg|Wk|	19	attr	50	50
19	Tor	Tor	N	NN	Neut|Acc|Sg	16	pn	50	50
20	fest	fest	P	PTKVZ	_	14	avz	_	_
21	.	.	$	$.	_	0	root	_	_

1	Des	die	A	ART	Def|Masc|Gen|Sg	2	det	_	_
2	Morgens	Morgen	N	NN	Masc|Gen|Sg	0	root	_	_
3	früh	früh	A	ADJD	Pos|	0	root	_	_
4	,	,	$	$,	_	0	root	_	_
5	da	da	K	KOUS	_	11	konj	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	11	subj	51	51
7	und	und	K	KON	_	6	kon	_	_
8	Kürdchen	Kürdchen	N	NN	Neut|Nom|_	7	cj	52	52
9	unterm	unter	P	APPRART	Dat	11	pp	_	_
10	Tor	Tor	N	NN	_|Dat|Sg	9	pn	_	_
11	hinaustrieben	hinaustreiben	V	VVFIN	3|Pl|Past|_	13	neb	_	_
12	,	,	$	$,	_	0	root	_	_
13	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	sie	sie	P	PPER	3|Sg|Fem|Nom	13	subj	48	48
15	im	in	P	APPRART	Dat	13	pp	_	_
16	Vorbeigehen	Vorbeigehe	N	NN	_|Dat|_	15	pn	_	_
17	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	O	O	N	NN	Neut|_|_	0	root	_	_
3	du	du	F	FM	Neut|_|_	2	app	_	_
4	Falada	Falada	F	FM	Neut|_|_	3	app	_	_
5	,	,	$	$,	_	0	root	_	_
6	da	da	K	KOUS	_	0	root	_	_
7	du	du	P	PPER	2|Sg|_|Nom	0	root	_	_
8	hangest	hangest	A	ADJD	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_

1	da	da	A	ADV	_	2	adv	_	_
2	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	49	49
4	Kopf	Kopf	N	NN	Masc|Nom|Sg	2	subj	49	49
5	:	\:	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	zog	ziehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	48	48
4	still	still	A	ADJD	Pos|	2	adv	_	_
5	weiter	weiter	A	ADV	_	2	adv	_	_
6	zur	zu	P	APPRART	Dat	2	pp	_	_
7	Stadt	Stadt	N	NN	Fem|Dat|Sg	6	pn	_	_
8	hinaus	hinaus	P	PTKVZ	_	2	avz	_	_
9	,	,	$	$,	_	0	root	_	_
10	und	und	K	KON	_	2	kon	_	_
11	sie	sie	P	PPER	3|Pl|_|Nom	12	subj	11	11
12	trieben	treiben	V	VVFIN	3|Pl|Past|_	10	cj	_	_
13	die	die	A	ART	Def|Fem|_|Pl	14	det	53	53
14	Gänse	Gans	N	NN	Fem|_|Pl	12	obja	53	53
15	aufs	auf	P	APPRART	Acc	12	pp	_	_
16	Feld	Feld	N	NN	Neut|Acc|Sg	15	pn	54	54
17	.	.	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	wenn	wenn	K	KOUS	_	8	konj	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	8	subj	48	48
4	auf	auf	P	APPR	Dat	7	pp	_	_
5	der	die	A	ART	Def|Fem|Dat|Sg	6	det	59	59
6	Wiese	Wiese	N	NN	Fem|Dat|Sg	4	pn	59	59
7	angekommen	ankommen	V	VVPP	_	8	aux	_	_
8	war	sein	V	VAFIN	3|Sg|Past|Ind	10	neb	_	_
9	,	,	$	$,	_	0	root	_	_
10	saß	sitzen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	10	subj	48	48
12	nieder	nieder	P	PTKVZ	_	10	avz	_	_
13	und	und	K	KON	_	10	kon	_	_
14	machte	machen	V	VVFIN	_|Sg|Past|_	13	cj	_	_
15	ihre	ihre	A	PPOSAT	Neut|_|Pl	16	det	48	48
16	Haare	Haar	N	NN	Neut|_|Pl	14	obja	_	_
17	auf	auf	P	PTKVZ	_	14	avz	_	_
18	,	,	$	$,	_	0	root	_	_
19	die	die	P	PDS	_|Nom|Pl	20	subj	_	_
20	waren	sein	V	VAFIN	3|Pl|Past|Ind	14	kon	_	_
21	eitel	eitel	A	ADJD	Pos|	20	adv	_	_
22	Gold	Gold	N	NN	Neut|Nom|Sg	20	pred	55	55
23	,	,	$	$,	_	0	root	_	_
24	und	und	K	KON	_	20	kon	_	_
25	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	26	subj	57	57
26	sah	sehen	V	VVFIN	3|Sg|Past|Ind	24	cj	_	_
27	sie	sie	P	PPER	3|_|_|_	26	obja	55	55
28	und	und	K	KON	_	26	kon	_	_
29	freute	freuen	V	VVFIN	_|Sg|Past|_	28	cj	_	_
30	sich	sie	P	PRF	3|_|_	29	obja	_	_
31	,	,	$	$,	_	0	root	_	_
32	wie	wie	P	PWAV	_	34	adv	_	_
33	sie	sie	P	PPER	3|Pl|_|Nom	34	subj	11	11
34	glänzten	glänzen	V	VVFIN	3|Pl|Past|_	29	objc	_	_
35	,	,	$	$,	_	0	root	_	_
36	und	und	K	KON	_	26	kon	_	_
37	wollte	wollen	V	VMFIN	3|Sg|Past|_	36	cj	_	_
38	ihr	ihr	P	PPER	3|Sg|Fem|Dat	41	objd	48	48
39	ein	eine	A	ART	Indef|_|_|Sg	40	part	_	_
40	paar	paar	P	PIS	_|Nom|Sg	37	subj	_	_
41	ausraufen	ausraufen	V	VVINF	_	37	aux	_	_
42	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	48	48
4	:	\:	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	da	da	A	ADV	_	3	adv	_	_
3	kam	kommen	V	VVFIN	3|Sg|Past|Ind	1	cj	_	_
4	ein	eine	A	ART	Indef|Masc|Nom|Sg	7	det	56	56
5	so	so	A	ADV	_	6	adv	56	56
6	starker	stark	A	ADJA	Pos|Masc|Nom|Sg|St|	7	attr	56	56
7	Wind	Wind	N	NN	Masc|Nom|Sg	3	subj	56	56
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	15	konj	_	_
10	er	er	P	PPER	3|Sg|Masc|Nom	15	subj	56	56
11	dem	die	A	ART	Def|Neut|Dat|Sg	12	det	_	_
12	Kürdchen	Kürdchen	N	NN	Neut|Dat|Sg	15	objd	_	_
13	sein	seine	A	PPOSAT	Neut|_|Sg	14	det	56	56
14	Hütchen	Hütchen	N	NN	Neut|_|Sg	15	obja	_	_
15	wegwehte	wegwehen	V	VVFIN	3|Sg|Past|_	3	objc	_	_
16	über	über	P	APPR	_	15	pp	_	_
17	alle	alle	A	PIDAT	_|_|_	18	det	80	80
18	Land	Land	N	NN	Neut|_|Sg	16	pn	80	80
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	15	kon	_	_
21	es	es	P	PPER	3|Sg|Neut|Nom	22	subj	_	_
22	mußte	müssen	V	VMFIN	3|Sg|Past|Ind	20	cj	_	_
23	ihm	er	P	PPER	3|Sg|_|Dat	24	objd	56	56
24	nachlaufen	nachlaufen	V	VVINF	_	22	aux	_	_
25	.	.	$	$.	_	0	root	_	_

1	Bis	bis	K	KOUS	_	3	konj	_	_
2	es	es	P	PPER	3|Sg|Neut|Nom	3	subj	_	_
3	wiederkam	wiederkommen	V	VVFIN	3|Sg|Past|Ind	5	neb	_	_
4	,	,	$	$,	_	0	root	_	_
5	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
6	sie	sie	P	PPER	3|Sg|Fem|Nom	5	subj	48	48
7	mit	mit	P	APPR	Dat	5	pp	_	_
8	dem	die	A	ART	Def|Neut|Dat|Sg	9	det	_	_
9	Kämmen	Kamm	N	NN	Neut|Dat|Sg	7	pn	_	_
10	und	und	K	KON	_	9	kon	_	_
11	Aufsetzen	Aufsetzen	N	NN	Neut|Dat|Sg	10	cj	_	_
12	fertig	fertig	A	ADJD	Pos|	5	pred	_	_
13	,	,	$	$,	_	0	root	_	_
14	und	und	K	KON	_	5	kon	_	_
15	es	es	P	PPER	3|Sg|Neut|Nom	16	subj	_	_
16	konnte	können	V	VMFIN	3|Sg|Past|Ind	14	cj	_	_
17	keine	keine	A	PIAT	Neut|_|Pl	18	det	58	58
18	Haare	Haar	N	NN	Neut|_|Pl	19	obja	58	58
19	kriegen	kriegen	V	VVINF	_	16	aux	_	_
20	.	.	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	_
3	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	2	subj	57	57
4	bös	bös	A	ADJD	Pos|	2	pred	_	_
5	und	und	K	KON	_	2	kon	_	_
6	sprach	sprechen	V	VVFIN	_|Sg|Past|Ind	5	cj	_	_
7	nicht	nicht	P	PTKNEG	_	6	adv	_	_
8	mit	mit	P	APPR	Dat	6	pp	_	_
9	ihr	ihr	P	PPER	3|Sg|Fem|Dat	8	pn	48	48
10	;	;	$	$.	_	0	root	_	_
11	und	und	K	KON	_	13	koord	_	_
12	so	so	A	ADV	_	13	adv	_	_
13	hüteten	hüten	V	VVFIN	3|Pl|Past|_	0	root	_	_
14	sie	sie	P	PPER	3|Pl|_|Nom	13	subj	58	58
15	die	die	A	ART	Def|Fem|_|Pl	16	det	53	53
16	Gänse	Gans	N	NN	Fem|_|Pl	13	obja	53	53
17	,	,	$	$,	_	0	root	_	_
18	bis	bis	P	APPR	Acc	0	root	_	_
19	daß	daß	K	KOUS	_	22	konj	_	_
20	es	es	P	PPER	3|Sg|Neut|Nom	22	subj	_	_
21	Abend	Abend	N	NN	Masc|_|Sg	22	obja	_	_
22	ward	ward	V	VAFIN	3|Sg|_|_	0	root	_	_
23	,	,	$	$,	_	0	root	_	_
24	dann	dann	A	ADV	_	25	adv	_	_
25	gingen	gehen	V	VVFIN	3|Pl|Past|_	0	root	_	_
26	sie	sie	P	PPER	3|Pl|_|Nom	25	subj	58	58
27	nach	nach	P	APPR	Dat	25	pp	_	_
28	Haus	Haus	N	NN	Neut|Dat|Sg	27	pn	_	_
29	.	.	$	$.	_	0	root	_	_

1	Den	die	A	ART	Def|Masc|_|_	3	det	_	_
2	andern	andern	A	ADJA	_|Masc|_|_|_	3	attr	_	_
3	Morgen	Morgen	N	NN	Masc|_|_	13	obja	_	_
4	,	,	$	$,	_	0	root	_	_
5	wie	wie	P	PWAV	_	11	adv	_	_
6	sie	sie	P	PPER	3|Pl|_|Nom	11	subj	58	58
7	unter	unter	P	APPR	Dat	11	pp	_	_
8	dem	die	A	ART	Def|_|Dat|Sg	10	det	62	62
9	finstern	finstern	A	ADJA	_|_|Dat|Sg|_	10	attr	62	62
10	Tor	Tor	N	NN	_|Dat|Sg	7	pn	62	62
11	hinaustrieben	hinaustreiben	V	VVFIN	3|Pl|Past|_	3	objc	_	_
12	,	,	$	$,	_	0	root	_	_
13	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	die	die	A	ART	Def|Fem|Nom|Sg	15	det	_	_
15	Jungfrau	Jungfrau	N	NN	Fem|Nom|Sg	13	subj	_	_
16	:	\:	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	O	O	N	NN	Neut|_|_	0	root	_	_
3	du	du	F	FM	Neut|_|_	2	app	_	_
4	Falada	Falada	F	FM	Neut|_|_	3	app	_	_
5	,	,	$	$,	_	0	root	_	_
6	da	da	K	KOUS	_	0	root	_	_
7	du	du	P	PPER	2|Sg|_|Nom	0	root	_	_
8	hangest	hangest	A	ADJD	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_
10	,	,	$	$,	_	0	root	_	_

1	Falada	Falada	N	NE	_|Nom|Sg	2	subj	29	29
2	antwortete	antworten	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	:	\:	$	$.	_	0	root	_	_

1	Und	und	K	KON	_	0	root	_	_
2	in	in	P	APPR	Dat	5	pp	_	_
3	dem	die	A	ART	Def|Neut|Dat|Sg	4	det	66	66
4	Feld	Feld	N	NN	Neut|Dat|Sg	2	pn	66	66
5	setzte	setzen	V	VVFIN	3|Sg|Past|_	1	cj	_	_
6	sie	sie	P	PPER	3|Sg|Fem|Nom	5	subj	29	29
7	sich	sie	P	PRF	3|_|_	5	obja	_	_
8	wieder	wieder	A	ADV	_	5	adv	_	_
9	auf	auf	P	APPR	Acc	5	objp	_	_
10	die	die	A	ART	Def|Fem|Acc|Sg	11	det	59	59
11	Wiese	Wiese	N	NN	Fem|Acc|Sg	9	pn	59	59
12	und	und	K	KON	_	5	kon	_	_
13	fing	fangen	V	VVFIN	_|Sg|Past|Ind	12	cj	_	_
14	an	an	P	PTKVZ	_	13	avz	_	_
15	,	,	$	$,	_	0	root	_	_
16	ihr	ihre	A	PPOSAT	Neut|_|Sg	17	det	29	29
17	Haar	Haar	N	NN	Neut|_|Sg	18	obja	_	_
18	auszukämmen	auskämmen	V	VVIZU	_	13	obji	_	_
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	13	kon	_	_
21	Kürdchen	Kürdchen	N	NN	Neut|Nom|Sg	22	subj	57	57
22	lief	laufen	V	VVFIN	3|Sg|Past|Ind	20	cj	_	_
23	und	und	K	KON	_	22	kon	_	_
24	wollte	wollen	V	VMFIN	_|Sg|Past|_	23	cj	_	_
25	danach	danach	P	PROAV	_	26	objp	_	_
26	greifen	greifen	V	VVINF	_	24	aux	_	_
27	,	,	$	$,	_	0	root	_	_
28	da	da	A	ADV	_	29	adv	_	_
29	sprach	sprechen	V	VVFIN	3|Sg|Past|Ind	24	kon	_	_
30	sie	sie	P	PPER	3|Sg|Fem|Nom	29	subj	29	29
31	schnell	schnell	A	ADJD	Pos|	29	adv	_	_
32	:	\:	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	wehte	wehen	V	VVFIN	3|Sg|Past|_	0	root	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	56	56
